Filename-->;PUNTA_LILA.RFL8;PUNTA_LILA_2.RFL8;PUNTA_LILA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
515,192;2,581198943;4,355376791;2,704011602
515,771;2,557676822;4,294036961;2,685529337
516,350;2,494242824;4,185136595;2,649730897
516,928;2,470826404;4,132489743;2,643142371
517,507;2,475131933;4,122048427;2,592304979
518,086;2,498314368;4,09463818;2,595153281
518,664;2,468090647;4,0544036;2,507861691
519,243;2,459697284;4,087362956;2,511086034
519,821;2,425382302;4,010096577;2,398547067
520,400;2,391598609;3,954415126;2,474159802
520,978;2,39582192;3,907517457;2,497059601
521,557;2,384091449;3,938049171;2,522353597
522,135;2,387452178;3,876744;2,50242947
522,714;2,395936086;3,868491415;2,577372792
523,292;2,43282965;3,898877444;2,586419726
523,870;2,403333797;3,875504171;2,642282314
524,448;2,365678793;3,913608697;2,550742392
525,026;2,346428071;3,836557242;2,577423697
525,605;2,382608711;3,80601356;2,484322426
526,183;2,332054857;3,844322197;2,456456437
526,761;2,344287095;3,737136441;2,361271043
527,339;2,266958255;3,698423077;2,303638569
527,917;2,186980126;3,67210258;2,174192632
528,495;2,099713002;3,590078598;2,15672753
529,073;2,118020805;3,543194468;2,040358542
529,650;2,172798619;3,417808485;2,083788341
530,228;2,146875701;3,510766065;2,079430569
530,806;2,113225241;3,483429877;2,110327686
531,384;2,089603037;3,418512799;2,021235242
531,962;2,058595673;3,411759323;2,030336025
532,539;2,107160829;3,401142896;2,017409605
533,117;2,078464598;3,415441339;2,052552622
533,694;2,081678635;3,400488088;2,075926251
534,272;2,040770238;3,344657058;2,0809081
534,849;1,9738453;3,328769852;2,027021751
535,427;2,005261535;3,290694268;1,974708475
536,004;1,994657272;3,322535769;1,927570021
536,582;1,980918911;3,297446765;1,978641803
537,159;1,959606095;3,210854627;1,965160241
537,736;1,910307546;3,158600977;1,956998692
538,314;1,898407761;3,069205444;1,924252333
538,891;1,816251788;3,039075577;1,836169774
539,468;1,799177534;3,031372953;1,796064417
540,045;1,827915198;3,06196486;1,849410633
540,622;1,787585265;2,961438359;1,866226958
541,199;1,783482758;2,940046317;1,841408106
541,776;1,785116011;2,961590012;1,780766284
542,353;1,709965915;2,977670882;1,717675363
542,930;1,701233193;2,984860366;1,658233962
543,507;1,736155951;3,003032013;1,728115543
544,084;1,725610191;2,948943407;1,706872038
544,661;1,693464853;2,923729666;1,745052594
545,238;1,62381514;2,847536521;1,64793472
545,815;1,621682213;2,919269611;1,624785286
546,391;1,562766534;2,852065656;1,604813139
546,968;1,569224804;2,792551445;1,635771422
547,545;1,652665088;2,870397196;1,710433047
548,121;1,661256082;2,866229897;1,779492002
548,698;1,623101849;2,788806348;1,65685987
549,274;1,649899494;2,817642102;1,645018683
549,851;1,634566959;2,829788434;1,650044217
550,427;1,645821349;2,869466453;1,69836361
551,004;1,611385068;2,838221613;1,692686717
551,580;1,654716444;2,861593763;1,705912227
552,156;1,658571767;2,897999843;1,717750932
552,732;1,650481579;2,895759041;1,703488109
553,309;1,654306252;2,962042224;1,65307097
553,885;1,734297494;3,02514628;1,756251204
554,461;1,746237525;3,046268087;1,790498729
555,037;1,827083185;3,091334136;1,823590857
555,613;1,821764893;3,062936889;1,801674649
556,189;1,868379683;2,987035726;1,815031341
556,765;1,860421608;2,973934069;1,84300549
557,341;1,813353275;2,884181355;1,794673362
557,917;1,822673398;2,849580429;1,75584195
558,493;1,82911931;2,785321528;1,834266554
559,069;1,767920183;2,740328542;1,793537908
559,645;1,783674976;2,737448724;1,83531702
560,220;1,770021077;2,701125348;1,788103776
560,796;1,771893894;2,681716086;1,820526229
561,372;1,729500747;2,766374659;1,828809081
561,948;1,706442045;2,745123061;1,826308725
562,523;1,713632789;2,771226742;1,853430782
563,099;1,688587189;2,705138468;1,866153127
563,674;1,73878337;2,742501198;1,854175895
564,250;1,771988824;2,72113748;1,91361422
564,825;1,756089205;2,674678595;1,85706879
565,400;1,73494223;2,660820685;1,88506205
565,976;1,73013151;2,636349012;1,827222899
566,551;1,771904997;2,691670155;1,873923858
567,126;1,804355572;2,719082382;1,872754681
567,702;1,827311544;2,731282696;1,848910259
568,277;1,853266093;2,761608383;1,860497639
568,852;1,824126986;2,686025043;1,826720425
569,427;1,743401053;2,716540098;1,741574391
570,002;1,706866553;2,699618489;1,722496995
570,577;1,704284376;2,700313862;1,732081713
571,152;1,701618468;2,692552057;1,779018168
571,727;1,688105096;2,61469767;1,738253092
572,302;1,667196199;2,598413572;1,667552571
572,877;1,724281664;2,649566932;1,722902592
573,452;1,719640848;2,702280267;1,7237728
574,026;1,767468027;2,804929814;1,829293297
574,601;1,767150656;2,818581188;1,917090886
575,176;1,832870576;2,939236709;1,978872652
575,751;1,864530071;2,954946927;1,982642583
576,325;1,87551995;3,038904569;1,96411247
576,900;1,893200191;3,098906374;1,997497972
577,474;1,933084315;3,120717666;2,098503154
578,049;1,883613921;3,083258573;2,064921015
578,623;1,810338368;3,018215625;2,042087039
579,198;1,81155258;2,974044286;1,994637528
579,772;1,948348774;3,017182688;1,915454678
580,346;1,945951824;2,884729225;1,920145012
580,921;1,948084612;2,95935446;1,929670555
581,495;1,921134073;2,914208594;1,969486484
582,069;1,962442437;2,950960537;1,931735284
582,643;1,966708314;2,989941035;1,908439837
583,218;1,981392816;3,030088698;1,909737365
583,792;2,050080453;3,123216959;1,9335431
584,366;2,007935031;3,157439506;1,927821214
584,940;1,924603651;3,102680423;1,986482993
585,514;1,939346741;3,196092164;2,010131839
586,088;1,920138919;3,164762624;2,033478334
586,662;1,973040134;3,207526041;2,041604364
587,235;1,950989608;3,11932047;2,092097357
587,809;1,886358056;3,109666067;2,075854402
588,383;1,937302027;3,139341584;2,157604703
588,957;1,938725247;3,102202024;2,210075975
589,530;1,950855698;3,186300486;2,281663841
590,104;1,988667427;3,258094107;2,286799899
590,678;1,974331747;3,307645211;2,302640427
591,251;1,99759746;3,378886315;2,293936567
591,825;1,992210371;3,434342916;2,313002851
592,398;2,001383879;3,529556608;2,271621929
592,972;2,098559497;3,526187009;2,42702454
593,545;2,089352543;3,572994;2,455952717
594,118;2,185313109;3,683939946;2,526887187
594,692;2,268886408;3,712881667;2,521358192
595,265;2,278870259;3,835743169;2,586849661
595,838;2,335724813;3,872063589;2,621863821
596,411;2,395599833;3,879549398;2,68993459
596,985;2,470243013;3,935273316;2,779402481
597,558;2,463674335;3,907204121;2,887148843
598,131;2,497989323;3,995563772;2,813334194
598,704;2,581065367;4,099607652;2,950117939
599,277;2,600700485;4,13146964;2,955056147
599,850;2,589950217;4,123953392;3,034582641
600,423;2,599720374;4,178992629;3,059629951
600,996;2,595917158;4,219408713;3,190722419
601,568;2,616066806;4,219670435;3,177931174
602,141;2,673124095;4,262591008;3,181225237
602,714;2,763584695;4,436870441;3,192692347
603,287;2,678677712;4,465712991;3,297822621
603,859;2,667107895;4,441635966;3,269059789
604,432;2,728865102;4,492868853;3,389459751
605,004;2,745945651;4,525447102;3,449543775
605,577;2,910247217;4,584545196;3,642727165
606,149;2,961535586;4,701949218;3,661562519
606,722;3,058999844;4,762165344;3,826202037
607,294;3,146187949;4,83492923;4,020139386
607,867;3,251571716;4,963396718;4,224787931
608,439;3,375730476;5,030917368;4,287671157
609,011;3,440444271;4,981417352;4,274353834
609,584;3,41763909;5,086649946;4,260219322
610,156;3,52380642;5,270740161;4,334490532
610,728;3,524432672;5,243274205;4,312487281
611,300;3,659461017;5,242861045;4,325512744
611,872;3,659097541;5,320220827;4,298347085
612,444;3,689141871;5,390465612;4,289234609
613,016;3,53563889;5,343146642;4,247108475
613,588;3,578328663;5,395719559;4,335154043
614,160;3,646435542;5,735971545;4,469966094
614,732;3,73878289;5,703328503;4,545815726
615,304;3,765187234;5,646139496;4,542465408
615,876;3,802467202;5,691368382;4,647197327
616,447;3,836671111;5,84605792;4,722528662
617,019;3,935401436;5,922337698;4,875057229
617,591;3,976385537;5,992865634;4,942893256
618,162;4,121538002;6,077245097;5,074836646
618,734;4,15552104;6,124139311;5,060706721
619,305;4,126978528;6,012449904;5,052385424
619,877;4,19916853;6,091021878;5,122686812
620,448;4,215383561;6,145788783;5,239036205
621,020;4,240231052;6,237274775;5,239215716
621,591;4,160754453;6,152185523;5,229030915
622,162;4,056496426;6,129090519;5,196802979
622,734;4,013084756;6,090529342;5,280827171
623,305;4,081369404;6,183093153;5,253048139
623,876;4,148676259;6,30117476;5,297486132
624,447;4,21267258;6,296999054;5,389805473
625,019;4,237485453;6,360700407;5,485807516
625,590;4,298224422;6,479652984;5,49950518
626,161;4,282969152;6,509871414;5,499175266
626,732;4,46302351;6,617707134;5,610083226
627,303;4,55835005;6,676302481;5,65808072
627,874;4,641884557;6,821379491;5,629909774
628,444;4,700738577;6,780143673;5,71202419
629,015;4,845670515;6,78801015;5,851047308
629,586;4,851708152;6,86129236;5,91203469
630,157;4,788168374;6,914594469;5,825303364
630,727;4,845392327;6,876384836;5,904185065
631,298;4,896805148;6,906640743;5,959539338
631,869;4,883120729;6,879140288;6,029370295
632,439;4,924307071;6,995412753;6,15793071
633,010;4,978068915;6,982448394;6,296790994
633,580;5,004065318;6,975340861;6,31775499
634,151;4,913735225;7,010019948;6,465368402
634,721;4,999644424;7,168641794;6,559511818
635,292;5,053402162;7,032499975;6,72722774
635,862;5,044688927;7,124030502;6,764460152
636,432;5,160047599;7,160793261;6,907590808
637,002;5,096032627;7,216728294;6,881792873
637,573;5,069698337;7,191597982;6,907900033
638,143;5,120312547;7,059501335;6,872822881
638,713;5,129962574;7,075646984;7,076060376
639,283;5,232688575;7,03112436;7,008822694
639,853;5,309783101;7,010172506;7,182964515
640,423;5,472255043;7,236913724;7,328218193
640,993;5,525007082;7,215479196;7,426167842
641,563;5,60758535;7,158216833;7,393988796
642,133;5,699046549;7,098265092;7,535988926
642,703;5,837806763;7,091164995;7,647777669
643,272;5,712203642;7,222860722;7,829608717
643,842;5,775211501;7,333782125;7,84447415
644,412;5,836151169;7,394464992;7,931164177
644,981;5,875284292;7,514719159;7,881862468
645,551;5,878107385;7,552925924;7,893283124
646,121;6,034200935;7,637525551;7,939498613
646,690;6,026434592;7,722687602;8,114702548
647,260;6,113395075;7,781247515;8,197419173
647,829;6,213745185;7,96867324;8,234891211
648,398;6,385402759;8,091514974;8,249897451
648,968;6,413319087;8,006473332;8,209749026
649,537;6,47183751;8,230071374;8,293709848
650,106;6,522469887;8,090129562;8,424779646
650,676;6,585126606;8,118597442;8,46040482
651,245;6,673949809;8,100707195;8,61239776
651,814;6,739926461;8,166507811;8,643626739
652,383;6,911696077;8,403172527;8,763062786
652,952;6,977856439;8,443140429;8,945577271
653,521;7,026220998;8,383742603;8,980082648
654,090;7,186065761;8,591100628;9,105689948
654,659;7,316401942;8,644734912;9,320387637
655,228;7,368320642;8,745703513;9,373952131
655,797;7,403469173;8,74317902;9,513575921
656,365;7,392239953;8,848100077;9,44059809
656,934;7,512635828;9,010101692;9,636093313
657,503;7,550656676;8,971727082;9,683102631
658,072;7,606542074;9,116259996;9,719780303
658,640;7,941358735;9,320427805;9,92781053
659,209;8,028959975;9,341484266;10,05767304
659,777;8,0946871;9,325863937;10,04352586
660,346;8,196921682;9,409937143;10,21628708
660,914;8,271701515;9,522164471;10,25168305
661,483;8,329619289;9,554670333;10,51105819
662,051;8,408760121;9,535732324;10,54728596
662,619;8,446985756;9,58341842;10,72014852
663,188;8,53727697;9,543307486;10,81931002
663,756;8,472701513;9,664825043;10,87711955
664,324;8,472184229;9,593923859;10,81269012
664,892;8,584642366;9,67096248;10,96358445
665,460;8,757853086;9,712505581;10,8799469
666,028;8,890447289;9,698743981;11,06002588
666,596;9,139417298;9,814507509;11,11023666
667,164;9,270441563;9,966812836;11,20556636
667,732;9,368600597;10,1760025;11,34768211
668,300;9,434911993;10,08666064;11,43740868
668,868;9,5865061;10,05836112;11,59317502
669,436;9,729537847;10,22853722;11,83318525
670,004;9,785931753;10,13758468;11,87199215
670,571;9,800088273;10,17582996;12,05863803
671,139;9,927990122;10,35676422;12,08882519
671,707;9,780422221;10,3690306;12,16626198
672,274;9,773891518;10,41561996;12,37036284
672,842;9,864747932;10,42499679;12,37990113
673,409;9,962191632;10,66031903;12,39492783
673,977;9,902810599;10,64112588;12,47671203
674,544;9,912644298;10,76741133;12,4972516
675,112;9,956106354;10,96108231;12,55451441
675,679;10,07624931;11,02089327;12,55299236
676,246;10,10234514;11,16789505;12,82357756
676,814;10,3947755;11,39178983;12,79307312
677,381;10,50006322;11,29625849;12,72979189
677,948;10,58438874;11,34129866;12,67535859
678,515;10,71329656;11,25678705;12,81773897
679,082;10,86521873;11,42600532;12,75181583
679,649;10,97592237;11,49462228;12,88233294
680,216;11,04439643;11,59763795;12,93345393
680,783;11,02901937;11,80069236;12,97450493
681,350;11,13898661;11,77223077;12,7979177
681,917;11,09595032;11,67759146;12,98518551
682,484;11,16347131;11,95732409;12,92203199
683,051;11,19294141;11,97688187;13,05574758
683,617;11,1297823;12,02305899;12,93231963
684,184;11,17529599;11,98224391;13,06192577
684,751;11,24935139;12,17692089;13,05784976
685,317;11,35924209;12,30511363;13,1368488
685,884;11,45384896;12,30473176;13,36602694
686,450;11,44263185;12,51758658;13,55348021
687,017;11,49379642;12,68245543;13,5859012
687,583;11,59338516;12,6178562;13,96439127
688,150;11,64186851;12,74504961;13,9301994
688,716;11,89144994;13,11164997;14,30791957
689,282;11,90885813;13,19853502;14,32062517
689,849;12,09185482;13,25218829;14,58407453
690,415;12,22417187;13,34606489;14,72897553
690,981;12,23374238;13,512234;14,76607977
691,547;12,30641481;13,54239123;14,76097978
692,113;12,41282333;13,65924156;14,94177686
692,679;12,45424455;13,8017927;14,85840334
693,245;12,46665165;14,05040293;15,13548999
693,811;12,6038551;14,0659838;15,11736063
694,377;12,62271543;14,33079534;15,25915725
694,943;12,75702618;14,46547677;15,26767164
695,509;12,72662378;14,56993928;15,44222304
696,074;12,95252165;14,76797812;15,60559585
696,640;13,15183746;14,97004915;15,84748157
697,206;13,13867884;15,17030556;15,89017815
697,771;13,25068716;15,46562999;15,92940579
698,337;13,41170169;15,50130352;15,93738815
698,903;13,37025493;15,81059647;16,05228617
699,468;13,53227283;15,91896464;15,95725449
700,034;13,4357051;16,05991271;16,05303894
700,599;13,60035295;16,26040847;16,00777478
701,164;13,63443649;16,410326;16,19468915
701,730;13,75040951;16,69227955;16,08799392
702,295;13,93133938;16,78950226;16,14223306
702,860;13,96340298;17,01135622;16,31101444
703,426;14,05422226;17,44882504;16,44549988
703,991;14,03967407;17,52866309;16,41552955
704,556;14,20598729;17,83627294;16,64651856
705,121;14,24642746;18,00054505;16,46228373
705,686;14,37059987;18,34500071;16,60347392
706,251;14,47918311;18,55912555;16,52162656
706,816;14,44844063;18,38866546;16,6162442
707,381;14,4544927;18,54253705;16,5517855
707,946;14,53647937;18,62724502;16,72260554
708,510;14,8238513;18,60123642;16,74172132
709,075;15,03101633;18,84371219;16,99045416
709,640;14,94863016;18,90758177;17,03670724
710,205;15,18809656;19,09457148;17,46416854
710,769;15,24513114;19,17597711;17,59372669
711,334;15,2977839;19,32127017;17,55066092
711,898;15,36912614;19,66751275;17,71619837
712,463;15,49904056;20,01185677;17,85789593
713,027;15,72953056;20,14440808;17,96938443
713,592;15,63912764;20,593595;18,16744158
714,156;15,84217217;20,89673376;18,16915999
714,720;15,93165263;21,20718078;18,35568645
715,285;15,8577331;21,52201713;18,34136612
715,849;15,84256464;21,56712602;18,33699239
716,413;15,93028404;21,65478165;18,45231411
716,977;16,04409113;21,98561885;18,45166183
717,541;16,18964559;22,32522151;18,4814436
718,105;16,1805795;22,63752418;18,54853301
718,669;16,45076281;22,57305184;18,79548592
719,233;16,39452465;22,44566671;18,93271576
719,797;16,62541281;22,60606595;18,92568459
720,361;16,96512636;22,7360538;19,1298122
720,925;17,15179795;22,88815556;19,32171766
721,489;17,30252746;23,40854785;19,76487996
722,053;17,45289808;23,59573032;20,27408458
722,616;17,46680968;23,65623884;20,60785672
723,180;17,61553468;24,00590206;20,77641411
723,744;17,50165578;24,06841382;20,76338855
724,307;17,60885903;24,56679875;20,94552442
724,871;17,8471381;24,66915693;21,28143598
725,434;17,96723371;25,11301074;21,20617847
725,998;17,97963372;25,46619935;21,23125981
726,561;18,03403455;25,58326772;21,26493861
727,124;18,0676386;25,89205922;21,14794546
727,688;18,2793926;26,29295223;21,16681824
728,251;18,30215332;26,28796253;21,10016018
728,814;18,65773901;26,66553997;21,15598972
729,377;18,81331672;26,74064724;21,38078285
729,940;18,92264725;27,13649473;21,60974363
730,503;18,9381648;26,93059924;22,11527293
731,067;19,16344048;26,97848773;22,25947465
731,630;19,44377361;27,07771122;22,41709901
732,192;19,58416544;27,01216007;22,339863
732,755;19,74781034;26,90102668;22,38335355
733,318;20,01919148;27,39415594;22,59297307
733,881;20,08278518;27,49285764;22,872552
734,444;20,12597489;27,49772885;22,72324558
735,007;20,216828;27,55891489;22,76664946
735,569;20,46073488;27,94161945;22,60710845
736,132;20,51873625;28,35765452;22,65976245
736,694;20,4396381;28,46308907;22,73978712
737,257;20,77468026;28,51518888;23,13827668
737,819;20,77794751;28,71645821;23,40421734
738,382;20,92944134;28,63729108;23,66854705
738,944;21,02376801;28,62691812;23,69071496
739,507;21,15203729;28,93808231;23,88449252
740,069;21,54357351;29,2647354;23,81625128
740,631;21,44146785;29,38762788;24,10422162
741,193;21,44919332;29,48929433;24,37406122
741,756;21,61316309;29,36626727;24,37586197
742,318;21,55325561;29,71666174;24,32338286
742,880;21,69733141;29,76878242;24,59629843
743,442;21,64964768;29,83957927;24,49589744
744,004;21,78123281;30,05496573;24,64344557
744,566;21,91645003;30,38834806;24,99938552
745,128;21,67013689;30,18921999;25,07047517
745,690;22,09704122;30,29758481;25,04330961
746,252;22,4370703;30,17822012;25,14161926
746,813;22,34727704;30,50662998;25,21332007
747,375;22,54293562;30,86394956;25,6098643
747,937;22,7151235;30,99993559;25,70421605
748,498;22,76064578;31,00134833;26,16826781
749,060;22,81194261;31,14024981;26,42939407
749,622;22,96869627;31,04030506;26,38379515
750,183;23,21099064;31,23977617;26,79668701
750,745;23,18143398;31,27910812;26,95239824
751,306;23,24110858;31,35441588;27,10733257
751,867;23,43807612;31,5061423;27,75800511
752,429;23,5479045;31,21349527;27,71232166
752,990;23,45907838;31,43610602;27,88494306
753,551;23,61952651;31,41231223;27,43462878
754,112;23,68449281;31,52738149;27,56511266
754,674;23,74632598;31,49245585;27,60611897
755,235;23,82533625;31,50762989;27,70308316
755,796;24,00216718;31,58459592;27,84516601
756,357;24,02378214;31,79566305;28,152949
756,918;24,07714389;31,69673879;27,75130708
757,479;23,7490423;31,91137939;27,96057465
758,039;24,06324186;31,84129709;27,71564145
758,600;24,1989967;32,32793723;28,46319387
759,161;24,24573945;32,44140478;27,95468503
759,722;24,32523903;31,99965235;28,01424825
760,283;24,25208333;32,23369316;27,5929391
760,843;23,77958681;32,2202874;27,82107203
761,404;23,93206924;32,48716183;27,358512
761,964;24,54312468;33,23480469;27,79503998
762,525;25,43852218;33,19925463;27,66590522
763,085;25,35790628;33,47598943;28,8835344
763,646;25,22604318;33,67407195;28,53211168
764,206;25,53066687;33,86857847;29,185304
764,766;25,54348324;34,59944153;29,70667668
765,327;25,80669707;34,6294152;30,54245371
765,887;26,75674431;34,69245982;30,72765377
766,447;27,14923006;34,93148305;31,17251002
767,007;27,52718223;35,00192065;30,92827466
767,567;27,10026343;35,21082106;31,33380539
768,127;27,65517255;35,34535749;31,09141981
768,687;27,84721224;35,158057;31,59598527
769,247;28,03757111;35,26511608;31,83011849
769,807;28,23466764;35,15986968;31,70600178
770,367;28,21087295;35,53511567;31,38876089
770,927;27,53002115;35,66301013;31,11356418
771,487;27,34750722;35,66896017;30,92361468
772,047;26,94552306;35,42446994;31,41839191
772,606;27,26616683;35,19854189;31,19265325
773,166;27,23896851;34,92967902;30,99674871
773,726;27,44805621;35,33229558;30,71397543
774,285;27,47111439;35,63629946;30,93910321
774,845;27,80038845;35,88459521;31,65154476
775,404;28,07647181;36,03600266;32,0856379
775,963;28,47914809;35,97974983;32,3731477
776,523;28,36005917;35,89481391;32,60383057
777,082;28,44660584;36,02561527;32,64858711
777,641;28,61645254;36,09769956;33,08345106
778,201;28,1282514;36,86588546;33,50266923
778,760;28,40311176;36,72933372;33,79221422
779,319;28,25020925;36,46873545;33,78996343
779,878;28,02562664;36,80121341;33,33646569
780,437;27,92842546;36,54213204;33,62337591
780,996;27,98759083;36,88865749;33,92547824
781,555;28,11503758;36,59569777;33,87311108
782,114;28,42147167;36,56586808;33,90838442
782,673;28,55264438;36,68199679;33,84644156
783,232;29,01459629;36,06671957;33,8153048
783,790;28,87860138;36,37698961;34,13438028
784,349;29,00101212;36,59848492;34,20641068
784,908;29,15040577;36,67084333;34,4774533
785,466;29,28341487;36,80005472;34,1896884
786,025;29,3502609;37,11441515;34,20074731
786,584;29,82369805;37,28535021;35,00788998
787,142;29,90116826;37,83897169;35,26513989
787,701;29,76555983;37,85092449;35,26059089
788,259;29,45958736;38,08732067;35,1128634
788,817;29,54914101;38,02615484;35,3664719
789,376;30,00379857;38,44514875;35,42276809
789,934;30,21556914;38,100399;35,25605158
790,492;30,36641776;37,85802075;35,37881847
791,050;30,38933023;37,81309152;35,55544785
791,608;30,39942602;38,6849085;35,48513152
792,167;30,51393347;38,66497907;35,40481934
792,725;30,61027889;39,15288508;35,59909788
793,283;31,34027924;39,25243396;36,30155059
793,841;31,47691829;39,30920086;36,14135326
794,398;31,3059121;38,51424362;36,43725939
794,956;31,20473208;38,68387797;36,34244064
795,514;31,16693551;38,93360161;36,96868323
796,072;31,0377338;38,59760732;37,25679239
796,630;30,85794815;38,44148509;36,75341809
797,187;30,76848452;38,19864111;36,68747419
797,745;31,19937845;37,49718073;36,7861409
798,302;30,56977345;37,50509592;36,67846632
798,860;30,86778704;36,84644041;36,66279998
799,417;31,23613335;37,75187645;36,59387467
799,975;31,53634966;37,79953244;37,03211575
800,532;31,72778899;38,0522575;36,97792834
801,090;32,04257169;37,75793776;36,85990394
801,647;32,2612865;37,23427076;37,10054909
802,204;32,685969;37,14005534;37,75887581
802,761;32,44868152;37,30415221;38,08166068
803,318;33,11075318;37,22460938;37,95435788
803,876;32,60088444;38,01235884;38,10165686
804,433;32,66206288;37,24159596;38,09858875
804,990;32,70755823;37,57437985;38,76003406
805,547;32,94149014;37,24919505;37,9938992
806,104;32,35559442;37,79460303;37,72810502
806,660;32,91950681;39,11869506;38,22158171
807,217;32,44747566;38,95533208;37,43955921
807,774;32,42960087;39,05476828;37,34577301
808,331;32,47690961;38,73203474;37,38138555
808,887;32,39920917;37,63767503;36,96532407
809,444;31,72012876;37,46884217;37,12714114
810,001;31,71627006;37,18483506;36,99610852
810,557;31,57479014;37,62559756;37,35007141
811,114;32,37830387;37,62435594;37,73806146
811,670;31,19387422;36,43444696;37,17406566
812,227;31,10127627;36,38734607;37,85134347
812,783;30,67040329;36,0433928;38,02096405
813,339;30,24341527;36,27290378;38,02611312
813,895;30,30041355;36,88970001;38,35998607
814,452;30,42421159;37,33154665;37,83002495
815,008;29,81717562;37,23700641;37,01364323
815,564;29,60987267;37,5529887;37,44855229
816,120;29,44487261;37,35618357;38,09507611
816,676;29,6004453;37,57896108;38,49691437
817,232;30,14024371;38,75168678;39,52160865
817,788;30,8909057;39,40147285;39,38133468
818,344;31,2289802;40,22372773;39,85113017
818,900;30,94430412;41,08482432;40,39895548
819,456;30,43471601;41,18924864;40,83460581
820,011;30,55088197;40,28285575;40,59404356
820,567;30,12523552;39,9897702;40,11786133
821,123;29,94010998;39,72713396;39,35914672
821,678;30,40529836;39,38491742;39,74443172
822,234;30,74520331;38,55178577;39,4529493
822,789;30,42545502;38,43945234;39,69743766
823,345;29,71181536;37,63201833;39,73457326
823,900;30,46661324;36,81291188;40,02888853
824,456;31,30534577;35,89253332;40,23917825
825,011;31,07940426;36,8741229;40,43085406
825,566;32,68760463;36,70946196;40,82757629
826,121;32,84328659;36,31672556;40,43686353
826,677;32,84795089;35,94982729;40,53001874
827,232;32,33804276;36,55041761;39,65658355
827,787;32,60530567;36,68114185;39,34953445
828,342;33,69707683;36,54869714;39,51192038
828,897;34,50630047;36,75188901;39,03064488
829,452;34,52402987;37,61139582;39,10763412
830,007;34,91342487;37,21611753;39,53421105
830,562;33,88194158;38,66102509;39,41392143
831,116;33,87587411;38,949974;39,94380136
831,671;33,09354842;39,80052912;39,41115355
832,226;33,0205543;39,40620725;39,61370604
832,781;33,38000824;39,23945679;39,75083072
833,335;34,07067208;40,42728004;39,36823025
833,890;33,31046698;40,82608217;38,4771764
834,444;32,61255478;41,16168461;38,57541126
834,999;32,49470085;41,92381271;39,07533994
835,553;32,19467742;39,48421514;39,28730209
836,107;31,43991334;40,25614638;39,36845398
836,662;32,41416289;39,67279594;38,82659664
837,216;32,66576073;39,18500089;39,16645994
837,770;32,94285558;39,13007921;39,61893835
838,325;32,03724949;38,80630896;40,75857507
838,879;32,49311357;38,27457229;41,68855549
839,433;33,06280344;38,17054508;41,47839937
839,987;33,2360174;37,8729786;41,08230327
840,541;33,4994962;39,7581173;40,94635857
841,095;34,8034193;39,54240152;41,41096436
841,649;34,7115369;38,82104201;42,07421482
842,203;34,74009087;39,03260701;41,9143059
842,756;34,26696107;39,78312046;42,24881455
843,310;34,20088277;39,35769537;41,30005814
843,864;33,18017633;39,17727281;40,43731994
844,417;33,31513878;39,39065336;41,12412944
844,971;33,30202358;39,49057364;41,19955106
845,525;33,21248527;38,26979032;40,9862285
846,078;32,44227186;38,18438368;40,7348391
846,632;32,70872266;39,17331712;40,83863843
847,185;32,05074486;38,9017648;40,05315499
847,738;31,85606695;38,02610099;40,09301623
848,292;32,05667353;37,75958389;39,34654731
848,845;32,55792458;38,3120766;41,04421145
849,398;32,18135248;37,3041299;40,31648174
849,951;32,37005263;36,96045601;40,39164753
850,505;32,6423798;37,31280024;40,29057732
851,058;32,96867107;36,6399105;40,87580521
851,611;32,80230884;37,38715506;40,99480188
852,164;34,34722918;38,53322981;42,29321366
852,717;34,15269461;38,26294017;40,92394875
853,270;34,20920789;38,29627617;41,98382766
853,822;33,77299699;37,44832276;40,81026233
854,375;33,03528085;38,49721648;40,39122877
854,928;32,99508996;38,85668829;39,93399354
855,481;32,38648915;39,36148084;40,98871991
856,033;31,96907766;38,96137898;39,80667144
856,586;31,86318451;38,04204899;39,85521645
857,139;30,47761518;36,96460388;38,40377207
857,691;31,1799745;37,39234488;39,53909652
858,244;31,37364346;37,57667608;39,4781733
858,796;31,82949045;38,41196034;40,52352799
859,348;32,76250649;38,64619522;40,8604918
859,901;32,77939137;38,74278015;41,78124798
860,453;32,31884173;37,95447444;40,43605997
861,005;33,3660959;39,25944921;41,01924816
861,557;33,86147141;39,516563;39,79199249
862,109;34,13645608;40,23764076;41,35139643
862,662;33,43801564;40,88654254;40,46444209
863,214;32,97001159;40,66825992;40,52931232
863,766;32,71937322;40,61402142;40,04299082
864,318;32,4747739;39,46085601;39,97755238
864,869;32,29749622;39,06776474;40,0745554
865,421;33,23217646;38,63157147;41,60240722
865,973;32,15606347;38,60097002;42,17795787
866,525;31,79807774;38,4773138;43,40119751
867,076;32,18270037;39,15031699;42,85846809
867,628;32,56909602;37,858168;43,07938419
868,180;32,11808679;36,50547367;43,20764273
868,731;32,11818905;35,68181246;43,11978588
869,283;33,41687434;37,09731329;44,20685123
869,834;33,5878989;36,68487324;43,99284054
870,386;33,49112662;37,3531101;43,16853456
870,937;33,8331183;38,05375935;42,97098441
