Filename-->;LILA_1.RFL8;LILA_2.RFL8;LILA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
282,483;-1,017293065;-25,80544328;-7,231740167
283,077;17,9905149;-14,46859026;5,705500712
283,670;27,60894564;-12,14672516;18,32121429
284,263;23,96551698;-35,24355504;14,70681893
284,856;22,49924985;4,223971674;14,15624985
285,449;24,81263464;4,31933169;14,3122106
286,042;38,77233722;9,454810734;18,49976285
286,634;40,31467519;-7,56097611;21,34446391
287,227;42,94349422;-10,19950049;26,77618793
287,820;37,86255864;-12,00428638;29,90527811
288,413;42,47762956;-9,757472637;19,55975693
289,006;37,03600437;-7,437327101;17,19099433
289,599;33,13672866;-9,067689064;14,99485996
290,191;37,02013479;-28,67501746;18,74300451
290,784;41,64077343;-14,81481658;17,21940844
291,377;27,2823431;-4,868034566;18,47553362
291,969;20,65127877;-1,295570174;13,45531089
292,562;22,53521184;1,279947606;9,510133007
293,154;44,38450468;9,460739674;4,277813982
293,747;49,85379713;-8,720514987;10,01664393
294,339;52,65183771;-3,314917078;9,248987515
294,932;54,21735563;10,97295552;15,4658387
295,524;50,88078778;16,73640175;9,78892613
296,116;48,14522804;1,88235212;11,44293802
296,709;48,20393933;2,191319316;12,3458719
297,301;48,88673806;9,745761283;11,62754315
297,893;43,05597845;22,78614119;12,37265862
298,486;27,29154302;12,94326147;14,67119081
299,078;12,61005452;44,14511318;13,0152211
299,670;12,76056233;44,81955821;8,956064582
300,262;12,75232326;43,01654554;5,413648618
300,854;18,02191353;36,68388535;12,69956497
301,446;9,027214481;71,73203321;19,68045153
302,038;13,10959564;66,09124243;17,57498222
302,630;6,206707408;68,26835699;26,41509489
303,222;11,85822283;47,19605116;27,79929181
303,814;20,70669516;59,34223256;20,5746369
304,406;30,64313034;26,37201228;19,5402301
304,998;27,10649681;35,13310886;30,11583127
305,590;25,8815555;16,69060026;32,11529372
306,182;21,94155572;32,50080632;27,25000055
306,773;25,90936069;8,233977275;22,07328
307,365;24,95023443;21,91287125;24,09414699
307,957;18,94013676;29,10052622;18,11977429
308,549;9,898212158;44,60386348;16,48132782
309,140;24,94929229;34,77466346;20,51048338
309,732;37,34981287;48,64783395;28,93081718
310,323;39,0804591;44,91053466;19,84956908
310,915;37,97552434;53,75213486;15,14090633
311,506;36,70760474;41,64726556;18,91555468
312,098;33,46153939;46,19469373;27,27272847
312,689;38,4911326;28,3722347;26,47004267
313,281;41,80500293;34,55321983;21,74066787
313,872;42,60004099;19,44770624;19,88461484
314,463;29,3870884;37,29353706;27,35721508
315,055;15,8378969;20,90413643;24,25652081
315,646;13,30061317;20,44515041;21,57275809
316,237;1,036644541;12,93436388;20,73308332
316,828;12,57035691;24,10872037;20,3228177
317,420;16,47495398;10,45197641;20,99120492
318,011;8,11845273;19,67431859;19,3615543
318,602;10,98740659;9,642383198;33,75174346
319,193;13,62301835;13,75137474;40,87478624
319,784;12,09539992;9,344845921;35,56627334
320,375;13,21548819;21,65193001;38,89203078
320,966;21,62371537;20,58762712;40,46191968
321,557;25,70477164;26,72022909;46,44344606
322,148;18,05408442;23,176988;49,23820239
322,738;17,46698742;26,89496828;46,24664965
323,329;14,00615078;11,22317664;42,95468606
323,920;10,5667896;13,29373252;34,23077004
324,511;5,79507304;9,77553997;23,88151162
325,102;5,948465518;8,873012904;30,88235099
325,692;2,390803954;-6,527628392;28,91541462
326,283;-11,86906535;-10,69780024;32,63202894
326,874;1,128568109;-27,32505295;35,30751785
327,464;3,810800668;-21,45081038;37,42468027
328,055;4,583683746;-4,561216639;44,74332433
328,645;10,1069241;17,34616499;47,03281845
329,236;5,617977648;15,34679013;48,6292984
329,826;4,145438454;13,98655554;51,68592626
330,417;9,668932624;6,048034881;49,40030275
331,007;19,17646932;15,01699163;46,13976401
331,597;21,77043614;14,43145471;44,15363271
332,188;18,37001449;18,07909636;37,94117454
332,778;13,85143425;5,735406546;37,65887313
333,368;6,356905611;-3,762492598;37,15069519
333,958;5,480410721;-20,11938302;35,20097296
334,548;12,64313016;-16,0727011;35,9554663
335,139;12,16284968;-29,18470533;40,72610888
335,729;10,1276589;-29,38367941;49,27292816
336,319;10,42345241;-33,60743667;56,25575813
336,909;15,85547986;-52,38879686;59,93473507
337,499;19,12806636;-46,86774719;65,49609788
338,089;24,6845991;-30,3347881;69,41494003
338,679;25,73574113;-39,39983396;69,30840487
339,269;20,85466744;-23,75690671;70,84345066
339,858;18,23333928;-27,05061043;70,28607734
340,448;17,7966098;-10,68007646;67,67155334
341,038;13,3050248;-9,651410576;62,05418321
341,628;5,623015095;-4,346826564;63,74802911
342,218;3,918467709;2,237762045;58,41832271
342,807;-2,032043791;10,43864542;53,99644914
343,397;-9,321868109;-0,985761289;54,1449716
343,986;-11,17859203;17,09862047;51,11630834
344,576;-11,45391446;17,55915249;62,41150915
345,166;-15,51791236;15,48602288;59,90732407
345,755;-9,271136528;6,576784091;64,17322848
346,345;-0,293955919;8,382753045;65,40734228
346,934;7,461157965;4,935152653;59,97849397
347,523;4,611259721;8,203330588;64,25022647
348,113;9,414393068;6,68155626;68,70141749
348,702;10,92720816;12,4623498;64,85338678
349,292;12,27477488;-4,257280056;62,85060141
349,881;14,16430596;-9,99199012;53,39734022
350,470;20,94240802;-13,64332198;50,55283706
351,059;20,7334959;-5,899177644;46,45150614
351,648;11,58210933;-14,6393967;43,69455586
352,238;7,318765288;-15,53656204;48,29614242
352,827;10,06583487;-20,32915741;47,29584622
353,416;-4,62371817;-17,86177612;46,87681821
354,005;0,134815947;-10,90038975;39,53555213
354,594;-4,688097223;-3,620405815;33,68929171
355,183;1,482552519;-7,433380432;34,23882893
355,772;-8,38873705;1,271334155;37,86513997
356,361;-12,68486899;6,513146534;39,77117903
356,949;-14,6866038;9,40185316;42,41146702
357,538;-10,89089487;4,228855604;40,20073725
358,127;-10,90047451;6,379414927;41,54547906
358,716;1,97525948;-0,893269648;43,20738292
359,304;-3,707032187;-2,530286879;45,67286567
359,893;5,466237973;0,189095475;48,54157457
360,482;-5,4695067;5,006954096;48,15773532
361,070;1,000465698;-2,108854072;46,98903775
361,659;-2,883597848;-10,26664559;41,84955378
362,247;4,161795565;-9,45902698;38,15519744
362,836;5,079441011;-2,430056018;37,66626258
363,424;-5,120349884;-11,82652128;36,28449233
364,013;-8,095756041;-4,10435399;32,97638158
364,601;-4,009671777;-8,14620504;34,86987687
365,190;-10,1934367;-11,52485044;37,4186265
365,778;-7,838703215;-14,71187507;36,99886902
366,366;-11,1090604;-12,54444524;34,63657213
366,955;-11,20660692;-10,14890319;30,3180657
367,543;-6,402438911;-10,15056486;31,38291267
368,131;-5,602567862;-11,02343396;29,87671384
368,719;-6,635211064;0,085910416;31,17053397
369,307;-6,152777376;-4,601928381;30,94904265
369,895;-9,639530117;-0,794626858;28,74427126
370,483;-5,657661799;0,406187747;26,13019175
371,071;-0,784993353;0,769423677;22,63086687
371,659;1,081129413;1,703474617;19,62356222
372,247;2,766674678;4,559693679;22,56202005
372,835;0,751516808;7,301510733;21,04304241
373,423;1,010731234;6,272515344;18,86063155
374,011;2,872502954;2,736237829;14,4400828
374,599;2,730297685;1,815499527;10,91715219
375,186;2,94129106;0,164542717;10,49634688
375,774;2,767195461;-0,784386512;9,733290195
376,362;2,279097986;-0,547143631;8,843994864
376,950;2,603540791;-0,952701739;8,425127041
377,537;1,763900937;-1,860954229;7,138900828
378,125;0,861413759;-2,418695223;6,071647826
378,712;0,01057857;-2,345903823;6,110558898
379,300;-0,190584261;-1,578965497;6,652826736
379,887;0,544246606;-0,860165319;7,293387302
380,475;0,341355942;-0,816392314;6,593753105
381,062;0,276679137;-0,649875759;6,507174144
381,650;-0,078294427;-0,316926565;6,726862851
382,237;-0,686310794;0,458084018;6,820119306
382,824;-0,131530978;1,00871646;6,566313613
383,411;0,450164705;0,425005182;6,10386553
383,999;0,423649115;0,427463665;5,915596101
384,586;0,701517795;0,375453862;5,606986988
385,173;0,9142063;0,559461254;5,671140747
385,760;0,894105518;0,371388286;5,888217043
386,347;0,769690182;0,538845697;5,654290504
386,934;1,151901061;0,310242162;5,602385047
387,521;1,34829475;0,238494267;5,75756188
388,108;1,570627259;-0,034190631;5,790558218
388,695;1,914005398;-0,033892212;5,972478588
389,282;2,347848805;0,076129664;5,887184732
389,869;2,676980814;0,024267159;6,137207585
390,456;2,459257593;-0,000692947;5,920166529
391,043;2,682705991;0,691667484;5,953612456
391,630;2,865609452;0,626189692;6,025867962
392,216;3,207297183;1,03190325;6,158863135
392,803;3,645148443;0,874276969;6,012217833
393,390;4,008552696;1,221407742;6,41675088
393,976;4,157883516;1,558994897;6,432201743
394,563;4,581903438;1,827525958;6,609055585
395,149;4,821043118;1,962502915;6,480694979
395,736;5,33974743;2,069838336;6,848838796
396,322;6,00953199;1,990658985;6,999293642
396,909;6,59580155;2,508860906;7,137802938
397,495;6,639992615;2,422525337;7,152508666
398,082;7,040407842;2,782358929;7,359439389
398,668;7,405219699;2,922029829;7,401298286
399,254;7,695164201;3,395513494;7,73795685
399,841;7,936771387;3,423794775;7,89400373
400,427;8,346327338;3,696679765;8,14107212
401,013;8,344358873;4,01819026;8,243078959
401,599;8,776774539;4,056567565;8,258627153
402,185;9,121615074;4,105427891;8,484648053
402,771;9,585231569;4,391870226;8,74479576
403,357;9,837183019;4,601914772;8,852061235
403,943;10,09187557;4,762430219;8,838944181
404,529;10,63656163;4,649394275;9,026985306
405,115;10,83066498;4,853352462;9,270148525
405,701;10,95385533;5,033456;9,294232249
406,287;11,59548296;5,173970605;9,491125715
406,873;11,85560158;5,432157028;9,826347931
407,459;12,0292207;5,886148074;9,924842241
408,044;12,28138719;5,982048784;10,07622355
408,630;12,44895812;6,166340675;10,18846817
409,216;12,66528116;6,487514821;10,31351845
409,802;12,72811646;6,889449128;10,31315017
410,387;13,02003271;6,943584481;10,31486051
410,973;13,20022591;7,082083925;10,42239223
411,558;13,4778943;7,034498992;10,55741537
412,144;13,66996988;7,288582896;10,57371913
412,729;13,91825429;7,224367515;10,69423818
413,315;14,0790446;7,439778866;10,75915625
413,900;14,38621959;7,462273523;10,97659272
414,485;14,60879018;7,477643773;11,26442448
415,071;14,82713761;7,375186846;11,42644216
415,656;14,90811494;7,714517733;11,55593224
416,241;15,12650499;7,673412538;11,74685511
416,827;14,9771464;7,898306283;11,67564359
417,412;15,14709525;7,671479945;11,68363639
417,997;15,31496343;7,723197415;11,60518824
418,582;15,487629;7,685302861;11,59547007
419,167;15,52637986;7,839301526;11,56395244
419,752;15,669899;7,796571932;11,56773388
420,337;15,98900088;7,861320326;11,61719318
420,922;16,4435803;7,942052377;11,56727622
421,507;16,60154023;7,986343603;11,63862097
422,092;16,78168748;7,837092628;11,68127652
422,677;16,68900724;7,953248107;11,81457269
423,261;16,55419616;7,853986413;11,85311167
423,846;16,58786422;8,05569937;11,88023958
424,431;16,68958511;8,042005916;12,00360179
425,016;16,59553218;8,246703498;12,03161159
425,600;16,27056774;8,3894206;11,96860973
426,185;16,21177825;8,256852325;12,20773166
426,770;16,28542111;8,350899655;12,04429453
427,354;16,29878354;8,613075018;12,03331434
427,939;16,34177244;8,684825767;12,05555397
428,523;16,64840984;8,89859431;12,0342942
429,108;16,73352701;8,719586993;12,03137774
429,692;16,96456453;8,815520278;12,00933704
430,276;17,15749432;8,596261569;11,7906234
430,861;17,49416239;8,565808245;11,99630917
431,445;17,45521516;8,448597244;11,8348709
432,029;17,40920347;8,616645209;11,95972026
432,613;17,54370955;8,62665455;12,05497874
433,198;17,44625667;8,7721731;12,09330803
433,782;17,47903147;8,744547319;12,30413672
434,366;17,45640933;8,90044952;12,34704108
434,950;17,33513966;8,890161959;12,21454784
435,534;17,47349191;9,051153836;12,28272796
436,118;17,35562343;9,122534313;12,26691543
436,702;17,28943484;9,331490358;12,2602003
437,286;17,30069794;9,332850511;12,32283342
437,870;17,33482331;9,234896655;12,28466382
438,454;17,56453338;9,273511931;12,19659067
439,038;17,5149207;9,286307874;12,1688807
439,621;17,6318457;9,252562178;12,25052433
440,205;17,84182506;9,331016265;12,2596053
440,789;17,70334988;9,329524713;12,37884258
441,372;17,88348135;9,349025238;12,29507463
441,956;17,91079076;9,397543967;12,32851567
442,540;18,02028224;9,40242571;12,17297068
443,123;18,00661557;9,406820614;12,20825311
443,707;17,98426715;9,434685373;12,28158307
444,290;17,95201682;9,45579591;12,21346569
444,874;17,84609895;9,43578708;12,15612264
445,457;17,70175119;9,265816714;12,29234975
446,040;17,63654481;9,218412093;12,25479905
446,624;17,47484826;9,180964966;12,21002213
447,207;17,57060855;9,132386351;12,29506857
447,790;17,5789663;9,092597471;12,29569602
448,374;17,55655814;9,181810844;12,26922991
448,957;17,66799344;9,114396883;12,15182455
449,540;17,72367507;9,131296865;12,21397266
450,123;17,78608677;9,145172255;12,25261307
450,706;17,81968463;9,243369914;12,13668194
451,289;17,81338307;9,257831513;12,13312357
451,872;17,8198236;9,21281405;12,1406779
452,455;17,76655624;9,242054494;12,0001961
453,038;17,73794107;9,214118107;11,990085
453,621;17,77062889;9,181027947;11,94967806
454,204;17,60658422;9,23120375;11,8899312
454,787;17,52086577;9,216763289;11,75739493
455,369;17,55329701;9,251178871;11,7434995
455,952;17,53386955;9,209243563;11,73891166
456,535;17,67007125;9,233318069;11,68677991
457,117;17,64196285;9,193415015;11,63956461
457,700;17,5676437;9,173378947;11,65996894
458,283;17,54937196;9,202928616;11,72841946
458,865;17,46815493;9,182862383;11,60041346
459,448;17,46938537;9,136678111;11,63328791
460,030;17,50632785;9,065078388;11,66112349
460,613;17,53532555;9,079460363;11,60906622
461,195;17,54663335;9,106159604;11,57991501
461,777;17,47066044;9,079413575;11,5443137
462,360;17,37969599;9,138796551;11,56341745
462,942;17,36900138;9,102524884;11,57235538
463,524;17,35768707;9,102142938;11,50905759
464,107;17,41123689;9,092445971;11,58610971
464,689;17,40391518;9,068520987;11,55284749
465,271;17,33505248;9,081346845;11,51942826
465,853;17,22214683;9,10246666;11,45098435
466,435;17,20979663;9,037581314;11,42978658
467,017;17,19730903;9,04820332;11,40548669
467,599;17,28072335;9,068432605;11,30576809
468,181;17,2429817;9,109024224;11,20409078
468,763;17,26477125;9,103896469;11,13531582
469,345;17,25476256;9,10109347;11,10734494
469,927;17,28344404;9,130190818;11,05540368
470,508;17,27775334;9,104150125;11,01053107
471,090;17,22994599;8,999641481;10,99298598
471,672;17,12443392;8,993711034;10,87766496
472,254;17,02822104;8,882124305;10,85281383
472,835;17,00839672;8,764452406;10,9171933
473,417;17,03363152;8,666497419;10,93166137
473,998;16,88455153;8,599692277;10,90803399
474,580;16,836396;8,550363082;10,84735768
475,161;16,75156058;8,472737429;10,81429072
475,743;16,716267;8,408539148;10,79141936
476,324;16,68931097;8,417336233;10,70241337
476,906;16,70991917;8,368263331;10,6610875
477,487;16,73586805;8,382077087;10,58593793
478,068;16,63307436;8,36890785;10,44729583
478,650;16,56900178;8,367208487;10,34873975
479,231;16,50926127;8,294871382;10,30681396
479,812;16,43831816;8,240375741;10,18786096
480,393;16,37485171;8,155857299;10,14768663
480,974;16,30376559;8,149216576;10,05149687
481,555;16,21036828;8,071284182;10,00439119
482,136;16,11856146;8,094528712;9,970962167
482,717;16,01686322;8,078066072;9,884894042
483,298;15,98920976;8,100048156;9,861763633
483,879;15,93695089;8,02307653;9,752800857
484,460;15,96057792;8,029982022;9,685010538
485,041;15,92402778;8,072225653;9,687191318
485,622;15,7397012;8,084021568;9,593310692
486,203;15,69318396;8,066889694;9,536173067
486,783;15,65756933;7,988300589;9,446139038
487,364;15,40028774;7,865229747;9,398746665
487,945;15,29025956;7,792387948;9,292411715
488,525;15,19443693;7,722160921;9,18950061
489,106;15,12762843;7,713271855;9,162271337
489,686;15,01269682;7,677306183;9,150828435
490,267;14,86644431;7,564531267;9,055529597
490,847;14,81739406;7,486584651;9,025370403
491,428;14,67578747;7,413903728;9,010855282
492,008;14,64182005;7,366472195;8,988798891
492,589;14,61382398;7,422219534;8,987992718
493,169;14,53118034;7,369645283;9,016876718
493,749;14,37256737;7,328368872;8,965478476
494,329;14,30806913;7,294203719;8,885712654
494,910;14,29636267;7,188040525;8,700892788
495,490;14,20501181;7,120965951;8,689937094
496,070;14,10823714;7,091493228;8,562818962
496,650;14,00792839;7,026178043;8,432033363
497,230;13,78600858;7,065739291;8,371210212
497,810;13,826114;6,892356261;8,259348111
498,390;13,82925861;6,817885018;8,153864171
498,970;13,83928569;6,680504022;8,093938302
499,550;13,7131875;6,565039856;8,035405538
500,130;13,51630734;6,485369006;8,072578533
500,709;13,44152836;6,445472971;7,925728842
501,289;13,36201033;6,315381044;7,89688128
501,869;13,22429641;6,267030829;7,880034375
502,449;13,18574775;6,119587693;7,755955873
503,028;13,04698257;6,072322723;7,664157698
503,608;12,86535453;5,974714545;7,578960569
504,188;12,7799415;5,958710231;7,512909498
504,767;12,59177017;5,864921041;7,462322135
505,347;12,42074283;5,91193772;7,329153963
505,926;12,28192608;5,769243648;7,278177131
506,505;12,26182296;5,768926251;7,262502276
507,085;12,19079842;5,671940437;7,142461851
507,664;12,06469428;5,601216561;7,050517425
508,243;11,9286691;5,59460995;6,97923354
508,823;11,88286571;5,646210451;7,008235883
509,402;11,73266335;5,566188512;6,939113579
509,981;11,65898647;5,517337713;6,847164108
510,560;11,59144971;5,371913781;6,810778793
511,139;11,53176497;5,392408457;6,726290511
511,719;11,42130594;5,296382283;6,682872151
512,298;11,39292588;5,298544401;6,721574316
512,877;11,38226895;5,272146206;6,658629961
513,456;11,25505664;5,163374902;6,555242304
514,034;11,08472706;5,010852852;6,392897888
514,613;10,91897653;4,973918679;6,260637762
515,192;10,91508126;4,890135606;6,238332194
515,771;10,88075941;4,861643631;6,135387574
516,350;10,82369722;4,718509337;6,18025965
516,928;10,72914124;4,741849516;6,056176195
517,507;10,69208109;4,554890835;5,878491668
518,086;10,54652854;4,465654062;5,850518888
518,664;10,60356633;4,426051115;5,907780361
519,243;10,57213252;4,417566963;5,886543093
519,821;10,58172292;4,287256414;5,900398988
520,400;10,51846113;4,287850734;5,695673387
520,978;10,38326965;4,235424303;5,647187347
521,557;10,26995243;4,300993935;5,537341507
522,135;10,21066788;4,171020128;5,446745387
522,714;10,02846536;4,146799799;5,473369417
523,292;9,999392907;4,043682258;5,457532493
523,870;9,839160235;4,020293508;5,350644478
524,448;9,789404199;3,928264378;5,228395606
