Filename-->;PETALO_CLARO_1.RFL8;PETALO_CLARO_2.RFL8;PETALO_CLARO_3.RFL8;PETALO_CLARO_4.RFL8;PETALO_CLARO_5.RFL8
Mode/Unit-->;;;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20;20;20
Smoothing-->;4;4;4;4;4
Wavelength [nm];;;;;
240,885;23,03991433;25,36437507;-7,658240656;25,00688466;33,9124383
241,480;31,96841579;18,05901086;-5,851258528;36,17078519;33,17359902
242,076;34,66570898;19,47397813;-14,51378886;37,00938879;37,13218999
242,671;27,16025741;7,471763719;-20,08518151;28,25075334;25,95475417
243,266;26,1475683;16,18336881;-14,0467409;29,49145087;30,56392471
243,861;30,62192413;12,31165788;-6,362773194;32,65908317;28,50624898
244,457;33,36386943;19,0618021;-2,965128581;30,74262473;29,20280894
245,052;26,88276408;10,840624;0,214087015;22,87494373;23,7070933
245,647;22,78135251;8,069521491;7,51896445;18,35912612;16,64552134
246,242;18,1869913;4,554822879;5,666383958;6,905829812;22,80862685
246,837;13,18761373;2,287302336;2,210917671;1,104033901;25,93447144
247,432;17,59027589;2,329316888;13,37314515;5,442442954;26,90647426
248,027;14,3312664;6,395134447;13,20082504;9,114486972;24,14904339
248,622;2,984480749;0,463060445;3,855855969;-0,620842581;5,895292599
249,217;11,68132092;8,302956583;4,387504326;3,788476601;13,88101911
249,812;1,992619784;-6,872464704;4,061302742;-0,676818897;10,61927153
250,407;-5,224963717;-12,25352133;-5,989144992;2,100326086;12,78306867
251,002;-1,356852233;-3,016493153;-7,657123112;4,832347113;23,19227665
251,597;7,007638882;7,670700235;-6,095270702;12,09990722;22,7693532
252,192;4,995780625;5,481955231;0,932835891;9,785575116;21,78644681
252,786;-0,016685999;9,716506646;-5,028707582;2,279792781;20,01714425
253,381;4,51689568;7,383586103;-8,076768759;-4,884318662;20,31249973
253,976;9,057851538;14,50012686;-2,086258811;0,119307899;26,72697347
254,571;3,262437085;6,386463327;-1,394993343;0,719267696;23,16004086
255,165;6,939843195;24,29881441;-4,552590515;10,4932007;25,91212278
255,760;10,42435421;24,9446494;0,154053524;8,460413647;27,37856197
256,354;-1,255857555;13,92030074;0,042644034;4,341704028;19,67145086
256,949;-5,517762864;13,99564916;4,087677799;13,56321846;24,94269619
257,543;-10,27515884;14,33021824;-2,080470954;8,029025968;19,245199
258,138;-15,48412452;11,27132413;5,026929935;20,45763547;17,03687227
258,732;-13,51943037;11,63045486;11,86106141;31,62563769;18,31818196
259,327;-8,196721063;11,74507253;18,73088726;31,70415338;22,72362732
259,921;-1,109783335;19,21252392;18,96253665;29,65191184;22,38230608
260,515;-2,536427381;19,12786378;21,7128844;28,20453473;17,95078702
261,110;-2,754053529;21,02516907;21,91127665;30,96646856;20,84957814
261,704;6,397603369;23,57652427;25,51753423;37,92252714;21,63191723
262,298;5,024339574;20,18554201;13,95292386;18,77022681;15,34042607
262,893;8,29241681;21,1634911;23,74884114;36,05404014;22,36644084
263,487;17,13530792;19,62565779;14,40136237;17,87454259;22,71442037
264,081;16,4545611;28,48636299;15,45525587;6,036217295;27,5553124
264,675;15,69236718;29,07771023;1,255144074;-2,778519887;23,61222845
265,269;8,067393364;19,13402195;9,605377425;-5,459198474;20,69229352
265,863;17,89834141;26,38383774;14,48812589;-0,342856805;30,87460474
266,457;16,2946035;26,90424919;18,85424216;1,603934786;29,16874077
267,051;13,44339613;24,31404068;16,70660768;-2,871386131;29,79214613
267,645;7,419989327;16,03383428;17,29908839;3,850983943;28,59721143
268,239;8,109531361;15,77464833;10,87073122;-9,052542546;21,47141906
268,833;5,245901742;14,86827851;15,31342765;-0,204457259;26,32382933
269,427;7,866666495;19,29674074;17,24422483;3,096574294;27,49681998
270,021;7,525111157;15,0272742;22,67639882;5,002119434;22,42350405
270,614;3,332249823;17,98981695;8,570963155;-2,989536244;16,64240651
271,208;-4,657085786;9,291045297;8,0809689;-5,864049488;13,24679649
271,802;5,820785817;7,643072223;2,711028903;-5,158469982;15,89680941
272,396;3,571428586;12,38986849;4,104847023;-9,828571931;11,90273799
272,989;12,90755595;18,27169519;4,692902699;-8,484481844;12,96531887
273,583;13,72439509;19,20875405;8,734893595;-5,31177894;13,59567865
274,177;16,38194524;25,88788233;10,37779478;-0,035663049;11,28008308
274,770;18,1077327;20,61112299;3,70731704;-4,044409725;3,900376003
275,364;12,8910673;18,33363577;1,410631716;1,25096289;7,103825094
275,957;12,28367237;12,1842495;2,002355578;1,804757955;11,74531817
276,551;20,10292174;12,78860027;-0,375234402;2,265182671;9,306209057
277,144;10,24776714;7,063662618;-3,220274185;-2,490859313;0,906437165
277,737;15,62126132;9,581540579;-6,808211595;2,568042249;4,524886935
278,331;4,969826662;5,723697717;-5,430677558;0,192492777;-1,814200793
278,924;4,73122224;6,379548528;-9,137869718;-0,869349364;-1,104802933
279,517;3,506600981;2,414029148;-14,75987446;-13,09836902;-3,502597585
280,111;-0,671004697;-3,285870859;-23,84871797;-12,88441153;-3,833702704
280,704;-1,101642519;-4,539531314;-17,73184101;-24,68060467;-8,211144228
281,297;7,722082676;0,71401732;-5,915692768;-6,281227679;-6,265520395
281,890;6,879762673;-6,03396607;-4,563421062;-9,104080915;-5,769230693
282,483;14,40608356;6,135458123;-0,281084696;-1,796541728;1,592420765
283,077;13,83119736;-1,501732705;-1,313715196;-4,614019695;1,017536298
283,670;22,24261015;3,420796847;1,336491305;2,354851894;11,26294944
284,263;17,68826562;1,192337979;5,082393812;2,644426546;12,26176835
284,856;17,88055343;1,50584519;5,654661606;3,858521088;16,90934716
285,449;20,50176466;-0,726487336;10,7515657;9,789123149;21,36297678
286,042;21,56983905;-0,083333326;1,370356939;15,00000027;23,10893507
286,634;19,88558357;-3,247028727;-2,167300208;4,476583641;22,22759059
287,227;10,73563199;-1,719077539;-11,8119723;3,322086926;19,74913965
287,820;9,350831047;-14,44816082;-9,420592608;-4,251254285;17,14646435
288,413;5,544333024;-8,922812246;-9,332276295;-4,957706204;9,838473624
289,006;3,625998204;-14,67391303;-8,636836359;-14,46632575;-0,842155822
289,599;5,635062129;-16,04626796;-9,809027953;-15,90228134;-5,120721869
290,191;-7,630723873;-16,81531563;-4,065421715;-15,02540665;-20,15259313
290,784;-8,774617491;-11,38901346;0,974495988;-24,69318707;-22,15392137
291,377;-2,77008274;-5,424377663;16,26310899;-28,0588233;-20,2857809
291,969;-2,240284784;-1,387023917;11,68440188;-20,40366944;-24,35515707
292,562;-2,735682211;0,100476453;16,25449233;-19,1608139;-27,01746744
293,154;0,323378582;3,793773662;13,89450056;-15,19475402;-29,72909277
293,747;2,365839815;-12,38200843;18,09240628;-13,24172263;-26,68711474
294,339;4,363162992;-3,992645435;14,55723534;-10,27104197;-12,95603464
294,932;3,466814542;-0,950476142;11,6188993;-7,407407869;-5,184056255
295,524;11,70068027;-1,466346079;13,51553806;-6,033072895;10,75896548
296,116;13,98430632;-7,256126854;14,73643723;5,213543672;8,110368063
296,709;21,6233982;-1,52398044;7,578397231;12,7800683;12,55754032
297,301;18,04595849;-1,516565682;9,215420734;2,288954143;5,205166947
297,893;22,48215099;2,36858462;9,008870762;7,684650418;13,16249263
298,486;15,97101852;-0,11170693;8,354673236;8,944099658;5,125389184
299,078;19,48644771;16,28041799;13,05900634;10,64073298;9,241453263
299,670;19,11332945;4,372130556;9,228109183;9,047824636;0,564093028
300,262;16,55287573;1,175967482;5,151363212;0,111210019;-6,368197762
300,854;14,43948951;-2,423441141;0,2989772;4,441558244;-13,72970882
301,446;16,78808971;-4,669430694;-2,603648449;-12,07729506;-9,708542573
302,038;4,395799145;-10,58502774;-2,324709811;-31,14400155;-9,137853825
302,630;4,722023702;-15,27845039;0,235155561;-21,3156551;-6,489612607
303,222;-3,64251571;-26,60922369;3,397461881;-33,62676089;-15,8528425
303,814;2,751241685;-20,72051376;7,174371656;-32,47939478;-7,575408699
304,406;-6,579530833;-31,97556229;3,137734318;-36,23809551;-5,305542323
304,998;-4,567412956;-22,77427521;-3,273809339;-32,97549449;-1,307639128
305,590;-3,50440788;-28,28377504;3,781800806;-24,3799707;-0,373656152
306,182;2,831819889;-22,38869001;1,031169091;-17,46629678;4,988290544
306,773;-1,379723552;-22,37001204;4,393592348;-13,72909017;4,684684255
307,365;2,281369178;-29,94105953;0,071360539;-8,68516266;-2,297460158
307,957;1,41181155;-26,99248229;3,243002571;3,445430217;4,818993544
308,549;7,22222279;-23,212983;1,649439039;7,843926419;17,79548448
309,140;14,64113202;-18,53349743;2,636345402;12,7902236;17,16446799
309,732;19,29061306;-20,5395679;6,325123137;13,38428321;24,64143371
310,323;14,11395762;-18,19444492;13,88738968;11,85624247;21,36448458
310,915;13,61329837;-9,347865935;7,740045031;17,15163538;24,18400395
311,506;10,29156162;-15,9314696;9,893597306;7,352350771;21,7506096
312,098;15,77660885;-10,76984487;11,58481739;12,99576439;29,13879493
312,689;22,24532201;-0,634615606;17,06772132;16,00368231;30,97888715
313,281;24,18548528;-2,71147622;9,927611127;6,848591664;37,4522027
313,872;16,71278358;-1,953526714;11,35899132;6,437533815;33,70971027
314,463;15,29480529;-7,255717109;15,30428508;2,888086681;44,80231297
315,055;11,00716517;-3,716421143;11,22336457;4,08921931;31,78513603
315,646;22,9495579;2,62793954;12,66654874;9,027279332;37,86201094
316,237;28,49284958;-5,609532736;19,49545137;4,30411008;37,49486022
316,828;30,77601333;-0,70746409;17,56713001;9,651124601;37,35992389
317,420;24,82387882;-3,696284771;16,29921243;10,31158579;33,98179645
318,011;20,5851616;-10,00942505;4,472733469;2,91818646;29,15577143
318,602;26,040026;-6,246305607;7,998571711;5,870370584;23,30471384
319,193;28,71022573;-15,01905049;-2,990158937;4,323809488;22,86551816
319,784;9,766127363;-15,76931192;-9,576319946;1,749214463;12,95484892
320,375;14,97389583;-14,03440928;-6,659581577;5,86706316;14,63606125
320,966;2,393038175;-25,3958949;-4,970760804;0,372111162;11,03434767
321,557;-1,732673052;-23,17073257;-7,545142248;-0,226524268;11,5704111
322,148;0,06406144;-20,94914073;4,068395826;5,172792401;15,65885263
322,738;12,33118012;-7,806562846;-2,175587235;14,12955449;13,25422314
323,329;15,94478007;1,173791028;8,873262984;21,64564831;20,31429675
323,920;8,86855532;-2,196997711;7,082976941;24,13057377;23,5815961
324,511;10,11943204;6,117515631;15,63485499;29,0211284;18,35757938
325,102;20,11353116;6,283091812;14,04358317;28,42213016;22,95845309
325,692;20,77341021;1,957130059;13,34833832;26,01020962;15,57632461
326,283;26,83394676;8,861712051;13,70748266;31,1044167;17,24619953
326,874;25,69454118;13,40626703;12,61118157;31,76333331;13,70221643
327,464;24,06048901;17,87596203;4,006762385;23,617811;8,600999132
328,055;18,45413631;9,349593331;11,46496829;18,41841914;7,649432987
328,645;19,56112752;-2,199661648;5,215330117;11,54191367;5,356068083
329,236;20,58082691;-0,980573553;6,827691088;9,815242298;5,529196993
329,826;25,1119677;2,808280667;0,355206499;8,666876625;9,953574642
330,417;18,64143967;2,014549417;5,522565282;12,26876063;0,464943296
331,007;19,8141045;12,19726248;9,391558781;11,09638945;13,91194563
331,597;8,760358679;4,979177981;8,787029248;4,789990988;5,183164184
332,188;5,491227861;1,017413348;4,481849249;4,482311258;5,333603938
332,778;3,338279097;-2,631578835;8,1053699;7,76923129;6,332453744
333,368;0,590701233;4,616895729;7,645384313;9,678022845;9,430605098
333,958;-4,668209725;8,065749443;12,4703735;20,95108229;7,865168141
334,548;3,469079858;18,36183598;13,84504995;24,41727271;11,62660708
335,139;4,434172098;14,27104693;22,7182008;26,1586804;15,98847687
335,729;6,940010334;8,650042906;14,09865496;23,72013633;26,20730259
336,319;1,286235468;0,544267112;19,69268118;17,61410831;17,35641933
336,909;11,85146595;4,872021319;18,96879831;18,51239692;25,6088137
337,499;20,3898561;4,813762509;24,30351968;23,73727325;27,99931941
338,089;25,65037951;8,78564887;22,49423528;25,245961;28,35017958
338,679;26,24708729;0,669344036;20,17603195;22,15581292;31,8017724
339,269;29,19632419;-2,657406542;18,85533656;14,57707145;31,75054284
339,858;25,07567398;-12,01504013;17,34154985;14,79023509;22,78570152
340,448;25,72649729;-10,64343523;9,49982011;9,724169955;19,73358743
341,038;26,32502591;-10,64113205;11,92445962;10,72041177;23,53161215
341,628;31,40444249;-5,719348903;8,954258436;21,38037458;27,54654908
342,218;25,39516802;-3,210795905;8,552631851;24,72655454;28,51671215
342,807;20,89363531;1,831097129;2,956020131;21,65137616;24,91700448
343,397;16,22308562;-2,799569433;2,841698986;18,51652231;23,54745679
343,986;12,83089418;-2,549436095;-3,667762967;14,31548515;14,30326421
344,576;7,968191941;1,56907153;0,697041886;13,25015847;14,72046503
345,166;12,48276945;8,652299542;6,106612851;13,07275618;23,84244213
345,755;10,24258729;10,51873183;9,319981007;12,92434138;26,50205862
346,345;15,22321478;21,09831362;10,71823258;12,27475708;24,85653981
346,934;8,619062268;20,30389022;8,46543533;12,64423863;24,667155
347,523;14,16734374;25,23222558;7,098765518;13,59506816;28,95881601
348,113;11,21984125;21,41025704;11,76947999;1,393216935;31,87900016
348,702;15,01689128;27,19572849;9,702756033;6,510193132;28,78787999
349,292;19,08487815;22,58604756;12,49086967;7,401897017;32,20595071
349,881;25,162081;19,05284397;6,450216689;11,42200108;36,65751783
350,470;20,88629311;10,89889618;3,238927467;11,43273627;34,48876437
351,059;23,36357818;8,712905272;3,620437963;11,47664976;33,94912042
351,648;16,67790945;-1,106340747;4,922020351;13,82187603;25,64894955
352,238;17,74301989;-4,078471935;-0,112596755;12,72430702;24,53997175
352,827;14,38699773;-14,94799973;-1,14369508;8,097406839;17,54445368
353,416;19,10583279;-5,105578206;-2,236372;19,19596301;20,05543826
354,005;16,08647863;-13,2520323;-0,701989052;14,47700302;22,46874583
354,594;21,77506267;-1,899306513;-2,225620055;13,65306845;18,59931035
355,183;17,39914755;5,254091083;6,758250129;16,27269613;17,75943788
355,772;15,95446512;7,683948622;3,499850438;7,973311101;21,02382469
356,361;14,40117546;5,427473458;7,523461373;13,73646206;19,07418584
356,949;16,75004264;9,779128984;3,959151227;12,73933613;24,63024328
357,538;13,70029537;12,33529201;8,625548243;12,55198537;20,39771977
358,127;18,93135188;16,80427344;5,674846204;19,07188304;20,63207206
358,716;9,996177852;6,187202716;3,433939106;15,38298704;15,88719814
359,304;13,42950404;16,82683958;5,240672267;19,43844501;19,8759405
359,893;3,327109212;9,210283047;7,822440326;19,89484721;20,27524249
360,482;1,957295498;-4,193236689;0,015295238;15,00934217;19,99707263
361,070;1,937918044;-3,408456149;2,188761362;20,36427489;13,6467565
361,659;-0,899982981;-5,915751039;-4,863600841;15,77868847;11,32219983
362,247;-4,22461758;-11,01629214;-3,744149697;12,39277642;4,59826514
362,836;4,74482356;-13,42071289;-9,0360507;11,28638166;3,991596416
363,424;-5,504866193;-17,03213515;-8,687440871;-4,7279215;0,2892028
364,013;-0,473092833;-10,61246949;-9,229583812;-8,752515038;-1,13465724
364,601;-7,619929289;-13,90052953;-12,63190608;-17,75019769;-7,840751304
365,190;2,289207845;-4,711954899;-12,34060697;-6,404924298;-2,365455
365,778;-0,131521132;-2,962586299;-10,0183691;-12,50210875;-7,284767925
366,366;5,817174578;0,459395137;-8,672225952;-3,186022816;-1,918976655
366,955;3,467442858;1,263460083;-3,518187287;-3,466432889;-0,531914931
367,543;5,70954767;11,76019475;0,079990947;2,294953764;6,195800924
368,131;3,159768608;12,30108677;0,561612211;1,662049956;7,396318119
368,719;5,902665562;10,81273741;0,553618956;7,278410496;8,8064275
369,307;7,97503452;9,825898165;0,469061943;9,576332143;8,569507026
369,895;11,78451174;6,542521037;0,018451737;13,65423329;8,018497611
370,483;6,823853338;2,053036743;3,580385803;10,03036626;5,535459062
371,071;8,836748069;5,883357346;3,27490047;11,2516471;6,203987846
371,659;7,671370179;4,277649669;5,196393397;7,616384913;6,417390129
372,247;9,352699989;7,022234537;2,359574001;6,105982253;7,695456538
372,835;8,885447333;3,58994295;2,504163252;2,93945903;6,600700648
373,423;7,699362832;5,337958951;3,986818612;3,298640683;7,14599615
374,011;7,240926841;7,206778173;6,132752888;5,290621868;7,382454958
374,599;7,2507217;7,822168139;6,826846917;4,993099905;7,594727224
375,186;6,589348224;8,05271925;8,047597552;4,950531117;7,045520346
375,774;7,365775403;8,015705202;6,982759039;5,229005143;6,687738871
376,362;6,692406712;7,149676386;7,204329566;5,536648163;5,964728781
376,950;6,694626124;6,646790299;6,749947993;6,095847376;6,676973786
377,537;5,867695712;5,726091905;7,055548804;5,560865479;5,693491328
378,125;6,510133427;6,150495859;7,081004085;6,521864893;5,787666661
378,712;6,70838528;6,207967077;7,012513023;6,854474983;5,560596495
379,300;7,415552628;6,754982191;6,395215146;6,119057411;5,774771709
379,887;7,127440149;6,644086227;6,802623341;6,556695654;6,393303351
380,475;7,519682793;7,429913559;6,830873849;6,559776514;7,062608207
381,062;7,23566154;7,619708622;6,959570052;6,870216709;7,361226006
381,650;7,357745755;7,865785763;6,823972548;7,096258756;7,818911493
382,237;7,473420424;7,892118582;7,274067745;7,178746716;7,234670169
382,824;7,673233768;8,515179446;7,179454836;7,869389019;7,507866654
383,411;7,792681925;8,819095424;7,465564295;8,322043399;8,219486448
383,999;8,030779463;8,754942023;7,672876136;7,882362088;8,755622811
384,586;8,055889475;8,486081482;8,104022402;8,360191155;9,178500268
385,173;8,275216465;8,515624417;8,012135991;8,423788215;8,782541665
385,760;7,981666299;8,252348022;8,16213101;8,920149459;8,706940655
386,347;9,05284559;9,022543109;8,254140011;9,217691592;9,317553002
386,934;9,71478598;9,615899875;8,844519546;9,58828676;9,641840359
387,521;9,982601054;10,0780059;8,897753685;10,0910004;10,16159093
388,108;10,31571429;10,07387478;9,601371616;10,25617297;10,22836801
388,695;10,48546343;10,34067534;9,348209243;10,30478492;9,9588326
389,282;10,77163866;10,7622123;9,811297217;10,60057058;10,20405294
389,869;10,99741378;11,02304551;9,999100821;10,56328017;9,970135233
390,456;11,02535615;10,90522974;10,05462908;10,51008694;9,935188649
391,043;11,48273277;11,08865978;10,10081254;10,49409131;10,21206337
391,630;10,97287654;10,96268472;10,4623829;10,42475149;10,03539637
392,216;11,22507672;11,10836237;10,38307363;10,5799595;10,33604569
392,803;11,3546821;11,29132422;10,5136961;10,74957825;10,4047635
393,390;11,74082276;11,79926419;10,54981471;11,12297631;10,8746057
393,976;11,89505413;11,79006506;11,06629187;11,13219206;11,54034874
394,563;11,90766168;11,74173888;10,92893801;11,58303387;11,38341828
395,149;11,89538772;11,95522966;11,336888;12,02511295;11,71955116
395,736;12,37510073;12,73817557;11,52655658;12,60109792;12,23843016
396,322;12,58082337;13,26003673;12,16692304;13,02423417;12,40928646
