Filename-->;PETALO_OSCURO_1.RFL8;PETALO_OSCURO_2.RFL8;PETALO_OSCURO_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
280,111;-12,15838209;27,42350654;7,382992685
280,704;-4,667940305;23,3841301;6,542056637
281,297;4,485016872;36,76369414;12,21391303
281,890;1,725297274;18,26126886;8,728702466
282,483;10,22296933;27,7987989;14,66785553
283,077;15,35872144;19,36946535;11,61040634
283,670;19,38859264;26,35869519;17,89767049
284,263;25,05827459;18,66117353;16,9120652
284,856;20,85638172;20,65923784;13,92971267
285,449;12,85965993;8,50831169;12,80956414
286,042;6,607418756;2,932960895;12,9752431
286,634;-0,171200136;-8,116278916;10,35311049
287,227;-7,834101393;-7,558441631;6,803237682
287,820;-4,660863522;-12,91114392;5,191115207
288,413;-6,986976379;1,422963675;2,593805095
289,006;-7,825507653;-8,385452561;2,751593009
289,599;-16,05412705;-1,69123063;-3,00362528
290,191;-22,74848816;-12,0411167;-0,269015927
290,784;-17,99105734;-5,796732148;0,21362328
291,377;-11,84553776;3,301673773;3,856867333
291,969;-9,40585423;6,84991244;6,225520406
292,562;-7,090157343;3,516699073;13,08807145
293,154;-17,05043903;11,32770134;10,255773
293,747;-23,25718742;2,030353506;15,36703908
294,339;-19,74865424;12,26711329;7,249802811
294,932;-8,501209168;7,950727997;19,84415555
295,524;-1,002551893;17,06977426;20,87772665
296,116;-0,118203301;12,35973818;21,82520414
296,709;-2,734516442;18,86761839;26,85779658
297,301;-7,357357296;8,484395472;21,4104504
297,893;-2,620163036;22,65331643;16,59292023
298,486;-0,949200441;10,89645815;28,46426419
299,078;5,375995353;26,07953623;31,63494025
299,670;3,791385101;18,95028551;33,82789433
300,262;-9,898341646;29,1616025;24,84554229
300,854;-5,316863693;21,96800907;22,72925674
301,446;-7,731062952;28,58029984;13,10033304
302,038;-15,26170889;15,53930526;2,442261373
302,630;-17,15403375;19,80498264;4,236879804
303,222;-28,64256375;0,170856913;0,794957334
303,814;-32,0845115;10,17491963;-6,737759966
304,406;-46,98244669;-17,36943099;-14,41809868
304,998;-46,05467867;-16,52306078;-10,66736765
305,590;-41,94475193;-29,65292353;-3,918098384
306,182;-38,32164711;-15,80351153;-1,064773667
306,773;-33,76403396;-15,14696355;7,443003503
307,365;-39,95896933;-15,59251451;11,2854033
307,957;-38,74063812;-14,70331645;15,14347711
308,549;-31,52195927;-1,706120838;21,45775055
309,140;-19,45845014;-3,084055618;32,16767544
309,732;-10,76233158;6,954668497;30,7879788
310,323;-3,977880639;6,964795302;29,78152393
310,915;-5,226093242;16,59202;22,62801263
311,506;-9,242740662;5,257464421;22,11312661
312,098;-4,98338877;13,65914765;23,85581269
312,689;8,136528265;16,87700062;23,8185969
313,281;8,064777474;26,95918892;21,28322687
313,872;5,037702365;21,95521624;16,33540301
314,463;2,685780455;24,2304075;11,17647062
315,055;5,659767008;15,57614281;9,218054552
315,646;3,703120162;20,12455499;8,340389615
316,237;6,026962584;16,22866895;11,25461221
316,828;8,07782078;23,45551528;15,71508294
317,420;3,256035832;14,34511461;9,889040901
318,011;-10,95472266;8,384783302;2,375296864
318,602;-9,056939257;1,496304157;5,882353001
319,193;-12,83570299;4,800634582;2,789132025
319,784;-19,82494474;-1,928542065;-10,74950582
320,375;-20,77975087;11,09654956;-3,992484715
320,966;-28,315263;5,958055939;-4,268145664
321,557;-28,00973607;8,083561125;-3,163723166
322,148;-19,53617876;7,126719851;3,717471439
322,738;-12,37588609;16,50197703;16,56758921
323,329;-3,42477146;20,45738693;27,20341018
323,920;-6,852284095;24,82173881;23,80848703
324,511;-0,015788023;16,83237294;32,65024509
325,102;-0,810933079;24,29508786;37,87762835
325,692;-2,801209394;20,91945786;37,19758029
326,283;3,80682727;23,52311208;42,50624546
326,874;8,886765242;18,17085826;44,68349148
327,464;0,635480406;13,88397525;39,0811964
328,055;1,123792807;8,903047919;39,57972308
328,645;0,731707314;9,683006961;35,49107412
329,236;8,732819493;6,752779551;37,92960771
329,826;0,74957388;9,946236525;24,25073787
330,417;4,830747432;-1,144979076;25,48151502
331,007;7,05703181;2,597402546;26,52329865
331,597;-2,088208848;-8,748317701;18,97233334
332,188;-9,950445623;-4,305221204;17,75839997
332,778;-9,19364128;-4,509675568;24,7361469
333,368;-16,54647345;-0,861910807;23,58686685
333,958;-8,517952423;-2,909779656;27,22948778
334,548;-11,70333944;6,024734957;34,94388241
335,139;1,573271829;6,652733954;42,60936596
335,729;-0,615871801;10,33149155;37,47113301
336,319;-6,700626935;-0,906225411;30,25994908
336,909;-6,43727086;10,60435405;28,935781
337,499;4,582259546;7,013201082;28,73619249
338,089;6,770563046;14,29215537;21,21989472
338,679;10,26129118;4,969922539;16,1198504
339,269;9,934971004;9,564823218;11,10282001
339,858;4,210134049;2,698511164;2,823691563
340,448;-1,323848876;-0,720637778;-2,736581875
341,038;5,309063063;6,137345668;4,708439054
341,628;10,33001018;14,5254548;5,505383823
342,218;17,53825419;16,24645967;9,946524152
342,807;14,50907805;17,83009693;10,44520504
343,397;14,6753244;10,05470983;20,38163088
343,986;12,6124676;15,01909889;24,89111575
344,576;6,659123996;6,268746214;24,15111271
345,166;11,15689847;12,38584445;23,52827618
345,755;10,4205606;9,03765736;26,24035321
346,345;8,416440067;5,793871838;20,22972709
346,934;3,301955266;-3,745927888;24,91128465
347,523;1,729024883;-1,973684062;22,38087061
348,113;3,281614589;-4,843537418;22,15000945
348,702;0,244897732;1,345414281;14,22736519
349,292;-7,02633083;-6,227255018;13,98937075
349,881;-2,440484903;-0,322852429;14,65356612
350,470;-3,301237874;-9,127153566;14,78435688
351,059;1,654050875;0,536076489;11,59146689
351,648;-0,432276538;-2,24834678;9,994256262
352,238;0,585065317;6,042002826;3,896826859
352,827;-1,48522443;3,158798229;7,371855806
353,416;-1,758678489;15,26541398;9,17739212
354,005;-4,500000252;0,471221776;10,20658594
354,594;9,500384172;11,03928393;12,96224173
355,183;13,34702281;12,94134798;21,03019621
355,772;9,598788201;23,18731066;15,52197798
356,361;8,189103153;16,01771344;20,21366791
356,949;7,66623592;20,79389192;23,29088403
357,538;7,668083931;15,69086668;25,49840827
358,127;9,257728622;16,94244018;27,50167929
358,716;3,330036281;4,855247408;22,26750616
359,304;7,844932796;19,68595478;22,10323067
359,893;-2,03759281;11,52775734;21,55187546
360,482;-14,51338503;12,04972943;13,03627339
361,070;-8,752530506;5,567210009;13,93780477
361,659;-7,451773454;10,43068701;8,264947414
362,247;-7,462442943;-2,618089155;-2,402651301
362,836;-4,532530611;7,053291673;0,105396338
363,424;-6,656266186;-5,422535277;-4,282006447
364,013;-6,969957457;0,48378456;-0,342465996
364,601;-9,306792974;-11,0145452;-1,217533057
365,190;-2,468530389;0,183302736;3,453858895
365,778;0,603401204;-10,30166906;-0,394143766
366,366;3,980582099;-1,846286065;4,867256236
366,955;5,478165644;-5,482193026;3,526220496
367,543;7,258834554;4,585661026;14,8794461
368,131;5,382943469;1,318536472;14,48908283
368,719;4,349315078;3,455284552;14,29061427
369,307;3,521050864;1,872909649;14,23209257
369,895;3,528092069;3,254700176;13,24334549
370,483;4,461296226;1,602804833;7,830180216
371,071;3,255122228;5,598958264;9,872165731
371,659;1,8049696;0,609974923;7,612974288
372,247;-0,76056338;3,993714434;9,329073702
372,835;-0,360576915;5,075842155;5,120735172
373,423;-0,038448906;4,736505139;5,12509364
374,011;1,021421424;5,122555714;4,226475294
374,599;3,584566255;6,374201961;4,526057226
375,186;4,102835307;6,793937903;4,227499734
375,774;3,603603687;6,890391237;4,672213044
376,362;3,112577361;5,724816385;4,094610028
376,950;2,860169624;6,960424908;4,564228593
377,537;2,724971084;5,042714673;4,234098558
378,125;2,875528977;5,052910795;5,612664475
378,712;3,06522282;4,600322618;5,424500801
379,300;3,24593816;4,431103886;5,220294297
379,887;2,45458443;3,538097065;4,79158847
380,475;2,407082923;3,335721194;4,728850324
381,062;2,638329594;2,911935188;4,953523884
381,650;3,160597168;3,597666367;5,051341261
382,237;3,484877931;2,520390374;4,83539446
382,824;3,55321218;2,714413629;5,067350601
383,411;3,610928822;2,27550954;4,761904818
383,999;3,922084179;2,415171311;4,734735302
384,586;3,972585853;2,515486487;5,052252169
385,173;4,198556745;3,123206553;5,050898705
385,760;3,90653863;2,870903309;4,960083878
386,347;4,120646917;3,634294335;4,993788688
386,934;4,412579834;3,395217096;5,340432969
387,521;4,125321523;3,987299506;5,414720454
388,108;4,224169967;3,992832828;5,102717433
388,695;4,155620664;4,099653079;4,835811188
389,282;4,040361401;4,348945858;4,873196212
389,869;4,057162028;4,697290136;4,880768248
390,456;3,762397183;4,314705466;4,803384684
391,043;3,969307456;4,791939789;5,008181938
391,630;3,782738528;4,081039285;4,985449049
392,216;3,793274175;4,463128663;5,065737951
392,803;3,884719857;4,044963528;5,024056764
393,390;3,74209135;4,508707944;5,433663666
393,976;3,826766063;4,460177321;5,642280554
394,563;3,923982066;4,395459037;5,427858997
395,149;4,029248435;4,129680131;5,399830275
395,736;4,617383181;4,448715703;5,741961188
396,322;4,721386716;4,37822968;5,968969017
396,909;4,898621914;4,71209952;6,150511927
397,495;5,055578267;4,687891912;6,170370901
398,082;5,421025763;5,068049366;6,357646204
398,668;5,647081605;4,722686454;6,424448194
399,254;5,844420193;5,002771794;6,528467953
399,841;5,911844453;5,12996293;6,651114252
400,427;6,034427829;5,394230489;6,636571697
401,013;6,09632574;5,498513932;6,713618606
401,599;6,195836323;5,549715188;6,75584732
402,185;6,208499994;5,596172945;6,837060514
402,771;6,204500342;5,675291344;6,75271784
403,357;6,071065756;5,62570057;6,710048691
403,943;6,171748801;5,973580361;6,72062679
404,529;6,251750341;5,863355112;6,733655001
405,115;6,281099749;5,978400574;6,672983019
405,701;6,405880545;5,705233352;6,728112086
406,287;6,525399934;5,827839237;6,791857921
406,873;6,755039898;5,975857839;6,967234695
407,459;6,990892094;6,243931107;7,096241689
408,044;7,125432773;6,12514598;7,310219824
408,630;7,437197811;6,376110982;7,519728207
409,216;7,552019882;6,340293963;7,744083352
409,802;7,570467296;6,420209246;7,769806503
410,387;7,616838665;6,332406404;8,029241072
410,973;7,6133802;6,746088707;8,159655462
411,558;7,736967241;6,75559546;8,30210984
412,144;7,738227691;6,874925288;8,16072061
412,729;7,779750173;6,714125013;8,07610765
413,315;7,778498167;6,986251001;8,008110766
413,900;7,880131765;6,943835399;8,130965083
414,485;7,865636652;7,026938574;7,912245775
415,071;7,84258402;6,894059362;7,840708639
415,656;7,976873618;6,880317781;7,891364378
416,241;8,130302327;6,838633514;8,027606725
416,827;8,064188541;6,87891241;7,930588767
417,412;8,064274515;6,766441027;7,955180786
417,997;8,182509089;7,0584599;8,083961556
418,582;8,262506841;6,841639315;8,32120709
419,167;8,090895632;6,81044265;8,171418089
419,752;8,0694778;6,560368679;8,218578571
420,337;8,06826556;6,672107557;8,247072423
420,922;8,153515326;6,647745557;8,29259555
421,507;8,0988053;6,650943479;8,305039216
422,092;8,10865661;6,583179989;8,330554115
422,677;8,039624837;6,568143356;8,343794653
423,261;7,793611959;6,298163877;8,158181847
423,846;7,738161789;6,471109896;8,028258538
424,431;7,569598984;6,311737062;7,860063569
425,016;7,709725362;6,701055243;8,069350662
425,600;7,872333103;6,743386059;8,17609415
426,185;7,951146368;7,067124722;8,220977536
426,770;7,963259664;6,940742198;8,244174896
427,354;7,868879177;7,038658772;8,189828323
427,939;7,979089065;7,075789366;8,197805684
428,523;8,178475516;7,265581404;8,292339157
429,108;8,182600633;7,112879506;8,190783161
429,692;8,336869392;7,244986777;8,330402951
430,276;8,380642666;7,147076254;8,338250709
430,861;8,222947339;7,13003858;8,271970573
431,445;8,018447328;6,950088995;8,163071753
432,029;8,108027607;7,145951638;8,089473594
432,613;8,278713584;7,066842703;8,144894899
433,198;8,152386328;7,140531735;8,087468183
433,782;8,052491229;6,90751251;8,090230329
434,366;8,082030863;7,006202186;8,085560435
434,950;8,038889584;7,041302041;8,094565779
435,534;7,896439566;7,012078594;8,012971432
436,118;7,934410047;6,995796567;7,97517781
436,702;7,916541905;6,906495483;7,873814121
437,286;7,806653738;6,72662223;7,810108365
437,870;7,710361878;6,790747297;7,733348908
438,454;7,725276689;6,569203697;7,703938103
439,038;7,76032562;6,620194114;7,691141538
439,621;7,812416802;6,535096833;7,754675009
440,205;7,752466933;6,554056598;7,751678862
440,789;7,836472378;6,447432509;7,625315182
441,372;7,816601216;6,540661736;7,72638697
441,956;7,92123566;6,55308847;7,777522114
442,540;7,90706331;6,538242699;7,70802262
443,123;7,911894361;6,360037903;7,71223922
443,707;7,890286853;6,474114311;7,704220168
444,290;7,868485531;6,408368698;7,678760756
444,874;7,776203449;6,413056567;7,600391267
445,457;7,892613936;6,293751467;7,585565999
446,040;7,787320193;6,393202317;7,66646527
446,624;7,753794576;6,302547808;7,591306506
447,207;7,62352136;6,352194342;7,53371067
447,790;7,56467881;6,279248775;7,519752959
448,374;7,519083413;6,401632637;7,496287517
448,957;7,622440532;6,419775687;7,434250297
449,540;7,480975931;6,463268198;7,309011472
450,123;7,360425034;6,405606644;7,259827369
450,706;7,30612264;6,42840373;7,277017523
451,289;7,36663694;6,385726903;7,234939476
451,872;7,35074987;6,402058327;7,192557769
452,455;7,319188186;6,265100281;7,054161946
453,038;7,345014667;6,444254688;7,078178515
453,621;7,289951927;6,32988211;7,041734185
454,204;7,201322423;6,275058194;7,100076396
454,787;7,278434172;6,23353746;7,159888131
455,369;7,34259484;6,199442198;7,200644432
455,952;7,280270671;6,237906161;7,117464934
456,535;7,200352335;6,206627485;7,090040457
457,117;7,108932289;6,13076184;7,022333125
457,700;7,09989176;6,178587093;7,09658448
458,283;7,034711125;6,058651071;7,083477439
458,865;7,030233663;6,101940857;7,032463114
459,448;7,024485488;6,07484651;6,985796753
460,030;6,893201076;6,099122124;6,883167004
460,613;6,86333526;6,066877001;6,826225914
461,195;6,868699592;5,997299374;6,805226176
461,777;6,817274396;5,937155642;6,784522554
462,360;6,840961283;5,941144692;6,793671694
462,942;6,801062351;5,833330067;6,756067098
463,524;6,843501455;5,756935089;6,71010962
464,107;6,847795506;5,690303934;6,684598168
464,689;6,750821435;5,65505819;6,650921295
465,271;6,7968159;5,509600895;6,631168302
465,853;6,795948864;5,571560226;6,585699985
466,435;6,715682141;5,525761562;6,479467784
467,017;6,733120985;5,539177232;6,395418128
467,599;6,70567276;5,47461217;6,346535359
468,181;6,685708432;5,549964511;6,332511826
468,763;6,593516435;5,555655512;6,26560141
469,345;6,499531374;5,48118853;6,197601015
469,927;6,489146745;5,407941603;6,151292684
470,508;6,414267575;5,495130093;6,123545574
471,090;6,377921737;5,409112796;6,091113641
471,672;6,396792168;5,442016664;6,141670414
472,254;6,311809675;5,356805301;6,121655056
472,835;6,236148883;5,333729782;6,051971768
473,417;6,221293661;5,26744681;6,004447835
473,998;6,180432038;5,216248798;5,966076103
474,580;6,185614874;5,203742326;6,007581532
475,161;6,129022434;5,208787197;5,891367105
475,743;6,117248094;5,133568055;5,842259717
476,324;6,048117031;5,080166208;5,75751034
476,906;6,01399913;4,971529191;5,710051831
477,487;5,913958082;4,961843323;5,603179913
478,068;5,902199654;4,925578335;5,554529731
478,650;5,820131771;4,862484197;5,556780572
479,231;5,769934111;4,849545408;5,559761854
479,812;5,724329859;4,831668367;5,465118637
480,393;5,680908762;4,781061969;5,5484191
480,974;5,576179783;4,768304511;5,48943511
481,555;5,501228665;4,706818094;5,468598342
482,136;5,457748403;4,704849262;5,443328525
482,717;5,451569103;4,685206103;5,429997533
483,298;5,353375659;4,674794448;5,440841117
483,879;5,32009365;4,651460214;5,359836799
484,460;5,318713293;4,593224576;5,311219747
485,041;5,188692597;4,540918821;5,31366948
485,622;5,150104339;4,49089649;5,216130951
486,203;5,137061654;4,364697055;5,187061436
486,783;5,127383417;4,399066138;5,147968195
487,364;5,040508128;4,372238362;5,099910418
487,945;5,007923376;4,347605033;5,092197985
488,525;5,031795941;4,309193202;5,038095011
489,106;4,937784495;4,305350966;4,931187851
489,686;4,826208001;4,188814689;4,852573697
490,267;4,774775102;4,144748993;4,790786958
490,847;4,738870258;4,087550922;4,746103771
491,428;4,712634459;4,117614372;4,690977601
492,008;4,708739757;4,056906356;4,665330535
492,589;4,649366701;3,956490873;4,541422982
493,169;4,630730227;3,889886456;4,520874158
493,749;4,566934818;3,810885247;4,461760482
494,329;4,587455097;3,755148291;4,466827616
494,910;4,56666047;3,825588477;4,451615954
495,490;4,567138144;3,755349973;4,362956008
496,070;4,526278179;3,79356244;4,321154647
496,650;4,477861755;3,758592519;4,266528647
497,230;4,387092164;3,779790964;4,229953691
497,810;4,387012642;3,764221239;4,249292011
498,390;4,358946388;3,761811667;4,225138672
498,970;4,329135321;3,696404221;4,202393436
499,550;4,237160713;3,687488669;4,17579902
500,130;4,226641623;3,591285444;4,102725123
500,709;4,225995566;3,65554066;4,139371916
501,289;4,153986795;3,528253449;4,050125673
501,869;4,155839275;3,515687213;4,103699603
502,449;4,107373203;3,3798726;4,023789529
503,028;4,029422723;3,382946731;3,965742016
503,608;3,905383055;3,249980312;3,825265149
504,188;3,827689919;3,316541872;3,827924083
504,767;3,779735018;3,182644545;3,772534239
505,347;3,651257717;3,239803338;3,762193396
505,926;3,535714361;3,088990769;3,674493965
506,505;3,445371712;3,112956455;3,681534449
507,085;3,395283197;2,977657154;3,627097897
507,664;3,353504134;3,006682857;3,638817947
508,243;3,348047642;2,909220302;3,585935008
508,823;3,334803095;2,9796129;3,577534823
509,402;3,310161465;2,851889389;3,511366981
509,981;3,302186001;2,883461852;3,470532947
510,560;3,362686709;2,740844981;3,396312847
511,139;3,343038039;2,768920015;3,36867893
511,719;3,337835263;2,654465972;3,29284365
512,298;3,312843267;2,689677459;3,215584694
512,877;3,291102649;2,555853177;3,126501093
513,456;3,18177497;2,614769597;3,092701252
514,034;3,210991381;2,534471544;3,1080855
514,613;3,186946258;2,600844257;3,113356297
515,192;3,19948103;2,569401749;3,125600093
515,771;3,074285607;2,595581658;3,070599683
516,350;3,036436189;2,552144191;3,035180537
516,928;2,980882171;2,605595837;3,001633715
517,507;2,909232682;2,539060251;2,976912368
518,086;2,90903698;2,596732553;2,983111409
518,664;2,91297297;2,483541506;2,978328629
519,243;2,876656882;2,478899872;2,930899808
519,821;2,849175681;2,36610728;2,841089053
520,400;2,840570028;2,364087246;2,796890729
520,978;2,831403668;2,340499084;2,779421666
521,557;2,870490462;2,407774618;2,783640227
522,135;2,923200607;2,365901191;2,821506899
522,714;2,966509229;2,39031411;2,821334385
523,292;2,926082833;2,375512735;2,819612153
523,870;2,924741493;2,398602577;2,831463411
