Filename-->;PET_OSCUSRO_1.RFL8;PET_OSCUSRO_2.RFL8;PET_OSCUSRO_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
520,978;3,85463369;2,16749155;1,169193856
521,557;3,812107818;2,1816044;1,179258095
522,135;3,801761596;2,171899271;1,168607735
522,714;3,699963844;2,192764938;1,160386431
523,292;3,652760858;2,158525125;1,187639878
523,870;3,653245376;2,111382245;1,154499426
524,448;3,671428664;2,10925682;1,016903999
525,026;3,615449995;2,159596888;1,024476297
525,605;3,580083855;2,085828499;1,075705325
526,183;3,461658588;2,09535874;1,179696428
526,761;3,443055755;2,041075085;1,173243205
527,339;3,424326847;1,976269901;1,163777945
527,917;3,48517865;1,882825096;1,176233495
528,495;3,511314927;1,800308088;1,113573681
529,073;3,473099693;1,77577597;1,167003292
529,650;3,454308814;1,741545852;1,165680907
530,228;3,481281979;1,68018938;1,207898095
530,806;3,427435019;1,700962198;1,218357428
531,384;3,525243629;1,664525987;1,117740785
531,962;3,479439314;1,669909938;1,127152788
532,539;3,473126513;1,647569487;1,168696949
533,117;3,405207119;1,623303695;1,155192832
533,694;3,395967398;1,615197631;1,160003011
534,272;3,401051605;1,646235252;1,144073186
534,849;3,444212134;1,61637407;1,178270637
535,427;3,404847835;1,616836953;1,099330011
536,004;3,354267366;1,56060548;1,073061375
536,582;3,262271943;1,562611087;1,097585701
537,159;3,309697052;1,549080376;1,050476825
537,736;3,296050669;1,634194286;0,988568101
538,314;3,337637818;1,631234419;0,993868257
538,891;3,283537691;1,664796044;0,975454633
539,468;3,312613274;1,62879371;0,972074668
540,045;3,303982727;1,647619901;0,995222642
540,622;3,303762043;1,631248716;0,998545661
541,199;3,344192446;1,661353677;0,988041939
541,776;3,384457802;1,638073411;0,987369466
542,353;3,319463734;1,644487411;0,982601355
542,930;3,33101871;1,589500058;1,009413348
543,507;3,269443144;1,620468037;1,014092579
544,084;3,219837461;1,60550252;1,076401663
544,661;3,185259797;1,587200971;1,05663323
545,238;3,206599844;1,589443445;1,074912122
545,815;3,190668899;1,633237204;1,043010725
546,391;3,227753055;1,588995182;1,104137825
546,968;3,17558174;1,588080675;1,100873931
547,545;3,221354795;1,581645783;1,081548061
548,121;3,178814257;1,543963677;1,066660821
548,698;3,237140312;1,499854147;1,026890068
549,274;3,289617795;1,496460862;1,004905046
549,851;3,279437772;1,523407704;1,030137891
550,427;3,204667072;1,496910957;0,976824002
551,004;3,209132328;1,429149307;1,013010558
551,580;3,260198533;1,390332454;0,901657398
552,156;3,336539147;1,364286497;0,921820249
552,732;3,289691362;1,357917912;0,916554442
553,309;3,284870353;1,402682462;0,933592166
553,885;3,248903114;1,450417532;0,941236186
554,461;3,249678106;1,423846718;0,873787769
555,037;3,203079871;1,415373993;0,827919099
555,613;3,161523412;1,438345701;0,823267769
556,189;3,122723367;1,432920669;0,810821085
556,765;3,116331503;1,478861228;0,829783769
557,341;3,072378779;1,569200308;0,818469761
557,917;3,057712203;1,597363374;0,821595365
558,493;3,061407773;1,564900252;0,760894266
559,069;3,155629665;1,526990482;0,780528072
559,645;3,096074292;1,577152034;0,800375338
560,220;3,147540439;1,515184651;0,860772927
560,796;3,197069335;1,470946487;0,916511138
561,372;3,201371628;1,478717307;0,952293094
561,948;3,13663529;1,476791723;0,973544502
562,523;3,172307939;1,359327222;0,962218904
563,099;3,215019405;1,339378166;1,008857107
563,674;3,207011363;1,32899388;1,030457546
564,250;3,137687956;1,327093624;1,047751794
564,825;3,216603033;1,305782728;1,064714355
565,400;3,213064005;1,36664488;0,963280294
565,976;3,247961643;1,36456239;0,916191412
566,551;3,315736296;1,359303952;0,920865815
567,126;3,327009682;1,385573307;0,932026374
567,702;3,315880261;1,466439199;0,87716775
568,277;3,32601964;1,386696533;0,846660873
568,852;3,364819548;1,386670066;0,89881742
569,427;3,361941914;1,349318607;0,83950304
570,002;3,311185229;1,348214223;0,796395435
570,577;3,340880144;1,378246394;0,862030846
571,152;3,325740893;1,427354563;0,873406851
571,727;3,289866358;1,470863996;0,836419082
572,302;3,332628369;1,446027944;0,868568868
572,877;3,326449179;1,370514276;0,956933715
573,452;3,324463154;1,443564437;0,945296329
574,026;3,290608377;1,436807764;0,944771974
574,601;3,327216762;1,484256935;0,977339369
575,176;3,408738203;1,464073279;1,061816453
575,751;3,313239102;1,415493707;1,066404668
576,325;3,338937085;1,40422587;1,032613117
576,900;3,327088347;1,439656136;1,062373502
577,474;3,332033829;1,444282908;1,029136564
578,049;3,354975947;1,462584976;0,983607813
578,623;3,348163103;1,446504825;1,003178566
579,198;3,411012616;1,476106175;0,944839527
579,772;3,402696537;1,495712151;0,923217113
580,346;3,319137038;1,537797591;0,914585379
580,921;3,439782613;1,528011887;0,927213995
581,495;3,434914504;1,546807589;0,963502572
582,069;3,439540942;1,507362105;0,975339286
582,643;3,347002187;1,544049306;1,005127045
583,218;3,313072497;1,580254715;1,033577496
583,792;3,302040419;1,560067982;1,021815136
584,366;3,299978286;1,560502753;1,018288822
584,940;3,31581599;1,543325144;1,115111449
585,514;3,364084228;1,552267531;1,033987836
586,088;3,349511686;1,607173066;1,012447111
586,662;3,354275112;1,578196617;1,03798273
587,235;3,422945108;1,613715855;0,990741245
587,809;3,472065327;1,575869541;0,999049285
588,383;3,545386342;1,557921336;0,934535581
588,957;3,580646574;1,574054237;0,949290302
589,530;3,541893933;1,620318687;0,977639769
590,104;3,55920869;1,609952529;0,87743056
590,678;3,51397366;1,574334413;0,915526249
591,251;3,580557962;1,536670095;0,909746325
591,825;3,595146227;1,553286937;0,872105081
592,398;3,607912417;1,57656358;0,855246791
592,972;3,689514696;1,640121422;0,822879947
593,545;3,682353154;1,65851838;0,909672858
594,118;3,734812381;1,711341282;0,962185062
594,692;3,830015397;1,706314279;1,047938531
595,265;3,819242458;1,728421776;1,102787623
595,838;3,925255224;1,761632642;1,136679373
596,411;3,876155304;1,856000114;1,202717105
596,985;3,907870036;1,859404068;1,304664521
597,558;3,926805166;1,827911443;1,404725893
598,131;3,935042726;1,832257129;1,409891084
598,704;3,987715904;1,901392595;1,401393193
599,277;3,986440139;1,903470572;1,384259973
599,850;3,999437358;1,873048931;1,320964319
600,423;4,015380422;1,905819147;1,326645994
600,996;3,965101572;1,951451742;1,298246994
601,568;4,042145966;1,898329053;1,245087549
602,141;4,06677692;1,94229909;1,154018304
602,714;4,080745896;1,925059565;1,13665106
603,287;4,013234572;1,966523781;1,113819427
603,859;3,981626946;1,948207743;1,151855501
604,432;3,962348565;2,024664359;1,138017555
605,004;4,011450904;2,080975317;1,254666139
605,577;4,046568656;2,068689373;1,210878247
606,149;4,129506185;2,130854407;1,334421412
606,722;4,104418782;2,179293305;1,411213724
607,294;4,182392151;2,154713936;1,474641845
607,867;4,206817394;2,214298946;1,444509083
608,439;4,18633307;2,166996921;1,568696723
609,011;4,285523594;2,164921556;1,657695761
609,584;4,393730752;2,132673681;1,71122066
610,156;4,453316657;2,193185105;1,645156817
610,728;4,551751464;2,28385197;1,727128234
611,300;4,619494791;2,237282001;1,81697285
611,872;4,704416133;2,293717366;1,782502053
612,444;4,728533019;2,368673091;1,773881832
613,016;4,730324228;2,370341045;1,801536254
613,588;4,908118026;2,408832359;1,788263199
614,160;4,826332952;2,428502535;1,811399168
614,732;4,904986357;2,500439645;1,840934367
615,304;4,835975885;2,502109975;1,941433779
615,876;4,717206629;2,572458737;1,997317902
616,447;4,788982332;2,544149595;1,887287409
617,019;4,815169332;2,456746081;1,920303455
617,591;4,805274148;2,438777389;1,948779779
618,162;4,852139442;2,539917084;2,007690809
618,734;4,868562041;2,529024092;2,035376801
619,305;4,980516685;2,540657738;1,933770067
619,877;5,005873635;2,476325796;1,947793337
620,448;5,112731647;2,51075943;2,002924016
621,020;5,2462901;2,503096924;1,939726243
621,591;5,25453758;2,567742455;1,968371567
622,162;5,269537519;2,636283441;1,983904563
622,734;5,261477839;2,627954386;2,080036985
623,305;5,199828715;2,602914055;2,099363185
623,876;5,221654571;2,66456018;2,100315586
624,447;5,229399542;2,698169741;2,115700663
625,019;5,171880683;2,692055973;2,120317822
625,590;5,136339949;2,572009064;2,147472474
626,161;5,140764876;2,571487129;2,246903904
626,732;5,156195732;2,611687128;2,214345898
627,303;5,239122055;2,633544944;2,270374868
627,874;5,313911959;2,571975369;2,304456438
628,444;5,438217236;2,451448099;2,35392501
629,015;5,567257644;2,352989854;2,314235393
629,586;5,591662363;2,356436731;2,324583645
630,157;5,697095798;2,384105298;2,348233628
630,727;5,779464671;2,499100037;2,222169158
631,298;5,785078893;2,409715314;2,276129269
631,869;5,853422872;2,441745707;2,417568198
632,439;5,909512596;2,495286185;2,403780523
633,010;5,922661666;2,598822678;2,361005075
633,580;6,068611705;2,645991105;2,45983833
634,151;6,040088775;2,858946855;2,650318059
634,721;6,058946855;2,947722712;2,681459986
635,292;6,075067548;2,927154678;2,674239844
635,862;6,055382072;2,972814051;2,784563719
636,432;6,081976282;2,934887745;2,747485026
637,002;6,011944854;2,990381401;2,647539155
637,573;5,984063993;2,998502271;2,716434757
638,143;6,066637926;3,043351018;2,799907702
638,713;6,117640098;3,174412834;2,836666215
639,283;6,092651134;3,056325909;2,815021774
639,853;6,176717781;3,003961812;2,94875491
640,423;6,273922545;3,090384628;3,035188208
640,993;6,353573815;3,201078355;3,040553693
641,563;6,484706194;3,26934828;3,132119375
642,133;6,686285873;3,290614418;3,27481363
642,703;6,721188581;3,314645104;3,382142463
643,272;6,737986736;3,350862508;3,401557162
643,842;6,739408342;3,256699452;3,329052941
644,412;6,796403042;3,354089525;3,377291712
644,981;6,85196628;3,226288727;3,424818397
645,551;6,85083277;3,293279211;3,436283572
646,121;7,08621649;3,227030923;3,449547108
646,690;7,139345133;3,413880756;3,483601959
647,260;7,156786902;3,316649447;3,450733071
647,829;7,301888532;3,316386161;3,530573898
648,398;7,502859763;3,29727058;3,631140363
648,968;7,641046384;3,506289403;3,699528394
649,537;7,817498551;3,567958956;3,773386493
650,106;7,916730167;3,851470616;3,763389527
650,676;8,009988075;3,870218034;3,926851268
651,245;7,935205394;3,928200147;4,078114869
651,814;7,966085372;3,76686408;4,228350004
652,383;8,052213057;3,981947043;4,358522896
652,952;8,10217062;4,029682756;4,338305928
653,521;8,087629865;4,13313651;4,445366549
654,090;8,197250078;4,174580453;4,647293338
654,659;8,155277429;4,12764322;4,520762299
655,228;8,247870932;4,145787423;4,674006329
655,797;8,256049679;4,188768678;4,839184988
656,365;8,270260929;4,073312332;4,976061566
656,934;8,434683317;4,295037647;4,979256276
657,503;8,656801073;4,170022601;5,069244338
658,072;8,649830184;4,317819041;5,158064262
658,640;8,740549423;4,381384268;5,142144249
659,209;8,730132414;4,347492403;5,203466355
659,777;8,978624035;4,535947421;5,478654209
660,346;9,049963526;4,642186134;5,558338646
660,914;9,281115694;4,732801415;5,578613775
661,483;9,505582549;4,944711566;5,622709316
662,051;9,622690306;5,002892583;5,716426623
662,619;9,63893924;5,257979383;5,953325764
663,188;9,902085784;5,159986987;6,120957507
663,756;10,08869031;5,256800394;6,266005571
664,324;10,22908771;5,274124818;6,279691874
664,892;10,18315175;5,310740834;6,359941203
665,460;10,41019437;5,195691643;6,580619024
666,028;10,47033304;5,204338129;6,66730413
666,596;10,59204556;5,331089304;6,773713059
667,164;10,68493444;5,340226149;6,913672937
667,732;10,78942748;5,26882788;6,95820889
668,300;10,84307311;5,421024373;7,001316198
668,868;10,8037954;5,464131562;7,124779735
669,436;10,92519806;5,68912987;7,296877552
670,004;11,15038887;5,661832244;7,524482521
670,571;11,19885936;5,793934915;7,52367753
671,139;11,18162097;5,974183977;7,62345561
671,707;11,20793372;6,018775226;7,80361756
672,274;11,26726095;6,027381634;7,947140512
672,842;11,32541385;6,038161725;8,078685294
673,409;11,46300454;6,053846997;8,156665694
673,977;11,42666148;6,065460581;8,339756088
674,544;11,43555217;6,100362547;8,540418902
675,112;11,42345261;6,150842092;8,494666096
675,679;11,37191922;6,200453651;8,603145644
676,246;11,38544036;6,150366741;8,645039701
676,814;11,54291849;5,951456291;8,646439251
677,381;11,55991049;6,142117784;8,784596187
677,948;11,50388092;6,352703346;8,735128823
678,515;11,38295981;6,400232597;8,943230219
679,082;11,51329827;6,448145882;9,010121944
679,649;11,55372519;6,352891935;8,95672172
680,216;11,72964033;6,297072556;9,098842204
680,783;11,79328851;6,224734936;9,141360266
681,350;11,89941581;6,287380863;9,27849514
681,917;11,77736951;6,446485462;9,333932053
682,484;11,79482943;6,301112598;9,220534004
683,051;11,87626507;6,059473708;9,388194771
683,617;11,90942149;6,053707613;9,466939306
684,184;12,02151544;6,06966504;9,471343753
684,751;12,2151297;6,096447871;9,469175646
685,317;12,12180263;6,288472246;9,605390574
685,884;12,26981098;6,441434292;9,664424747
686,450;12,40566772;6,477165584;9,74281083
687,017;12,50737807;6,383122208;9,916410292
687,583;12,60974598;6,495051598;10,06303354
688,150;12,68382319;6,751104601;10,06057306
688,716;12,69866847;6,787771895;9,896781536
689,282;12,72000518;6,683759317;9,938890787
689,849;12,52877905;6,733236547;9,959957681
690,415;12,62446648;6,507372992;9,970190591
690,981;12,34045567;6,423280522;9,9547246
691,547;12,33557183;6,318534916;10,01717251
692,113;12,33564104;6,331219573;9,846598494
692,679;12,3012174;6,29938289;9,804287312
693,245;12,22412242;6,184494987;9,798809124
693,811;12,29393416;6,21683295;9,952765975
694,377;12,23010003;6,257542173;9,991332749
694,943;12,41981321;5,984049693;10,23002437
695,509;12,2631445;6,023279466;10,04695945
696,074;12,4768129;5,930096473;10,07952723
696,640;12,42624744;5,798009754;9,92237692
697,206;12,50866125;5,748747233;9,866054131
697,771;12,63917656;5,685704369;9,880830043
698,337;12,69116732;5,540738226;9,992520578
698,903;12,57492485;5,331620736;9,98418467
699,468;12,75553223;5,240014671;9,766609135
700,034;12,50930635;5,521942237;9,539775903
700,599;12,62393063;5,744754057;9,642079017
701,164;12,44442865;5,798014617;9,607435076
701,730;12,45319536;5,601346411;9,661240582
702,295;12,20173744;5,563029237;9,723856532
702,860;12,1183786;5,264246925;9,653625478
703,426;12,01903326;5,081665565;9,580615103
703,991;12,06874183;4,998866639;9,444791499
704,556;11,94938454;5,069637978;9,606301451
705,121;12,01961637;4,980593209;9,575075976
705,686;11,98367092;4,654049792;9,288337942
706,251;12,03601516;4,501364723;9,221936858
706,816;12,07572838;4,766793453;9,163739904
707,381;12,05931722;4,793241826;9,347613153
707,946;11,94232856;5,071269147;9,574422535
708,510;11,92997557;5,272903869;9,50086973
709,075;12,08986772;5,296143009;9,462425905
709,640;12,13974362;5,054309092;9,343348561
710,205;11,9934042;4,809300986;9,245464248
710,769;11,94096249;4,858083656;9,382408696
711,334;11,88928465;4,907986057;9,396977629
711,898;11,56305678;4,704280863;9,412344563
712,463;11,58864614;4,577680096;9,28393241
713,027;11,55691507;4,241054095;9,22592442
713,592;11,46796782;4,11203783;9,24775472
714,156;11,07982102;3,960739685;9,0904484
714,720;10,86464014;4,023610496;9,205742944
715,285;10,74301762;4,055727361;9,390010179
715,849;10,61382412;3,99084232;9,597066366
716,413;10,80412376;3,713078897;9,473590006
716,977;10,80140029;3,81001133;9,313466039
717,541;10,62769645;3,536497861;9,40569841
718,105;10,40245698;3,80259223;9,151887987
718,669;10,37319637;3,76066689;9,024899644
719,233;10,49254772;3,639462068;9,316357882
719,797;10,38131373;3,492092157;8,946322568
720,361;10,59675728;3,432596199;8,94053469
720,925;10,35339459;3,334587214;8,773825495
721,489;10,03541474;3,759593143;9,201200054
722,053;10,14567256;3,544589757;9,388089582
722,616;10,07301065;4,151582971;9,265100874
723,180;10,01859209;3,911324399;9,323192737
723,744;10,13702195;4,003235684;9,588857674
724,307;10,14234887;3,983542692;9,508520083
724,871;10,01077868;4,284941609;9,898203471
725,434;9,810795323;4,560687671;9,942015646
725,998;10,02706012;4,334005097;9,876566394
726,561;10,14440756;3,945386124;9,574148713
727,124;10,13792532;4,211984638;9,82803023
727,688;10,5534018;3,86783683;9,921793889
728,251;10,57863519;4,067149886;9,816961048
728,814;10,55558273;4,106747851;9,761438505
729,377;10,64539619;4,732519144;10,02124754
729,940;10,99296023;4,354705375;10,00479728
730,503;11,40484189;4,304443414;9,861648707
731,067;11,54755356;4,377463623;10,1416273
731,630;11,37997186;4,765521973;10,11495283
732,192;11,5254472;4,4946126;9,940292742
732,755;11,27300954;4,379571177;10,03772025
733,318;11,36290827;4,05163382;10,35923029
733,881;10,91208618;4,014774045;10,38635348
734,444;10,74659671;3,655462326;10,39562887
735,007;10,51561279;3,786988886;10,33016667
735,569;10,1424054;3,596183092;10,85511009
736,132;9,99050904;3,748871353;10,75488057
736,694;10,02667046;3,631256892;11,17656803
737,257;9,848104091;4,032320414;11,31183011
737,819;9,844959758;4,194129638;11,35861126
738,382;9,731680277;4,578344391;11,19596669
738,944;10,27080912;4,420291211;11,21805407
739,507;10,25008487;4,349313439;11,00695521
740,069;10,44068872;4,394925637;11,32372338
740,631;10,54233623;4,492523905;11,19626609
741,193;10,79344739;4,744093815;11,36949606
741,756;11,06047874;4,702738689;11,25084663
742,318;11,20516026;4,631085125;11,39723481
742,880;10,91565266;4,664451316;11,51373272
743,442;11,24759821;4,574474443;11,88964659
744,004;10,91808639;4,774648871;12,00484276
744,566;11,24976904;4,882592822;12,40585598
745,128;11,23347323;5,113905816;12,19687281
745,690;11,29348175;4,863455392;12,02940855
746,252;11,15906731;4,683994948;12,32173482
746,813;11,45223933;4,384873547;12,45182414
747,375;11,45817513;4,514029063;12,08471434
747,937;12,04635676;4,768044566;12,23470381
748,498;12,09055596;5,071407075;12,27897676
749,060;12,83290362;5,457183265;12,5384984
749,622;12,97009216;5,775541676;12,43870693
750,183;13,24382758;5,638923707;12,61463692
750,745;13,55072577;5,999445894;12,8375825
751,306;13,59270486;6,228111794;12,74141326
751,867;13,5519939;6,510134916;12,93910624
752,429;13,67488745;6,581473759;13,61291789
752,990;13,83866047;6,612584416;13,46395039
753,551;13,99675217;6,513096117;13,24085384
754,112;13,80130542;6,655106904;13,13232229
754,674;13,83716802;6,583576337;13,67267697
755,235;13,95668555;6,83628384;13,55181727
755,796;14,06893751;6,912669249;13,59253785
756,357;14,30053183;7,187495296;13,78551955
756,918;14,56095826;7,670352373;13,6291926
757,479;14,81902117;7,783308665;13,43234207
758,039;14,47825808;7,96758945;13,6595363
758,600;14,55849613;8,398935262;13,80204373
759,161;14,74205261;8,127279372;13,90328711
759,722;15,00944411;8,323186534;12,83839038
760,283;14,94809896;8,133623248;13,30859464
760,843;14,66280099;8,351834624;13,83581547
761,404;15,41503167;7,782074919;13,8669285
761,964;14,71247374;7,889491707;14,15111297
762,525;14,85294044;7,842701333;14,89000009
763,085;15,15982345;7,553141963;14,82537848
763,646;15,45909041;7,749074526;15,43219802
764,206;15,76026248;8,057138009;15,55184768
764,766;16,10124783;8,500279608;15,85190623
765,327;16,81047301;8,828413481;15,65801647
765,887;16,91932107;9,377670582;15,50249537
766,447;16,84436593;10,16101054;15,44585259
767,007;17,43191316;10,44933799;15,49349017
767,567;17,31649082;10,36067166;15,5805493
768,127;18,07050089;11,0702054;15,35301114
768,687;18,56786858;11,34114083;15,23451962
769,247;18,4978146;11,28022747;15,12960719
769,807;18,76571735;11,42834987;15,79102217
770,367;18,58800345;11,44330859;15,99412024
770,927;19,10059937;11,82049973;16,01022518
771,487;19,52099336;11,6723369;16,00244638
772,047;19,80185447;12,00286981;15,99777897
772,606;20,33896918;12,46357596;16,16068492
773,166;20,13318191;12,25594474;16,84906022
773,726;20,03973735;12,48332012;17,37403619
774,285;20,16305227;12,97793688;17,58664042
774,845;20,02659607;12,907419;17,75697301
775,404;20,60782592;13,6233847;18,16453046
775,963;20,49458308;13,2262703;18,03310549
776,523;20,37998143;13,20422828;18,33134495
777,082;19,99056305;13,13521882;18,83327066
777,641;20,06915974;13,23673915;18,69327275
778,201;20,44739879;13,42687443;18,30007159
778,760;20,82543311;13,39586531;18,27991687
779,319;21,73500411;13,15611957;18,57200531
779,878;22,13594991;13,41442523;18,068009
780,437;22,18983193;13,47355036;18,35305994
780,996;22,4565764;13,9729128;18,45726214
781,555;22,86260448;14,2157891;19,07343439
782,114;23,39486754;14,51151816;19,32028726
782,673;23,73870992;14,97907517;19,13281704
783,232;23,97967326;15,87713655;19,71035158
783,790;23,99531963;16,15347952;19,76420163
784,349;23,79460315;16,35708862;20,21846636
784,908;23,94086561;16,48858421;20,45391422
785,466;24,27684011;17,40730279;19,97307112
786,025;24,6998932;16,97693919;20,19060135
786,584;24,84705604;17,3833274;20,20572833
787,142;24,94405332;17,53834337;20,0188056
787,701;25,00556312;17,43725011;19,81560639
788,259;25,17580269;17,31647516;19,8295421
788,817;25,21918938;17,23034978;19,65649319
789,376;25,87918467;17,7020272;19,3762324
789,934;26,1814496;18,07028384;19,65086798
790,492;26,24235234;16,98327155;20,06992179
791,050;26,72692484;18,24643891;20,77598376
791,608;26,73548929;18,13008835;20,43190347
792,167;26,82232906;18,13046006;20,56030543
792,725;27,48387535;18,83101062;21,30246543
793,283;27,81201383;18,48795943;21,32810132
793,841;28,3207854;18,39605282;22,07255052
794,398;28,06057315;18,33893019;21,97929815
794,956;27,83225507;18,48081671;22,07473665
795,514;28,04218723;18,72493412;22,21438099
796,072;27,88559528;17,78747568;21,98750277
796,630;28,36006181;18,15513305;21,89503062
797,187;29,0163891;18,46374272;22,26143683
797,745;28,83327112;18,0536695;22,09877819
798,302;29,34030639;18,76417014;22,44593751
798,860;29,23263424;19,46652217;21,66522412
799,417;29,17014624;19,67468411;21,44962508
799,975;30,04701053;19,81187512;21,96410778
800,532;29,45851773;19,62885533;22,2880048
801,090;29,63246826;20,01220295;22,71769999
801,647;30,21085832;20,33364034;23,00466606
802,204;29,8108628;20,37193937;22,68709642
802,761;29,6079108;20,61560859;22,0203012
803,318;29,69785956;20,35943407;22,33858728
803,876;30,32980172;20,42127702;22,62296877
804,433;30,4376806;20,95310051;23,23033077
804,990;30,76024837;21,52587522;23,36221051
805,547;31,12361071;22,26265091;22,90670821
806,104;31,91363416;22,79521346;22,48162722
806,660;31,94306839;22,25849467;22,30376441
807,217;32,4270893;22,14305414;21,63204377
807,774;33,68972646;21,7840484;22,83730608
808,331;33,42971171;21,17578098;22,26008949
808,887;32,89800413;21,90018176;22,08635412
809,444;33,68183074;21,11299235;22,27811538
810,001;32,77130173;20,67519621;21,37772522
810,557;33,96315282;21,14025905;22,15811974
811,114;33,19046536;21,76930765;22,24731137
811,670;32,56176467;22,54001489;22,27442841
812,227;32,82170289;22,84715012;23,80263731
812,783;32,37680843;23,67128196;24,22150016
813,339;32,996307;24,14147481;23,36565234
813,895;33,88301042;23,63137554;23,85090361
814,452;33,67962193;24,33748315;22,81654409
815,008;34,45483811;24,03555595;23,43727692
815,564;33,26298499;24,14080261;23,06004482
816,120;33,43133276;23,66338772;23,40461015
816,676;34,54568307;24,04645714;22,8519844
817,232;34,09807216;23,40719765;22,91197412
817,788;34,0664339;24,06101365;22,21286583
818,344;33,34011847;24,59915135;23,76908656
818,900;32,99367027;24,4903107;24,16802546
819,456;33,11479698;25,51376291;25,50143741
820,011;34,11269853;26,31122904;25,90665675
820,567;34,2139283;26,32825229;26,51404273
821,123;34,08414655;25,94401937;26,06179124
821,678;33,96671656;25,16839133;26,81050736
822,234;34,91218106;26,18659408;25,75882809
822,789;35,51317693;24,96032114;25,00534894
823,345;36,77615112;24,63332561;25,27406709
823,900;38,04050864;23,9366408;25,1104041
824,456;37,8050093;23,63319613;25,21956457
825,011;37,1266935;23,43561062;25,74915258
825,566;38,02941326;22,48422484;24,42098464
826,121;39,79840659;22,38005053;25,41518658
826,677;39,66933204;23,20939332;25,02572713
827,232;39,3484886;22,37188434;25,41741573
827,787;39,14618478;21,94573415;25,56307402
828,342;39,04992959;21,44894694;25,7941848
828,897;38,11051564;22,19719071;24,39221955
829,452;38,73643189;21,60633495;24,35950085
830,007;38,43742828;21,25840177;22,99166428
830,562;38,78248504;22,01021847;23,42445838
831,116;36,54260445;22,52206896;22,96298117
831,671;35,26580638;22,97343611;23,42143525
832,226;35,62096555;23,87343128;23,12201085
832,781;35,99072535;25,28390024;23,98573176
833,335;36,29296749;25,66334389;23,08853992
833,890;37,13276989;26,2748942;24,50307402
834,444;36,79308568;26,85408339;23,84909987
834,999;36,96971321;27,46109444;24,29535321
835,553;36,7536664;27,3559032;24,65422464
836,107;37,93155184;27,21977966;25,16526672
836,662;39,54503244;27,47038176;25,62191703
837,216;39,61685018;27,59406768;26,46255591
837,770;39,83799734;27,37120902;26,75879707
838,325;39,91377694;27,23882261;27,10486958
838,879;38,81325805;26,80632726;25,96768193
839,433;39,28228595;27,07664645;26,35185959
839,987;38,6838364;26,71410832;27,30540772
840,541;39,66906539;26,6473579;27,22617584
841,095;39,63750685;27,39816071;26,59963906
841,649;39,24891042;26,35643255;26,89634013
842,203;39,40751802;26,62899051;26,95086936
842,756;37,22656873;25,90850552;25,33285665
843,310;36,25136111;26,04195279;25,78977732
843,864;36,8495297;25,86183154;26,51858495
844,417;37,05535534;24,99074918;26,49475918
844,971;37,01770936;25,20823773;24,63507161
845,525;35,81323919;26,65697259;24,69110626
846,078;35,91316682;26,11684572;25,06414705
846,632;35,97880807;26,89977912;24,58712688
847,185;36,92108352;25,85517037;24,54794124
847,738;38,4524596;26,95125555;25,78653978
848,292;39,57072118;28,21132587;24,7455604
848,845;40,02253874;28,36027413;25,31215074
849,398;40,33333002;29,026005;24,73062779
849,951;41,35760028;29,5262811;26,71601003
850,505;42,32865009;28,31017519;27,12578028
851,058;41,70167388;28,32432103;26,27050454
851,611;41,77031647;27,95392389;25,55640932
852,164;40,89619915;29,56968785;23,13037391
852,717;40,95466137;29,30780234;23,40245601
853,270;41,3056662;29,47024047;24,48571733
853,822;41,29705082;29,32188834;24,76845218
854,375;40,96197498;28,67345651;23,58366864
854,928;40,59279469;28,60309507;22,04877755
855,481;39,38910765;29,71730407;21,97304295
856,033;40,97531347;28,60954247;22,87662021
856,586;41,67809269;29,64182271;23,70107858
857,139;41,72626386;27,31504283;26,33273539
857,691;42,30972118;27,48579229;25,8433331
858,244;42,01743845;25,77584431;26,49303281
858,796;41,21244546;26,90851165;25,56095868
859,348;42,7933337;26,39423801;27,57883445
859,901;44,11043215;25,66378524;27,53371734
860,453;45,29694464;25,21872902;28,45338032
861,005;44,34321266;27,19360972;28,32681526
861,557;43,95767584;25,45444599;28,73809189
862,109;44,48669271;25,58723035;27,17458922
862,662;44,0918662;24,97719218;28,15836735
863,214;42,90004729;26,94642034;26,5443465
863,766;43,46075491;24,65643346;27,58742638
864,318;42,88265972;25,79545439;27,5934791
864,869;42,96494397;25,81037533;27,73878172
865,421;41,88086244;25,26620526;27,13444873
865,973;44,12365488;23,58531728;27,74847395
866,525;43,45889164;25,48843287;27,05908694
867,076;40,85637649;25,95097014;26,97927381
867,628;40,4349132;26,44703686;25,72204396
868,180;42,26570986;25,53700149;25,30657895
868,731;41,67494603;27,65541356;24,33223057
869,283;40,71550689;26,59121737;22,65445402
869,834;40,50878071;27,60573678;23,64391848
870,386;41,40290975;27,14947157;23,52640091
870,937;39,60762094;29,09324565;22,2617637
871,488;41,82218404;27,89365201;22,88086801
872,040;43,41257212;28,09306629;22,91022725
872,591;42,98273182;28,57405982;23,94737463
873,142;43,06676226;27,65943922;24,17010555
873,693;43,39675806;27,40899964;25,19496227
874,244;43,10782261;27,75082271;26,03184167
874,795;43,4041813;26,88240976;24,38583086
875,346;41,86114135;27,69474653;24,86574203
875,897;42,25053025;26,28653033;24,95560154
876,448;40,60524745;26,09663514;23,68421064
