Filename-->;PET_CLARO_1.RFL8;PET_CLARO_2RFL8.RFL8
Mode/Unit-->;;
Int.time[ms]-->;1,049999952;1,049999952
NrOfAverages-->;20;20
Smoothing-->;4;4
Wavelength [nm];;
283,670;-41,52449119;-26,67617702
284,263;-40,39125182;-34,8528797
284,856;-29,22676709;-63,63636562
285,449;-14,5662507;-67,03963037
286,042;-16,86633727;-30,41458146
286,634;-25,78470072;-7,878341842
287,227;-18,58370079;3,045515772
287,820;-16,3447576;11,5154098
288,413;-9,049680893;0,587703497
289,006;-10,08752815;-15,87223586
289,599;4,966000269;-17,06623332
290,191;-8,170552484;-9,033614045
290,784;-9,391125447;-1,224759251
291,377;-11,89637212;-33,75359864
291,969;-1,471465524;-32,64764701
292,562;-9,079337325;-68,63656508
293,154;-12,26924887;-54,57527124
293,747;-21,06041901;-47,49081562
294,339;-11,14376611;-31,15374066
294,932;-18,26572698;-22,52400704
295,524;2,091298334;-17,77538352
296,116;2,906975642;-9,770581395
296,709;6,0885215;-2,221149949
297,301;-6,451610932;-3,852080796
297,893;5,09662414;5,031156064
298,486;-0,780233272;2,708959766
299,078;9,548416415;6,804607889
299,670;-7,595206872;5,691594423
300,262;-16,98841611;4,131534568
300,854;-36,82237565;0,806451892
301,446;-35,46996363;1,970770792
302,038;-26,4777994;8,232383875
302,630;-32,18316711;6,205357387
303,222;-48,18384652;13,88888904
303,814;-42,22048121;17,84555517
304,406;-32,63799776;13,9098605
304,998;-28,73563365;5,86528506
305,590;-10,09860606;5,687830591
306,182;0,268337327;7,574567999
306,773;-11,87159333;-2,485180128
307,365;-10,11042305;4,6231157
307,957;6,095909087;10,7390766
308,549;7,83212913;2,21724971
309,140;5,837347663;2,818733662
309,732;0,766165841;2,12244901
310,323;11,18325985;13,08054774
310,915;11,77871895;12,72588935
311,506;18,13787881;8,695652096
312,098;27,30676279;20,29300011
312,689;15,36991517;14,6029876
313,281;17,12592272;9,08353623
313,872;8,515743074;12,63180156
314,463;15,26651288;13,71984144
315,055;8,368436501;26,10364735
315,646;5,821270426;25,10530782
316,237;0,538440582;19,56355267
316,828;-3,065133816;20,57971005
317,420;-23,24930167;20,00000088
318,011;-16,60482314;19,21336585
318,602;-23,05756761;21,52880906
319,193;-14,30915595;22,85097958
319,784;-16,09483937;19,57671992
320,375;-11,5059209;12,90705588
320,966;-10,36741695;15,14573246
321,557;-2,138888887;18,82640654
322,148;-11,0398295;27,79585414
322,738;0,259270087;21,56988883
323,329;-4,673130246;24,44070784
323,920;1,746411232;27,93199071
324,511;8,034257471;27,44014669
325,102;17,94091959;30,51251575
325,692;16,49353444;30,88055866
326,283;11,95824768;32,50000013
326,874;3,330227651;33,54136665
327,464;11,71345652;26,40369083
328,055;20,28301941;31,62739807
328,645;19,90616573;29,55842663
329,236;7,019616552;25,53746855
329,826;12,8272243;27,36373833
330,417;2,519928488;26,62990507
331,007;13,31799508;23,52839064
331,597;25,5722679;20,84377697
332,188;30,40462517;17,32810446
332,778;22,3109353;23,60947915
333,368;15,11571857;18,9308485
333,958;19,94594662;23,36377739
334,548;31,60023104;19,6568977
335,139;24,7363677;21,15074711
335,729;38,3743413;26,03766469
336,319;29,3448989;31,15212533
336,909;14,89664988;28,06901206
337,499;14,2086926;39,83408695
338,089;15,87500015;40,9150153
338,679;23,75790442;44,42830209
339,269;23,77139753;42,5552234
339,858;24,24008304;49,0113744
340,448;24,67191712;49,65824924
341,038;14,91022837;46,83949571
341,628;28,27175122;46,15751016
342,218;27,68277508;47,92098031
342,807;32,48237429;41,75682354
343,397;39,23619606;40,16340832
343,986;36,27648723;40,89779462
344,576;42,0065056;40,71741001
345,166;37,48293931;39,9086602
345,755;35,43627547;42,2456119
346,345;43,02143057;46,52370639
346,934;33,58308609;52,8180614
347,523;41,15710317;51,91740372
348,113;30,9530127;48,17627035
348,702;27,75853553;44,93331286
349,292;20,88507623;43,98739045
349,881;22,12939102;45,95588354
350,470;21,11620184;45,4635113
351,059;16,37889697;38,55610782
351,648;10,59005403;39,05239633
352,238;12,78697115;35,6392197
352,827;17,86825721;40,28116303
353,416;27,96852531;43,32613418
354,005;25,49074;45,14032127
354,594;34,66939632;42,23814925
355,183;21,63884676;48,76697699
355,772;33,06474792;46,54703712
356,361;26,1235949;52,77358703
356,949;25,54904818;56,32754361
357,538;22,51296546;47,30957325
358,127;18,15609616;44,73333267
358,716;12,60237733;49,68398982
359,304;9,942286628;46,37565511
359,893;2,708679421;42,72087655
360,482;6,452637228;37,70281914
361,070;2,627559658;43,05442528
361,659;17,81575772;43,885729
362,247;10,06790685;38,71394694
362,836;15,99378916;43,63754956
363,424;5,528255748;45,93209641
364,013;9,07668294;40,84367178
364,601;19,41004265;44,30731843
365,190;15,10880885;48,06636319
365,778;12,57972994;51,19292595
366,366;7,678760236;47,3598314
366,955;9,346828217;47,76384544
367,543;9,058334757;49,16657126
368,131;5,995606975;48,10439364
368,719;7,595405674;38,91733747
369,307;7,857811092;38,1660101
369,895;8,588692373;34,87879099
370,483;11,05893667;30,42442621
371,071;9,107108918;24,08595469
371,659;11,00917382;23,33475224
372,247;10,01441477;18,77274455
372,835;11,1298025;16,79667228
373,423;12,27910187;15,73263711
374,011;9,052002586;15,3317131
374,599;7,685181469;14,34300493
375,186;5,363626427;10,35482507
375,774;5,237769147;8,999544198
376,362;5,230660299;9,390925171
376,950;5,201961232;7,178850062
377,537;4,527034006;6,753004365
378,125;3,867564757;5,543748406
378,712;2,798371633;5,047130251
379,300;3,048446626;4,388328021
379,887;2,454981111;3,170122599
380,475;1,964528362;4,012752495
381,062;1,173158742;4,169369453
381,650;1,908618408;3,967164204
382,237;1,063664392;4,709955065
382,824;1,414689137;4,784007576
383,411;1,383530413;5,122459503
383,999;1,964804633;5,1463281
384,586;2,177385617;5,902229137
385,173;2,785563124;6,631777956
385,760;2,969473237;6,708035178
386,347;3,424111581;6,564094579
386,934;3,064499176;6,568398993
387,521;3,446530794;6,604791732
388,108;2,848171575;6,837399458
388,695;3,385511534;7,007267312
389,282;3,384253969;6,942496561
389,869;3,712291943;7,00285679
390,456;3,493224498;6,851025405
391,043;3,688561877;7,009427574
391,630;3,878850954;7,339729009
392,216;4,165472641;7,333214372
392,803;4,316424675;7,443422798
393,390;4,729901954;7,27614268
393,976;4,421766167;7,01059319
394,563;4,456955869;7,464727211
395,149;4,449491098;7,413557937
395,736;4,827897662;8,01597756
396,322;4,972940889;8,249412311
396,909;4,91956711;8,334169645
397,495;4,942669338;8,813052488
398,082;4,735525047;9,215144044
398,668;4,703040962;9,794455108
399,254;5,060521704;10,09219076
399,841;5,065773088;10,16660697
400,427;5,184602719;10,28410278
401,013;5,051642628;10,258983
401,599;5,174423378;10,49168194
402,185;5,276433229;10,82953164
402,771;5,437492998;10,97439298
403,357;5,660012547;10,96227944
403,943;5,920754104;10,81355828
404,529;6,044006548;11,14182908
405,115;6,218180084;11,26373653
405,701;6,209446136;11,35745973
406,287;6,330993445;11,69888235
406,873;6,306347323;11,7349713
407,459;6,369972649;11,70281355
408,044;6,37976273;11,75358087
408,630;6,526532405;11,72834866
409,216;6,652541229;11,85068865
409,802;6,519441455;11,65279785
410,387;6,474155533;11,63956784
410,973;6,478911801;11,91521616
411,558;6,567473107;11,80822347
412,144;6,717449557;11,79191265
412,729;6,702415328;11,99658414
413,315;6,669103557;12,12831974
413,900;6,66314501;12,52013516
414,485;6,608624176;12,62903126
415,071;6,617386865;13,02130028
415,656;6,738216866;13,24732451
416,241;6,746157903;13,28995462
416,827;6,76072344;13,33732524
417,412;6,639883823;13,52070551
417,997;6,783599191;13,46420367
418,582;6,698412393;13,47479362
419,167;6,74920769;13,18695067
419,752;6,597873923;13,22084891
420,337;6,667283293;13,01515681
420,922;6,636465613;13,02373437
421,507;6,817362657;12,95000682
422,092;6,988788155;12,95995146
422,677;7,201447698;12,91231242
423,261;7,359411829;12,92342629
423,846;7,551702259;12,79833831
424,431;7,581051455;12,82886043
425,016;7,866286781;12,90245365
425,600;7,82700611;12,89292257
426,185;7,87464871;12,81386753
426,770;7,776858197;12,81781492
427,354;7,776379022;12,8170084
427,939;7,746957852;12,8432354
428,523;7,587632923;12,94167628
429,108;7,634465373;13,00817495
429,692;7,540714745;13,21619514
430,276;7,455286818;13,20038118
430,861;7,47992256;13,36433757
431,445;7,472952766;13,33263427
432,029;7,387706876;13,27415869
432,613;7,356534215;13,20556944
433,198;7,313355091;13,09787471
433,782;7,257581402;13,04849677
434,366;7,281219232;12,99661358
434,950;7,396812457;12,81919461
435,534;7,410257328;12,73770932
436,118;7,448477634;12,64047298
436,702;7,471194709;12,68226168
437,286;7,63710552;12,82262783
437,870;7,705877321;12,8375627
438,454;7,746547445;12,98391131
439,038;7,876484088;13,01360806
439,621;7,862371533;13,16994975
440,205;7,877350583;13,28805895
440,789;7,764954936;13,3572822
441,372;7,769180555;13,3276909
441,956;7,758073642;13,31977127
442,540;7,728882218;13,24381519
443,123;7,705175302;13,37138255
443,707;7,6731924;13,17698126
444,290;7,489107204;13,07489301
444,874;7,420941745;12,90463438
445,457;7,370568859;12,86361328
446,040;7,451364314;12,85479294
446,624;7,401477982;12,80760414
447,207;7,348755287;12,83738527
447,790;7,414114022;12,81387648
448,374;7,484184695;12,71515941
448,957;7,476339417;12,86885534
449,540;7,511811491;12,84617506
450,123;7,597307145;12,93866811
450,706;7,613105011;12,81727396
451,289;7,61990943;12,69502977
451,872;7,691768207;12,70966997
452,455;7,65361514;12,6877511
453,038;7,543464162;12,53939537
453,621;7,348732961;12,54069442
454,204;7,392479261;12,51697401
454,787;7,390707002;12,65261684
455,369;7,386580799;12,6683402
455,952;7,404889293;12,62539698
456,535;7,321584611;12,64873025
457,117;7,206649604;12,59134956
457,700;7,33077779;12,43824798
458,283;7,289493076;12,49468746
458,865;7,366154943;12,43675798
459,448;7,338236537;12,38944807
460,030;7,462618286;12,23085873
460,613;7,364225822;12,11267917
461,195;7,323476228;12,09632776
461,777;7,376038953;11,97093111
462,360;7,505739044;11,94755532
462,942;7,420805912;11,94534637
463,524;7,481389574;11,94920115
464,107;7,446542404;11,95709482
464,689;7,475575719;11,83318261
465,271;7,36606745;11,77524857
465,853;7,396858591;11,72351707
466,435;7,425510356;11,66080932
467,017;7,488765976;11,72369149
467,599;7,36283674;11,6796234
468,181;7,369056786;11,63942877
468,763;7,297025147;11,56835214
469,345;7,351954449;11,46386484
469,927;7,259431301;11,41069902
470,508;7,221655569;11,33300713
471,090;7,24898353;11,29184626
471,672;7,178923787;11,24996249
472,254;7,064847779;11,17566815
472,835;7,141904833;11,09932949
473,417;7,070325382;11,07228652
473,998;7,097044295;11,04538974
474,580;6,984026594;10,95812679
475,161;6,969413994;10,91774046
475,743;7,014191554;10,90517129
476,324;6,927248705;10,82896626
476,906;6,92023999;10,82422519
477,487;6,925858888;10,75182531
478,068;6,893497534;10,76187213
478,650;6,918905601;10,63982406
479,231;6,863850502;10,54894568
479,812;6,86049703;10,451417
480,393;6,870337459;10,39735311
480,974;6,852023843;10,28752146
481,555;6,8925872;10,2303259
482,136;6,847902775;10,09241798
482,717;6,835021359;10,05972711
483,298;6,747768542;9,950176577
483,879;6,739874868;9,941243142
484,460;6,764400856;9,875668864
485,041;6,760845224;9,927279027
485,622;6,74121294;9,801832532
486,203;6,678181411;9,76159721
486,783;6,588518705;9,660197812
487,364;6,538628617;9,67093839
487,945;6,551795817;9,542984895
488,525;6,560269495;9,526912603
489,106;6,542549879;9,505528624
489,686;6,549063743;9,445994106
490,267;6,543571326;9,334368961
490,847;6,480312829;9,271338308
491,428;6,407049168;9,169648579
492,008;6,391277924;9,121469881
492,589;6,415072518;9,020910729
493,169;6,403756038;8,981623241
493,749;6,415939237;8,778616805
494,329;6,334028003;8,56366585
494,910;6,293768329;8,418780529
495,490;6,234450867;8,341449248
496,070;6,187226876;8,294215322
496,650;6,176295347;8,22748672
497,230;6,153880021;8,119022852
497,810;6,093912715;7,980076761
498,390;5,956094076;7,87176049
498,970;5,871740996;7,832253504
499,550;5,935415078;7,781394484
500,130;5,872420514;7,70255396
500,709;5,880760467;7,59453196
501,289;5,868162214;7,51918227
501,869;5,852512568;7,360427305
502,449;5,831053995;7,306325661
503,028;5,802890128;7,284223727
503,608;5,861456771;7,264467724
504,188;5,839163728;7,225858484
504,767;5,757627478;7,210548662
505,347;5,707428266;7,125732148
505,926;5,567206443;7,073072505
506,505;5,599940639;6,973188495
507,085;5,604159123;7,018890205
507,664;5,538274219;6,846152166
508,243;5,549029901;6,780138039
508,823;5,437450885;6,680780286
509,402;5,369439435;6,630548751
509,981;5,337819081;6,561775431
510,560;5,27371721;6,575603184
511,139;5,29419081;6,475446314
511,719;5,23234562;6,414698766
512,298;5,206336346;6,36013427
512,877;5,111366774;6,421788989
513,456;5,104069396;6,286478049
514,034;5,143324473;6,181542741
514,613;5,107409606;6,159013663
515,192;5,074940611;6,058739875
515,771;5,043101598;5,946705119
516,350;4,979059102;5,84515544
516,928;4,922532443;5,760251034
517,507;4,83652252;5,584384028
518,086;4,862069415;5,508266412
518,664;4,743375641;5,467214212
519,243;4,667231679;5,465675258
519,821;4,640169022;5,374036689
520,400;4,567352473;5,352455326
520,978;4,51228951;5,252330037
521,557;4,506372365;5,269926474
522,135;4,437160598;5,283839532
522,714;4,406354658;5,229810832
523,292;4,332599906;5,113999289
523,870;4,296704317;5,160286895
524,448;4,196647537;5,193265238
525,026;4,198976362;5,154618393
525,605;4,181152657;5,0783751
526,183;4,22340532;5,094473639
526,761;4,299458052;4,963455374
527,339;4,283744949;4,808575818
527,917;4,243992324;4,781620051
528,495;4,312249427;4,745938773
529,073;4,326231505;4,647801824
529,650;4,296343877;4,549617868
530,228;4,213294338;4,455258814
530,806;4,217175023;4,419657323
531,384;4,163820953;4,350070607
531,962;4,057935711;4,407796623
532,539;4,012145087;4,471704423
533,117;3,96536885;4,419270034
533,694;3,902862003;4,438708349
534,272;3,910963578;4,383741479
534,849;3,94022154;4,305086864
535,427;3,887866721;4,330840273
536,004;3,781686316;4,325864742
536,582;3,782823208;4,303712817
537,159;3,730755526;4,201464906
537,736;3,707072592;4,109691225
538,314;3,725503225;4,189732086
538,891;3,749939563;4,186458224
539,468;3,655752233;4,169947615
540,045;3,607569433;4,131352014
540,622;3,644749406;4,051132682
541,199;3,690288216;3,98757999
541,776;3,608729014;3,974794758
542,353;3,592443703;3,970075891
542,930;3,535772444;4,014149969
543,507;3,520828001;3,883988208
544,084;3,408611917;3,8130793
544,661;3,441559064;3,852190073
545,238;3,449706444;3,773931988
545,815;3,426965885;3,817074594
546,391;3,318100519;3,891142156
546,968;3,324142269;3,856543979
547,545;3,271200442;3,79580732
548,121;3,308693781;3,71586179
548,698;3,23456954;3,683131177
549,274;3,332245183;3,665313009
549,851;3,295649061;3,611290445
550,427;3,291417119;3,614122242
551,004;3,255285858;3,488034454
551,580;3,300579598;3,403114376
552,156;3,299035573;3,42137766
552,732;3,328483188;3,467019879
553,309;3,287799674;3,440114393
553,885;3,341867388;3,436005204
554,461;3,210296832;3,388901297
555,037;3,176065525;3,369646202
555,613;3,148698207;3,39178121
556,189;3,190591499;3,412793671
556,765;3,181127036;3,40528607
557,341;3,150033072;3,310661926
557,917;3,164155392;3,271421866
558,493;3,200877411;3,301859397
559,069;3,192096052;3,305539741
559,645;3,272632973;3,289589143
560,220;3,265922822;3,21944739
560,796;3,263557308;3,216050043
561,372;3,21368985;3,184913122
561,948;3,206943032;3,129550371
562,523;3,260092237;3,177615493
563,099;3,264084008;3,164638341
563,674;3,2605365;3,137749942
564,250;3,249628687;3,082887721
564,825;3,165240167;3,147723524
565,400;3,205588581;3,20743049
565,976;3,187327715;3,299581032
566,551;3,224175617;3,301196372
567,126;3,248233046;3,331582539
567,702;3,258849336;3,305648026
568,277;3,255021865;3,279133921
568,852;3,255053977;3,249884004
569,427;3,25355323;3,26347737
570,002;3,284674573;3,175928692
570,577;3,218116895;3,174079465
571,152;3,259017087;3,029873114
571,727;3,205297969;3,045874426
572,302;3,250480668;3,025521031
572,877;3,184209043;3,086117094
573,452;3,121536223;3,080919373
574,026;3,145844949;3,104629739
574,601;3,116387658;3,164761077
575,176;3,139056731;3,167800745
575,751;3,307573019;3,116471301
576,325;3,256717094;3,121219333
576,900;3,314154709;3,176052549
577,474;3,276909248;3,211919011
578,049;3,319991328;3,214949496
578,623;3,36875033;3,233785459
579,198;3,37083308;3,263721847
579,772;3,408531424;3,263400054
580,346;3,438476877;3,307357946
580,921;3,34579882;3,324886024
581,495;3,408788453;3,40531757
582,069;3,384660802;3,423647047
582,643;3,438672132;3,417315237
583,218;3,445660869;3,408631413
583,792;3,443304805;3,442822261
584,366;3,415911831;3,416276813
584,940;3,392813684;3,456144331
585,514;3,343160286;3,556996454
586,088;3,397460826;3,634985609
586,662;3,31640369;3,622040537
587,235;3,379512153;3,642664078
587,809;3,349028795;3,729796433
588,383;3,323012269;3,743474897
588,957;3,383694443;3,844038982
589,530;3,410937064;3,999971842
590,104;3,492439665;4,042730596
590,678;3,605874667;4,075405062
591,251;3,535236009;4,115305976
591,825;3,571343658;4,096184008
592,398;3,642299969;3,971640036
592,972;3,688609293;3,96975967
593,545;3,83592884;3,970675985
594,118;3,88676901;3,976071519
594,692;4,005820565;3,922173903
595,265;4,008034656;3,939166101
595,838;3,981919341;3,947849087
596,411;4,085526501;3,966296427
596,985;4,234925517;4,127981705
597,558;4,256338062;4,358145327
598,131;4,165739435;4,36533108
598,704;4,150076603;4,419553782
599,277;4,187241391;4,471717424
599,850;4,146941602;4,486737619
600,423;4,099761023;4,499347361
600,996;4,20077077;4,480535318
601,568;4,237145727;4,525031141
602,141;4,250135809;4,53446059
602,714;4,23271634;4,460350995
603,287;4,38267042;4,576895536
603,859;4,308234845;4,65716983
604,432;4,327372221;4,660887991
605,004;4,355379943;4,803418036
605,577;4,488553965;4,89168944
606,149;4,399689338;4,925140495
606,722;4,447877527;4,913284284
607,294;4,493048959;4,894430482
607,867;4,476940805;4,967193223
608,439;4,481585393;4,90122518
609,011;4,607902863;4,963500138
609,584;4,616279759;5,023840062
610,156;4,612735398;4,99846125
610,728;4,613759907;5,007937595
611,300;4,818593722;5,0322762
611,872;4,7038764;5,141460124
612,444;4,627599747;5,230650432
613,016;4,733326451;5,280234141
613,588;4,667426918;5,326007057
614,160;4,601678606;5,361623125
614,732;4,612816768;5,306643364
615,304;4,589100404;5,310207269
615,876;4,624619177;5,448344066
616,447;4,590703453;5,474134354
617,019;4,705331529;5,495323692
617,591;4,80447024;5,449844462
618,162;4,928390649;5,538870377
618,734;5,144502455;5,628583179
619,305;5,3408385;5,677753242
619,877;5,41524855;5,837664145
620,448;5,511328101;5,930564817
621,020;5,535799242;5,809030378
621,591;5,496248409;5,887393646
622,162;5,47200871;5,824538126
622,734;5,549742125;5,818077697
623,305;5,404617783;5,719346566
623,876;5,283495102;5,723554282
624,447;5,163086939;5,682372147
625,019;5,085028686;5,647525647
625,590;5,189962734;5,531033786
626,161;5,246031309;5,700110198
626,732;5,214317567;5,771753695
627,303;5,292138509;5,854085823
627,874;5,167819539;6,031739647
628,444;5,206905258;6,042657089
629,015;5,289244378;6,083432266
629,586;5,291932924;6,220312532
630,157;5,388803492;6,204411356
630,727;5,272206669;6,398584453
631,298;5,152153619;6,359038129
631,869;5,14338497;6,254575817
632,439;5,200498042;6,293224445
633,010;5,294762988;6,23323018
633,580;5,295446357;6,316188601
634,151;5,273425745;6,335224082
634,721;5,324019695;6,365705896
635,292;5,387843322;6,463482405
635,862;5,475187568;6,31340183
636,432;5,605292254;6,311219957
637,002;5,673538638;6,414716486
637,573;5,609480419;6,396340538
638,143;5,643721672;6,503065456
638,713;5,722144055;6,537335002
639,283;5,712854835;6,529907797
639,853;5,739600759;6,558130589
640,423;5,653761752;6,440882877
640,993;5,751419397;6,617718963
641,563;5,786606239;6,682452987
642,133;5,856991289;6,768292991
642,703;5,944448833;6,895091309
643,272;6,042112874;6,901965373
643,842;5,924117636;7,01835637
644,412;6,081283416;7,057092954
644,981;6,189547385;7,006933384
645,551;6,276513676;7,269990022
646,121;6,270982038;7,342640526
646,690;6,353618655;7,459531853
647,260;6,374531756;7,401325337
647,829;6,436579762;7,397197408
648,398;6,259367004;7,54101535
648,968;6,468789443;7,634374846
649,537;6,544814945;7,824026947
650,106;6,506652141;7,845151024
650,676;6,513034422;7,84533181
651,245;6,530686891;7,967236133
651,814;6,49338482;8,021832362
652,383;6,567034444;8,208809365
652,952;6,533463838;8,378470871
653,521;6,743501414;8,307924517
654,090;6,672007624;8,362914128
654,659;6,636708057;8,359583898
655,228;6,600942109;8,560042616
655,797;6,453164857;8,672650747
656,365;6,488374291;8,540451694
656,934;6,532902662;8,596652738
657,503;6,420172287;8,591946389
658,072;6,538989037;8,409001337
658,640;6,619580134;8,61391404
659,209;6,708691214;8,555425926
659,777;6,694320025;8,774201849
660,346;6,738288464;8,803602383
660,914;6,896534644;8,89994843
661,483;6,926368172;9,030510864
662,051;6,954574674;9,120893875
662,619;7,10421327;9,299013032
663,188;7,037359759;9,518671223
663,756;6,903293558;9,517814009
664,324;6,915558526;9,661540924
