Filename-->;FLOR_1.RFL8;FLOR_2.RFL8;FLOR_3.RFL8;FLOR_4.RFL8
Mode/Unit-->;;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20;20
Smoothing-->;4;4;4;4
Wavelength [nm];;;;
275,364;17,46369024;29,36592091;33,61739642;41,41933526
275,957;23,8003839;33,04833257;26,6306662;43,02970229
276,551;30,14100048;30,89177773;28,07709824;36,40916763
277,144;25,67728683;23,97341831;21,00587139;37,58527731
277,737;24,09409839;13,24226941;16,15168579;26,91362469
278,331;19,02006963;17,03127754;9,237092964;29,26567763
278,924;27,23750558;21,38705849;6,368613846;21,89781057
279,517;31,24754829;16,41820425;0,527603978;23,93065715
280,111;32,39715127;16,31724683;9,660955948;28,56361794
280,704;38,23189457;15,06163373;7,660418101;27,5955293
281,297;38,46888274;16,57121239;9,375542227;23,58671009
281,890;29,71941099;7,730482542;10,21203565;27,76738155
282,483;35,20932036;10,76224484;16,41859242;24,42284401
283,077;31,34749188;13,6628462;20,75064501;27,92637169
283,670;33,62429557;13,31151178;22,30040202;27,22573283
284,263;31,71752528;13,14734039;24,17232923;26,76015741
284,856;34,89132314;11,84834063;24,8504782;25,73265546
285,449;30,71895468;11,36010025;20,63414671;21,72357679
286,042;33,15376265;9,943050211;17,55533297;21,39503598
286,634;35,48535554;5,459285796;20,65785026;21,45840593
287,227;39,91107107;8,816314411;20,21754108;23,87776355
287,820;35,04065189;9,593496836;14,98024447;27,96770451
288,413;37,49214342;13,71778797;10,51386095;25,43948576
289,006;36,43232819;12,25361473;2,310286356;22,22596921
289,599;34,72244215;6,368926217;12,19512236;34,38237786
290,191;26,58634674;4,128514724;13,39175882;35,19372854
290,784;26,58121318;3,811772322;18,27635396;28,73219357
291,377;22,65802436;5,202593333;12,74989484;27,23332804
291,969;17,51316244;11,35026363;10,52781752;22,29671799
292,562;13,19234545;12,7032081;8,052923636;21,10421618
293,154;21,16618161;20,36443285;11,68546324;11,32518679
293,747;20,69330925;20,73872182;13,07008578;20,8946532
294,339;24,89777464;22,3989095;19,44722778;24,23027204
294,932;23,65575458;28,29210708;10,6289026;23,25262902
295,524;27,73511168;32,18374345;18,96320469;20,4528536
296,116;29,16724809;32,87766972;13,86942532;30,97133669
296,709;27,38766279;34,3488209;20,12872034;36,86242828
297,301;26,94207351;28,00478874;16,70329742;40,5023553
297,893;33,82151217;32,46376883;21,32790983;39,88086544
298,486;25,32850106;20,87297942;24,32104574;44,89455461
299,078;23,97569721;20,50163619;29,90974154;32,32181618
299,670;21,82434448;17,81609183;32,09159727;35,20399706
300,262;20,4416313;17,81133385;32,22054914;32,43945791
300,854;19,64607603;16,02490553;25,70621619;37,24576238
301,446;16,96396043;11,92209639;25,98641429;32,60586707
302,038;20,82417551;9,652014567;30,29827378;32,42471898
302,630;23,04418171;10,51884903;31,53059798;34,36064521
303,222;28,54661217;13,4336998;28,41290733;26,70462969
303,814;35,08184625;28,79464287;25,75906033;23,94011505
304,406;33,82326034;24,93195344;22,4805057;29,15992406
304,998;44,72527509;30,54945017;20,75282517;24,07327749
305,590;47,36245837;33,51132692;17,79884912;24,24995996
306,182;53,09486183;39,45291779;22,12507234;17,11618288
306,773;52,63157656;31,35534814;27,61363612;20,88068196
307,365;48,92971427;40,14832217;22,50144599;14,78913941
307,957;45,66076619;35,41845833;28,42989705;21,40707174
308,549;38,1841729;32,26701346;29,24092308;24,62046059
309,140;35,7845004;23,44045417;28,19829407;29,23773985
309,732;34,98474303;15,0242332;30,83676983;30,01197314
310,323;24,98081552;12,62471212;30,79285347;34,03126801
310,915;26,05454292;8,573670769;38,30333961;34,87574845
311,506;20,59946723;2,348224778;35,05258425;44,5324864
312,098;20,89525354;7,287377069;33,0727354;42,06338197
312,689;16,77464435;4,570128425;34,5137953;43,89847974
313,281;20,36700118;11,62175522;33,73554513;40,75749965
313,872;18,40025375;7,050269528;32,55141996;43,66819681
314,463;25,66574084;9,540923812;32,90899402;39,65250101
315,055;21,44655137;22,01711584;25,39016513;43,66504372
315,646;20,77921977;23,14471247;30,66978058;41,18379879
316,237;19,77042902;24,18063838;21,85801447;45,75852669
316,828;19,31291862;21,04555494;20,638777;38,6912016
317,420;15,80822376;24,32833583;11,4396601;33,11772187
318,011;25,49620645;25,7151198;12,2747947;31,87405454
318,602;25,15750197;23,41065327;8,682474418;29,70226513
319,193;23,88375984;25,70001491;10,95334684;29,7329293
319,784;13,76543238;25,54012457;11,3237914;40,73345346
320,375;18,71549069;23,031097;20,67324123;38,69432141
320,966;13,51226996;19,95398685;10,80664579;40,53776582
321,557;9,021379629;15,99165648;14,7826098;27,55233378
322,148;12,79830256;23,54604787;11,0286157;27,23897818
322,738;23,46309569;24,48476207;15,17939312;27,92088405
323,329;19,09839118;16,14290956;13,69734636;30,54601995
323,920;24,32873625;19,90203105;17,60807412;31,39026951
324,511;29,47268078;25,80850876;13,07609847;28,81641175
325,102;32,71320308;24,67895892;14,93920114;24,82628899
325,692;30,38637806;28,06155803;6,59913985;15,93001724
326,283;36,5826764;32,75590501;13,44925107;9,139545208
326,874;35,2897365;32,25085699;10,71794196;16,24506561
327,464;32,2693548;25,52148964;13,57736725;18,8128918
328,055;25,21688848;26,06998296;13,26660143;19,86465445
328,645;25,53249144;28,63926188;11,90603985;17,57046993
329,236;23,10637156;29,16324994;8,504923331;21,86980289
329,826;15,25889817;26,04246347;14,43876876;24,90345118
330,417;17,83783752;25,39154482;11,80608764;24,90406763
331,007;19,92076934;23,6134696;16,42021393;27,42702928
331,597;23,97520769;20,93252608;11,14112165;35,00337728
332,188;29,71757688;21,42756752;18,23090787;35,18899422
332,778;29,66384034;23,18292126;12,78409082;34,78084435
333,368;34,34750304;26,39821025;13,90476202;35,37414961
333,958;29,70403495;23,72335598;15,6416312;39,57717144
334,548;29,81475566;25,56691226;17,07703365;36,40028852
335,139;32,13883811;22,77036687;16,58476681;32,15601974
335,729;29,28150965;22,06565432;12,67868254;25,2641389
336,319;29,87157254;19,35944257;12,04220096;30,77618678
336,909;22,93619597;26,62534015;13,94658753;24,85516421
337,499;16,19074782;23,30096981;10,14515181;23,03891485
338,089;17,4009114;26,81949887;22,53227619;29,72372463
338,679;8,333333286;20,85326883;22,14366357;35,1668533
339,269;11,2843051;27,04502924;24,63590564;31,72723524
339,858;9,062959698;23,84707829;26,65869531;31,09683176
340,448;8,025494684;23,42611899;22,05882429;31,76470763
341,038;4,800112087;24,36655511;18,55566741;39,13168024
341,628;9,864199928;23,1308771;23,16938568;37,41364947
342,218;5,365355193;11,07136802;19,31379623;35,23945397
342,807;5,680580914;16,8784043;14,06093564;32,15563134
343,397;-1,141040822;12,62626271;5,120624043;25,7276248
343,986;1,174327699;16,27859821;7,757406287;17,25434819
344,576;3,469714835;6,879262119;-0,552659897;16,20085167
345,166;7,226060441;5,310956586;-3,211082402;11,20730207
345,755;11,74171983;14,6259776;-1,673197661;9,602051087
346,345;19,12123786;13,89747791;4,237551099;2,629137621
346,934;14,74378287;15,22325544;-8,286221653;0,85608036
347,523;16,76042036;20,68368617;-6,442213915;7,170604949
348,113;20,17197668;18,05751335;-9,126025289;8,546598357
348,702;25,09152368;15,79836627;-9,772983574;2,205764301
349,292;31,41106028;16,10252158;-8,05551372;10,18253128
349,881;33,55513254;24,5790319;1,023991762;13,85313098
350,470;28,74796343;23,58772526;-0,369160939;17,30796684
351,059;32,38997873;20,21665479;-2,104487693;22,14864067
351,648;30,76696915;17,0731701;4,958005807;28,05472747
352,238;24,65774452;18,42793379;9,110927876;27,42912285
352,827;27,20379252;13,08056904;8,321167095;23,02189717
353,416;26,35427498;23,96657181;13,60963712;21,89875205
354,005;28,60485495;27,12781527;15,032955;26,15341407
354,594;24,25052776;25,50316655;11,58278547;21,13785545
355,183;18,68650871;15,63886154;11,79940921;20,67846574
355,772;28,32654243;19,5447522;16,54716676;17,27822272
356,361;22,22222365;9,761584116;18,38353968;18,50457296
356,949;25,54047898;14,0152074;17,2129994;13,42415234
357,538;32,61066096;10,97561041;12,03663883;16,07270674
358,127;34,09840292;20,94557363;17,29860991;20,41559804
358,716;33,23695198;14,60170577;17,22354781;19,98143738
359,304;34,17296308;17,14245706;24,0350892;28,09523795
359,893;34,89485227;18,05656292;24,49968049;31,99490202
360,482;37,73720352;19,20643978;21,54703004;33,39663269
361,070;32,18254464;15,89865148;15,55390717;34,14935879
361,659;35,65498716;31,37751524;11,6063815;31,25076198
362,247;37,36129822;30,17591307;11,20028697;37,8653555
362,836;35,09218189;30,73108793;19,06354511;38,08249702
363,424;31,07972967;30,5048743;14,11036372;35,4466832
364,013;31,4850471;26,73597804;15,16091134;39,77333412
364,601;29,38619665;27,2655432;15,1206033;37,51992424
365,190;27,61098211;26,44341717;13,69265104;32,84612192
365,778;24,62716069;29,07483295;11,85628703;35,49900289
366,366;21,45811878;30,11892491;16,74603188;39,02777918
366,955;14,66310921;20,69379691;18,11950072;38,70472771
367,543;8,469519829;22,49027167;16,13857541;31,99083795
368,131;1,137225188;20,15415817;10,69558764;27,82348629
368,719;-3,110540032;11,74807117;13,90316442;26,27355438
369,307;-5,364028321;11,57858934;16,38370152;24,07470226
369,895;-5,555001631;6,652039298;14,16902329;21,56770265
370,483;-4,096800193;2,882262549;15,52170284;21,51149784
371,071;-0,803049869;3,398767383;13,41428974;14,81926002
371,659;-1,946902644;0,073746662;10,21526744;12,24247343
372,247;3,976791233;1,225634175;9,856589679;10,65900306
372,835;3,032427541;-1,34969346;6,945367005;9,536464228
373,423;3,157568883;-3,415540092;7,886295379;7,774906688
374,011;2,508368483;-3,026110466;6,281820982;8,019753354
374,599;2,104855971;-2,59624685;4,595279309;6,326738458
375,186;1,980660283;-1,627209002;3,597371251;4,531304263
375,774;1,466249998;-0,695154376;2,400481539;3,586926576
376,362;0,948958515;-0,645291816;2,874435995;4,758445933
376,950;1,75635132;0,656391351;3,72929779;4,522641991
377,537;1,000776008;0,594894747;3,427553424;4,44079522
378,125;0,942126491;0,649618577;3,396691867;3,99601505
378,712;1,06449701;1,267494124;2,422463747;4,304654923
379,300;1,916087915;1,976400752;2,248411757;3,988353695
379,887;2,641824767;2,452377046;1,586194766;4,124374674
380,475;2,601997677;2,628207044;0,761550891;3,99487081
381,062;3,007497857;2,944550228;0,597758168;3,491766779
381,650;3,316937009;2,883541566;0,555224624;3,06088383
382,237;3,084375025;2,942579044;-0,111496793;2,972865277
382,824;3,28091221;2,962784945;0,135346733;2,755960219
383,411;2,979443083;2,733265036;0,226417455;2,86795379
383,999;3,36172958;3,091220287;0,577597118;2,489976933
384,586;2,934768004;3,045243833;0,411488773;1,807807226
385,173;2,148940547;2,42286296;0,577098507;1,369532689
385,760;1,806149446;1,959212999;1,08507787;1,413161714
386,347;1,548730635;1,6912208;1,301859297;1,675208629
386,934;1,176035871;1,384894735;1,118732897;1,463121481
387,521;1,360735089;1,249174671;1,031332379;1,427896417
388,108;1,204784915;1,43175265;0,698569533;1,301392651
388,695;1,560252132;1,6737249;0,835890325;0,827549287
389,282;1,304700165;1,647698356;0,715268101;0,668082336
389,869;1,232230535;1,342181603;0,651712357;0,805391263
390,456;1,331480598;1,400631391;0,693953061;0,930787329
391,043;1,681124008;1,877167813;0,835383893;1,128601998
391,630;1,708641236;1,859308198;1,056728733;1,346495403
392,216;1,566045512;2,019239882;1,282232215;1,472902822
392,803;1,463674348;2,10743769;1,697129339;1,556358775
393,390;1,381277485;2,143871395;2,224389217;1,729379398
393,976;1,063808997;2,209752283;2,433391138;2,301999924
394,563;1,151684738;2,248621586;2,865651105;2,411283078
395,149;1,181840089;2,43457756;3,373889196;2,982795216
395,736;1,354424153;2,529388812;3,563199629;3,038939755
396,322;1,499246492;2,385287548;3,453387394;3,121912002
396,909;1,73874237;2,604563028;3,618313794;3,237109935
397,495;2,036982459;2,815942515;3,960971007;3,407562589
398,082;2,056327508;3,035574856;3,916957424;3,32639822
398,668;2,356382283;3,141843143;4,037314164;3,711687854
399,254;2,711003625;3,24321031;4,177533832;3,99337141
399,841;2,795416977;3,387731625;4,211921356;4,320297691
400,427;3,067516458;3,687817838;4,234190064;4,237096786
401,013;3,258242504;4,05685984;4,399407749;4,511611697
401,599;3,252914391;4,402818398;4,792621079;4,74116855
402,185;3,350925486;4,634410361;4,939410834;4,959986631
402,771;3,663610233;4,905626441;5,021673205;5,242289904
403,357;4,163041501;5,139614467;5,463187342;5,837262836
403,943;4,386391446;5,591227925;5,661875734;5,878178958
404,529;4,542472739;6,013140277;5,872337107;6,042916027
405,115;5,050292037;6,474403814;6,301883526;6,370115144
405,701;5,361897566;6,698272944;6,87803154;6,961970987
406,287;5,65949044;7,089647334;7,197879637;7,294248223
406,873;6,046912042;7,352651657;7,574014811;7,63588733
407,459;6,338991057;7,66142119;7,961620466;8,074318194
408,044;6,388236369;7,94373526;8,566465669;8,433583666
408,630;6,510355139;8,262087782;9,022801009;8,788340901
409,216;6,58983718;8,221960953;9,477726955;9,232851784
409,802;6,919346747;8,561214499;10,00980273;9,639379769
410,387;7,111698476;8,754367416;10,43953976;10,11207403
410,973;7,34224903;9,157273074;10,78445378;10,35831914
411,558;7,537210506;9,333226499;11,43203061;10,87035199
412,144;7,783608777;9,689753619;11,91277316;11,30628494
412,729;8,058228119;10,0230465;12,41923502;11,7020462
413,315;8,517222514;10,50346655;12,71088287;12,2128784
413,900;8,876041379;10,81662882;13,10422351;12,66208079
414,485;9,390682598;11,45652428;13,6442891;13,21528129
415,071;9,460476403;11,63958656;14,01359612;13,62821616
415,656;9,786575111;11,8731094;14,46792852;13,95746185
416,241;10,06925014;12,15063836;14,90619138;14,49265407
416,827;10,43594289;12,60993396;15,38098096;14,92658381
417,412;10,7156486;12,78551542;15,64381256;15,38863831
417,997;11,12415381;13,20794835;16,08874802;15,74118129
418,582;11,41315835;13,48214456;16,53532085;16,08615393
419,167;11,69798258;13,84640945;16,97457948;16,47529663
419,752;11,94306042;14,24133763;17,47619689;16,96270572
420,337;12,43789205;14,7094421;17,9195994;17,54606885
420,922;12,7428468;15,19782746;18,29977;18,02589113
421,507;12,99588909;15,42171332;18,78662881;18,36806447
422,092;13,21062192;15,52965097;19,03848388;18,73606567
422,677;13,70674804;16,10592798;19,49453034;19,10943695
423,261;14,02403791;16,47036714;19,82740473;19,6883228
423,846;14,28550408;16,61680167;20,27233809;20,15245304
424,431;14,6153326;16,83473268;20,4623798;20,41896674
425,016;15,00371852;16,93122121;20,68509448;20,62548678
425,600;15,32085037;17,21476352;20,79383055;20,62722684
426,185;15,41064522;17,36786752;21,13315312;20,91258391
426,770;15,70977843;17,72705132;21,39574034;21,24235973
427,354;16,05947917;18,11116273;21,73337489;21,47949966
427,939;16,21649747;18,1946596;22,04763509;21,62398691
428,523;16,34196532;18,29947768;22,32941415;21,6968091
429,108;16,52806435;18,5831411;22,60122625;21,79070504
429,692;16,63987596;18,79149556;23,008519;22,15427858
430,276;16,6609077;19,09409648;23,22032284;22,40668998
430,861;16,82188016;19,16249233;23,76640126;22,78400471
431,445;17,01971084;19,3094566;23,99867396;23,05120182
432,029;17,21745706;19,37296815;24,09120042;23,13407984
432,613;17,4387383;19,48758637;24,31147114;23,27090109
433,198;17,44772341;19,63207031;24,53665308;23,48954569
433,782;17,54723469;19,55836168;24,6130923;23,73066472
434,366;17,6858209;19,75715061;24,64298732;23,98287494
434,950;17,92285924;19,9326706;24,84399497;24,12767684
435,534;18,11063763;19,93122145;25,00573886;24,30743611
436,118;18,26889877;19,99686204;25,16479565;24,50602624
436,702;18,41890842;20,06027505;25,38180121;24,54743129
437,286;18,51059567;20,16556318;25,60258297;24,78986018
437,870;18,54119313;20,14976347;25,74313689;24,95130203
438,454;18,7469368;20,22832486;25,76746739;25,09164058
439,038;18,95134139;20,43227841;25,95786086;25,14253245
439,621;19,05854152;20,45355996;26,1217643;25,26399283
440,205;19,29178852;20,6942878;26,13478331;25,36843966
440,789;19,35611828;20,68546931;26,2156805;25,40386137
441,372;19,36915354;20,82745187;26,21684803;25,38389025
441,956;19,49823874;20,90669132;26,1884483;25,47581554
442,540;19,62553854;20,98479999;26,15387538;25,52608711
443,123;19,73542321;21,11975752;26,19835154;25,60619634
443,707;19,90310338;21,06289853;26,32011551;25,7003976
444,290;20,04112388;21,10479167;26,41154616;25,72865715
444,874;20,13163074;21,20646201;26,61119769;25,71573787
445,457;19,9233212;21,03272665;26,74471705;25,67342435
446,040;20,00786114;21,18646722;26,74479411;25,75461739
446,624;19,97387784;21,03739851;26,84987842;25,95616092
447,207;20,0139306;21,07946941;26,92300985;26,02078308
447,790;20,07452827;21,01722818;27,00172462;26,01662107
448,374;20,10525218;21,08007033;26,98419011;26,03286443
448,957;20,15133134;21,21302101;26,97688417;26,13209703
449,540;20,16199325;21,34453397;27,02291348;26,21766523
450,123;20,1547369;21,37180951;27,069068;26,32794898
450,706;20,30753171;21,45486719;27,05682883;26,36687858
451,289;20,36242638;21,48046342;27,12089147;26,42641647
451,872;20,60667908;21,71734136;27,07620479;26,32083986
452,455;20,63467532;21,75895983;27,14681093;26,41095571
453,038;20,69836427;21,88330476;27,17584057;26,46160827
453,621;20,8572796;21,849629;27,30809626;26,56079954
454,204;20,92312489;21,9973933;27,3285492;26,51323493
454,787;20,936152;21,96499519;27,34704806;26,57549327
455,369;21,12097978;21,90080364;27,34885533;26,59152575
455,952;21,2101348;21,91166959;27,35896737;26,65805915
456,535;21,25389185;21,93566139;27,37912225;26,64704787
