Filename-->;FLOR_ROSA_1.RFL8;FLOR_ROSA_2.RFL8;FLOR_ROSA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
282,483;6,774457431;20,70622662;28,40332273
283,077;1,09994312;17,0395876;22,56689611
283,670;2,23055301;22,74087477;28,0163597
284,263;-0,63787121;21,58079919;26,99080109
284,856;1,666005701;23,69057086;21,89819759
285,449;10,52737082;31,11296796;21,71085552
286,042;0,858369323;29,61625419;15,32663304
286,634;9,444444472;34,3487862;14,90241194
287,227;-11,37687727;28,05055999;7,341518533
287,820;-19,88031998;17,01642413;-4,357035935
288,413;-18,16269382;15,28254252;5,012077068
289,006;-9,964867261;17,64411074;8,700598758
289,599;-14,50756022;10,25319558;5,406927124
290,191;-9,884873421;10,10233536;14,93368623
290,784;-7,876137556;10,38589768;24,20826543
291,377;-13,49593555;8,50058943;31,07101716
291,969;-49,21905084;-4,769517167;22,66330125
292,562;-15,56821152;3,36457727;32,82732858
293,154;-24,17895131;4,456192358;37,739462
293,747;-24,68796816;7,963735242;38,62226703
294,339;-45,39877067;-1,231154935;16,60900072
294,932;-37,00105276;1,513738327;6,510718263
295,524;-41,41570211;3,126917618;-4,722637239
296,116;-46,2607734;4,134531335;-28,20186678
296,709;-41,34715044;0,95984267;-25,09104116
297,301;-28,39215763;4,290868108;-13,904267
297,893;-37,93103336;6,259219112;-20,762998
298,486;-25,18732115;0,69105563;-12,07111761
299,078;-17,58620839;10,89332792;-6,28825872
299,670;-0,757934564;20,56762232;8,405729423
300,262;-1,218084074;22,67462843;11,42517714
300,854;-1,582733376;27,70563105;14,07951508
301,446;-1,863498615;20,54931779;16,2322288
302,038;-11,29441408;13,7887146;8,596786062
302,630;-12,79176148;15,27446154;1,733295146
303,222;-0,334448794;12,80619581;15,26429395
303,814;-7,876631668;19,52273864;16,3757689
304,406;-14,50216482;10,07681015;8,859762851
304,998;-9,619283637;13,15188743;17,43052329
305,590;-4,717422041;17,71231156;21,83268686
306,182;-8,174511624;13,35098386;15,18049329
306,773;-16,63638748;11,01391596;19,67975135
307,365;-22,75915794;18,68707255;14,56264798
307,957;-11,23413508;25,6184488;15,69368965
308,549;-13,78482258;31,31270066;14,26897908
309,140;-9,719710905;30,35294307;9,880314815
309,732;-11,75796464;19,97481031;2,06659057
310,323;-26,74973441;14,73653805;-3,007999036
310,915;-30,14285793;7,694416037;-4,690966808
311,506;-28,60721468;10,31367379;3,86922369
312,098;-34,82470148;9,773507984;-14,59407311
312,689;-17,50388405;12,50281478;3,83026628
313,281;-21,82410418;9,907784195;13,36420797
313,872;-22,67720386;13,40026291;9,897809854
314,463;-20,56451567;18,86623334;10,37424284
315,055;-10,74891631;26,37520595;31,96151794
315,646;-12,07230477;21,66966214;25,40644935
316,237;-13,19883361;24,30870762;27,0547934
316,828;-21,17560269;20,85393242;21,44020819
317,420;-7,411188443;24,12946391;28,91036947
318,011;-15,82240187;19,81132218;16,10908128
318,602;-19,50457586;9,052368173;23,54532884
319,193;-21,70651553;3,864983928;29,36249963
319,784;-27,83171722;-4,11239072;17,78975706
320,375;-35,28437328;0,495337108;9,468637712
320,966;-41,1612937;-14,51104286;-6,373429776
321,557;-39,82501804;-21,73358844;-17,12607741
322,148;-28,85572215;-16,7554761;-14,47216763
322,738;-34,43380369;-8,838866982;-14,52167822
323,329;-13,1702416;1,185476794;-0,654957886
323,920;0,652528854;9,973877488;-0,451241558
324,511;12,66688284;0,557581055;-5,207836576
325,102;9,055705653;-2,622878488;4,381305784
325,692;1,961986321;-7,248843447;-8,882611102
326,283;4,993288271;2,994413103;-5,023500943
326,874;8,055555628;6,139593646;0,091378444
327,464;18,21314236;14,65989825;10,34968927
328,055;24,63698941;5,283098467;11,78430667
328,645;15,72265624;-8,534323518;10,37767781
329,236;13,2061464;-22,09767883;-0,147165833
329,826;1,573150036;-15,7431095;9,090909382
330,417;0,978981368;-12,55676996;-0,385975813
331,007;6,536819739;-5,653066093;6,681459763
331,597;17,93960867;-1,263924952;14,12131399
332,188;10,95160925;6,952099118;10,64501538
332,778;-2,528167868;-6,758977122;7,009464651
333,368;-21,04926506;1,945160404;7,604469669
333,958;-25,06345331;7,989636042;7,962747763
334,548;-28,81248163;12,97234191;17,9074003
335,139;-37,23302674;13,24701296;14,69557531
335,729;-36,52579575;13,18454726;14,67128174
336,319;-34,91505477;2,412722572;3,21390922
336,909;-50,69836721;-7,467144853;2,059972399
337,499;-50,72379695;-12,61855651;-0,772296574
338,089;-37,0150025;-10,13013032;3,771346643
338,679;-21,66547244;-9,227871192;6,668313044
339,269;-29,27984096;-9,217465286;5,111908724
339,858;-29,89463371;-3,719097549;-3,347396931
340,448;-29,43901318;-11,66477966;-10,59972141
341,038;-21,72920889;-9,261060747;-10,44776307
341,628;-25,52045183;4,537691826;2,573226703
342,218;-23,50039063;14,25426418;2,448745673
342,807;-18,10666608;15,64161014;9,918031691
343,397;-11,33280221;12,85084488;16,64145237
343,986;-14,66476407;5,321565372;4,170029638
344,576;3,139913446;10,00218907;2,898550155
345,166;5,334335358;4,717411459;2,218614103
345,755;10,33647916;8,329753984;2,896965309
346,345;10,34569147;6,676557753;4,957806588
346,934;12,3479159;-3,845384155;10,25859513
347,523;7,871865672;0,228712214;21,9356624
348,113;2,850354844;-4,168953059;28,90156303
348,702;3,703703782;7,954957905;26,59607834
349,292;-0,814521617;10,90846003;45,78447734
349,881;-7,65838929;6,178832287;47,4523934
350,470;0,683722893;5,370705519;49,50992585
351,059;-10,03959945;7,986456598;52,52497802
351,648;-19,93785434;1,559068993;58,2483537
352,238;-21,87825221;12,61140801;47,10790071
352,827;-11,57789411;8,870255941;44,20113543
353,416;-2,436902001;11,10657425;36,04258843
354,005;-14,11154367;3,139718074;33,12746902
354,594;-14,00437641;2,279019612;35,59409831
355,183;-1,101992609;9,637422753;33,7044759
355,772;-16,02418738;11,20287308;27,77260067
356,361;-5,288932372;10,70629648;33,90218357
356,949;-0,197758542;13,29512876;29,60072655
357,538;7,138384483;8,958205268;29,15795586
358,127;12,41227197;10,87284878;29,46708445
358,716;10,95196119;18,23694766;37,65522371
359,304;15,93724117;15,31052275;29,82334602
359,893;11,4981115;16,40364951;25,76836162
360,482;-2,171503994;8,037530333;17,3793395
361,070;0,453857344;3,698959104;28,65168461
361,659;4,774755735;8,567183832;20,18161267
362,247;11,4035081;9,118593486;31,58426016
362,836;8,458754599;14,82151006;41,59210741
363,424;6,905324143;17,32730955;40,20732281
364,013;3,685276661;7,349912388;35,05544207
364,601;1,131434778;10,40760372;45,4850537
365,190;-0,586280485;11,69251694;36,59466513
365,778;-4,731018867;13,11503546;36,89293205
366,366;0,187090021;12,86184778;21,26789387
366,955;-5,861393634;6,135389551;30,48419112
367,543;-7,575517433;10,52977898;21,05493487
368,131;-11,16003323;4,500915271;11,42495883
368,719;-12,74711242;0,214806481;6,742678205
369,307;-6,432021326;0,189422813;5,071500503
369,895;-6,540057747;-3,678930335;1,923076318
370,483;-0,999999381;-3,988888817;5,844557519
371,071;2,264434234;-2,796705638;4,054812252
371,659;1,914566941;3,226917185;8,949635197
372,247;4,383646778;4,706830125;7,12805024
372,835;3,909827508;2,980366917;7,073576923
373,423;3,172773211;1,717028726;4,340144238
374,011;-0,415205794;-0,069221337;2,892259792
374,599;-2,046675153;1,993200079;3,3071973
375,186;-0,568465527;3,767448849;3,363736029
375,774;-0,953496866;3,355896636;2,021787629
376,362;-1,594887156;3,25312695;2,128492582
376,950;-1,91464088;2,005150554;0,318575361
377,537;-2,542021562;1,403650237;-0,796031061
378,125;-2,38021841;0,101601193;-1,239009707
378,712;-2,188250254;0,035186483;-0,745297951
379,300;-2,177332351;-0,495318283;-1,462717261
379,887;-1,97264224;-1,454116069;-1,572507309
380,475;-2,470375183;-1,941683863;-1,705031238
381,062;-1,699639886;-1,286933758;-1,203966009
381,650;-1,335392998;-1,198833839;-0,696754407
382,237;-1,365783964;-1,774446097;-0,079523837
382,824;-1,226483539;-1,961255914;0,468589929
383,411;-0,708801154;-1,226498569;0,925033006
383,999;-1,061105441;-1,436805995;0,440336845
384,586;-0,008871665;-0,594211126;1,060770603
385,173;0,1370701;-0,467250463;0,903416015
385,760;0,322765647;-0,401040737;1,009500602
386,347;0,233254755;-0,489439579;0,986074786
386,934;0,340524136;-0,556852117;1,017956753
387,521;0,287088433;-0,343667476;0,65754238
388,108;0,294851194;-0,079749013;0,74774656
388,695;0,369881026;0,162636467;0,743977616
389,282;0,937946998;0,745303099;1,325820499
389,869;0,985248446;0,782282837;1,549915095
390,456;0,908473803;0,786855532;1,473004139
391,043;0,942904931;0,784959528;1,640216425
391,630;1,022209286;0,759802485;1,705028155
392,216;1,121154384;0,908980667;1,676971604
392,803;1,765512631;1,437657034;2,3118854
393,390;2,007023553;1,583457254;2,530132863
393,976;2,005762929;1,783250459;2,725263433
394,563;2,08626421;1,906361414;2,574000585
395,149;1,934586242;1,912816809;2,114567217
395,736;2,132262484;2,340634874;2,462958668
396,322;2,290054216;2,648733988;2,488113287
396,909;2,275862536;2,754436111;2,559834357
397,495;2,71014453;3,042083245;2,798807779
398,082;2,791467015;2,965869357;2,805164821
398,668;2,998680631;3,101229789;2,953945873
399,254;3,107585682;3,16774171;2,923819843
399,841;3,31373142;3,202406143;3,139500766
400,427;3,479624912;3,389896159;3,458164634
401,013;3,830085218;3,550821109;3,71960078
401,599;4,101526653;3,890680132;3,95729763
402,185;4,478461114;4,147551672;4,338124779
402,771;4,713358098;4,421438085;4,733039704
403,357;4,852516522;4,870545785;4,953373292
403,943;5,045070487;5,196437119;5,196623781
404,529;5,176100826;5,430773108;5,634832033
405,115;5,49484051;5,794620208;5,992778308
405,701;5,962125864;6,199808474;6,33591494
406,287;6,21801166;6,509224848;6,608124845
406,873;6,584324086;6,645765063;7,027536211
407,459;6,815495921;7,041516629;7,312847046
408,044;7,238485073;7,413182158;7,396748176
408,630;7,475215397;7,669083885;7,770786715
409,216;7,772022267;7,748726362;7,938922646
409,802;8,194132517;8,103390671;8,186181234
410,387;8,473715005;8,362919477;8,383196059
410,973;8,774221284;8,709677092;8,801768212
411,558;9,013354906;9,115323809;9,18683436
412,144;9,271369795;9,526831091;9,498103586
412,729;9,66334488;9,812154449;9,891004361
413,315;9,56853333;10,01099209;10,14847012
413,900;9,981680796;10,43794346;10,5836033
414,485;10,31541043;11,07750231;11,09944599
415,071;10,64800584;11,47761437;11,48868371
415,656;10,79447809;11,7567628;11,92018575
416,241;11,05127171;11,95519583;12,22974959
416,827;11,53505221;12,40984126;12,6966177
417,412;11,80218118;12,68297846;12,96098952
417,997;11,89910704;13,01250795;13,20192659
418,582;12,4288637;13,42772505;13,59397263
419,167;12,49226865;13,59717211;13,78997945
419,752;12,85356017;13,86285203;14,18263789
420,337;13,08866239;14,13350481;14,46272613
420,922;13,32724341;14,49156327;14,72839667
421,507;13,4632085;14,80352718;14,9632632
422,092;13,54537955;14,72142454;15,03055579
422,677;13,67047297;14,96738321;15,20097113
423,261;13,91655271;15,13962538;15,27004694
423,846;13,88264789;15,19318473;15,39619667
424,431;14,17420401;15,371278;15,64188831
425,016;14,14056704;15,4907667;15,64942503
425,600;14,23431622;15,55470501;15,78416111
426,185;14,42995231;15,79702687;15,88417517
426,770;14,64082624;15,82214565;16,00306028
427,354;14,71685152;16,06116946;16,06678856
427,939;14,77911083;16,13079411;16,24117865
428,523;15,04120029;16,3075843;16,60399102
429,108;15,25148307;16,61645961;16,87209248
429,692;15,44487523;16,74179006;17,01758585
430,276;15,69648886;16,748801;17,08281913
430,861;15,89493539;16,84382569;17,12333832
431,445;15,94085825;16,84207991;17,23338033
432,029;15,86730159;17,11460448;17,39368941
432,613;16,03320038;17,16183075;17,66622825
433,198;16,11717171;17,27591436;17,79009382
433,782;16,14033951;17,18903686;17,74256224
434,366;16,16851469;17,07623897;17,80167371
434,950;16,17918675;17,20043982;17,84490275
435,534;16,22963789;17,31860036;17,93966272
436,118;16,32729563;17,40718922;17,92624148
436,702;16,29840991;17,35935863;17,89037017
437,286;16,46306224;17,30513028;17,99739558
437,870;16,41229369;17,44105743;17,97276099
438,454;16,3920115;17,37421225;17,98200272
439,038;16,40588424;17,53206536;18,1603884
439,621;16,45867444;17,62427913;18,24363042
440,205;16,49400158;17,65328756;18,32134305
440,789;16,52218313;17,67316667;18,41564822
441,372;16,46226164;17,72129028;18,50214476
441,956;16,65186374;17,83691718;18,7144708
442,540;16,63567705;17,85775241;18,61026731
443,123;16,55164989;17,75270818;18,56647573
443,707;16,66731792;17,86442417;18,62037095
444,290;16,70981247;17,7294001;18,62593119
444,874;16,80322897;17,83908984;18,5132077
445,457;16,83476573;17,90179469;18,35983294
446,040;16,86947231;17,92477373;18,39465252
446,624;16,93036655;17,90857092;18,35704625
447,207;16,88329281;17,99568418;18,34697063
447,790;16,95135789;18,09316835;18,4579141
448,374;17,03954912;18,17616334;18,48928885
448,957;17,0918159;18,19567052;18,45921246
449,540;16,97320978;18,23890859;18,43751907
450,123;16,86474061;18,11067515;18,45574179
450,706;16,88876235;18,02370035;18,62032094
451,289;16,84233352;18,03476242;18,60570592
451,872;16,81399414;17,99075709;18,64319029
452,455;16,7361945;17,867568;18,55058138
453,038;16,60702222;17,83600382;18,49179959
453,621;16,57956752;17,81839825;18,50426008
454,204;16,43126618;17,7007215;18,48594614
454,787;16,57021024;17,76613559;18,44882532
455,369;16,6363406;17,84217102;18,51195835
455,952;16,58728091;17,9360311;18,47805506
456,535;16,59370895;17,92395082;18,37472161
457,117;16,48596204;17,98240609;18,3020005
457,700;16,44738548;18,02085214;18,32606893
458,283;16,54733028;17,9422775;18,27607744
458,865;16,48742484;17,80487457;18,09799003
459,448;16,52437293;17,84505912;18,13669542
460,030;16,33887218;17,8685079;18,14345687
460,613;16,32314815;17,76122261;18,09409871
461,195;16,31318936;17,67024025;18,01517633
461,777;16,2217993;17,59160955;18,02424101
462,360;16,23561309;17,54797865;18,04342278
462,942;16,25780697;17,44264846;17,96257796
463,524;16,15795793;17,37108687;17,92517359
464,107;16,17464688;17,36859186;18,0018296
464,689;16,08399031;17,29971349;17,97875814
465,271;16,12450875;17,2254289;17,82626813
465,853;15,98717068;17,23456847;17,66762476
466,435;15,81465153;17,11243161;17,53495116
467,017;15,73620418;17,0083747;17,48389735
467,599;15,73186652;16,96454123;17,45697905
468,181;15,69688374;16,95762668;17,41425064
468,763;15,58100855;16,89588435;17,30072047
469,345;15,46420602;16,77376496;17,11572427
469,927;15,35196482;16,61223287;16,92137719
470,508;15,23870505;16,4739718;16,86630997
471,090;15,21903778;16,32120638;16,83262916
471,672;15,19879604;16,210885;16,67775723
472,254;15,13541473;16,16739729;16,52866529
472,835;14,98032146;15,95093484;16,42207169
473,417;14,79670485;15,72314996;16,32440719
473,998;14,64263196;15,58753213;16,21549858
474,580;14,5505045;15,58243064;16,17149837
475,161;14,43955764;15,52803352;16,07268352
475,743;14,30720237;15,37365673;15,8952
476,324;14,18619174;15,21847833;15,82257179
476,906;14,04824445;15,08196874;15,7773223
477,487;13,94261482;14,99247332;15,59488452
478,068;13,86687081;14,92110887;15,41461086
478,650;13,8246806;14,91724331;15,24530131
479,231;13,77957845;14,85213456;15,14836231
479,812;13,67447325;14,71671236;15,05076633
480,393;13,62430952;14,65276178;14,94406554
480,974;13,51269382;14,50037415;14,83881341
481,555;13,39608311;14,47654223;14,73482771
482,136;13,36081547;14,36834504;14,63344093
482,717;13,31425024;14,16271898;14,64807029
483,298;13,16194705;14,11114409;14,53367014
483,879;13,00506487;14,00146844;14,46563041
484,460;12,86572093;13,85676825;14,32467829
485,041;12,72577167;13,73028891;14,12041009
485,622;12,60152498;13,55516347;14,0630126
486,203;12,51952131;13,53884828;13,94149946
486,783;12,3429285;13,30359995;13,71831552
487,364;12,09384819;13,16429963;13,54854169
487,945;11,90867571;13,06840858;13,42949203
488,525;11,83879742;12,89816618;13,39663943
489,106;11,74053091;12,78816985;13,18129121
489,686;11,68475332;12,70624813;13,0565481
490,267;11,56177908;12,60561818;12,94674963
490,847;11,48683501;12,48783791;12,75268709
491,428;11,35127085;12,32644745;12,64347571
492,008;11,29163767;12,29382244;12,53560502
492,589;11,22269127;12,20547558;12,37663953
493,169;11,16235588;12,18428158;12,19403766
493,749;11,0134408;12,05546749;11,99466335
494,329;10,90310944;11,9283046;11,95844969
494,910;10,74813207;11,79253769;11,86790876
495,490;10,68396372;11,69214793;11,76368187
496,070;10,48485836;11,522717;11,62358108
496,650;10,41712846;11,44098001;11,54832315
497,230;10,23942491;11,32566973;11,43154286
497,810;10,13155618;11,23411722;11,3958298
498,390;9,936411858;11,07639802;11,25022626
498,970;9,851721618;10,95985423;11,17950497
499,550;9,741938822;10,79299982;11,07431189
500,130;9,572276873;10,67998019;10,98809107
500,709;9,387669167;10,44554487;10,89823564
501,289;9,252621493;10,34833628;10,78055315
501,869;9,037435669;10,18381832;10,57861942
502,449;8,959887179;10,10780011;10,56860687
503,028;8,879167539;10,05598861;10,45573601
503,608;8,740743934;9,888201495;10,31780313
504,188;8,556625171;9,730492556;10,13343855
504,767;8,509833582;9,646351874;10,02207616
505,347;8,310408194;9,504510678;9,879605827
505,926;8,249168021;9,428552142;9,776081005
506,505;8,195822376;9,300031125;9,703359719
507,085;8,168034173;9,293052404;9,710712781
507,664;8,065452759;9,165210499;9,551492232
508,243;7,950525568;8,960293367;9,403392485
508,823;7,871448338;8,918307041;9,369937797
509,402;7,881676346;8,920846121;9,372742723
509,981;7,739890228;8,863300029;9,241465332
510,560;7,784766233;8,807669451;9,20359107
511,139;7,637590351;8,72128179;9,063103853
511,719;7,559119317;8,677775506;8,890751678
512,298;7,353270514;8,474525227;8,735377617
512,877;7,270582274;8,38994446;8,615365865
513,456;7,167392148;8,26076537;8,535068985
514,034;7,116935597;8,073198567;8,400642356
514,613;6,912399121;7,934007574;8,245557442
515,192;6,811177673;7,802909246;8,172762897
515,771;6,779050185;7,710448076;8,013200653
516,350;6,772141987;7,633571119;8,051649739
516,928;6,704539447;7,584104939;8,047702577
517,507;6,676020595;7,471691706;7,906661816
518,086;6,601149285;7,332337182;7,850114705
518,664;6,506607604;7,269727465;7,742785971
519,243;6,402950156;7,273895088;7,742110848
519,821;6,429221141;7,178546783;7,667853433
520,400;6,324163799;7,0903902;7,590245503
520,978;6,20136863;6,979605426;7,496156134
521,557;6,106286636;6,957565967;7,322696879
522,135;6,038074667;6,852139446;7,244663071
522,714;5,975780034;6,876599768;7,260543239
523,292;5,873523574;6,718201076;7,125970968
523,870;5,851114113;6,740979777;7,126979623
524,448;5,810018659;6,633679329;7,022544894
525,026;5,661294674;6,584005252;7,001301518
