Filename-->;PETSLO_ROSA_1.RFL8;PETSLO_ROSA_2.RFL8;PETSLO_ROSA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
525,605;2,093542387;12,53448503;9,972753362
526,183;2,049099419;12,45499616;9,86468546
526,761;2,126568703;12,3918469;9,709948106
527,339;2,074058148;12,28866829;9,597442714
527,917;2,061172757;12,11528784;9,467927336
528,495;2,089681329;12,0741633;9,462122056
529,073;2,007662635;12,04031873;9,392308215
529,650;1,957460656;12,16593297;9,298955675
530,228;1,909189337;12,07562404;9,218550145
530,806;1,87136391;12,05149365;9,174145642
531,384;1,831719947;12,07678098;9,146272167
531,962;1,809928438;12,14033006;9,147964565
532,539;1,773269809;12,17326942;9,085798786
533,117;1,792113594;12,21473265;8,995664697
533,694;1,750925282;12,19055629;8,976742108
534,272;1,760970411;12,285659;8,974948507
534,849;1,707329483;12,15585784;8,943512205
535,427;1,716958875;12,13409079;8,929781542
536,004;1,799036436;12,08575612;8,853080495
536,582;1,808661253;12,07679215;8,853480106
537,159;1,773170095;12,07840733;8,8264518
537,736;1,856420364;12,09586361;8,863570711
538,314;1,836902317;12,14450806;8,847370939
538,891;1,856166033;12,10455366;8,785137867
539,468;1,820951144;11,95657312;8,643401677
540,045;1,834260194;12,04712505;8,609073084
540,622;1,821114192;11,99279899;8,486512858
541,199;1,782268321;11,95114017;8,540630434
541,776;1,760947412;11,8898588;8,515403107
542,353;1,79019497;11,82276826;8,530047929
542,930;1,660390067;11,7513012;8,511238145
543,507;1,630105952;11,68894614;8,544973332
544,084;1,581348579;11,75386192;8,513114292
544,661;1,602229495;11,79826338;8,548308999
545,238;1,666148931;11,79423219;8,522452585
545,815;1,649555056;11,86311116;8,56142497
546,391;1,638075061;11,95015784;8,422201409
546,968;1,643250406;11,9690942;8,381915451
547,545;1,59938753;11,97644784;8,345657786
548,121;1,628874576;11,95971839;8,292542559
548,698;1,627927798;12,00332762;8,234569095
549,274;1,631448545;11,89397623;8,155716263
549,851;1,675458734;11,954618;8,08284981
550,427;1,638444544;11,91666398;8,082806269
551,004;1,65055208;11,94665539;8,041288516
551,580;1,605316484;11,88136701;8,030078785
552,156;1,609098538;11,87332911;7,991076546
552,732;1,617320758;11,94471941;7,961026634
553,309;1,591559207;11,96701978;7,969328501
553,885;1,653627544;11,94140694;7,995046601
554,461;1,560291347;12,01687041;7,976955862
555,037;1,466116407;11,94276212;8,022899025
555,613;1,463751647;11,91263079;7,950660391
556,189;1,408841617;11,83566288;7,967488002
556,765;1,399975176;11,87260827;7,966536864
557,341;1,424279426;11,86481688;7,908729688
557,917;1,389373485;11,84517142;7,960123274
558,493;1,404510174;11,76459783;7,925895585
559,069;1,37455516;11,67744356;7,947712404
559,645;1,502085278;11,6923681;8,053742894
560,220;1,576825408;11,69755742;8,043844539
560,796;1,597554031;11,75902175;8,077063635
561,372;1,554752239;11,78823483;8,105566695
561,948;1,546652549;11,84152837;8,18264769
562,523;1,48834803;11,82419012;8,26488948
563,099;1,497030287;11,75731457;8,27513542
563,674;1,536988585;11,85588624;8,2688145
564,250;1,520014514;11,95003501;8,246173691
564,825;1,478074752;11,8904673;8,183032754
565,400;1,438821287;11,90725986;8,254144661
565,976;1,37039527;11,85178796;8,358394182
566,551;1,461020386;11,80115409;8,350315379
567,126;1,530444154;11,80334681;8,264675715
567,702;1,606071042;11,92298528;8,290434521
568,277;1,612731476;11,99498181;8,260884096
568,852;1,587106964;12,01793429;8,302231209
569,427;1,604501425;12,05446291;8,336241482
570,002;1,664010677;12,10905286;8,382115993
570,577;1,708272071;12,1691522;8,403693382
571,152;1,717203334;12,23317045;8,429893956
571,727;1,727612965;12,40970751;8,401539151
572,302;1,747548849;12,40580265;8,639555485
572,877;1,750775103;12,43222848;8,6728672
573,452;1,777690678;12,43720984;8,735548802
574,026;1,747738609;12,39790267;8,860913594
574,601;1,749301858;12,38394382;8,962359656
575,176;1,731115447;12,4402465;9,039892246
575,751;1,757010547;12,47612979;9,104718311
576,325;1,819909037;12,49902032;9,091285923
576,900;1,8002129;12,42175866;9,283533306
577,474;1,765067333;12,44876921;9,30186975
578,049;1,754796941;12,51670839;9,414669856
578,623;1,795445976;12,55891673;9,480712532
579,198;1,82017139;12,64816099;9,57283683
579,772;1,889908677;12,69092528;9,670218315
580,346;1,906205891;12,65692167;9,77957938
580,921;1,875797312;12,64708424;9,825452221
581,495;1,905816212;12,70547567;10,05163976
582,069;1,982508572;12,81198542;10,12782431
582,643;2,047318178;12,83094556;10,20610124
583,218;2,0185877;12,8651866;10,35177332
583,792;2,061827679;12,86883763;10,48331795
584,366;2,137686821;12,95338225;10,60349643
584,940;2,102638101;12,96672367;10,7377182
585,514;2,09314431;13,18077257;10,85546476
586,088;2,075646254;13,2676858;11,14591335
586,662;2,071044445;13,32675156;11,15161751
587,235;2,1462674;13,39928767;11,24521713
587,809;2,153899016;13,46922395;11,32423943
588,383;2,217538338;13,43993923;11,40058031
588,957;2,164113936;13,49547427;11,62856155
589,530;2,235482438;13,44206117;11,8065678
590,104;2,241275204;13,60025551;11,90900099
590,678;2,371674381;13,50225018;12,01123071
591,251;2,38085564;13,48529343;12,02741937
591,825;2,483932859;13,51331898;12,17483227
592,398;2,388910606;13,52811592;12,35232696
592,972;2,4880444;13,6266967;12,57916285
593,545;2,517117161;13,67809473;12,72044794
594,118;2,636281181;13,82737884;12,8499777
594,692;2,61850714;13,96116406;12,96490958
595,265;2,743124707;14,00559869;13,18776238
595,838;2,740620402;14,18104058;13,38914264
596,411;2,842639945;14,32515341;13,56774919
596,985;2,744714117;14,41656805;13,7589736
597,558;2,877705131;14,42255382;13,93174839
598,131;2,812842895;14,42958852;14,09187743
598,704;2,865525823;14,51942604;14,43185728
599,277;2,898537931;14,45587079;14,70684682
599,850;2,92509931;14,5718426;14,88505754
600,423;2,871267834;14,60200892;15,07018299
600,996;2,951537126;14,58285656;15,34586722
601,568;2,960418273;14,53350922;15,54511809
602,141;3,112508411;14,55599887;15,76371254
602,714;3,102477618;14,58571;16,0134671
603,287;3,243604968;14,65085456;16,22747402
603,859;3,357436008;14,71528512;16,30223486
604,432;3,419993759;14,87107098;16,41210938
605,004;3,413283178;14,91904136;16,46111769
605,577;3,440474883;15,05944805;16,52824527
606,149;3,356579993;15,12230141;16,64482392
606,722;3,393764559;15,26371655;16,75996425
607,294;3,491997992;15,32890655;16,94678
607,867;3,600149241;15,34874436;17,10858471
608,439;3,582541435;15,38262729;17,20079736
609,011;3,540164891;15,37629164;17,35399814
609,584;3,494049273;15,40647511;17,43476361
610,156;3,621805297;15,4483485;17,76899617
610,728;3,737462028;15,47388547;17,90960203
611,300;3,818595778;15,56862911;18,12555748
611,872;3,92377763;15,63493608;18,32315101
612,444;3,87366065;15,77739201;18,4379526
613,016;3,710496502;15,8124617;18,47160357
613,588;3,692962482;15,84004719;18,59862097
614,160;3,709674703;15,80616381;18,6888837
614,732;3,731691203;15,86923486;18,86988282
615,304;3,752976674;15,8603464;18,96461051
615,876;3,701552526;15,91073232;19,19704303
616,447;3,733976392;15,87435934;19,18250293
617,019;3,683333119;15,91061318;19,33709245
617,591;3,59310993;15,81848446;19,56481524
618,162;3,77065086;15,88747823;19,81211701
618,734;3,755767885;15,99447232;19,9364713
619,305;3,886881923;16,06465911;20,07770943
619,877;3,929210409;16,06154647;20,22421133
620,448;3,93549511;16,06179227;20,37225604
621,020;4,002651815;16,02270923;20,44913229
621,591;4,062079865;16,10474908;20,60153132
622,162;4,021269364;16,08458758;20,66644795
622,734;4,261338311;16,23198224;20,76211631
623,305;4,151876094;16,47959317;20,77676031
623,876;4,194942548;16,49027003;20,86011708
624,447;3,965533407;16,66450682;20,93708809
625,019;3,978146693;16,75582076;21,00845751
625,590;3,912423735;16,94601503;21,01144873
626,161;3,83441335;16,83163162;20,98665884
626,732;3,806895012;16,84531517;21,05505547
627,303;4,009741687;17,00652445;21,17618721
627,874;3,847677494;17,11732512;21,02488065
628,444;3,888239692;16,99487474;21,14075282
629,015;3,768144807;17,0752668;21,23233652
629,586;3,883370073;16,99301836;21,2027265
630,157;3,777591535;17,08550199;21,15156087
630,727;3,744213455;17,08266698;21,36855023
631,298;3,863806397;17,25874698;21,53089942
631,869;3,815568264;17,24926722;21,68412008
632,439;3,721266941;17,1891102;21,75848261
633,010;3,89886168;17,15627618;22,04464818
633,580;3,859611479;17,20630943;22,00018672
634,151;3,979705484;17,23841998;22,15918524
634,721;4,031451945;17,29420202;22,28709703
635,292;4,171795371;17,28189292;22,50762768
635,862;4,402076005;17,16386259;22,48514717
636,432;4,375421866;17,18162541;22,56129316
637,002;4,422895387;17,26314331;22,6971181
637,573;4,434690097;17,2324335;22,67384788
638,143;4,314201275;17,12663508;22,72995373
638,713;4,576953933;17,1499141;23,01066588
639,283;4,598117242;17,1506885;23,07197886
639,853;4,648760409;17,02039521;23,17368375
640,423;4,61957435;16,9350575;23,17541481
640,993;4,54291229;16,95846043;23,24854073
641,563;4,541999243;16,95966181;23,29427637
642,133;4,529744837;16,91209994;23,24081955
642,703;4,595940028;16,82964851;23,32246761
643,272;4,598072956;16,9320668;23,39438725
643,842;4,466667952;16,83979915;23,35465384
644,412;4,540248977;16,73716636;23,38172219
644,981;4,44814664;16,98206927;23,34067181
645,551;4,539416755;17,06652557;23,37306648
646,121;4,549380406;16,92780043;23,50602368
646,690;4,581656493;16,99804513;23,66448155
647,260;4,665071355;16,93379418;23,6851101
647,829;4,652295682;17,06615171;23,95795578
648,398;4,754203;16,95407303;23,90580401
648,968;4,56066168;16,98943918;23,91812248
649,537;4,394361832;17,13564285;23,89235803
650,106;4,385388019;16,89796955;24,11898788
650,676;4,207430717;16,78841857;24,19261834
651,245;4,250639231;16,98510032;24,10699748
651,814;4,124534002;16,78275593;24,05282751
652,383;4,0737901;16,80160375;24,21096833
652,952;3,980477868;16,92504732;24,09713721
653,521;3,868340682;16,84710237;24,24424325
654,090;3,992450101;16,98653789;24,38821173
654,659;4,185447122;16,88043756;24,64052933
655,228;4,316046455;17,13584475;24,66790538
655,797;4,494535488;17,23252247;24,87238892
656,365;4,37439657;17,1914634;24,94381949
656,934;4,472793845;17,3927932;24,99878148
657,503;4,447361679;17,48729413;24,86330539
658,072;4,499422118;17,32175654;25,05338616
658,640;4,586170592;17,4912303;24,99012105
659,209;4,645739413;17,62843773;24,99717901
659,777;4,565692436;17,69537853;25,02109948
660,346;4,540999804;17,85294643;25,06806851
660,914;4,441448225;17,94089856;24,81223387
661,483;4,500856034;17,9853021;24,96629647
662,051;4,535450022;18,01858716;25,03497104
662,619;4,476656617;17,89423913;25,3075092
663,188;4,567027774;18,06731174;25,18377617
663,756;4,608651015;18,03916202;25,16373412
664,324;4,484118288;17,92658391;25,15822282
664,892;4,551106808;17,76910215;25,24982581
665,460;4,398342075;17,57611163;25,22357071
666,028;4,482033517;17,47122677;25,39879335
666,596;4,419960388;17,45652141;25,40597313
667,164;4,36868468;17,51809641;25,474701
667,732;4,377288074;17,63815674;25,37979825
668,300;4,265089601;17,57636501;25,46533952
668,868;4,126694637;17,66290918;25,66024033
669,436;4,144007818;17,59406219;25,67252673
670,004;3,991492923;17,85240847;25,44440383
670,571;4,237171065;18,02520845;25,3863815
671,139;4,318095397;18,20537297;25,49277781
671,707;4,395376481;18,33403594;25,41585937
672,274;4,42898175;18,27114181;25,3305103
672,842;4,45313853;18,25951065;25,39222473
673,409;4,581886155;18,31909757;25,45255523
673,977;4,64792698;18,31330241;25,43075105
674,544;4,637106131;18,44311233;25,62432044
675,112;4,78495725;18,33189996;25,82184084
675,679;4,667974847;18,21733006;26,007231
676,246;4,588363306;18,22870706;26,0168535
676,814;4,470604583;18,30424998;26,13870596
677,381;4,515030457;18,3332835;26,40416552
677,948;4,516222661;18,45951994;26,46854573
678,515;4,522774121;18,46797635;26,42843384
679,082;4,578052772;18,42063654;26,47736912
679,649;4,710999515;18,21786949;26,50291276
680,216;4,733221556;18,27311536;26,45864642
680,783;4,720143613;18,29664364;26,453355
681,350;4,779068236;18,14955806;26,43370088
681,917;4,967567246;18,02588726;26,4759312
682,484;5,057773799;18,00212572;26,37763971
683,051;5,258763376;17,97642858;26,37687919
683,617;5,099735547;17,9807493;26,42457896
684,184;4,955552257;18,0065747;26,51001414
684,751;4,815475996;18,0822738;26,32722646
685,317;4,774464233;18,03102405;26,38255886
685,884;4,671035048;18,11746648;26,28428645
686,450;4,490563181;18,07403071;26,4109826
687,017;4,327969388;18,17841945;26,40539342
687,583;4,262093707;18,15918821;26,5768809
688,150;4,174076259;18,18870984;26,60010474
688,716;4,295619477;18,32065758;26,84210449
689,282;4,39438446;18,43831337;26,83288708
689,849;4,517151066;18,52691464;27,09099088
690,415;4,555312227;18,66658778;27,13936303
690,981;4,771139496;18,65498019;27,2031406
691,547;4,930853546;18,87243632;27,20067405
692,113;5,079587135;18,99350691;27,30938278
692,679;5,048603804;19,084801;27,16792421
693,245;4,970625651;18,98206424;27,36459589
693,811;4,885688382;19,01314064;27,16685248
694,377;4,918661075;18,75826719;27,20604128
694,943;4,941535135;18,9325941;27,29290524
695,509;4,966431449;18,77067484;27,44586738
696,074;4,936808227;18,78855034;27,62539721
696,640;4,848624842;18,66992621;27,60134218
697,206;4,764862752;18,52676654;27,51078243
697,771;4,846628323;18,42836819;27,58484585
698,337;4,798060413;18,58326583;27,34146132
698,903;4,866347489;18,46699892;27,30282225
699,468;4,654774637;18,73171216;27,31710507
700,034;4,709595992;18,767544;27,14320615
700,599;4,686278039;19,02017681;26,97059036
701,164;4,716740991;19,2111305;26,98036872
701,730;4,93806611;19,30610949;27,03534827
702,295;4,92102582;19,32490014;27,05807742
702,860;4,859430105;19,39364056;27,03047421
703,426;4,938624954;19,42925464;27,27443609
703,991;4,946386354;19,43196643;27,37794379
704,556;5,189155298;19,37251768;27,38453085
705,121;4,99720592;19,33606577;27,36988047
705,686;4,853943935;19,15708832;27,60363703
706,251;4,742980433;19,05783517;27,40675392
706,816;4,508904514;18,91946262;27,53126861
707,381;4,705225215;18,98334736;27,70294005
707,946;4,674181681;18,97534265;27,86242133
708,510;4,632897462;18,9523732;27,77446707
709,075;4,677131421;18,97903394;27,77639424
709,640;4,630559186;19,0272009;27,79733494
710,205;4,726987891;19,12021015;28,07292031
710,769;4,791242786;19,35274354;28,12024546
711,334;4,859341739;19,29015645;28,25872048
711,898;4,849549993;19,48477918;28,11595389
712,463;4,981076174;19,45810164;28,04058564
713,027;5,143872779;19,43958497;28,06997363
713,592;5,052651609;19,48205039;28,16697566
714,156;5,241993065;19,42560308;28,1894782
714,720;5,138889444;19,40684253;28,02469371
715,285;5,255432835;19,38518158;27,75090093
715,849;5,503756918;19,28284364;27,65694805
716,413;5,484154477;18,93581905;27,68642035
716,977;5,588577705;19,12826382;27,89393217
717,541;5,08371405;19,25723014;27,97541432
718,105;5,115526549;19,52745258;27,87269604
718,669;5,152453322;19,45765377;27,97453356
719,233;4,758745574;19,58450926;28,25853313
719,797;4,877780071;19,65269438;28,33993444
720,361;4,819224394;19,32851775;28,36021233
720,925;4,627653136;19,45167388;28,19293477
721,489;4,782893295;19,77927865;28,23685375
722,053;4,884846247;19,70825501;27,99169847
722,616;4,78664317;19,66219086;28,09598035
723,180;4,408761949;19,76322895;28,02595625
723,744;4,700185504;19,57737348;27,98758375
724,307;5,003471949;19,43545163;27,60824648
724,871;5,279131001;19,64856222;27,88854014
725,434;5,304071598;20,05470341;28,24744589
725,998;5,275396486;20,07710449;28,52054828
726,561;4,998556932;20,28722646;28,49715846
727,124;4,971679508;20,53498162;28,7199736
727,688;5,400359044;20,29197735;28,5949687
728,251;5,62035859;20,65830957;28,501708
728,814;5,222267303;20,94018764;28,37714654
729,377;5,371103193;20,93703856;28,49406924
729,940;5,300252221;20,88038765;28,17694102
730,503;5,160132128;20,82998775;27,91197516
731,067;5,046769873;20,93584515;27,69103172
731,630;5,25835223;20,96017322;27,88173839
732,192;5,465873074;20,65615892;27,54072015
732,755;5,26296515;20,79780796;27,31689556
733,318;5,354512426;20,43336609;27,49458897
733,881;5,430185836;20,12388912;27,66846506
734,444;5,294635745;20,13110396;27,86264953
735,007;5,196539382;20,19140452;28,05835495
735,569;5,374341061;20,0497463;28,37561772
736,132;5,617809739;19,72724222;28,85006975
736,694;5,543753789;19,67518655;28,56603543
737,257;5,096071292;19,5354883;29,01765916
737,819;5,044954595;19,77934732;29,3147915
738,382;4,757309993;19,86213388;29,15053151
738,944;4,421426706;20,92088575;29,07655058
739,507;4,230387494;21,42269131;28,76391941
740,069;4,196558842;21,21102433;28,69482155
740,631;4,377694058;21,44552147;28,48775819
741,193;4,223900935;22,05352222;28,3575212
741,756;4,205785001;21,79269744;28,6178883
742,318;4,42672119;21,92199485;28,49386218
742,880;4,963072038;21,49669982;28,65608536
743,442;5,18851417;21,32794156;29,01019998
744,004;5,898555942;20,70627339;29,05018884
744,566;6,02450632;19,97891435;29,40182511
745,128;5,697316105;19,99341655;29,62341378
745,690;5,417674013;20,02714241;29,88193877
746,252;5,50280286;19,63350581;29,76127933
746,813;5,585769599;19,60185927;29,7163888
747,375;5,874719297;19,42929133;29,75452558
747,937;5,173442943;19,65040573;29,43515837
748,498;4,991750681;19,55991316;29,45220278
749,060;4,660546723;19,44329;29,19623688
749,622;4,650400059;19,73397704;29,48336711
750,183;4,957642271;20,14460793;29,300679
750,745;5,140263846;19,93604358;29,33450741
751,306;5,448724123;19,79279061;29,19183294
751,867;5,680842752;19,88896594;28,97531537
752,429;5,270938656;20,33866867;28,86080617
752,990;5,865894531;20,28577408;29,07096242
753,551;6,031584842;20,41804374;29,06199666
754,112;6,222854466;20,30198018;29,12391755
754,674;5,73105239;20,56589092;29,12330184
755,235;5,816570688;19,81440398;29,6685387
755,796;5,645924984;19,71715841;29,12535765
756,357;5,671700153;20,04346101;29,19404509
756,918;5,024965834;20,24888605;29,42945669
757,479;5,552298487;20,25947106;29,53201917
758,039;5,452384872;20,60208832;29,36564464
758,600;5,643231956;20,5229214;29,52754947
759,161;5,846092209;20,85149103;29,4604273
759,722;6,922642436;21,03501156;29,11956738
760,283;7,245612691;21,47808604;28,4485285
760,843;7,561945009;21,36230058;28,71186735
761,404;6,989723041;20,45681322;28,14666882
761,964;8,351035976;20,51743631;27,9932155
762,525;6,688262737;20,18392797;28,1075511
763,085;5,696851371;19,5934589;28,38897375
763,646;4,709664512;19,47872674;28,25538265
764,206;4,661560151;19,18429283;29,16779267
764,766;4,036468714;18,7732438;28,69939978
765,327;4,362653232;18,96304223;28,57127211
765,887;3,766022488;19,76959863;28,59348489
766,447;4,024822769;20,47640523;28,80619563
767,007;3,246767509;20,21857695;28,75264223
767,567;4,326761935;19,67936459;28,83891426
768,127;4,745049769;19,88975864;28,45114215
768,687;5,34198295;20,11341912;28,30630486
769,247;5,042276823;20,30152215;27,35499365
769,807;5,237500391;20,38042572;27,79547828
770,367;4,823790151;20,06993031;27,91365206
770,927;5,530382537;19,55024827;27,56216448
771,487;4,933437509;19,47306847;27,54360427
772,047;5,410615766;19,61060909;28,41784591
772,606;5,228788325;20,29918394;28,107675
773,166;5,428760339;19,57003227;27,92790886
773,726;5,662883768;19,59152063;28,46421745
774,285;6,232225167;20,03338779;28,90483393
774,845;5,947010896;19,84624772;28,13898203
775,404;5,977950833;20,75632858;28,98967395
775,963;5,972883299;20,78301044;29,39585059
776,523;6,503018247;20,52425686;29,40393499
777,082;6,235359952;20,76169842;28,33601765
777,641;5,935501315;20,17811644;28,44008069
778,201;5,528133932;20,78823042;28,76206637
778,760;5,617390093;20,8737406;28,66691259
779,319;5,57924774;20,42392594;28,40668839
779,878;6,223827475;20,48710137;28,95832868
780,437;6,242926029;19,88701745;27,85743922
780,996;5,977503919;20,10700678;28,19159466
781,555;6,356575386;20,41926294;28,74873227
782,114;6,590422319;20,14887599;28,99308413
782,673;6,064942079;20,59127811;29,18081949
783,232;6,054062972;20,72856288;29,38200647
783,790;5,560470702;20,72872727;28,89899802
784,349;4,76030535;20,33266896;29,4363174
784,908;4,439278333;20,54987726;28,69592731
785,466;3,892966808;21,17995499;28,74753641
786,025;4,190064945;20,75627635;28,34203915
786,584;3,698629562;20,35778719;27,79532875
787,142;3,285905727;20,69617556;28,05732221
787,701;4,349167989;20,71928916;28,01417855
788,259;4,755012119;20,69019805;28,21535652
788,817;4,869335823;21,13706797;28,24951301
789,376;5,47334236;20,98395417;27,79041764
789,934;5,521394898;20,46983372;28,52091713
790,492;6,388863971;20,10806689;28,85971101
791,050;6,297497646;20,60165304;28,80173476
791,608;6,599335792;20,76109494;28,76997151
792,167;7,44207328;20,57872954;28,58284375
792,725;6,083193043;20,34211749;27,91267777
793,283;6,030257205;20,47003802;27,559475
793,841;5,750428699;20,18857567;27,64650703
794,398;5,84246397;20,12565246;27,84723037
794,956;5,342041957;20,20132132;28,07229379
795,514;4,902242718;20,28853614;27,05201946
796,072;5,337743112;20,33699456;26,132208
796,630;5,129197814;19,91017346;26,14792201
797,187;4,705921596;20,01136738;25,40963459
797,745;4,530426315;19,56816235;25,71104212
798,302;4,692768009;19,94842721;25,27297455
798,860;4,865063;19,27991246;24,8673126
799,417;4,385540908;19,42944426;24,74413052
799,975;4,288987153;19,64401956;24,84441238
800,532;3,87620981;19,09150137;25,5405472
801,090;3,014099034;19,25311518;26,61869054
801,647;2,727526784;19,72455261;25,99607089
802,204;3,057333138;19,08747206;26,66888365
802,761;4,274468519;19,32618253;26,8388731
803,318;4,040478487;18,23422016;26,99988552
803,876;3,114708438;17,71178828;26,90122137
804,433;3,038475432;17,68765935;26,77259577
804,990;3,606486661;18,23489926;25,93182388
805,547;4,184401815;18,48057741;26,48579012
806,104;4,540959738;18,27056765;25,45147963
806,660;4,496853938;17,99510708;25,8014649
807,217;4,685456808;18,53094352;25,77455661
807,774;4,481953423;18,69618794;24,97970459
808,331;3,521869243;19,3340033;25,04688004
808,887;4,331517896;20,27244741;25,04029431
809,444;5,175385835;21,70843039;25,3981496
810,001;4,440196173;21,29932551;25,68643802
810,557;4,221072401;20,99404683;25,70456016
811,114;2,623207941;20,60791038;26,00657116
811,670;1,872511727;19,17740521;25,67441051
812,227;0,38253094;18,09544499;25,79004403
812,783;0,626847312;17,83473431;26,21424927
813,339;2,426397673;17,89990335;26,40326649
813,895;2,037871749;17,87186934;25,95950347
814,452;1,201681174;16,67728829;26,51639585
815,008;1,712738306;17,21288317;26,63192529
815,564;0,359715482;17,17251958;26,39096544
816,120;2,609004597;16,92190647;26,54291011
816,676;2,859824148;18,81763169;27,57458869
817,232;3,15099308;20,17545868;26,07593175
817,788;2,424609457;22,02881483;25,96618532
818,344;1,474958016;22,55107927;25,37524284
818,900;2,560674485;23,42745671;27,25781939
819,456;2,050130237;22,92114554;25,96785918
820,011;3,063558441;22,82771994;25,78399837
820,567;5,163140916;22,41383702;25,50717553
821,123;4,814875304;22,59970489;24,73819975
821,678;5,613939853;22,97645956;23,69624114
822,234;6,097756908;21,89615795;24,33747954
822,789;6,63621066;20,77223774;24,60940944
823,345;5,696725541;19,88696242;25,16877526
823,900;4,619386793;18,61228632;23,27294936
824,456;4,916412396;19,14061563;23,8068273
825,011;4,773326101;19,7187756;24,45807727
825,566;4,436758355;20,42953083;25,0376631
826,121;3,438139846;20,24400794;24,71177257
826,677;3,902206589;20,59303779;25,46507364
827,232;3,43289078;21,61540889;26,15816727
827,787;3,44798513;21,27761445;26,67075748
828,342;4,304133168;21,25787601;26,07279916
828,897;4,281738385;20,90386192;26,08989971
829,452;4,891427892;20,82779818;26,30157785
830,007;4,788339142;19,40618898;25,18600093
830,562;4,098846163;19,19197467;24,24034692
831,116;5,39413097;20,1713827;26,62767142
831,671;4,748653524;20,2397865;25,9787683
832,226;5,049037912;20,21815641;26,36588273
832,781;4,409282807;20,12125425;27,2648127
833,335;4,687106385;21,05958436;28,84189215
833,890;4,787072593;20,9684833;30,02971496
834,444;5,294522905;21,79648369;29,70178119
834,999;4,30234857;22,23423523;29,22722686
835,553;4,713525099;21,54961597;29,62335794
836,107;4,146644294;21,08313003;28,00138475
836,662;5,264001185;20,88647994;29,34589243
837,216;5,326603889;21,69833097;28,75037893
837,770;5,708051227;21,99091692;26,53337061
838,325;5,19738446;22,0071685;24,64533316
838,879;6,235396065;23,19695143;24,50684134
839,433;5,84577724;23,49407912;24,67035694
839,987;6,209077719;23,70387138;25,63084922
840,541;5,939450567;25,30404888;25,68901991
841,095;5,754159384;24,76643904;26,63551252
841,649;3,321305743;24,68190653;24,90683203
842,203;3,02314404;24,97230791;25,20459668
842,756;2,641027367;25,59756628;26,85371254
843,310;3,115620941;24,37562117;28,27868845
843,864;1,54078309;23,95037359;26,97409942
844,417;-0,121755368;22,86860307;27,27527249
844,971;0,494108636;22,45295242;27,04874376
845,525;0,113945398;20,72448497;27,47892888
846,078;0,500623141;21,48778359;27,71620913
846,632;2,157851845;21,17739364;29,46360788
847,185;2,955997018;19,96550269;29,69832447
847,738;3,144255413;19,79323825;29,03797453
848,292;2,661307468;20,4738275;28,47724558
848,845;2,646622669;21,6431027;28,80333612
849,398;3,049965676;22,50109942;27,83089681
849,951;3,061390247;22,50366211;28,29766436
850,505;4,011949558;24,31313421;26,88219453
851,058;4,343851126;23,93300164;27,65243402
851,611;4,584548072;23,41243711;26,23886998
852,164;4,630641299;23,7371733;26,6856333
852,717;4,707254123;23,95688134;26,13060641
853,270;5,723976956;24,20733513;27,08173229
853,822;7,124111722;23,90834799;28,0022452
854,375;8,318062892;23,37225982;28,18376098
854,928;7,98814375;22,85828559;27,30810287
855,481;7,36628684;21,245071;27,43627086
856,033;6,469319761;20,84072107;26,18766066
856,586;7,686376192;20,99095368;26,9785338
857,139;7,093094696;21,58999729;26,07745571
857,691;8,097346569;20,42363699;26,92513708
858,244;8,341073319;19,89772556;25,67246705
858,796;9,308703417;18,52094762;24,96551115
859,348;8,384866771;18,53729975;24,61439012
859,901;7,936048896;18,09122976;24,6652098
860,453;8,406937087;18,11270529;24,88049063
861,005;10,58027062;19,5088904;25,79070692
861,557;9,97108544;19,63319041;25,73633914
862,109;10,58240999;18,87115346;26,47963459
862,662;8,835239086;18,06768548;26,78378684
863,214;9,532363963;19,3565137;28,12555657
863,766;8,291354394;19,62040265;28,47722933
864,318;8,754730066;18,86772894;29,90201621
864,869;8,238344919;20,1481971;30,67087174
865,421;7,672128054;20,62921367;30,54138088
865,973;5,330783591;20,14348693;28,22386954
866,525;4,845573517;20,90525628;28,62736434
867,076;5,344177655;21,39346193;27,74583334
867,628;6,71652492;21,51387134;26,31632029
868,180;6,515253762;20,47297967;26,09124131
868,731;6,573893445;19,30583318;25,89729446
869,283;5,674130853;20,10189762;25,83341901
869,834;5,505030968;20,68916998;25,96722987
870,386;5,646060203;22,03509987;26,44892804
870,937;5,899519256;22,36728088;29,07961904
871,488;6,291241011;22,19101446;27,65427505
872,040;5,152871255;20,7865792;28,5427015
872,591;3,790771122;22,10456408;29,62902911
873,142;2,763781851;22,51825844;27,66326084
873,693;3,335905532;23,14928276;27,46830641
874,244;5,600113408;21,37398713;27,52517459
874,795;6,495533987;19,29065427;26,48296858
875,346;6,258156684;18,34571766;25,21961711
875,897;7,685638935;16,50485164;24,88298877
876,448;7,527794313;14,95932319;25,16491672
876,999;7,926089991;16,11313144;24,53855472
877,550;10,17668873;15,17951617;24,9848156
878,100;10,3274551;16,05647743;25,23751084
878,651;10,32073891;17,63322557;24,19166219
879,202;9,571699308;17,93163458;23,55593841
879,752;11,17524692;19,45760827;22,43402758
880,303;10,65485217;19,55677632;23,53421989
880,853;8,720162941;19,43599045;22,55595028
