Filename-->;HOJA_1.RFL8;HOJA_2.RFL8;HOJA_3.RFL8;HOJA_4.RFL8;HOJA_5.RFL8
Mode/Unit-->;;;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20;20;20
Smoothing-->;4;4;4;4;4
Wavelength [nm];;;;;
245,052;20,42690496;40,47560479;37,04347584;-27,37541682;43,53155947
245,647;16,13949736;33,65200831;42,96499885;-29,98363331;45,02801243
246,242;22,08208136;30,70356922;47,2270376;-29,14246857;40,84315755
246,837;16,71597716;24,70937392;34,28399771;-25,70605139;49,75858622
247,432;19,47965227;33,92053295;31,55312122;-36,78379162;48,94062633
248,027;23,81367068;24,17538193;43,24822424;-11,49083788;51,57385304
248,622;31,06124171;25,61586735;35,15772507;-15,35671157;49,90516859
249,217;26,2433649;33,14846292;31,23803216;-9,360958274;38,11824275
249,812;20,21698367;30,07840333;36,10429514;-5,66998345;34,67432958
250,407;20,51432005;18,32239847;25,31815347;0,385769022;39,6646791
251,002;16,53179275;18,62745086;18,35937537;4,689789721;29,39115094
251,597;18,4899193;14,73108105;4,91577646;4,016154522;28,51426979
252,192;24,17346494;23,74083684;14,04958978;15,53988411;14,15678234
252,786;27,60072034;8,082811471;27,35425848;25,71221778;11,21110837
253,381;18,17801893;17,18475197;14,09055452;34,73099184;4,617753708
253,976;17,9159807;7,054420391;39,69354528;38,42144497;-9,31387653
254,571;18,41292313;-1,777389278;30,3161367;36,60933647;-3,080791404
255,165;20,6278034;2,670704994;35,77692186;30,02592444;-0,401952775
255,760;20,01638236;9,284951968;44,724944;31,0640575;-3,141061239
256,354;21,46803768;12,26034301;47,99277166;27,76847729;5,969191299
256,949;29,36157701;21,70106297;64,88492643;40,50539754;22,55735983
257,543;20,04322046;14,77987366;55,58748629;20,57683009;23,43074929
258,138;28,02473015;18,76538565;55,96424481;13,57012815;25,30927832
258,732;25,22863213;21,83085989;49,88676375;-2,873563526;30,1348558
259,327;16,09854892;34,60287077;31,35239162;-10,03310263;24,98074401
259,921;16,96344707;37,98039247;39,91176605;-6,254188068;29,61476442
260,515;19,25731157;37,43638053;40,68450635;-10,76294225;35,54436199
261,110;10,27900015;30,53965783;38,78830046;-12,34032878;31,07634429
261,704;15,59362164;30,53916516;40,25629695;-15,34883626;17,14568936
262,298;-0,175541091;22,8143582;36,14486191;-23,00215784;13,33175856
262,893;5,352592011;31,26123979;45,33770715;-8,590164238;14,12581157
263,487;-1,207295789;28,22395594;47,192383;-11,01456044;15,97916732
264,081;2,358254124;29,76190479;48,97959337;-18,52990264;13,94422457
264,675;13,41094413;17,02127677;52,26737463;-1,625603139;28,36879675
265,269;16,6942937;22,40638538;46,77577925;-1,776649193;21,17799772
265,863;12,01194367;23,60346094;42,97828574;-7,640791792;18,62239782
266,457;21,74704194;32,55208143;42,79238539;-1,01918545;25,47934144
267,051;18,1337285;29,7262058;36,32524037;11,47282074;36,60586269
267,645;24,37175776;38,72259585;29,29115364;6,00768327;29,14083122
268,239;22,88264793;31,51639381;20,67757209;0,163131516;28,7417889
268,833;27,253619;33,41545398;19,72949176;12,56123057;17,88978208
269,427;27,87025246;26,86567178;14,67073434;21,85486254;13,76570043
270,021;31,07296367;36,87985534;14,34977502;9,297456979;10,73932279
270,614;19,02508199;29,59697609;14,48506831;8,464773983;14,09706083
271,208;26,29202187;27,26199;11,63768858;19,22779953;12,89821154
271,802;20,46029387;21,5107907;14,40632069;-0,083034599;20,05317134
272,396;11,92228454;24,99440082;20,64499031;-5,048714809;16,99418041
272,989;17,6731325;15,10379349;22,72490689;3,817663531;31,88201921
273,583;16,70838246;22,76723661;27,3006913;3,662748983;37,73828623
274,177;-1,016747201;24,36093502;21,85163898;6,867950364;56,85959446
274,770;9,125578898;19,7607549;36,85462111;14,25911919;52,95685989
275,364;-12,30451484;6,920498268;41,20403276;18,75224088;55,79754947
275,957;5,040431693;12,54813116;40,67744824;24,83749613;52,26734824
276,551;2,340056053;19,36926884;35,22901869;28,58094757;48,52420196
277,144;7,468123876;25,02749078;37,22005062;31,53583845;49,9686375
277,737;13,67623596;22,54819752;43,00143961;20,18106358;48,08044182
278,331;16,40281498;25,32508945;51,2396767;18,14058755;41,5919287
278,924;15,17540383;19,14370157;51,0344825;12,87925789;47,19875717
279,517;23,50436415;20,2409014;47,14542379;-10,00354497;30,34730969
280,111;20,27404403;24,74883586;48,22744717;-10,16749847;38,68182611
280,704;30,1837879;36,5591381;40,71468563;-10,56298772;32,94303273
281,297;22,36198628;30,6783924;39,05913833;-20,80602683;42,03695619
281,890;19,34137447;36,15972438;38,86192142;-31,83060173;49,99999929
282,483;5,016268616;28,16180254;30,96812936;-5,656317341;42,04806449
283,077;16,49673462;30,16241306;25,58475159;-3,139967876;37,08168602
283,670;-0,713605395;24,89862163;22,4060965;-2,934301769;39,89899113
284,263;9,473217292;36,57418188;26,8520744;-2,895753819;31,31919815
284,856;3,986981252;35,46666689;27,73029682;3,622313056;43,72051278
285,449;6,020991158;44,37459302;30,75201372;5,792765886;39,06868387
286,042;-3,829537019;37,3816385;25,00600012;7,835600584;37,85942488
286,634;-0,497809459;32,9927638;24,23916226;7,200445413;21,2612611
287,227;-7,987574718;25,94321197;32,71291975;7,672097634;16,459769
287,820;4,112508105;26,29987759;40,13405028;-3,525820764;17,57918541
288,413;-5,335068003;15,3912297;40,06354768;-3,193428794;24,71287899
289,006;-7,476405248;26,51238324;43,52658543;12,69789763;27,55506796
289,599;-20,56451378;16,80497872;35,4304655;12,68910227;40,80914704
290,191;0,703675195;22,21281914;34,57513219;32,98778192;35,53381993
290,784;-1,603098104;12,2444764;23,84737843;27,44879017;30,90090005
291,377;17,38465328;14,09527966;32,41525614;26,74961208;20,07475951
291,969;23,12408058;21,79460803;41,28405907;33,23978404;29,17137106
292,562;39,8975921;21,87974762;38,16647551;39,36567408;22,45976933
293,154;35,62383016;20,86760006;36,72755842;32,99050855;20,53501218
293,747;45,54042294;29,1333871;45,37003597;41,15462616;14,07226445
294,339;46,32026099;17,36125607;39,99368462;30,48937697;14,3504507
294,932;53,57779905;17,93591336;39,73490377;31,21306383;-5,768586164
295,524;49,55496054;7,573598907;48,46748707;20,42050708;-3,557615389
296,116;42,11136894;14,7978992;44,76462366;21,44988114;14,65042124
296,709;31,47873114;10,2124892;50,49533837;19,86978948;25,83234205
297,301;32,0202472;16,36717896;44,40780176;19,0911968;35,77687089
297,893;22,42866708;13,07044755;44,15409467;29,98866441;48,21519706
298,486;32,73022494;17,81583538;37,25084326;35,93919795;49,21106938
299,078;22,46437606;20,64115898;33,03167247;29,39705693;56,02836893
299,670;27,45290527;24,2854065;36,36882941;20,55680462;46,73305713
300,262;18,84218383;21,46636379;48,45652674;13,16244086;53,46841217
300,854;23,66969352;17,31301867;40,9029446;11,1455107;52,88418823
301,446;32,12089292;20,05946975;48,52774594;8,186470008;59,9809861
302,038;33,03123565;33,32533579;44,2191208;-0,674589761;57,29695301
302,630;24,79931598;22,11740152;49,37814174;-0,860585571;58,82090391
303,222;26,35476963;32,10092497;54,15172384;-23,09097511;47,05220354
303,814;17,71836017;27,9058937;56,49880123;-13,10412011;49,34883937
304,406;26,81302892;29,58783096;51,59599744;-10,33777055;46,27265209
304,998;21,26190099;27,12603635;54,50011846;-2,437195601;51,68283926
305,590;26,04667875;36,43298256;43,04604448;5,963880962;44,01393825
306,182;18,34133785;35,14465854;50,89605891;5,478426207;40,020943
306,773;20,46009055;25,58346448;51,25062274;7,787389848;33,76013495
307,365;24,35020588;8,452655999;53,92572823;13,71138187;32,33461209
307,957;34,53137392;17,38002571;48,37465579;12,65377748;26,00976517
308,549;31,3794361;10,08098895;43,01970764;17,58691209;32,11274488
309,140;28,52783994;24,42922419;43,74421001;13,22449115;27,50802136
309,732;24,64119537;26,60706823;49,2085928;-5,811039003;21,12945794
310,323;31,14423927;35,27329307;39,94168918;-7,095186204;20,61462705
310,915;35,54088114;22,74846573;51,96993025;-6,583258348;17,09624125
311,506;41,27896406;33,59064966;46,26494928;-22,42136156;15,59422953
312,098;36,13248606;26,4477978;44,78830854;-9,386403081;18,6695797
312,689;34,87443888;37,40940205;47,83535812;-0,544524519;20,09160992
313,281;28,00614121;32,83312236;51,65500382;4,850843295;26,80933809
313,872;25,97402634;37,73409871;50,29814273;0,408759582;28,07844721
314,463;26,10263946;25,21500352;54,07669496;4,447551902;37,35926093
315,055;27,27272702;31,59978303;51,91855696;14,567446;34,15575988
315,646;20,36511906;29,21988412;46,10833906;17,50897498;24,86860944
316,237;19,78498854;34,08049053;35,58623629;10,35249455;35,73890518
316,828;20,67194352;29,39320795;36,9857264;19,2297265;42,69377268
317,420;20,63081472;49,94751505;37,74624043;8,380895796;39,26495115
318,011;20,51696498;48,98998916;35,83138153;9,527710473;42,02343935
318,602;28,12433229;47,71641409;32,62525988;7,137545942;31,97928167
319,193;34,45091511;43,58565732;40,31940489;2,320887258;38,66826036
319,784;37,83944414;40,84479817;37,55246323;2,134148655;26,65436449
320,375;28,80730324;32,04225348;43,65114327;12,42236038;37,25341531
320,966;38,30022272;39,73746906;55,44899804;12,85081232;48,97729742
321,557;34,66481457;28,52852955;67,40425541;17,56141925;51,54975485
322,148;35,98720789;32,39828792;64,09930369;18,88357572;51,40098827
322,738;27,07182413;12,10148155;58,88390225;25,87743889;52,26464069
323,329;28,44125679;9,425807877;57,95024707;20,37580434;54,24329734
323,920;24,91123267;9,081397492;62,55605396;13,21446055;59,89871208
324,511;26,82377201;11,07491887;53,74389276;16,98113147;52,32609798
325,102;26,68218484;10,15713987;54,67147701;14,74621144;55,46455008
325,692;31,81618407;6,376323217;54,40348515;1,039102885;47,37056516
326,283;24,04685354;-5,237410513;55,00652581;0,386313898;46,35344793
326,874;25,90374656;15,07912864;44,4563851;10,76970933;39,53201913
327,464;20,50739981;15,06919618;43,09694404;17,91907535;34,52025637
328,055;35,69518592;21,5380677;44,84295759;6,774809327;43,26173829
328,645;33,30526978;15,2509028;42,1523628;2,199107793;40,16442747
329,236;35,20389503;29,52886669;37,51528489;-1,743817496;29,89710583
329,826;31,06256952;27,93040315;44,39585896;-3,283929263;35,17193236
330,417;36,68080161;31,40804577;44,37172657;-8,982512849;30,14256628
331,007;36,84314671;19,36599527;39,55207746;-18,37939313;35,76369343
331,597;32,07547251;18,08080885;34,80252945;-11,97677261;24,25174198
332,188;28,8845781;12,7436287;45,19252004;-10,01401938;35,45402097
332,778;33,7389839;19,44314441;41,47555001;-20,8582645;31,65618607
333,368;29,30280949;20,5343675;47,40725112;-17,77145154;16,70374497
333,958;33,48352042;19,88961536;42,0963187;-16,67759609;17,90603066
334,548;26,98527497;17,55361386;44,74480192;-17,18089625;27,31446086
335,139;25,38172125;27,25330237;38,4974612;-17,70186251;19,89615717
335,729;17,3797381;22,48234766;38,66585528;-26,92600963;21,89200366
336,319;21,63323755;34,06862777;39,35583689;-5,638273707;23,61809063
336,909;25,21772138;30,45568091;45,8212043;-20,01625064;28,67835382
337,499;22,81727531;37,27623768;46,95987201;-28,39087155;17,91691231
338,089;8,39342986;33,50795565;53,68627496;-15,68993218;32,15926429
338,679;5,74412602;34,8173292;39,94163017;-29,50041821;32,48554965
339,269;3,68202478;39,88417507;48,93295866;-36,68804274;38,90043606
339,858;9,182293586;37,50975792;41,96369878;-27,23933711;38,32984868
340,448;4,053504489;41,41614084;47,85464005;-17,81959167;42,31964249
341,038;8,352579438;52,03647263;51,14817834;-12,41361148;47,63698575
341,628;-6,995967999;52,66476882;51,03475416;-16,56066325;39,76756987
342,218;-7,944119066;56,71116024;46,93422263;-16,15183306;41,0534045
342,807;-10,75134884;54,64341503;40,14129741;-19,41694474;51,64353345
343,397;5,253248354;56,18585401;32,91054843;-46,01408298;46,66122178
343,986;6,665428236;52,01045443;41,57326326;-25,99255307;59,56616291
344,576;7,410125811;52,15428872;41,8825582;-24,22280002;54,08500694
345,166;-3,261471259;55,68568256;42,70637963;-39,81544641;47,15712284
345,755;-3,778751615;49,20993141;37,82797166;-38,04425138;46,87298497
346,345;-4,778698649;44,58621287;37,29742665;-30,64516068;47,65721472
346,934;8,120915469;42,87856193;39,80263156;-35,43166015;49,46715727
347,523;6,822755128;39,19716722;43,92848119;-33,4217509;56,6952129
348,113;11,38974121;38,72460156;54,72830968;-39,93993785;46,14913187
348,702;-0,380761458;39,10569323;67,71533426;-26,16423704;45,76664106
349,292;7,07775764;50,65308974;69,63760829;-27,9913625;33,59439312
349,881;4,074829165;49,8800967;68,2356432;-27,91612305;35,64216575
350,470;8,14037653;52,38769531;64,05090257;-14,23515706;44,79190346
351,059;19,91181721;46,60236627;64,31754827;-23,67491218;46,36585286
351,648;26,3094227;56,20390557;52,88689579;-28,46441652;47,42483913
352,238;20,37218406;51,02336195;43,38909956;-6,773315244;62,70718286
352,827;29,02401572;67,11297308;41,17647182;-5,710103295;50,51288237
353,416;30,65191715;58,50029865;31,68460369;-4,286447585;63,61024508
354,005;37,81498739;54,02434215;22,55079538;-12,81797895;52,23136633
354,594;26,80034923;49,64370665;27,27272741;-9,173700211;65,85981103
355,183;30,80827011;53,79552223;22,93377128;-9,055298436;50,0852215
355,772;23,81038073;35,46523259;31,77484473;-13,86861247;48,51271961
356,361;20,63947822;42,54165851;33,55169973;-15,81321307;44,04673631
356,949;15,41981624;28,87071173;34,80052341;-12,97709794;45,44582892
357,538;16,95993891;32,24442713;41,48326367;-16,20879022;39,52790586
358,127;11,62838397;22,64690214;40,87576984;-12,53391022;39,85984936
358,716;17,71771823;23,87247203;42,93366196;-12,5550677;29,02104542
359,304;14,69087932;22,1609291;45,17334405;-8,971193102;34,06408229
359,893;23,04356055;22,5559707;34,37500081;-12,78592381;39,2467259
360,482;18,2202613;19,35198316;35,5866371;-18,24837965;47,46607148
361,070;32,42147864;30,74896498;25,60742492;-7,012194571;42,02075545
361,659;29,26114257;28,2074135;39,74472925;-1,972156167;48,60669651
362,247;37,44439823;33,91511431;42,67877383;-7,891429509;47,52024029
362,836;35,46639835;30,61065772;45,64663904;-13,30682806;47,45790714
363,424;30,01546346;32,5618521;46,22975517;-10,87628774;40,37931502
364,013;28,48526741;29,6179593;45,01924892;-7,317072791;39,39191544
364,601;30,25329828;38,69709426;43,85139933;1,664106762;33,97514293
365,190;23,97050678;33,68172026;46,81579276;1,74957816;27,12193584
365,778;34,00744987;40,13257529;42,72866699;8,623579821;23,85992104
366,366;26,59326024;32,68101748;43,10940484;3,600860466;23,54722676
366,955;26,86888884;27,69519897;34,70026207;1,278538645;16,27190255
367,543;16,44046891;26,11656568;32,71828779;6,966145172;8,844506943
368,131;19,93412559;26,8141192;28,34118941;-2,560819313;-0,576013823
368,719;22,20302848;25,31407811;25,18983724;-6,121556858;6,575965099
369,307;16,80639366;29,61367605;21,69760696;-9,671823335;11,05592186
369,895;12,04076573;24,36573853;24,3197066;-12,05897824;24,0000009
370,483;18,66090089;24,8996489;23,71606606;-17,50034337;19,54917617
371,071;16,72827051;21,111359;27,27933396;-15,92078153;20,73318785
371,659;22,67562886;22,46259625;24,87906018;-16,04723423;20,50814786
372,247;18,11336339;20,77385825;23,73003748;-15,5121831;20,99065763
372,835;16,14976483;19,68497571;25,2667892;-12,4768368;16,99486254
373,423;13,45172674;19,64838126;22,66006235;-2,902953373;19,0963153
374,011;10,8462169;18,24461796;22,09917708;0,08715346;16,64094613
374,599;9,454921196;15,73234008;20,16583737;0,139690555;16,7956104
375,186;11,65940535;15,29293134;18,38801609;2,91352399;14,80424363
375,774;9,544737546;12,99834286;16,61341892;2,568806959;14,99630615
376,362;10,04173006;12,09660162;15,82973018;0,925270254;13,87304195
376,950;7,353423847;11,65626519;15,18655633;2,349496437;13,81912673
377,537;8,228133997;11,76521506;14,23624302;2,758201598;11,76235192
378,125;8,180532531;11,30963209;11,7540453;2,722144645;11,82284978
378,712;8,427689223;10,23061032;10,4421914;0,955646888;10,13165028
379,300;8,111630327;8,103595887;10,15028826;1,155877288;10,06785353
379,887;8,608564701;8,273937347;10,66856391;1,944400254;9,848096529
380,475;7,47292936;7,462779967;10,28307212;2,343820491;8,689068794
381,062;7,071032485;8,555716922;10,54865458;4,38979487;7,749422038
381,650;5,884263272;8,739707189;9,713382036;6,407497382;7,69981221
382,237;6,92437251;8,77214842;9,762096354;6,871736582;7,115996058
382,824;6,856517704;8,137554017;9,558227984;7,179469626;7,373613504
383,411;7,153146319;8,545980104;10,45754883;6,644614686;7,050820728
383,999;7,129091472;7,757246569;10,73714646;7,889733555;8,379922807
384,586;7,761471239;7,962103014;10,65947629;7,887140419;8,7279219
385,173;6,787710596;7,574777275;10,34100522;8,526566834;8,482899738
385,760;7,147431463;8,311052903;10,52077418;7,822333853;8,813263152
386,347;7,186620179;8,028364311;10,28952516;7,706487124;8,653024915
386,934;7,916108034;7,715560612;9,564239111;7,399465498;8,008261801
387,521;7,603231373;7,747314333;9,353630534;7,022484401;7,672156093
388,108;7,445969329;7,960396844;9,38290277;7,133189768;7,82951657
388,695;7,529538994;7,474376679;8,929285178;7,287357072;8,388902043
389,282;7,675988205;7,677437195;8,900303388;7,164733006;8,118837266
389,869;7,529821102;7,924575147;9,209695793;7,217987477;8,218424525
390,456;8,136852487;7,849306318;9,119556488;7,082643141;8,548689454
391,043;8,187381798;7,519967659;9,171374349;7,227046334;8,543049995
391,630;8,480263758;7,52203901;9,434416677;6,599664195;8,871536752
392,216;7,587477154;7,302974824;9,753929712;6,293820406;9,263438607
392,803;7,517258789;7,210616472;9,440829949;6,477107042;9,431940345
393,390;7,811476728;7,201566972;9,258101055;6,567936507;9,210304952
393,976;7,9391189;7,571042679;9,590605245;7,09620417;8,983999882
394,563;7,763576922;7,778865819;10,14360901;7,052027791;9,286260131
395,149;8,195869032;7,99938961;9,70752142;7,16517367;8,927275948
395,736;8,008212211;7,902479588;9,753952261;6,922999892;8,523561999
396,322;7,945020285;7,961007173;9,475911132;6,830469335;8,492918084
396,909;7,748370945;7,834176335;9,159097547;7,265139476;8,193018436
397,495;8,033532665;7,964114292;9,380398586;7,622547373;7,744810539
398,082;8,252912583;8,141610489;9,346182191;7,566647657;8,016225573
398,668;8,397231004;8,22354841;9,342529758;7,382514328;8,290750566
399,254;8,420725256;8,235947425;9,12819032;7,050042372;8,292349217
399,841;8,560928682;8,144358352;8,746704396;7,065607223;8,08257116
400,427;8,455711289;7,94590043;8,665288264;6,966077407;8,175202792
401,013;8,583403682;8,272970204;8,641050997;6,815482605;8,262440536
401,599;8,647397171;8,27061688;8,713928194;7,150413833;8,275905092
402,185;9,046414324;8,71801563;8,959372095;7,124859442;8,566405597
402,771;9,126305848;8,836157993;8,957041572;6,954135082;8,77554354
403,357;9,084773121;8,736163276;9,134413482;7,326449135;8,551395263
