Filename-->;ENVEZ_1.RFL8;ENVEZ_2.RFL8;ENVEZ_3.RFL8;ENVEZ_4.RFL8;ENVEZ_5.RFL8
Mode/Unit-->;;;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20;20;20
Smoothing-->;4;4;4;4;4
Wavelength [nm];;;;;
245,647;28,52233521;14,24749332;9,848484659;17,96278134;40,11834664
246,242;27,54003725;17,20745273;21,23535718;13,19545025;27,85578517
246,837;29,36593168;29,98788127;25,08348008;7,001067433;18,77099606
247,432;54,99555206;25,99912179;26,15813844;12,46882707;24,66477646
248,027;53,20665168;30,16877632;26,10553819;-2,241455118;19,1202693
248,622;75,66462051;29,84842452;18,30913812;0,998371106;24,34069153
249,217;80,04866059;25,66299521;16,94330374;14,28044319;27,26730536
249,812;89,09041727;14,68162959;25,8306176;16,73805034;24,94460981
250,407;72,18808276;8,244567184;36,38875463;9,348291674;23,66818809
251,002;68,41335356;6,247297614;32,26999435;17,01531892;28,87375892
251,597;65,29543691;2,159066415;24,78555244;18,73067518;44,26386448
252,192;69,09042735;-13,46469704;26,41997732;25,55870306;53,41229708
252,786;67,70833552;-7,111622702;30,17342769;26,24843989;47,52851555
253,381;65,70486031;-12,21062166;28,49494337;34,53761397;52,03806745
253,976;55,92462752;2,098540675;30,56516801;36,68860296;46,28781017
254,571;49,81144138;12,65217407;27,21053289;31,05481252;47,92320035
255,165;28,36342394;19,36841954;29,3157478;23,99927597;39,61412366
255,760;34,52825064;17,2435212;28,09649038;25,02350148;38,40239825
256,354;36,35531181;18,79169166;38,94024618;15,02982173;28,67733243
256,949;44,18309099;19,05410635;40,30168434;19,69459467;32,26288131
257,543;43,84886196;17,23450661;35,88425677;15,57525678;27,00520262
258,138;33,14470549;14,2025006;30,37610665;31,26463788;34,53699102
258,732;35,54892004;20,01985353;35,43397998;33,76036202;31,10696121
259,327;36,52681193;11,06090541;33,80996352;39,40832905;37,30343981
259,921;26,23574091;9,013510844;32,69149499;42,2222229;39,10386755
260,515;31,69748584;5,455307594;30,90629337;47,57981645;47,63524405
261,110;37,85026392;11,22885597;29,46028901;43,26114918;54,6375536
261,704;31,63351587;-6,453144081;20,11481565;47,09284271;60,13867832
262,298;26,13527562;-5,513221244;19,38253848;42,66174628;64,05158569
262,893;25,3518402;0,023904556;22,1353159;43,90281413;71,8204494
263,487;13,74722762;-0,126458091;25,88318739;38,8479799;66,70054796
264,081;10,947876;-14,19644969;22,40512657;33,67458799;73,29633373
264,675;9,438288143;1,862555354;26,14247328;27,49073804;62,488667
265,269;20,21392319;-1,657458805;28,03938898;28,06751296;55,53892418
265,863;19,44633128;-0,385026362;27,35392536;22,76892499;50,97955898
266,457;13,6711446;-2,911039666;30,52021163;33,67425661;47,39805523
267,051;20,15374279;15,94963174;27,40654776;31,63779927;43,18181854
267,645;19,06378319;20,32007604;38,98108948;40,71044381;41,03559846
268,239;19,62154811;24,76667408;27,58422407;39,73838617;35,24974565
268,833;32,46151273;22,66020138;29,99030088;45,85280389;39,17203608
269,427;32,79303788;37,15847141;32,52602037;52,14680262;42,42057727
270,021;40,80901975;30,6660903;31,57996446;46,87202525;47,85855704
270,614;35,70888334;27,1235301;26,15926322;48,04061198;50,99187062
271,208;32,62425418;22,99803387;28,43467434;51,77626349;55,87018585
271,802;33,48681557;30,70066172;28,12710344;46,02714616;56,5879191
272,396;25,1973425;29,34738729;27,8051192;43,61334605;55,46534178
272,989;22,48349785;30,50664726;25,01201781;39,96896133;51,07923998
273,583;27,5280894;25,23653853;29,74468791;41,4977708;56,23678605
274,177;19,66653164;33,11019393;24,21731221;26,38692538;56,61045852
274,770;23,04534528;24,25679515;26,42559105;25,39312806;56,64509346
275,364;12,60279632;29,50288142;24,30958174;27,52076014;59,04245866
275,957;22,52747212;35,28112694;36,78436789;20,58866919;58,01177381
276,551;25,0310559;35,96960784;39,62916016;16,99616285;50,1340468
277,144;31,48568048;24,46174224;37,9447371;16,68676461;48,44301984
277,737;38,27395961;24,51612777;39,30516441;16,89863931;50,56591164
278,331;46,78958912;11,94140583;32,38512189;20,19105646;46,15871091
278,924;41,89834853;23,4518587;29,10108667;12,64909504;37,8884114
279,517;49,61909472;14,57731866;31,09432839;21,4998556;41,72614024
280,111;50,51851588;13,76959845;28,16901424;23,28540874;37,05156765
280,704;62,94416109;-9,805284902;26,09316359;23,47255854;39,98459114
281,297;50,21220015;-1,625817771;18,48341135;24,96155894;38,87216528
281,890;56,30401607;-4,992999171;18,74077718;26,26582338;40,49404591
282,483;44,12820028;-2,545544884;20,02450374;24,5589702;36,83842604
283,077;40,05248346;0,762419718;24,8739506;32,48681261;44,48505813
283,670;27,54960532;15,98262809;29,6103055;30,14677579;52,82384625
284,263;30,649786;2,802059382;30,55918988;41,18922944;62,39713211
284,856;25,89960053;7,048550575;35,02087812;40,00000171;59,3646847
285,449;30,50847372;8,58150647;30,49813555;39,60573462;56,98867544
286,042;19,70836026;22,65724202;30,94414257;42,87577432;47,99436883
286,634;31,98884498;10,7343645;27,7959994;52,7393762;45,70127907
287,227;18,25784001;19,30840543;23,98848897;44,92729436;47,23707675
287,820;28,99103357;20,43329222;20,37158647;49,28283892;48,59743183
288,413;29,62090762;20,71578259;19,59093872;39,95882088;37,65250968
289,006;41,43532757;21,45010235;13,83657636;38,87569247;39,10149847
289,599;29,61797717;26,27748851;12,91873468;36,63976978;36,84708881
290,191;36,4846571;30,54429875;6,853725459;39,72716564;33,49899141
290,784;28,88387792;37,56985395;11,16971785;31,96839054;30,66689135
291,377;30,32956822;37,42363602;14,18949351;29,82876785;37,02707274
291,969;17,42385108;43,69303752;20,24096315;19,99296134;33,39305091
292,562;29,40645514;42,13969653;20,93607117;33,42842838;34,74664022
293,154;20,74384319;44,08725128;22,4896738;26,04936024;31,78294613
293,747;26,13716812;37,53389883;21,81272065;28,31988398;40,32805675
294,339;21,42662804;34,97472546;29,96420719;22,02280682;29,88685118
294,932;38,75642909;30,21812947;37,80470064;25,47212233;28,26458903
295,524;35,69015205;20,34538678;41,31918111;22,76536356;28,74240746
296,116;38,38052859;11,57307331;42,65205132;27,38440369;34,45680102
296,709;28,00508885;17,08036856;42,76564235;21,74907567;27,62277835
297,301;31,88464674;11,66638835;40,37656996;22,32883554;30,70622725
297,893;30,58110747;11,62950181;34,14298084;13,99590851;31,47490125
298,486;33,46709577;4,457787451;31,60263005;20,56185357;28,18821531
299,078;30,0446595;8,502100814;28,32080371;19,22933753;23,87022104
299,670;32,68283668;1,512325354;24,82007672;24,85637011;25,10238187
300,262;31,71753647;9,169245064;18,48143417;12,05887398;16,3531123
300,854;33,18267434;20,1451121;19,9707228;10,36260323;21,18135718
301,446;35,28431304;23,36268011;9,380746768;-2,254861321;12,56255235
302,038;47,01696575;14,75938247;7,833636326;0,425055849;18,78018063
302,630;51,54003911;18,70078859;7,899647962;8,159683863;25,73390618
303,222;46,13019663;17,66835789;14,80083035;11,47476223;27,2668293
303,814;45,71966231;32,2666056;20,30682131;16,94454338;39,53720782
304,406;49,63855188;19,68335419;20,69757547;20,29958575;42,00028507
304,998;46,60406081;21,01765699;19,33690017;18,18524064;46,9447403
305,590;47,68182977;9,072165429;18,1857288;24,77606543;51,76708691
306,182;43,9444703;7,675216768;13,52980686;29,48430548;51,40123864
306,773;39,46574613;2,730656965;22,09064253;34,8560822;57,38430097
307,365;38,09948728;8,43712372;22,15355246;33,37676768;54,09972974
307,957;39,06638593;2,859028117;22,14129628;36,03500755;50,71858237
308,549;44,61232705;1,218430604;23,6006038;41,91223387;40,84754746
309,140;49,35503047;-12,48213258;21,27753197;39,45129493;36,17385373
309,732;46,83728603;-3,148643374;16,56557041;33,35432558;32,2586592
310,323;56,71374515;0,292468651;13,68052908;33,54002181;28,89720164
310,915;45,14553691;14,55519375;12,33838002;34,05769765;27,52499058
311,506;51,78638118;6,27450943;10,87278;34,20913276;30,04222074
312,098;52,87492569;15,41485653;9,588307936;35,07487506;31,27460024
312,689;53,38808998;13,60371747;12,95164925;31,08398975;36,93346238
313,281;48,82154861;19,34945816;12,99073161;25,39479386;36,4400744
313,872;44,73855542;13,92120855;14,12658223;25,87807734;41,10236468
314,463;40,02648006;19,82938017;9,717925525;19,54803747;34,05774437
315,055;40,58521422;19,5505164;17,05639744;23,61836683;34,4792441
315,646;29,81941136;14,72343771;19,34865721;24,61777982;39,09830964
316,237;42,97057372;-3,032987049;19,8292728;27,17015281;41,78051579
316,828;43,72767262;-0,557537678;25,64391517;25,93099337;40,65138746
317,420;42,69494502;-6,604006088;26,73946832;24,20529773;35,57324409
318,011;38,40160132;-17,11243325;23,85832931;29,38669607;34,10696436
318,602;42,82763386;-15,65899417;22,80617824;25,63110448;35,22339578
319,193;55,02785763;-1,267983633;22,40987321;18,18017747;34,35824905
319,784;52,25014282;-11,40130687;32,17735661;16,31153548;41,60583983
320,375;56,01326914;-18,13740542;29,33884259;14,34304564;44,93739382
320,966;60,72898162;-17,24338198;29,33333168;16,71322787;45,75500386
321,557;55,85015578;5,08519838;32,11107774;18,24314009;45,4584635
322,148;43,97302519;0,766825642;31,04938239;11,8858426;46,683389
322,738;42,47810311;8,48291952;28,81355832;7,661720963;50,09325483
323,329;46,66827718;6,134603675;35,50122327;8,705919297;53,75686445
323,920;44,93349419;9,973959328;40,40974452;17,34187314;56,41025725
324,511;46,3706854;7,784432005;41,89723451;19,19258713;58,34406191
325,102;48,84554887;27,61232923;33,39350237;19,74354868;55,29672879
325,692;52,24303356;21,92393528;32,078204;25,9024061;54,3809857
326,283;48,37300832;34,13912419;38,32316184;28,22828309;50,6440789
326,874;49,7232241;28,65026435;41,90589515;27,54782377;53,97265005
327,464;54,46322278;43,02845483;41,72574827;26,97578302;49,59187066
328,055;79,37424328;23,15261648;51,22657564;36,15611275;48,03335172
328,645;84,83399238;33,8881642;45,81824778;35,14705839;43,42600911
329,236;83,85404566;25,63886974;38,65988575;33,88898772;37,06371874
329,826;73,48338488;19,37740479;34,75598779;33,46442562;41,79754649
330,417;77,25448712;10,45840539;43,75348187;40,5641864;36,83954608
331,007;69,00240049;15,4398562;44,08260377;35,65364881;32,9017772
331,597;69,25829828;3,893717104;39,19848777;22,49415121;30,79056837
332,188;70,86213976;2,514065074;31,88219973;20,81698076;35,68274223
332,778;74,37898044;-9,898803174;27,53044646;29,26642104;43,09199916
333,368;63,20446382;5,92723045;21,74432638;19,49032666;45,50445968
333,958;59,53781617;0,27640701;26,86781518;18,37894485;46,72603985
334,548;60,80108067;4,391175564;31,37849861;14,62649176;51,64117678
335,139;56,40168882;9,137055342;31,65478862;22,67010088;51,73512006
335,729;53,30450747;17,98354545;26,12023347;20,56531818;53,49139236
336,319;51,155179;16,38225491;31,67557916;19,78922625;51,26582103
336,909;53,59628713;23,72172482;35,33287092;26,44427418;51,92216354
337,499;54,79786776;18,29112717;36,97159768;23,97698067;43,16703044
338,089;47,91578831;21,4740172;36,40127311;24,18019028;35,68597565
338,679;47,24665324;8,626314172;34,91893339;31,45214739;34,32058337
339,269;42,13791876;21,4486414;33,05850503;28,63382001;27,96151776
339,858;36,47180693;16,0555018;28,84552682;33,7833151;26,4550279
340,448;35,74443494;19,38180086;26,3427994;23,1926665;21,97921324
341,038;34,28681916;14,54454828;31,37424572;22,2004574;24,21131963
341,628;39,70318873;22,4115318;29,34713378;21,88665696;22,68855641
342,218;35,85924317;17,88783072;22,88784019;18,91522956;22,96545586
342,807;34,67929015;27,21649595;28,84183398;16,04190617;25,75075046
343,397;38,32947609;26,45477646;36,79364972;16,77429799;30,96874801
343,986;40,99238438;29,81942247;38,86078227;17,05198033;28,82624826
344,576;48,50728579;16,55664566;37,52748881;24,55282248;35,95971531
345,166;52,39983245;22,26845093;41,4150503;22,08547418;39,8346384
345,755;55,0559652;19,43267575;45,86573574;25,80037861;47,45115779
346,345;55,01624298;15,46511588;47,83212323;25,52929948;50,15698563
346,934;57,196745;7,929334193;45,85714326;24,99337683;54,16604699
347,523;60,09463759;18,25307924;45,96192034;26,97619294;55,58278589
348,113;51,38371982;9,087012044;45,64028359;34,95172005;51,08910596
348,702;47,82974314;15,34063907;45,99094845;32,72240167;47,43536176
349,292;48,53877527;20,35763496;44,62604992;37,60600778;49,1017104
349,881;42,51397608;27,13068287;44,18604777;34,7945634;46,66987032
350,470;38,64326694;26,59321471;43,9879056;33,92799661;42,47731079
351,059;41,34210998;19,91393868;44,43709891;27,29668141;31,96110053
351,648;39,88095215;24,48930945;38,66441164;33,23363796;31,86899723
352,238;31,74233559;13,86188119;38,21207912;38,78141285;34,48893136
352,827;26,61795411;4,279333159;39,28998317;41,3126037;36,14046908
353,416;25,1287792;5,668713516;24,56609008;37,08597546;41,81276989
354,005;30,58848409;-7,841259652;16,90085155;40,50295478;43,20388616
354,594;18,99641545;-5,236093592;23,56652593;33,36113346;38,06310118
355,183;27,45726558;-9,090904862;25,14749381;30,09615314;38,28253376
355,772;21,6374257;-4,063153532;25,79558317;26,41509486;33,92479432
356,361;22,85815349;-10,19743852;30,61064603;21,82189085;35,09503574
356,949;25,60953788;-14,25476562;30,21636761;7,810081398;27,68166196
357,538;32,17609178;-10,09211785;32,07411776;9,636247675;28,52413271
358,127;37,49773969;-3,902828648;36,34204498;4,03321457;28,14172483
358,716;38,15434425;3,049631046;47,13443117;5,661640798;28,36648916
359,304;39,31525533;13,27240275;48,33005764;2,789094031;22,54290305
359,893;43,69142042;12,50244213;43,50042288;5,685417705;25,84664283
360,482;40,21032424;16,83436687;44,38169775;9,44845025;26,80503663
361,070;46,29058388;10,30950651;45,04516961;15,24440968;31,7792753
361,659;36,60789177;34,91916999;36,8892406;20,57784801;34,70162081
362,247;34,01273758;38,28058041;36,85519811;30,4401933;41,33127283
362,836;31,46445472;47,24770315;35,14947452;26,64298379;35,30688137
363,424;25,70272103;39,61503707;34,90765037;31,43398426;39,66021412
364,013;33,47164607;32,97409086;34,63133872;28,06572019;37,01334752
364,601;34,11764573;29,92062015;35,22815001;26,46886058;42,9109686
365,190;35,37763891;20,36744557;35,51482351;23,80525852;40,55613134
365,778;48,53361834;13,05414207;33,22692034;21,76615103;34,73079044
366,366;50,18740679;12,27185828;28,06660631;16,85423958;28,21128413
366,955;52,73113034;0,783200423;28,89820525;20,81317757;33,46060534
367,543;52,46621121;1,867703899;26,81342462;17,33283004;31,96622646
368,131;50,19356827;-2,610771658;32,04853759;14,68727258;32,69254368
368,719;47,22838382;6,837247158;28,73576484;9,018759744;25,62460874
369,307;46,25698194;1,424387297;23,2350777;11,5363702;22,31492251
369,895;43,74553297;3,543838031;19,88877558;10,67066814;19,29199611
370,483;40,87327691;6,191195285;19,58753108;13,58570343;22,44182654
371,071;29,54898938;10,54316594;19,25888153;15,28291681;21,25652477
371,659;24,78529951;12,20585448;22,39156061;15,58125067;23,04135824
372,247;22,29183803;12,65171899;26,34516117;12,60644795;17,63312783
372,835;20,1871847;12,17760677;24,99846609;13,31927951;15,77313223
373,423;18,98291981;16,13737925;20,21170459;13,73864791;14,97348564
374,011;21,27129766;11,81186936;20,40786719;15,77850089;14,78141159
374,599;19,66798177;13,91499147;19,57341133;16,91601177;16,04609515
375,186;18,094577;11,69876465;19,29895811;16,96762746;16,46332544
375,774;18,14120387;12,64104317;18,57365867;15,83437079;16,86467746
376,362;18,74364385;11,77610449;18,31779644;14,32840853;16,45886595
376,950;18,95373877;10,70442616;16,01200595;13,91557285;16,4147672
377,537;19,52321625;10,01018093;13,42787683;13,30610981;15,58797923
378,125;18,38694576;9,747449918;12,88784801;13,01598676;14,96847461
378,712;18,10018089;7,997972686;13,62834908;13,06952424;14,07807714
379,300;16,57835602;8,88606846;13,41187515;12,42945611;13,67556148
379,887;16,73119489;9,025483181;14,18661358;11,45254186;12,57679796
380,475;16,36902404;8,771667434;14,60812194;10,87215231;11,34962169
381,062;15,59330509;9,021932808;14,27037118;10,91136516;10,52657009
381,650;15,14356979;8,793982662;14,47869631;11,13883936;10,977736
382,237;15,22720906;8,446278471;14,89600105;10,69656074;10,84677757
382,824;14,54084549;9,354559206;15,009977;10,9600271;10,70891539
383,411;15,17900697;9,72644752;15,28825037;10,97506828;10,91211814
383,999;14,61195297;11,10545536;15,2386719;10,83100018;11,24139314
384,586;14,40689636;10,48072539;15,51602386;11,07874838;11,64874121
385,173;13,92133306;9,950521717;15,09613039;10,64020757;11,37262638
385,760;14,06040229;10,1090853;14,29041085;10,74240491;11,7690562
386,347;14,09288543;10,43804983;14,60759096;10,68469233;11,866079
386,934;13,97831326;10,893187;14,7656245;10,90182668;11,64613978
387,521;13,80908231;11,35975677;14,41451286;11,19778656;11,58196767
388,108;14,26697956;10,95987946;14,14148669;11,66146777;11,52013946
388,695;14,12510921;11,07507879;14,05045186;11,62413517;11,51051429
389,282;14,00488329;10,64074188;13,59321882;11,89204625;11,53900943
389,869;14,12686546;10,98767194;13,21184337;11,66617408;11,39943485
390,456;14,59265009;11,29062286;13,34510789;11,98519646;11,83690157
391,043;14,31983731;11,61498902;13,56973163;12,12225784;11,74140903
391,630;14,5399072;11,28361756;13,36939035;12,2850656;11,74809228
392,216;14,6554425;11,22683588;13,36851474;12,34962832;11,80053115
392,803;14,62826875;11,11712742;13,88438073;12,88909233;11,99894679
393,390;14,21559261;11,26622721;14,62140745;12,94843651;12,27086892
393,976;14,54248723;10,84302185;14,59218788;13,40159263;12,23962259
394,563;14,69674486;11,01006302;15,06999313;13,51938878;12,20829049
395,149;15,03474292;11,05105067;14,81242054;13,78854224;12,16396905
395,736;14,53571985;11,07701721;14,8969701;13,66766387;12,10862806
396,322;14,82066714;10,9582171;14,87272707;13,9780056;12,27548411
396,909;14,89639604;10,95841745;14,90380284;13,81248304;12,21626578
397,495;15,11312873;10,65330881;14,7643662;13,98028049;12,39861053
398,082;15,18643463;11,05988043;14,54754866;13,91113229;12,33928537
398,668;15,54709682;11,21716908;14,35887704;13,79989211;12,29085835
399,254;15,29167282;11,54706109;14,4564659;13,65292437;12,30237034
399,841;15,47196664;11,4297353;14,51734514;13,54138716;12,46853796
400,427;15,3641841;11,57714544;14,76190288;13,747286;12,68680925
401,013;15,50384268;11,59605125;14,67185973;13,92970145;12,61705935
401,599;15,62522711;11,93440325;14,7191143;13,68461671;12,53722502
402,185;15,57726205;11,99157914;14,76172151;13,85113243;12,65260737
402,771;15,41336305;12,45085507;14,87257789;13,74543085;12,51766551
403,357;15,37685443;12,49420347;14,85067774;13,77394812;12,63808673
403,943;15,26423272;12,73303641;14,83322863;13,8395463;12,73735983
404,529;15,45835806;12,65885247;14,90377044;13,84345254;12,67172453
405,115;15,57272028;12,84495576;14,8498907;13,92693985;12,64188598
