Filename-->;PETALO_ENVEZ_1.RFL8;PETALO_ENVEZ_2.RFL8;PETALO_ENVEZ_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
285,449;22,14060927;-1,082506294;-15,35312079
286,042;30,95562299;2,571911597;-9,372093421
286,634;32,16067942;3,75146531;-1,668598272
287,227;34,39531913;-5,483545695;4,238963423
287,820;40,86093981;3,762964884;-1,304050164
288,413;37,65708305;15,23233721;3,20060534
289,006;37,30731853;17,2478363;7,48013139
289,599;44,18052273;13,17891366;8,697825083
290,191;36,18024108;21,07355593;3,982993694
290,784;43,32882881;27,62827299;15,46017472
291,377;42,33720129;26,23585455;14,17022339
291,969;39,48445405;19,20940657;20,40302353
292,562;39,2197545;14,87625769;16,41687678
293,154;37,35534278;13,01864146;27,22288316
293,747;30,76470671;12,48918452;25,15635859
294,339;30,86315735;4,555744115;24,42230323
294,932;30,76308481;25,55855643;23,85776438
295,524;43,60603913;13,59773319;35,55806995
296,116;34,77373685;17,64195984;28,86359581
296,709;33,33333309;20,59457259;27,72602718
297,301;32,24523444;31,63243729;24,70770323
297,893;38,76227678;32,65024254;29,69642922
298,486;31,90677137;28,6492638;18,78526369
299,078;46,65697768;24,26768995;22,24991824
299,670;46,12774593;27,10721482;19,27265988
300,262;39,50964554;17,87201068;23,19644778
300,854;36,51674605;24,07582926;22,29187017
301,446;41,43375357;20,93735276;25,86359636
302,038;45,14245719;20,81231079;23,60515044
302,630;46,22059701;10,76479844;29,68380323
303,222;54,95983925;21,14980065;25,04788128
303,814;56,10715915;20,37255416;26,75638654
304,406;56,12170251;7,915360895;25,30621159
304,998;55,3432422;12,99387813;31,19591811
305,590;66,7812781;10,13443642;29,6216683
306,182;62,38361251;-5,26643889;28,6631023
306,773;53,16746145;-15,8075624;36,1463018
307,365;50,76036621;-14,53017875;38,00738197
307,957;53,00096861;-11,34142926;40,93825368
308,549;43,94394251;-22,48010384;49,89796043
309,140;47,08340415;-18,71592929;50,96636996
309,732;42,45846146;0;55,00725517
310,323;40,75297295;-18,31634332;41,39722904
310,915;41,78853625;-19,14038467;37,70193881
311,506;38,62106649;-3,98174068;36,5441885
312,098;45,06661511;-8,673471756;33,16154691
312,689;30,84415599;-4,796954989;29,23140722
313,281;29,80832834;-10,08447797;17,9961286
313,872;35,45454731;-10,04660637;15,88895505
314,463;34,41716301;1,465200766;19,91822438
315,055;32,33043112;1,885200802;17,70262607
315,646;40,42030685;-1,522218694;22,99645141
316,237;27,61027309;-4,269080739;21,44398674
316,828;20,06501117;-10,45751327;19,46322953
317,420;18,10165848;-3,690139142;14,04844482
318,011;36,24868416;-25,81365659;22,72194868
318,602;36,64580083;-17,64705882;30,68614974
319,193;39,69809238;-8,328055208;35,22626234
319,784;42,87649362;-12,19362666;28,35502165
320,375;47,97819092;-21,12543493;29,97563221
320,966;42,7744383;-4,331172325;27,34261356
321,557;44,52198211;2,858793826;30,12904525
322,148;53,92260455;3,725700693;31,03008247
322,738;55,34142333;4,826035348;34,93810282
323,329;49,64984664;22,99762145;33,52445038
323,920;56,47059104;9,157411014;30,72646989
324,511;43,0747554;7,271851624;27,86720504
325,102;37,86998629;6,173498805;32,60127959
325,692;30,75221297;14,00953507;36,09351356
326,283;38,63332996;4,174954674;41,57276162
326,874;33,89778118;6,822427533;42,01988127
327,464;29,83502696;11,66926676;44,84406498
328,055;42,9108294;10,54441104;48,29080503
328,645;38,62647808;5,361113293;47,53159929
329,236;27,12519444;21,84189348;43,94365999
329,826;33,2014812;15,20692822;40,49193767
330,417;29,17617083;16,61189265;37,97518886
331,007;24,1059618;6,264706078;29,51085904
331,597;14,45834266;3,240134259;33,59374872
332,188;22,54746736;1,028752466;33,33333463
332,778;21,05365075;-11,10497335;29,16367511
333,368;15,37210156;-24,04405118;21,46849045
333,958;16,68165544;-16,83372359;18,54304548
334,548;26,69735296;-32,21306507;13,73531177
335,139;19,38117843;-23,89490004;17,71646306
335,729;23,89340552;-29,733963;14,73894109
336,319;26,87254935;-11,74377247;15,9533069
336,909;25,22923618;-2,835307665;11,10065837
337,499;28,3478269;-3,300766778;8,593441476
338,089;24,75022642;4,147569143;2,326100992
338,679;20,40686473;7,231080107;6,096579695
339,269;20,69927511;3,846155077;6,339556956
339,858;19,19268915;15,74073937;5,93994866
340,448;25,71372309;17,33038325;5,468066365
341,038;27,05595212;21,98855902;3,184265295
341,628;27,34920102;21,05170357;7,619047269
342,218;28,54884233;22,23065194;8,141961852
342,807;27,36757626;22,0652497;5,929139204
343,397;27,27272694;28,24892102;9,541566505
343,986;28,8418219;31,31038497;5,147246499
344,576;30,42097101;27,86762584;7,102406688
345,166;18,88205521;22,88344612;5,830015868
345,755;26,3143335;22,536233;0,434285627
346,345;20,66898103;23,10693372;7,72306428
346,934;14,67544549;26,14345933;6,74808501
347,523;25,4421784;24,35922598;3,177388031
348,113;21,59651706;28,6260983;8,730691941
348,702;32,90304072;26,48709257;10,08269707
349,292;42,67208816;28,82246181;5,248990712
349,881;37,54755042;31,57794564;10,02924493
350,470;45,05111403;34,13461537;12,26639516
351,059;38,97797745;27,2103793;10,25536287
351,648;33,34055186;20,582688;8,667366618
352,238;36,28616699;14,08551355;11,4373433
352,827;36,39739853;12,81562737;15,66071832
353,416;34,23390199;5,340559822;23,97215499
354,005;34,28331793;-5,636679704;19,38410158
354,594;29,06698658;-17,16738516;29,15580437
355,183;29,25554185;-17,87160157;12,40820966
355,772;26,46204813;-16,82164237;9,037364437
356,361;27,21424132;-2,699722817;11,33051232
356,949;30,82614058;6,458177888;11,6815602
357,538;25,04306366;5,24761482;5,131286032
358,127;14,3235377;0,950526253;5,865773955
358,716;-4,535222827;-3,461200316;-2,936213295
359,304;-4,905945802;1,440500641;2,1548285
359,893;-15,88917052;8,326629609;-9,607201065
360,482;-10,19687159;1,927288133;1,101694909
361,070;-19,1597047;10,67404699;2,281435284
361,659;-22,79285528;7,582203304;2,613798283
362,247;-15,3166396;5,924125381;0,2327247
362,836;-8,439336762;8,864044959;6,772606242
363,424;-3,822526106;15,13794447;5,179281915
364,013;17,22326341;7,996924285;7,147950103
364,601;18,61447037;12,69549104;12,9807695
365,190;24,0021974;2,56361947;19,98902786
365,778;21,31876445;10,91614625;13,54060527
366,366;29,3499914;2,643172075;18,90040469
366,955;31,53118386;4,13236754;14,81122971
367,543;21,5172177;-4,235726506;13,28369217
368,131;21,05178501;-2,192034618;8,719008679
368,719;21,87595088;-3,701036968;2,351928363
369,307;16,21968671;10,67374116;4,157754418
369,895;14,45633165;5,774748879;0,840534656
370,483;11,17038986;11,86510075;-3,38795353
371,071;12,10092607;8,34277132;1,416430587
371,659;9,176702754;7,814490731;-0,226839595
372,247;7,23050692;4,349119042;2,686417308
372,835;6,18465081;7,440077423;4,157502817
373,423;3,083101492;4,811751475;3,798624552
374,011;1,252035945;4,306770063;3,928003865
374,599;1,696012563;1,753312146;3,641165347
375,186;1,471839081;3,669521977;1,904042187
375,774;2,08945791;2,258885737;3,068621434
376,362;1,357552791;2,622635042;0,739915266
376,950;1,196834273;2,346661115;1,210076371
377,537;0,968767265;2,080485146;0,828316645
378,125;2,686025492;1,489326541;-0,045562701
378,712;3,284773138;1,861192141;0,357631879
379,300;3,72668794;1,256369712;0,948285045
379,887;3,255769991;1,633427628;0,732112684
380,475;3,342212999;0,37333864;1,071344122
381,062;2,827782167;0,671837148;1,155720647
381,650;2,422978428;0,694202667;1,576862514
382,237;2,284696133;1,063510057;1,470050596
382,824;2,665542774;1,575874649;1,516479772
383,411;2,195661104;1,496127037;1,373673171
383,999;2,233547395;1,441330468;1,49657008
384,586;2,008350945;1,481618947;1,446516273
385,173;2,005661984;1,336803304;1,523155652
385,760;2,124346646;1,89667758;1,492919349
386,347;2,426623303;1,619467354;1,649614214
386,934;2,787096762;1,772626964;2,175745045
387,521;2,9228655;1,746488714;2,214979428
388,108;2,624975735;1,565502532;2,1056999
388,695;2,667561607;1,711376736;2,708190789
389,282;2,721789824;1,834453496;2,724715957
389,869;3,090513117;2,14836759;2,86878741
390,456;3,184988021;1,879660143;2,844166297
391,043;3,052340301;1,782763587;2,954407673
391,630;3,095182404;2,133364668;2,861014808
392,216;3,305395602;2,140976475;2,661723294
392,803;3,384855525;2,088884376;2,599184881
393,390;3,431168704;2,303414949;2,54085676
393,976;3,250123392;2,572080496;1,94281053
394,563;3,196678822;2,465238701;1,961275337
395,149;3,017648344;2,613555866;1,628995603
395,736;2,919518782;2,72419825;1,527112928
396,322;3,068695684;3,133287228;1,789710507
396,909;3,015331281;2,841662731;1,676345434
397,495;3,010522791;2,510440758;1,755580261
398,082;2,955945244;2,360100748;2,04955265
398,668;3,05319292;2,405172595;2,323855342
399,254;3,124309517;2,289520624;2,763523513
399,841;3,00473381;2,316925247;2,967732661
400,427;2,777113439;2,140759925;3,110067212
401,013;2,957503192;2,256315271;3,216719252
401,599;2,993796443;1,813894015;3,339092394
402,185;3,086182533;1,898378967;3,506151835
402,771;3,102717687;2,092313635;3,701912341
403,357;3,286304521;2,173304525;3,630017758
403,943;3,475615943;2,169595934;3,641695126
404,529;3,457036658;2,262481361;3,482649721
405,115;3,771076954;2,224563728;3,508805969
405,701;4,029006379;2,222721175;3,590876836
406,287;4,020877632;2,272102054;3,952395668
406,873;4,131956619;2,560508871;3,949748761
407,459;4,230025176;2,738180333;4,206097806
408,044;4,185107765;2,976131897;4,167868747
408,630;4,221044199;3,120373414;4,540322266
409,216;4,176599437;3,217570995;4,803969565
409,802;4,364913483;3,267000883;5,166212682
410,387;4,484822706;3,552283508;5,246214953
410,973;4,707564451;3,634975944;5,700493371
411,558;4,748540008;3,919033971;5,759178916
412,144;4,893104935;3,94677068;6,046343188
412,729;5,09842452;4,176740122;6,18125051
413,315;5,513676416;4,245234136;6,360921098
413,900;5,740672642;4,488346223;6,609449474
414,485;5,899317486;4,717077754;6,793157863
415,071;6,054833068;4,964500469;7,146483041
415,656;6,298595655;5,144544203;7,651551726
416,241;6,441491471;5,620301324;7,80176498
416,827;6,727699142;5,708793354;8,117561976
417,412;6,916612521;6,119021872;8,441973419
417,997;7,101741841;6,295441251;8,877584276
418,582;7,137919318;6,751343592;9,312917307
419,167;7,335440343;7,04727702;9,534445847
419,752;7,615417932;7,191856598;9,987014279
420,337;7,962576686;7,299797714;10,43297606
420,922;8,004001136;7,545884125;10,57304833
421,507;8,366797353;7,640051981;11,11773082
422,092;8,665270984;7,916826751;11,51717667
422,677;8,809560387;8,103793683;11,88863775
423,261;8,849572554;8,488747803;12,17630746
423,846;9,245229532;8,590286948;12,64398371
424,431;9,454505544;8,878764845;12,97655025
425,016;9,790274334;9,424424578;13,10704957
425,600;9,925529531;9,948601176;13,26929479
426,185;10,17057333;10,18774064;13,59320776
426,770;10,23879967;10,77338341;13,76165671
427,354;10,47039239;10,95415912;14,04740329
427,939;10,82575628;11,221554;14,20928831
428,523;11,19260929;11,38776539;14,58185633
429,108;11,04282005;11,654966;14,83369685
429,692;11,24814606;12,01130193;15,2002162
430,276;11,3782507;12,10282343;15,65863714
430,861;11,41281614;12,27100445;15,86711075
431,445;11,46873522;12,66033416;16,20548004
432,029;11,61695552;12,79575678;16,26889573
432,613;11,80607093;13,30026231;16,47866516
433,198;11,89136285;13,68118994;16,7546306
433,782;12,10899226;13,8854759;17,01133258
434,366;12,54296881;14,17993918;17,24940826
434,950;12,67644086;14,52031872;17,48486169
435,534;12,81796737;14,73847087;17,61204578
436,118;12,94589971;15,04717555;17,85918587
436,702;13,17547281;15,2784568;18,03080672
437,286;13,30777152;15,43023555;18,4231022
437,870;13,30939129;15,48881394;18,59330798
438,454;13,35784029;15,69718004;18,86023314
439,038;13,39628944;15,8755634;19,02743048
439,621;13,31659079;16,0958273;19,08011012
440,205;13,26663782;15,96102086;19,23781335
440,789;13,32500744;15,99242942;19,34079296
441,372;13,53221979;16,05543687;19,5700834
441,956;13,60554389;16,21967837;19,65923034
442,540;13,61793998;16,24034552;19,6543432
443,123;13,69238616;16,45068056;19,81264774
443,707;13,73223598;16,53846113;19,78007306
444,290;13,83904042;16,70287171;19,8597912
444,874;13,98325125;16,71814866;20,03486072
445,457;14,13852676;16,95871061;20,0906121
446,040;14,17818096;17,22049391;20,25123487
446,624;14,22773513;17,32412763;20,26237996
447,207;14,23541325;17,32233624;20,38310316
447,790;14,29368077;17,53341438;20,55818486
448,374;14,35766025;17,49767049;20,62424422
448,957;14,35194054;17,58558721;20,82455421
449,540;14,27297176;17,63546736;20,9022213
450,123;14,27949895;17,79892213;20,91917269
450,706;14,30726797;17,88267832;20,99580615
451,289;14,34299015;17,97070036;21,06546185
451,872;14,3541424;17,94662092;21,18666684
452,455;14,36608971;18,02931096;21,20429783
453,038;14,34842007;18,01653717;21,23335359
453,621;14,38875156;18,15225936;21,27733785
454,204;14,53120743;18,16460682;21,181328
454,787;14,58481154;18,14536361;21,18028863
455,369;14,55716622;18,09702551;21,20892471
455,952;14,62931382;18,14334044;21,22903214
456,535;14,59041325;18,07142427;21,22835926
457,117;14,62625253;18,19226724;21,13829552
457,700;14,73664883;18,30538597;21,17300763
458,283;14,84883017;18,28123437;21,21862822
458,865;14,7812277;18,23151817;21,28713728
459,448;14,74762637;18,25394931;21,38113399
460,030;14,87861138;18,36506647;21,36756269
460,613;14,92615044;18,39027291;21,43439171
461,195;14,90600961;18,37713023;21,51884739
461,777;15,02589306;18,46341966;21,56963039
462,360;15,10571115;18,46881843;21,57938611
462,942;15,10668596;18,47695746;21,56800949
463,524;15,19733421;18,58917861;21,61078948
464,107;15,24504069;18,67083266;21,54544256
464,689;15,34778728;18,71196874;21,52659222
465,271;15,28154452;18,71167161;21,56796819
465,853;15,34330244;18,76593077;21,64611774
466,435;15,42729789;18,84419081;21,65076155
467,017;15,40981507;18,80951328;21,70740363
467,599;15,40522191;18,86609152;21,70801833
468,181;15,44364004;18,81179855;21,83846912
468,763;15,43315676;18,8397801;21,775866
469,345;15,49098286;18,86356863;21,85582782
469,927;15,5402522;18,94133799;21,86883113
470,508;15,62009455;19,04128083;21,88635512
471,090;15,67886406;19,09140979;21,84832379
471,672;15,72005677;19,07390257;21,8809422
472,254;15,78617523;19,15357352;21,89753187
472,835;15,85837805;19,14358761;22,00429211
473,417;15,81187693;19,20973195;21,89068836
473,998;15,82314595;19,20518187;21,87478244
474,580;15,87573467;19,14745342;21,85039037
475,161;15,86843844;19,02628387;21,86776896
475,743;15,92133445;18,97226675;21,89591556
476,324;15,98605033;18,93219497;21,88820112
476,906;15,95414947;18,89131186;21,87530133
477,487;15,9840781;18,79894963;21,84267653
478,068;15,96697182;18,89213804;21,76534817
478,650;16,03252901;18,8089425;21,80713261
479,231;16,0423088;18,83531961;21,79981562
479,812;16,05427664;18,85779936;21,8094537
480,393;16,0426196;18,83253957;21,80474724
480,974;16,02888437;18,83617537;21,78502698
481,555;15,92117499;18,78518603;21,75511765
482,136;15,90122554;18,70521813;21,68288454
482,717;15,89102866;18,7246142;21,70011167
483,298;15,85632419;18,55246063;21,69405064
483,879;15,88251323;18,6178927;21,63261293
484,460;15,90358402;18,51118118;21,67226481
485,041;15,89050579;18,55515178;21,5958784
485,622;15,94557193;18,55270939;21,58321627
486,203;15,93184931;18,47266477;21,5061563
486,783;16,00384832;18,45660331;21,48209495
487,364;16,09000123;18,51982401;21,44163117
487,945;16,07819228;18,4617373;21,33250163
488,525;16,09439384;18,39763137;21,30644074
489,106;16,08451584;18,26953689;21,38011815
489,686;16,13251415;18,28001405;21,33464738
490,267;16,13263922;18,13956906;21,31662365
490,847;16,12869632;18,14820571;21,18258588
491,428;16,19518014;17,98440551;21,17448164
492,008;16,22125006;17,98967528;21,0733642
492,589;16,259922;17,96548933;21,08082857
493,169;16,280054;18,04273959;21,05043193
493,749;16,36513979;18,02567713;21,05940647
494,329;16,41888992;18,03998749;20,90704179
494,910;16,39385842;17,93922993;20,91947122
495,490;16,55415653;17,95981182;20,91808184
496,070;16,59076456;17,91832449;20,99082708
496,650;16,59254563;18,02658023;20,90971765
497,230;16,69138756;17,95198896;20,96955117
497,810;16,66849683;17,87978808;20,97071262
498,390;16,77644769;17,72754824;21,01027881
498,970;16,71352142;17,74446004;20,91173834
499,550;16,78194411;17,75770133;20,97798452
500,130;16,871881;17,81585632;20,86620948
500,709;16,84284782;17,7338615;20,85993868
501,289;16,92761055;17,651816;20,84993998
501,869;16,94136919;17,62554086;20,88055557
502,449;16,93612812;17,55936011;20,8251035
503,028;17,00030298;17,51905031;20,81588426
503,608;17,04525299;17,52454161;20,63551654
504,188;17,14646978;17,44240727;20,58609339
504,767;17,2230817;17,39533969;20,47064418
505,347;17,24495675;17,30395019;20,39204164
505,926;17,25172129;17,323061;20,29692606
506,505;17,34162815;17,33486108;20,29974396
507,085;17,52762337;17,30728848;20,2241471
507,664;17,5809132;17,21068395;20,19162281
508,243;17,67555824;17,17528895;20,0075352
508,823;17,80290039;17,06812857;19,98590786
509,402;17,84402947;17,16432211;19,93704772
509,981;17,82401981;17,06526443;19,98711007
510,560;17,8935366;17,06089134;19,92784531
511,139;17,95767721;17,02825127;19,88431083
511,719;17,90917306;16,96086535;19,65511041
512,298;17,80995119;16,82356337;19,62994962
512,877;17,83499249;16,91493338;19,55596409
513,456;17,90810296;16,77693105;19,60549723
514,034;17,82368956;16,79412382;19,53281061
514,613;17,92387039;16,61919109;19,51530228
515,192;17,85547853;16,59993174;19,36406081
515,771;17,86856733;16,47438565;19,36773099
516,350;17,93350377;16,40719484;19,23176427
516,928;18,01432809;16,30926371;19,22921321
517,507;18,10203716;16,38421106;19,11825879
518,086;18,14330237;16,26115736;19,08359056
518,664;18,19410453;16,39754605;18,99189563
519,243;18,25321545;16,36195253;19,01951239
519,821;18,23251619;16,31162773;18,95735086
520,400;18,36028874;16,15907503;18,89163958
520,978;18,36624913;16,17485271;18,84157445
521,557;18,38730058;16,01931596;18,86646217
522,135;18,30566194;15,96302029;18,74542729
522,714;18,29111357;15,84237611;18,7255232
523,292;18,28929471;15,81649491;18,64239792
523,870;18,1495116;15,69025762;18,58464212
524,448;18,15350074;15,60850063;18,47021185
525,026;18,19331917;15,59029099;18,38919265
525,605;18,22340746;15,5835278;18,42561851
526,183;18,25537061;15,49822034;18,30411146
526,761;18,21175188;15,60499236;18,19499344
527,339;18,23892589;15,5499153;18,19065024
527,917;18,25817617;15,57115925;18,08796488
528,495;18,32416552;15,48955749;17,9604361
529,073;18,37903249;15,4769895;17,82519295
529,650;18,43799491;15,44995858;17,83201511
530,228;18,37533085;15,41730554;17,78524402
530,806;18,29468318;15,34489891;17,65498181
