Filename-->;PETALO_1.RFL8;PETALO_2.RFL8;PETALO_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
283,077;5,923111134;26,59057342;39,1692527
283,670;13,54239263;16,64551534;31,70122908
284,263;13,25703318;12,71068854;26,68582349
284,856;17,45108505;4,791499543;23,62189342
285,449;15,39113375;2,38139209;26,08346753
286,042;17,05629706;1,679731253;23,67417018
286,634;19,07607515;5,685079036;21,86518942
287,227;17,28590806;10,57491297;20,63341419
287,820;22,5105349;11,15005862;18,15492708
288,413;27,20651204;14,90368372;10,08650848
289,006;23,04633205;26,36240785;22,64949012
289,599;18,53473962;32,41478049;22,20417974
290,191;19,88314803;35,23184702;26,13837916
290,784;20,27236662;35,33051557;30,06820743
291,377;16,46224609;36,9533318;25,24057759
291,969;16,25683071;28,95699787;31,48494313
292,562;13,1967395;23,90721011;25,94897277
293,154;-4,958476153;12,76521136;10,20128072
293,747;-4,343248555;12,92846462;18,55382376
294,339;-3,860668212;-1,575757862;0,604887286
294,932;-5,870513601;-11,95244149;-6,548577672
295,524;-15,35300926;-16,75532018;-20,15361083
296,116;-16,26526865;-14,88600729;-34,34977569
296,709;-6,529580625;-13,80518536;-24,05814245
297,301;-15,37361468;-3,968978158;-20,98937832
297,893;-25,76979395;-10,99463684;-29,55709546
298,486;-14,69179155;5,907625678;1,638504781
299,078;-17,50769106;2,181138889;-2,909689777
299,670;-26,7247154;2,678571444;-5,723286944
300,262;-13,22458504;13,19501991;7,860695978
300,854;-26,32674283;16,28004231;13,93344388
301,446;-22,42677912;20,75860526;26,08461217
302,038;-32,50961047;26,55059817;19,17688271
302,630;-39,30260106;25,74836393;3,535840781
303,222;-6,888997032;39,81159114;19,42425864
303,814;-5,418577925;27,06055373;-3,998759606
304,406;-0,228180258;27,11598751;5,515777904
304,998;-0,16963542;31,4239626;12,34499855
305,590;-2,782023939;27,02034568;4,185079249
306,182;7,692308039;27,46419571;-2,562801274
306,773;-14,23357634;24,5977981;-6,152018335
307,365;-17,38197499;14,78591479;-6,665102107
307,957;-11,81277889;14,47982189;1,067696138
308,549;-46,1841052;5,695763569;-9,047013886
309,140;-40,23647415;15,15518824;0,124315789
309,732;-59,2916864;15,3503896;-8,178551179
310,323;-50,44316255;14,83425335;-0,327958144
310,915;-47,5009256;18,27303016;-7,582939137
311,506;-34,63397644;22,55494372;6,774442294
312,098;-17,66131548;24,63847072;8,968495493
312,689;-11,35336367;37,02328004;15,82520076
313,281;-11,62902421;36,39674239;14,60745097
313,872;-3,331036201;36,35834773;10,99527917
314,463;-7,256027555;42,2330103;9,057901766
315,055;-18,08999116;36,00457921;4,322766773
315,646;-29,95910073;38,33528876;-2,244536348
316,237;-46,87500166;32,03309872;4,273679774
316,828;-42,21424406;33,18532801;-1,289490725
317,420;-48,86011779;36,60130554;0,26628435
318,011;-34,45768952;31,19825785;9,529467805
318,602;-30,086957;34,00968491;7,430998661
319,193;-38,10420589;31,17139481;11,14093897
319,784;-41,74820675;19,3313198;17,5378453
320,375;-11,70245035;29,29061877;20,68070298
320,966;-3,9283087;30,08633898;32,06990053
321,557;3,914259222;35,72727401;25,77011503
322,148;-3,144239277;31,39004052;27,29495629
322,738;0,571052137;30,06315969;26,91810871
323,329;-15,19299721;28,0401816;9,272360234
323,920;-16,03942702;24,6173473;2,661291327
324,511;-19,62426413;24,60989703;-3,209414619
325,102;-21,95122003;23,82998916;-9,525222813
325,692;-33,59579924;14,96886612;-3,307087525
326,283;-32,38665938;16,81784743;-9,807236824
326,874;-22,82996426;11,37175865;-6,98424186
327,464;-17,86082542;5,302851539;-7,976364992
328,055;-15,02224724;3,279742538;10,55782999
328,645;-6,045272591;6,210258679;7,896505666
329,236;-11,03312749;6,859883671;13,1843927
329,826;-6,053202677;8,695652955;22,51396544
330,417;-3,117914118;11,24842823;13,3569447
331,007;0,369800669;5,860962821;3,24675324
331,597;4,323877401;11,40516711;3,230691391
332,188;-8,777430217;11,9463077;4,245754277
332,778;-13,57837166;16,63770518;-0,56803493
333,368;-19,02158297;19,44702622;-19,84061522
333,958;-19,07246359;30,35797253;-4,85316047
334,548;-31,44542821;30,60628243;-10,02019133
335,139;-32,1899747;33,91388292;-8,516482616
335,729;-20,32474708;40,0042721;3,489235226
336,319;-14,46353054;45,61576336;15,89686181
336,909;-22,93746642;39,60455332;16,9617218
337,499;-21,48958856;43,78468405;19,44958274
338,089;-18,56732072;49,23430427;14,83096968
338,679;-23,47641804;45,50432911;23,95896299
339,269;-33,90181049;34,0095922;18,25848606
339,858;-7,396870551;39,14072786;34,88855187
340,448;-11,79839644;35,353355;24,76635502
341,038;-15,93967524;28,49946115;24,1365448
341,628;-14,76587864;34,95890282;20,43293602
342,218;-16,27437832;31,89859731;15,93927767
342,807;-9,404586435;35,17980576;16,69198707
343,397;-10,79741399;31,72178094;21,88622074
343,986;-1,682835007;28,98796281;17,93900729
344,576;6,865671309;31,48310338;17,55156582
345,166;-2,574916378;25,98947186;7,230966333
345,755;0,11116057;32,62090262;16,57154862
346,345;-1,462994812;36,85352624;13,14116137
346,934;-7,155555674;33,3393974;14,07377712
347,523;-6,247200737;25,06243375;12,13634405
348,113;-7,311217902;23,81944536;19,87866466
348,702;-15,4524363;21,53763237;15,22842638
349,292;-31,71428564;21,46350629;11,14042073
349,881;-20,7905313;19,37735891;10,61964526
350,470;-19,33196077;26,04495975;12,28003719
351,059;-22,9574621;22,37090114;9,537246729
351,648;-26,77872337;26,24859194;12,85091526
352,238;-26,23529342;20,22284294;7,456488374
352,827;-31,15519221;27,79022178;12,66757297
353,416;-38,63818687;15,64970465;-2,241015655
354,005;-23,85163422;22,87543873;10,63829777
354,594;-8,111110881;30,36900219;20,00401298
355,183;-6,590650281;35,66333662;24,48512563
355,772;-8,504737673;28,26372017;24,6936671
356,361;-5,654316095;30,46357819;33,72970887
356,949;-2,775349592;24,44208268;33,10917917
357,538;-0,09811611;31,39639032;39,53840997
358,127;12,49745934;32,9833472;37,05633418
358,716;7,131537046;35,55596261;39,5627166
359,304;5,021577293;31,42536288;35,18161135
359,893;1,349831417;30,76505801;31,64749598
360,482;-6,068702374;26,20744138;29,3335834
361,070;-10,93286887;30,21478766;22,98582152
361,659;-10,60549076;28,63534644;11,10921191
362,247;-20,14742;25,91011015;13,88028914
362,836;-27,26092526;16,27906991;0,039595798
363,424;-23,48369907;21,85245471;3,670398609
364,013;-10,65253731;33,13839988;3,545470833
364,601;-18,97891282;24,2863234;-0,553691136
365,190;-23,1472465;7,063911782;-7,312982184
365,778;-25,38955156;-2,14528414;-8,434318917
366,366;-21,3706714;-5,389657811;-6,458469476
366,955;-23,97519768;-9,27900612;-2,211614541
367,543;-9,841717799;-1,198047062;-3,495575156
368,131;-8,105455392;3,375120013;0,634791806
368,719;-13,65287802;-0,281978355;-3,665128342
369,307;-20,53482563;-3,568560232;-0,437609869
369,895;-15,10717987;-0,421008501;1,160067091
370,483;-17,82590134;2,016359163;-1,534974959
371,071;-17,06213549;7,562870167;0,255802295
371,659;-12,01129714;12,38832767;0,71758078
372,247;-8,885635401;12,92161529;0,381194382
372,835;-9,219418224;9,109555104;0,125716056
373,423;-8,033801519;6,83808135;0,149151695
374,011;-6,250000014;6,719115458;2,404873897
374,599;-2,425827432;6,258790459;1,690101581
375,186;-2,328830978;6,123591422;2,26358955
375,774;-1,67499062;4,956804859;2,657498096
376,362;-1,173222892;4,171718048;2,202324837
376,950;-1,109101582;2,507342083;1,829064507
377,537;-1,030804814;2,060987465;1,994963728
378,125;-1,61245674;1,079879612;1,681011071
378,712;-1,370212474;1,489603776;1,672862431
379,300;-1,254440503;1,452212655;0,881074298
379,887;-1,950769515;1,149317229;1,072901864
380,475;-2,034712795;0,318648473;0,834642228
381,062;-1,913907201;0,821079094;1,446345465
381,650;-2,310215623;0,335479953;0,647361697
382,237;-2,126190301;0,00476516;0,998971254
382,824;-2,048058186;-0,088859463;0,370851918
383,411;-1,929345997;0,458414386;0,737603726
383,999;-1,990549824;0,30683972;0,314164076
384,586;-2,112535164;-0,061978312;0,321986426
385,173;-1,952061697;0,148110915;0,294905538
385,760;-1,652773355;0,235862134;0,246430504
386,347;-1,500407405;0,265663805;0,348077556
386,934;-1,283080809;0,310024465;0,41436471
387,521;-1,070095012;0,505750001;0,516070017
388,108;-0,943523874;0,737798957;0,976761665
388,695;-0,64840575;0,793205738;0,835863862
389,282;-0,487081714;0,534898138;1,035699067
389,869;-0,678733029;0,315526559;0,862836277
390,456;-0,715927729;0,156150687;0,759162655
391,043;-0,851771145;0,026067183;0,475685909
391,630;-0,655207272;-0,048409866;0,620674902
392,216;-0,309176737;-0,068898469;0,531228492
392,803;-0,493793562;0,095560254;0,501525632
393,390;-0,40167074;0,028199438;0,273188718
393,976;-0,186418367;-0,094140826;0,469758166
394,563;0,11845704;-0,041061406;0,557114099
395,149;0,834376408;0,599380653;1,141713497
395,736;0,763708129;0,356902068;0,729254119
396,322;0,699279609;0,530137283;0,990802383
396,909;0,693528873;0,407104682;0,877208683
397,495;0,641832538;0,631520013;1,320273313
398,082;0,599148304;0,196269236;0,962913427
398,668;0,625598789;0,055623407;0,881913445
399,254;0,444883851;-0,021402457;0,542945441
399,841;0,394981555;0,042384722;0,508137443
400,427;0,242881907;-0,050557003;0,234385489
401,013;0,436957444;0,150031643;0,501036552
401,599;0,815169948;0,294177941;0,683462976
402,185;0,903693834;0,515374089;0,788405071
402,771;0,906600341;0,45976527;0,712851007
403,357;0,976736387;0,63737148;0,732759598
403,943;1,004896192;0,699075952;0,876242432
404,529;1,294324382;0,991786476;1,410821517
405,115;1,454690283;1,043105384;1,491727086
405,701;1,620739671;1,054792044;1,754569833
406,287;1,916648757;1,232240378;1,911016462
406,873;2,096873691;1,303831735;2,346817207
407,459;2,4598123;1,447197881;2,512361777
408,044;2,728101339;1,515013702;2,733700762
408,630;3,255937673;1,693085675;3,109939617
409,216;3,556737297;1,814599313;3,22965774
409,802;3,736473994;1,602189497;3,136291
410,387;4,098702711;1,969627952;3,601680363
410,973;4,282839332;1,858604327;3,635810185
411,558;4,340991448;1,87990808;3,867712821
412,144;4,506078188;1,90008503;3,733136212
412,729;4,531100232;1,784473916;3,786841813
413,315;4,721515086;1,779265209;3,967343656
413,900;4,772001787;1,801740173;4,281223048
414,485;4,954527438;1,878435057;4,532159325
415,071;5,304053903;2,168312952;4,714412768
415,656;5,356684252;2,143770447;4,632528699
416,241;5,597732259;2,341370008;4,891458778
416,827;5,868396201;2,425390386;5,049593358
417,412;6,252267525;2,616276944;5,381092313
417,997;6,516643315;2,664701037;5,630080977
418,582;6,773533377;2,998503849;6,031811828
419,167;7,132376078;3,061235335;6,084552246
419,752;7,398039751;3,15160076;6,144829161
420,337;7,543111116;3,062398733;6,29621989
420,922;7,854425747;3,023708872;6,459155464
421,507;8,042242086;2,963192598;6,596835326
422,092;8,250387568;3,079726158;6,654976201
422,677;8,268935009;2,977476887;6,577393075
423,261;8,499381708;3,045056093;6,716708029
423,846;8,82415088;2,966072777;6,473165838
424,431;8,84768969;2,943226285;6,671914995
425,016;8,882574883;2,922066848;6,744467719
425,600;8,913419967;2,959865096;6,946245057
426,185;9,041567373;3,062122827;7,141891601
426,770;9,247205448;3,148670924;7,272826531
427,354;9,517644149;3,086599195;7,497545615
427,939;9,658473353;3,22106595;7,765813849
428,523;9,89949825;3,481002116;8,036937184
429,108;9,954414769;3,566802489;8,349804541
429,692;10,17004517;3,776981408;8,372422614
430,276;10,36253587;3,959380655;8,66357571
430,861;10,58992044;4,144419701;8,703178389
431,445;10,65830036;4,071064634;8,77554959
432,029;10,68366664;4,099545259;8,754767297
432,613;10,59054951;4,064019193;8,750450208
433,198;10,60828074;4,075292752;8,78881053
433,782;10,69465743;4,021438448;8,67622745
434,366;10,76368147;3,913819771;8,546064911
434,950;10,73455247;3,840969116;8,551978236
435,534;10,95746159;3,809135682;8,635502456
436,118;11,07594636;3,78463576;8,735180614
436,702;11,09082887;3,788914842;8,635813964
437,286;11,16778496;3,839754623;8,805469725
437,870;11,30745138;3,964853471;8,882289262
438,454;11,56171859;4,01488979;9,021510583
439,038;11,65723659;4,048467245;9,16216763
439,621;11,7258181;4,11796103;9,370522956
440,205;11,88317742;4,244536124;9,399208945
440,789;11,77336211;4,204171553;9,35009631
441,372;11,80599005;4,231383549;9,392417185
441,956;12,00821033;4,350896935;9,500130733
442,540;12,1090018;4,439427915;9,490769094
443,123;12,08646817;4,401462211;9,406863999
443,707;12,02361441;4,26435053;9,188950475
444,290;11,95879945;4,212150839;9,129485172
444,874;12,04679982;4,14537817;9,190866374
445,457;12,05687434;4,115405035;9,298885086
446,040;12,16302445;4,223401623;9,363811318
446,624;12,19706423;4,219270515;9,404632552
447,207;12,05742314;4,117374203;9,454275631
447,790;12,06552421;4,132341936;9,441081515
448,374;12,24648187;4,211296028;9,548839906
448,957;12,30928979;4,321826677;9,666631543
449,540;12,36139995;4,298253397;9,697412617
450,123;12,32026366;4,392114674;9,75917151
450,706;12,38571076;4,315774996;9,658932071
451,289;12,38532158;4,300865407;9,749137076
451,872;12,40572534;4,266413602;9,69264617
452,455;12,49300327;4,32530267;9,732404634
453,038;12,55238904;4,331692345;9,748438783
453,621;12,57268687;4,241621559;9,804103789
454,204;12,58636204;4,19418753;9,879240844
454,787;12,58054341;4,169197283;9,895779279
455,369;12,66723548;4,132887624;9,716730353
455,952;12,58703307;4,159199678;9,735578406
456,535;12,57347572;4,181907479;9,674584446
457,117;12,52194824;4,189439631;9,714515513
457,700;12,56459;4,125517522;9,703792684
458,283;12,5602269;4,092512379;9,755260268
458,865;12,50906055;4,069133747;9,658177264
459,448;12,41512369;4,106728079;9,610515335
460,030;12,41917004;4,146074619;9,605315442
460,613;12,47140006;4,210048417;9,724772457
461,195;12,54081434;4,283710286;9,799112302
461,777;12,54063664;4,201271719;9,757929974
462,360;12,55191241;4,252240859;9,720325688
462,942;12,53215514;4,287143264;9,728248767
463,524;12,50847333;4,248916767;9,703477525
464,107;12,51033827;4,294889993;9,811909931
464,689;12,59153971;4,250482871;9,817048876
465,271;12,58867513;4,27824698;9,814190133
465,853;12,4863551;4,278789454;9,79419323
466,435;12,53046843;4,308134636;9,806003872
467,017;12,60384017;4,370089949;9,844219938
467,599;12,65443332;4,382880948;9,901446664
468,181;12,69257728;4,425243546;9,907011335
468,763;12,68594913;4,49271046;9,960966265
469,345;12,6862979;4,469778936;9,917164616
469,927;12,72740563;4,544538551;9,983245973
470,508;12,75620811;4,568199232;9,980378223
471,090;12,77457023;4,52430155;9,974782691
471,672;12,77535888;4,496344215;9,956639847
472,254;12,72871327;4,474940875;9,968047664
472,835;12,6898719;4,404801719;9,926013239
473,417;12,62120359;4,40401162;9,948430465
473,998;12,62424012;4,400597686;9,936856759
474,580;12,57531719;4,381201265;9,928857953
475,161;12,54000913;4,338971048;9,860298331
475,743;12,45716677;4,2611952;9,880042675
476,324;12,45623377;4,237050477;9,846085585
476,906;12,37871229;4,221238673;9,843396354
477,487;12,42582323;4,194291669;9,859869926
478,068;12,41928013;4,277434928;9,931519668
478,650;12,45554984;4,257088434;9,938861408
479,231;12,4476314;4,133194811;9,950773646
479,812;12,46547525;4,154869575;9,943245855
480,393;12,48095725;4,168680992;9,972362998
480,974;12,55560373;4,211772088;9,969526072
481,555;12,54000466;4,259229722;9,994791183
482,136;12,58544379;4,204910186;9,95433275
482,717;12,4800091;4,26108558;9,863140676
483,298;12,43598966;4,274321111;9,818697065
483,879;12,42668971;4,261993954;9,810930149
484,460;12,41214769;4,325150193;9,762019203
485,041;12,38665813;4,292791622;9,800917167
485,622;12,32838272;4,229163427;9,694556916
486,203;12,33222302;4,245982513;9,686952774
486,783;12,27588496;4,240947586;9,622022717
487,364;12,30190589;4,316988235;9,644199061
487,945;12,35950369;4,280526187;9,688180048
488,525;12,39618065;4,173590376;9,7048612
489,106;12,3391553;4,181951799;9,676778432
489,686;12,33794234;4,207862539;9,617193615
490,267;12,33950678;4,246807123;9,556328938
490,847;12,35626345;4,332762334;9,649874416
491,428;12,3487083;4,31102047;9,603540215
492,008;12,33107301;4,296103399;9,711009484
492,589;12,19862809;4,266936783;9,640527961
493,169;12,20915492;4,288140161;9,64000123
493,749;12,17575781;4,237461996;9,553511505
494,329;12,15132186;4,222483027;9,518066059
494,910;12,11245659;4,237095857;9,541429324
495,490;12,11401236;4,238777491;9,534462013
496,070;12,05964149;4,173248835;9,45389113
496,650;12,03073253;4,163470258;9,417824647
497,230;12,07974441;4,164086091;9,310785292
497,810;12,09439784;4,191668837;9,473169382
498,390;12,07728657;4,177693909;9,434687256
498,970;12,06762371;4,271931918;9,451730116
499,550;12,16686265;4,309861144;9,441265716
500,130;12,24473803;4,368521381;9,44629436
500,709;12,21744334;4,371329007;9,378110354
501,289;12,24547482;4,3943939;9,410336299
501,869;12,32218323;4,430971439;9,500131518
502,449;12,37106323;4,432040496;9,528944203
503,028;12,36207667;4,411479449;9,426303781
503,608;12,31775237;4,431314246;9,40098519
504,188;12,30315846;4,414443017;9,377444839
504,767;12,2482813;4,367843728;9,420579623
505,347;12,18882951;4,328676377;9,464865048
505,926;12,19948239;4,31776478;9,536928417
506,505;12,19658116;4,281762026;9,505668929
507,085;12,03870519;4,203441646;9,490634844
507,664;12,00605051;4,161412523;9,394465264
508,243;11,97411497;4,121034407;9,377334203
508,823;11,97098522;4,006875366;9,403375802
509,402;11,97484637;3,995561246;9,392020429
509,981;11,95846923;3,974891497;9,322699292
510,560;11,93897469;3,905989782;9,284222801
511,139;11,92804537;3,936178052;9,225517075
511,719;11,89694235;3,991815804;9,254268609
512,298;11,90553179;4,026471975;9,228017715
512,877;11,89400633;4,067981326;9,392940891
513,456;11,87447951;4,05122033;9,372262017
514,034;11,79017082;4,06150341;9,299027926
514,613;11,78478947;4,09482348;9,225946211
515,192;11,78778181;4,188698705;9,222594277
515,771;11,75293791;4,213568052;9,143600889
516,350;11,6968478;4,158177972;9,156214942
516,928;11,68099548;4,073251629;9,074537788
517,507;11,6726743;4,049117783;8,97428079
518,086;11,52479414;4,038978504;8,782910651
518,664;11,57219138;4,043112893;8,785217219
519,243;11,53996854;4,055413559;8,783619923
519,821;11,48157084;3,977854861;8,866472219
520,400;11,36152857;3,893651085;8,743359462
520,978;11,33535532;3,959200063;8,761825962
521,557;11,20886374;3,913950433;8,708931919
