Filename-->;FLOR_1.RFL8;FLOR_2.RFL8
Mode/Unit-->;;
Int.time[ms]-->;1,049999952;1,049999952
NrOfAverages-->;20;20
Smoothing-->;4;4
Wavelength [nm];;
288,413;31,22244631;28,09023156
289,006;41,30677546;25,18422195
289,599;43,1017891;26,23867081
290,191;36,65644046;25,55331948
290,784;31,59219843;30,41503737
291,377;36,02508912;27,39387951
291,969;31,66596911;19,72515424
292,562;31,49606593;19,24279786
293,154;22,37812155;6,361323663
293,747;14,91228068;1,057043931
294,339;2,862934107;-11,18778836
294,932;4,697525048;-15,80645193
295,524;7,549568149;-14,03806299
296,116;11,2472421;-20,2877963
296,709;15,82806683;-25,16673387
297,301;11,25336881;-25,33066231
297,893;7,619046929;-25,85955395
298,486;9,040222965;-3,511981078
299,078;5,291828208;-3,207372911
299,670;8,400000748;6,177792011
300,262;12,49459627;14,12140578
300,854;17,96783065;12,40749553
301,446;9,022556251;9,309153253
302,038;-0,241691605;12,95770164
302,630;0,50073064;21,53007355
303,222;8,531867557;14,64547259
303,814;6,72770805;5,004136681
304,406;16,4468724;6,120395458
304,998;16,11662286;14,74386571
305,590;12,66329488;6,633804331
306,182;7,478189595;2,336451541
306,773;23,68968905;13,03777996
307,365;26,50646993;10,58367677
307,957;31,88005869;4,242836799
308,549;26,37362605;11,87005555
309,140;31,47366462;14,17788889
309,732;24,16930375;13,6748525
310,323;17,08572539;5,266445238
310,915;12,60869584;3,13837291
311,506;14,65220496;8,574511697
312,098;1,012183566;-2,125624471
312,689;-4,437690111;8,347748737
313,281;-6,052089562;5,065322701
313,872;-0,35533937;6,816569919
314,463;-9,65205468;2,405590353
315,055;-0,935734868;2,698760653
315,646;1,330413972;2,499360703
316,237;9,6114513;19,0755507
316,828;4,058024823;24,76333053
317,420;11,1339498;31,36108497
318,011;13,68719855;20,51504135
318,602;13,98782004;27,02420613
319,193;6,530759452;24,74037986
319,784;9,987841324;24,48903948
320,375;7,210205375;28,1216654
320,966;5,336721685;30,70050036
321,557;-3,033605396;19,20587641
322,148;1,168831091;18,35463889
322,738;-0,399400878;23,28583484
323,329;5,107483819;26,71682413
323,920;2,822340916;19,72318508
324,511;7,793820857;27,43439016
325,102;7,762081685;28,95961375
325,692;10,02530017;23,78447521
326,283;14,9984157;25,74304082
326,874;19,48846743;25,7665911
327,464;20,02497396;20,24332493
328,055;19,74829084;22,95501838
328,645;16,86471617;28,16971877
329,236;19,95694926;37,40648366
329,826;19,85261637;27,00905093
330,417;24,43088771;29,57532936
331,007;21,01449308;36,49585594
331,597;20,31154495;26,26682183
332,188;13,16290969;31,99365456
332,778;11,88211379;33,08776669
333,368;11,5162297;27,94752712
333,958;14,0248464;33,13758428
334,548;16,41613268;27,22326095
335,139;24,80585242;33,16302082
335,729;21,93158967;31,77352379
336,319;24,78377791;32,38536542
336,909;24,23308705;35,5474935
337,499;30,059851;40,42080226
338,089;30,66980016;37,96157384
338,679;31,53578847;40,34295892
339,269;32,11159826;28,62376579
339,858;32,40582683;28,14344214
340,448;20,58744223;30,92862678
341,038;23,82973151;28,39395448
341,628;18,69983879;28,95975841
342,218;21,04692088;32,84627052
342,807;14,75741301;23,84244443
343,397;20,71659444;27,00974993
343,986;24,88637661;26,79358214
344,576;20,27457634;26,06374445
345,166;16,97919309;27,47804316
345,755;23,32814871;25,4545455
346,345;21,65910927;25,23607016
346,934;23,31654326;24,87291121
347,523;13,92727774;22,43059455
348,113;20,10223932;29,15287944
348,702;12,32340213;31,80466442
349,292;11,7038567;29,19611987
349,881;12,37193364;35,19906946
350,470;12,78737909;34,70729486
351,059;7,791057161;26,67876519
351,648;9,94084549;24,67532535
352,238;8,530661937;17,74948677
352,827;16,48751086;19,34491336
353,416;17,12467541;16,30685508
354,005;14,3025304;12,53143198
354,594;6,0112708;21,79139141
355,183;9,333334465;16,89605263
355,772;10,16713089;21,55761932
356,361;10,06147879;28,9397315
356,949;4,084463744;26,16854205
357,538;2,62166642;34,51746671
358,127;-2,070089298;32,50230824
358,716;-9,173527014;34,63758049
359,304;1,95099176;34,69853696
359,893;10,18713946;36,49417236
360,482;12,33591946;37,51205549
361,070;17,11698864;34,0048668
361,659;20,95054778;33,24989538
362,247;23,31713062;37,58929878
362,836;22,85755883;33,22797834
363,424;21,68658876;37,08055959
364,013;21,27743288;33,7436436
364,601;21,78412321;38,72923581
365,190;16,82489474;35,10166738
365,778;11,63047387;32,75558818
366,366;1,609194964;33,53975717
366,955;3,122363125;34,81341437
367,543;2,618658769;33,82983347
368,131;2,880838966;34,97946744
368,719;7,830886176;31,08388994
369,307;7,038123088;30,42162789
369,895;5,793608138;23,08427204
370,483;6,267663874;21,50436353
371,071;4,603680462;24,10439721
371,659;9,614989135;21,74011223
372,247;8,982891688;20,32319968
372,835;8,707394779;18,95416691
373,423;8,842391242;16,75889678
374,011;7,655464261;15,5582005
374,599;7,575344976;11,41968691
375,186;7,351557499;11,81281388
375,774;5,977237078;9,720186186
376,362;6,106031731;8,000114188
376,950;4,75827921;6,764053774
377,537;4,578119109;5,872711906
378,125;3,465523248;4,819730219
378,712;2,781062536;4,813691515
379,300;2,392941789;4,163250843
379,887;2,038365847;4,489953194
380,475;1,280575672;3,329310365
381,062;1,281139842;3,206676259
381,650;0,511029358;2,649606537
382,237;0,64711003;2,777488307
382,824;0,668075917;2,641703123
383,411;1,462782433;2,942929227
383,999;1,611194068;2,795291366
384,586;1,841796941;3,042207874
385,173;1,907093349;3,450081946
385,760;2,210990294;3,76477837
386,347;2,548551717;3,747713178
386,934;3,329693884;4,181605269
387,521;3,116074313;4,163187704
388,108;2,72660438;3,948718933
388,695;2,514183427;3,62274972
389,282;2,722912894;3,590275801
389,869;2,723314068;3,569529541
390,456;2,657455523;3,545778383
391,043;2,391673651;3,425616979
391,630;2,232987057;3,455938175
392,216;1,949452719;3,307792044
392,803;2,272308226;3,598505715
393,390;2,149779526;4,082510897
393,976;2,265434585;4,355783356
394,563;2,274404731;4,192819258
395,149;2,22621122;4,198673881
395,736;2,002077473;4,139393846
396,322;2,039473578;4,32596955
396,909;2,055486389;4,473230489
397,495;2,030937168;4,629875217
398,082;1,893091735;4,500083867
398,668;2,301965143;4,469314769
399,254;2,134975735;4,358652526
399,841;2,016280141;4,636921538
400,427;2,023800335;4,90863175
401,013;2,230487053;4,971819874
401,599;2,289070178;5,054228168
402,185;2,374201953;5,296335482
402,771;2,546789777;5,483126142
403,357;2,646417848;5,691547747
403,943;2,474135126;5,849541035
404,529;2,565432329;6,448929668
405,115;2,611144435;6,599713352
405,701;2,721300613;6,759435946
406,287;2,810051547;7,204402592
406,873;2,855211149;7,601026603
407,459;2,831246437;7,989318712
408,044;2,742237508;8,2404836
408,630;2,754515677;8,555656867
409,216;2,804373125;8,944768706
409,802;2,936388862;9,234887179
410,387;3,112298295;9,586407515
410,973;3,082386388;9,980659002
411,558;3,33787507;10,25073554
412,144;3,474399007;10,51460632
412,729;3,709315309;10,79965211
413,315;3,893957691;11,07813216
413,900;4,113751781;11,44029866
414,485;4,348224224;11,83021239
415,071;4,524566324;12,13233512
415,656;4,586890943;12,55029038
416,241;4,753281718;12,93981295
416,827;4,72385456;13,16813672
417,412;4,982178131;13,67928595
417,997;5,119134416;14,0441993
418,582;5,174161573;14,74336832
419,167;5,159813741;15,31569607
419,752;5,283385172;15,6426449
420,337;5,394783975;16,04218025
420,922;5,5569619;16,54445965
421,507;5,69779802;17,06053265
422,092;5,838846728;17,5781247
422,677;5,914940087;17,95067018
423,261;6,04183069;18,476161
423,846;6,172622883;18,71359265
424,431;6,417526531;18,98927849
425,016;6,486753916;19,41906798
425,600;6,566620982;19,91890442
426,185;6,684268468;20,11603605
426,770;6,934529058;20,31022149
427,354;6,93761767;20,85757118
427,939;7,097596787;21,36878389
428,523;7,304935478;21,70871625
429,108;7,583914118;22,09159099
429,692;7,778646327;22,57828561
430,276;8,054394979;22,9588917
430,861;8,20342464;23,35072712
431,445;8,310956511;23,87002929
432,029;8,40050501;24,30243367
432,613;8,66178636;24,67274582
433,198;8,625482657;24,7970563
433,782;8,664802975;24,99230257
434,366;8,64712753;25,10667917
434,950;8,629397535;25,44977941
435,534;8,539733725;25,50833643
436,118;8,717471771;25,50897728
436,702;8,841426957;25,79009205
437,286;8,932228393;25,94720548
437,870;8,971265463;25,93858839
438,454;9,140806253;26,18792032
439,038;9,134705981;26,26337443
439,621;9,396743825;26,63978868
440,205;9,479732583;26,706221
440,789;9,62163866;27,02391141
441,372;9,657913612;27,25834967
441,956;9,712572411;27,27197676
442,540;9,760721285;27,39321082
443,123;9,836551054;27,57115683
443,707;9,798494838;27,71450746
444,290;9,971426589;27,9862312
444,874;9,939947597;28,07575586
445,457;10,04362369;27,96085882
446,040;10,0991948;27,90155268
446,624;10,11721575;27,96897509
447,207;10,17659322;27,98429358
447,790;10,14478813;28,09143233
448,374;10,11423556;28,17845276
448,957;10,20317741;28,23851555
449,540;10,1262526;28,30005837
450,123;10,09695172;28,33725112
450,706;10,10440192;28,5573159
451,289;10,16542983;28,77014355
451,872;10,07539122;28,78575807
452,455;10,1038023;28,9040294
453,038;10,14683713;28,97116348
453,621;10,3308646;29,1224632
454,204;10,28516715;29,21869497
454,787;10,31957601;29,20357053
455,369;10,37598868;29,31115278
455,952;10,34056923;29,37735452
456,535;10,38167295;29,35520613
457,117;10,52627822;29,4018978
457,700;10,57733815;29,47972858
458,283;10,51309934;29,58491872
458,865;10,47422661;29,47076153
459,448;10,60490712;29,53944512
460,030;10,68409549;29,67126288
460,613;10,7324656;29,6957445
461,195;10,80906548;29,73509813
461,777;10,81349697;29,70655405
462,360;10,82021962;29,81377917
462,942;10,86323978;29,80769736
463,524;10,93980119;29,76042144
464,107;10,94250187;29,68596267
464,689;11,01750679;29,62542561
465,271;11,07319692;29,66994097
465,853;11,06193256;29,59911371
466,435;11,09107596;29,59218249
467,017;11,07338739;29,71142733
467,599;11,10977734;29,68803915
468,181;11,10897332;29,73488431
468,763;11,09100085;29,84914872
469,345;11,07633592;29,90595118
469,927;10,98293473;29,85388048
470,508;10,95587392;29,72042955
471,090;10,96490712;29,72471262
471,672;10,97429687;29,7479458
472,254;10,95020182;29,64429899
472,835;10,88878458;29,64612095
473,417;10,84147237;29,65929285
473,998;10,90734363;29,46518979
474,580;10,92840724;29,55464976
475,161;11,00543368;29,58091013
475,743;10,99878664;29,66370339
476,324;10,97634311;29,74006429
476,906;10,96071015;29,64189539
477,487;10,98224227;29,73540477
478,068;11,04222236;29,69042809
478,650;11,02936739;29,65386768
479,231;11,03688056;29,75666517
479,812;11,02535746;29,81841726
480,393;10,96210145;29,79011672
480,974;10,91515229;29,77703387
481,555;10,89273572;29,70200602
482,136;10,85645733;29,68905406
482,717;10,79925389;29,72158187
483,298;10,73779105;29,79172174
483,879;10,79839636;29,74853892
484,460;10,74106867;29,69718413
485,041;10,7437329;29,56531639
485,622;10,74827348;29,50999819
486,203;10,77140708;29,4996033
486,783;10,77511758;29,45355398
487,364;10,83700214;29,4826882
487,945;10,87904068;29,34281795
488,525;10,9006812;29,33578632
489,106;10,82250362;29,34203483
489,686;10,83192237;29,32475116
490,267;10,88428755;29,24109272
490,847;10,8846585;29,24056961
491,428;10,89589488;29,09602474
492,008;10,9227012;29,07743793
492,589;10,85087574;29,07939364
493,169;10,89265463;28,973789
493,749;10,86754891;28,89410306
494,329;10,83655392;28,89290067
494,910;10,85121593;28,85118419
495,490;10,77060462;28,94547955
496,070;10,74327568;28,99185048
496,650;10,76698215;29,05467387
497,230;10,72288217;29,05147088
497,810;10,72506131;28,95729957
498,390;10,64587668;29,0327717
498,970;10,64417454;29,03809965
499,550;10,66758954;29,01042278
500,130;10,69121034;28,99509983
500,709;10,6614893;28,78746321
501,289;10,67778789;28,6821906
501,869;10,61206818;28,62591549
502,449;10,62913036;28,60929944
503,028;10,68845382;28,48953336
503,608;10,74744647;28,39007635
504,188;10,74807369;28,22961714
504,767;10,81002803;28,09042914
505,347;10,77026267;28,06200911
505,926;10,81496088;28,23191739
506,505;10,84998481;28,22612765
507,085;10,92883601;28,23065631
507,664;11,01712424;28,17536729
508,243;10,96685261;28,21405622
508,823;10,90943295;28,15228917
509,402;10,98181501;28,14352413
509,981;10,8598745;28,1540151
510,560;10,79980747;28,12698838
511,139;10,77305875;28,1316973
511,719;10,78947228;28,11419939
512,298;10,74821256;27,875243
512,877;10,64667744;27,78829565
513,456;10,63173496;27,78158658
514,034;10,70027362;27,83565348
514,613;10,6575066;27,89480996
515,192;10,71542715;27,9011826
515,771;10,74856181;27,8340012
516,350;10,75040045;27,61307356
516,928;10,6515796;27,4540164
517,507;10,55377203;27,59074033
518,086;10,53932421;27,60650755
518,664;10,55291697;27,63013684
519,243;10,56138086;27,57147503
519,821;10,58567879;27,56345904
520,400;10,59177157;27,49043466
520,978;10,64789178;27,467117
521,557;10,58477062;27,45183088
522,135;10,65322823;27,51306172
522,714;10,64295046;27,44902081
523,292;10,65286326;27,39295437
523,870;10,6349547;27,31616868
524,448;10,58369289;27,26108648
525,026;10,52812969;27,07066991
525,605;10,52752758;27,08092912
526,183;10,47676757;27,07289667
526,761;10,48682513;27,01003984
527,339;10,39878645;26,84917115
527,917;10,44003881;26,73114
528,495;10,39637326;26,62080252
529,073;10,38719281;26,59104112
529,650;10,42538016;26,62470609
530,228;10,38804696;26,62583144
530,806;10,31894146;26,44498788
531,384;10,33287092;26,24543081
531,962;10,34491497;26,14933908
532,539;10,33963683;26,25536796
533,117;10,31571055;26,22311062
533,694;10,29836968;26,28579705
534,272;10,23600733;26,21350089
534,849;10,2123894;26,12170597
535,427;10,15695946;26,15510962
536,004;10,16992717;26,24762291
536,582;10,08874875;26,27158732
537,159;10,1105022;26,33810155
537,736;10,07077254;26,29123613
538,314;10,05777293;26,2629895
538,891;10,04475675;26,15374056
539,468;10,13540122;26,23051179
540,045;10,07768177;26,21361452
540,622;10,14134542;26,12895684
541,199;10,1520611;26,11468852
541,776;10,17062794;26,16016039
542,353;10,08538644;26,00779369
542,930;10,06583446;25,89366667
543,507;10,11365889;25,87114113
544,084;10,12474552;25,91771725
544,661;10,0961309;25,85074145
545,238;10,12904333;25,8525387
545,815;10,11292149;25,81978341
546,391;10,1380294;25,76438995
546,968;10,13888385;25,74987441
547,545;10,22826886;25,85252348
548,121;10,31118718;25,95982556
548,698;10,23313491;25,94907021
549,274;10,28877577;25,86964388
549,851;10,28596762;25,89147129
550,427;10,25101077;25,84545706
551,004;10,29008007;25,88026465
551,580;10,2525097;25,85433857
552,156;10,26082387;25,91582849
552,732;10,18371341;25,94459813
553,309;10,11798492;25,85396124
553,885;10,18648566;25,873126
554,461;10,23689281;25,9942978
555,037;10,271532;25,89038234
555,613;10,35209592;25,92822044
556,189;10,31876138;25,89709986
556,765;10,39093469;25,93277937
557,341;10,42406635;25,84645561
557,917;10,53894109;25,8439371
558,493;10,60300013;25,8272094
559,069;10,54494606;25,86737004
559,645;10,46290674;25,74377505
560,220;10,53942498;25,76315249
560,796;10,45041123;25,76908625
561,372;10,4673284;25,83344527
561,948;10,37497856;25,77569513
562,523;10,37895118;25,82434142
563,099;10,30076189;25,86939604
563,674;10,2269712;25,87567046
564,250;10,28028801;25,8629806
564,825;10,31201856;25,86982276
565,400;10,227509;25,89599177
565,976;10,23306682;25,89697002
566,551;10,24380141;25,89872426
567,126;10,32113362;26,00615334
567,702;10,28905554;25,98638545
568,277;10,37858315;25,8277915
568,852;10,44547437;25,91936758
569,427;10,37634139;25,97840716
570,002;10,35191905;25,99856113
570,577;10,37425877;26,01180531
571,152;10,46464107;26,042953
571,727;10,50449706;26,06834731
572,302;10,5161506;26,06612061
572,877;10,52125425;26,13430078
573,452;10,45822113;26,29921365
574,026;10,49265587;26,31199044
574,601;10,56475072;26,34938285
575,176;10,57121589;26,48328586
575,751;10,55313877;26,52154828
576,325;10,62781742;26,51572255
576,900;10,61243496;26,58161187
577,474;10,62588786;26,66321297
578,049;10,67597064;26,73794744
578,623;10,75822939;26,76872512
579,198;10,78072522;26,81024405
579,772;10,85894723;26,83557134
580,346;10,938375;26,82016005
580,921;10,94925304;26,91771825
581,495;10,87429777;27,01787911
582,069;10,91991361;27,11136479
582,643;10,99236598;27,04533471
583,218;11,06694321;27,02724134
583,792;11,07031164;27,09808102
584,366;11,1153035;27,1365433
584,940;11,14228557;27,27930302
585,514;11,13953802;27,41203342
586,088;11,19588979;27,48416053
586,662;11,25388105;27,63422584
587,235;11,22485727;27,64385367
587,809;11,2517168;27,80198217
588,383;11,23175013;27,98212723
588,957;11,30196458;28,06049401
589,530;11,2982765;28,21451376
590,104;11,3621341;28,38207137
590,678;11,45846471;28,45380435
591,251;11,55792338;28,60993691
591,825;11,60342091;28,6998269
592,398;11,76063785;28,85944978
592,972;11,79404084;29,08557176
593,545;11,87505314;29,20053094
594,118;11,89567205;29,26354114
594,692;12,01407259;29,29874044
595,265;12,04774874;29,37098391
595,838;12,07875372;29,47237953
596,411;12,15564569;29,53607293
596,985;12,21305518;29,56409627
597,558;12,22866812;29,66044724
598,131;12,31879761;29,61831552
598,704;12,45444953;29,7008152
599,277;12,55789586;29,93198703
599,850;12,55897534;30,09263314
600,423;12,6497367;30,03637789
600,996;12,77032331;30,30655566
601,568;12,82904855;30,45482933
602,141;12,89717904;30,69411735
602,714;13,05983096;30,79966559
603,287;13,04477782;31,06139754
603,859;13,0763375;31,17081087
604,432;13,11290549;31,12270919
605,004;13,24856184;31,34350447
605,577;13,29398667;31,53849839
606,149;13,3055307;31,50249574
606,722;13,3111913;31,52868628
607,294;13,40805222;31,48397828
607,867;13,38209287;31,49818345
608,439;13,53878152;31,41063321
609,011;13,53623901;31,5233155
609,584;13,61971405;31,66603584
610,156;13,62794411;31,75365376
610,728;13,66913404;31,83453201
611,300;13,7568724;31,86020351
611,872;13,8288188;31,96839502
612,444;13,84265023;32,11505252
613,016;13,84318156;32,14550547
613,588;13,76293;32,45407968
614,160;13,85426768;32,41007838
614,732;13,91932752;32,56947643
615,304;13,95143488;32,57330512
615,876;13,98888431;32,59122362
616,447;14,03420436;32,58540685
617,019;14,04547228;32,66415671
617,591;14,14160705;32,83700682
618,162;14,19076248;33,00527094
618,734;14,3506478;32,8001602
619,305;14,28952076;33,01658873
619,877;14,24292167;32,97536232
620,448;14,209939;33,05857502
621,020;14,18543371;33,1483188
621,591;14,18306407;33,38761064
622,162;14,23619209;33,37196773
622,734;14,18008411;33,33386327
623,305;14,30908223;33,42082073
623,876;14,32299784;33,56514385
624,447;14,47943025;33,54314304
625,019;14,57150093;33,67806006
625,590;14,84580738;33,70378396
626,161;14,97193027;33,77768516
626,732;15,02348515;33,80755383
627,303;15,03859995;34,08836512
627,874;15,09969419;34,27949862
628,444;15,12322506;34,34246495
629,015;15,18072451;34,57631075
629,586;15,16275668;34,5960482
630,157;15,19952441;34,72951748
630,727;15,08752708;34,97039044
631,298;15,14508856;35,20241448
631,869;15,18204528;35,25425211
632,439;15,44175662;35,33496125
633,010;15,55704932;35,23981999
633,580;15,66422366;35,29802838
634,151;15,72441033;35,26112815
634,721;15,81038029;35,37434565
635,292;15,83958033;35,300352
635,862;16,07299151;35,37118112
636,432;16,29166677;35,33934929
637,002;16,45126582;35,6043632
637,573;16,35862402;35,72094542
638,143;16,4399057;36,0410909
638,713;16,4932628;36,20945312
639,283;16,58721035;36,39594597
639,853;16,74261677;36,71833345
640,423;16,82601283;36,94175952
640,993;16,87703185;37,20452501
641,563;16,91429352;37,31661982
642,133;16,94953276;37,43933148
642,703;17,15661805;37,66391544
643,272;17,22077046;37,82855396
643,842;17,26128616;38,1413691
644,412;17,32865779;38,28166483
644,981;17,39080044;38,36835173
645,551;17,53554033;38,56394632
646,121;17,55142926;38,46590062
646,690;17,50785342;38,87754171
647,260;17,51981445;39,02303119
647,829;17,39152455;39,04868471
648,398;17,49087748;39,12031633
648,968;17,44608397;39,22996214
649,537;17,45703375;39,56976771
650,106;17,40282279;39,78888214
650,676;17,49854037;39,9487956
651,245;17,43352186;40,15009492
651,814;17,52500835;40,12554955
652,383;17,59222905;40,25252839
652,952;17,73711083;40,45330508
653,521;17,778976;40,55496353
654,090;17,95007942;40,50845598
654,659;18,05005083;40,56237001
655,228;18,18254296;40,68767723
655,797;18,19652524;40,81490744
656,365;18,22933079;41,02002632
656,934;18,20619899;41,10332973
657,503;18,28122035;41,24137301
658,072;18,3070179;41,25233968
658,640;18,35101249;41,33846927
659,209;18,48223643;41,61309606
659,777;18,53252995;41,67085312
660,346;18,59819699;41,59419464
660,914;18,51634683;41,84837119
661,483;18,70506461;41,86420726
662,051;18,75112289;42,0556586
662,619;18,79615229;42,11774733
663,188;18,92294567;42,17732936
663,756;18,97994307;42,29727286
664,324;18,92994375;42,36909125
664,892;18,92796348;42,40918456
665,460;18,90426195;42,61070032
666,028;18,92307362;42,56665741
666,596;18,92447942;42,65500386
667,164;18,92619283;42,6373307
667,732;18,92411211;42,80199076
668,300;18,80901322;43,01395842
668,868;18,71457019;43,02841089
669,436;18,79010438;43,18010168
670,004;18,78056169;43,21056168
670,571;18,81404552;43,21828988
671,139;18,94121697;43,48312427
