Filename-->;SEPALO_EXT_1.RFL8;SEPALO_EXT_2.RFL8;SEPALO_EXT_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
287,227;29,45765226;42,74486718;45,53314143
287,820;21,74499603;39,70433068;48,94857184
288,413;22,25328092;37,85921602;39,52129776
289,006;35,12810234;41,58496707;41,7308058
289,599;29,50396677;39,381743;30,81565428
290,191;26,69260713;37,98316617;36,98314088
290,784;20,02600847;31,74186609;34,96430503
291,377;23,90207301;33,80257092;32,36579779
291,969;15,5617114;31,4975039;19,42351207
292,562;20,29850935;33,8376658;23,13505097
293,154;27,41666599;36,37765752;22,06095999
293,747;28,4359415;38,25357041;15,82733719
294,339;24,00746391;34,75619478;15,88524924
294,932;23,04080884;28,92439291;19,51162658
295,524;27,19197205;31,53386043;0,578168158
296,116;20,75566723;34,8520807;21,10453545
296,709;20,87689817;33,37620728;24,13376232
297,301;20,080176;32,72910524;23,48348143
297,893;17,17744935;30,44036725;18,90804557
298,486;20,49689332;31,51914962;17,71084382
299,078;20,8270022;30,87381953;24,29088104
299,670;21,91548447;30,03400851;18,13592278
300,262;23,32738646;27,13011975;15,15093648
300,854;14,6177054;21,49858634;24,87804851
301,446;13,78692813;19,99660924;13,38509878
302,038;5,279563562;25,39632257;15,10837282
302,630;6,511268754;26,77047469;26,88382198
303,222;12,59110733;28,75206027;31,56571488
303,814;2,648326917;27,93940356;22,82166926
304,406;0,633981699;29,75394406;18,03940217
304,998;-3,608134925;29,36400655;24,66161979
305,590;-3,727217253;36,65065399;30,64814944
306,182;10,99866295;34,36561048;29,91222254
306,773;17,26373342;32,541349;40,41769009
307,365;21,45798405;30,03756388;34,52480939
307,957;21,52055943;28,06396769;25,2425157
308,549;19,07028529;28,23093987;25,29695573
309,140;22,93704181;31,83543381;26,2444361
309,732;23,51256626;32,4065774;31,73357745
310,323;27,01963373;35,88217511;30,69255801
310,915;23,32284255;34,68777939;30,98314974
311,506;20,21080811;42,79098664;33,13648547
312,098;20,11113074;45,30624339;30,09693077
312,689;26,22802208;45,63151486;35,07360534
313,281;28,57896694;46,27410756;35,8481282
313,872;26,4412491;50,35919589;36,88352701
314,463;29,06115497;43,76205486;42,32856439
315,055;26,58520688;45,60480831;40,107721
315,646;22,947959;43,18670085;32,46464645
316,237;31,85279261;43,51405095;34,06331292
316,828;35,8921881;41,60047195;33,29471063
317,420;31,29435551;42,88976808;34,95610522
318,011;17,40355883;39,88236928;28,48101328
318,602;17,13563616;41,91633999;32,14929581
319,193;23,11232442;33,98414679;29,03631785
319,784;21,77636034;36,17146995;27,43412421
320,375;24,81840146;26,65315156;30,40433073
320,966;24,68407727;29,67530401;33,90201908
321,557;20,98978875;26,43067693;26,58060315
322,148;21,30488465;28,55955578;24,90835831
322,738;27,2894048;25,35229863;16,50759958
323,329;35,89236827;24,75218703;15,44191602
323,920;35,84435761;25,11730315;11,54919117
324,511;35,28843208;28,01088279;14,15516607
325,102;32,17120453;27,0928066;17,6828239
325,692;31,42857019;30,68942942;5,502442154
326,283;30,76807869;24,24681085;6,336670795
326,874;32,56318672;26,73093604;9,324177812
327,464;26,41025688;25,85358338;4,49991535
328,055;26,04386687;20,82655374;2,628755327
328,645;22,77052015;26,85621613;-4,0331707
329,236;17,37413683;25,55810015;-1,586144933
329,826;11,19617216;23,54574698;-0,176117676
330,417;11,95020743;24,97714236;-5,693621675
331,007;6,625744793;25,77558738;5,442282983
331,597;17,72040869;33,18347691;8,670034081
332,188;16,63034331;28,74882055;8,947542548
332,778;20,20594324;29,4343252;18,33961109
333,368;18,74254776;32,68324675;21,55640794
333,958;24,09578836;28,33853946;24,73535158
334,548;27,82104423;26,29087846;25,43679968
335,139;36,24193078;27,57562421;24,95186151
335,729;38,13204537;23,98922016;29,35498761
336,319;37,58789175;27,44611643;30,72663162
336,909;30,3151329;22,84915147;26,41326981
337,499;31,0678142;23,78171445;35,72575776
338,089;26,26954614;24,15776419;31,88801566
338,679;28,42399935;27,80965085;37,31859045
339,269;23,00738153;33,82862577;39,40691731
339,858;26,64440181;31,82038544;44,11426803
340,448;26,59003782;27,8071725;42,92819377
341,038;28,07379957;33,16127296;44,38705166
341,628;25,19809783;30,36326166;46,28234517
342,218;32,48611319;28,01316162;50,16512451
342,807;24,23307152;28,8492921;49,54530712
343,397;30,55909625;22,45259998;56,48867372
343,986;30,15606786;18,91284221;52,87392402
344,576;38,26609253;11,73153637;51,89431792
345,166;37,08206683;13,21614534;53,63547611
345,755;33,20754574;9,6131797;56,60485692
346,345;35,69017746;6,559191773;45,22836959
346,934;50,12552361;4,133441262;42,4883044
347,523;43,44276944;2,019888475;38,47486814
348,113;49,72887401;2,534418246;32,57182492
348,702;46,89744074;4,421052119;32,89310209
349,292;40,93003717;3,10937498;31,97268152
349,881;31,36215156;1,054481254;32,28593997
350,470;31,42857267;6,847188232;27,50443513
351,059;25,56237239;16,04190633;27,55265046
351,648;21,07134438;19,19481354;37,8033205
352,238;0,795033122;23,5584624;33,40740712
352,827;1,43475441;30,03091521;34,26573611
353,416;9,548410864;28,27430237;34,85946151
354,005;16,64534909;30,39038868;30,93359624
354,594;18,5328858;32,15739533;29,4004793
355,183;17,97815193;36,65734108;31,28795111
355,772;4,678255207;30,34500203;31,48092844
356,361;15,00543574;27,30990485;31,48648553
356,949;12,02863173;23,90508535;29,03373488
357,538;12,05026709;21,92257344;31,93277254
358,127;14,09143006;19,42172124;33,85139105
358,716;4,218407702;21,539099;33,87192363
359,304;-0,35932462;23,36311582;37,76580254
359,893;-3,904761808;23,61954541;32,60837252
360,482;-12,70829462;23,22950256;31,78836783
361,070;-12,49753742;25,89916659;37,38404563
361,659;-19,39837918;27,70167456;40,41848514
362,247;-23,18725155;29,19920297;35,86567113
362,836;-16,8271968;28,65707291;34,71225705
363,424;-15,58242128;30,10337896;35,88390437
364,013;-9,933011983;27,09122792;31,04693285
364,601;-2,219166569;25,02963849;22,88535329
365,190;8,396533761;27,64396336;29,70188316
365,778;21,6448773;28,13235446;31,57458684
366,366;28,48110913;32,85476867;23,97820182
366,955;27,95684477;30,0702686;19,04469486
367,543;26,32991741;25,77342909;19,88304158
368,131;27,37366988;26,55700205;18,25969361
368,719;24,25834723;23,64588395;19,56136906
369,307;25,87157701;23,75883344;20,08486498
369,895;19,35369054;21,76533196;18,90335764
370,483;18,73435567;19,53873664;19,05347757
371,071;16,78753594;17,32058816;14,95960837
371,659;14,63705732;11,12424474;16,7100254
372,247;13,14827479;10,51188801;16,31725695
372,835;14,58219195;12,16352051;16,32089334
373,423;11,3998362;8,429876337;13,84710364
374,011;11,30649123;7,331342205;10,00941456
374,599;9,43376179;4,961434648;7,772269984
375,186;9,316996389;5,097241749;6,228241268
375,774;6,468232109;4,834539065;4,558412497
376,362;4,99599326;4,069767917;3,736073142
376,950;3,714852931;2,892356315;2,175759491
377,537;2,902364756;2,204063743;1,59772437
378,125;2,065760799;1,762689742;0,721490635
378,712;1,631911619;1,804223229;1,42665787
379,300;1,503001559;1,822840093;1,869341773
379,887;1,552125149;1,956881347;1,890007146
380,475;0,499718637;1,798584571;2,355616798
381,062;0,422220976;1,455441419;2,640263983
381,650;0,472719941;1,297482023;3,324512446
382,237;0,896003551;2,090477149;3,391322675
382,824;1,304875798;2,614568686;3,239136738
383,411;1,617166586;2,450980374;3,153400844
383,999;1,987868261;2,625105907;2,357727611
384,586;1,80011761;2,414625555;1,656385923
385,173;1,400792983;2,272846145;1,847932156
385,760;1,468657269;2,045026219;1,798415737
386,347;1,560418422;1,987183005;1,601163186
386,934;1,763083913;1,93114963;1,005666397
387,521;1,656674201;1,625880143;0,996119223
388,108;1,491383245;1,532896657;0,851715582
388,695;1,351933451;1,604899881;0,829360521
389,282;1,120112529;1,728626563;0,776304307
389,869;0,819503745;1,831935796;0,817304815
390,456;0,910875773;1,860694355;0,994015197
391,043;0,926546967;2,108713139;0,90667872
391,630;1,203044963;2,045309816;0,869159099
392,216;0,804414715;2,346591936;0,694419506
392,803;0,74001423;2,57584479;0,589248112
393,390;0,943440891;2,463099238;0,593604851
393,976;1,01038954;2,456175488;0,737028687
394,563;0,878903872;2,302272107;0,817738642
395,149;1,187930787;2,082522617;0,740319277
395,736;0,909856688;2,145698912;0,391619033
396,322;0,964991658;1,859691954;0,542857045
396,909;0,547766351;1,72598098;0,539088663
397,495;0,858566257;1,484512872;0,875721959
398,082;0,709425626;1,453333414;0,964214724
398,668;0,533438639;1,420589958;1,038007884
399,254;0,563422803;1,312466367;0,954142335
399,841;0,611687796;1,382510217;1,001998228
400,427;0,468092934;1,332370066;1,0826556
401,013;0,522160641;1,268169914;1,116729076
401,599;0,458104107;1,38893679;1,004847961
402,185;0,528954443;1,371115285;1,028001741
402,771;0,351752881;1,42324825;1,109914954
403,357;0,644420995;1,476381121;1,035078886
403,943;0,484556948;1,550570127;0,978908598
404,529;0,423444386;1,533544965;0,871440806
405,115;0,505561148;1,380190691;0,834570515
405,701;0,541318035;1,447056723;0,877676272
406,287;0,600582178;1,503334882;0,799492811
406,873;0,692097134;1,476711267;0,788062073
407,459;0,811140098;1,550923379;0,742009073
408,044;0,841849753;1,5116118;0,596382439
408,630;0,739549881;1,460465791;0,565013619
409,216;0,917778532;1,279568644;0,448152032
409,802;0,849054647;1,505078432;0,526187641
410,387;0,996161063;1,624980281;0,582712737
410,973;0,959102711;1,632114688;0,560464815
411,558;0,954785851;1,598272534;0,59750893
412,144;0,938112173;1,564658935;0,597704421
412,729;0,835697363;1,51653405;0,643439665
413,315;1,071767011;1,681410208;0,65535196
413,900;1,018182578;1,723955638;0,649636226
414,485;0,998870712;1,904327902;0,705633374
415,071;1,115080163;1,858616801;0,767427786
415,656;0,926213529;1,831067597;0,658057995
416,241;1,086215546;1,788099667;0,692309024
416,827;1,078414863;1,9332537;0,754105494
417,412;1,228825657;1,884118896;0,841303183
417,997;1,3750518;2,087805698;0,768269759
418,582;1,247334284;1,999504925;0,832207904
419,167;1,297460923;1,977719046;1,030539595
419,752;1,262413117;2,095904255;1,091367362
420,337;1,180182396;1,950719753;1,192619882
420,922;1,256666077;2,043963606;1,168652917
421,507;1,179134025;2,087030073;1,079018153
422,092;1,22969202;2,019731888;1,146336235
422,677;1,092657107;2,021160863;1,021128062
423,261;1,122094211;1,943842246;1,138480781
423,846;1,175819216;2,025450105;1,190142658
424,431;1,218876763;2,065592575;1,073121734
425,016;1,315654561;1,908536448;0,864667333
425,600;1,504246733;2,08898788;0,83580692
426,185;1,605602764;2,025942635;1,056891257
426,770;1,796419801;2,275299079;1,274343669
427,354;1,885830498;2,284381701;1,301555697
427,939;2,080352677;2,430101324;1,444871501
428,523;2,127741958;2,529893704;1,392761822
429,108;2,19769618;2,48957173;1,357450609
429,692;2,355962242;2,500816834;1,502922043
430,276;2,449662553;2,578645169;1,818297243
430,861;2,283813507;2,503342175;1,746758179
431,445;2,328309443;2,674090305;1,686099311
432,029;2,31977286;2,541475641;1,634314514
432,613;2,35134384;2,638593734;1,679710216
433,198;2,35369598;2,788140047;1,804781571
433,782;2,423748494;2,890678022;1,957056639
434,366;2,294356955;2,986857712;2,075317691
434,950;2,283125654;2,996793279;1,983890419
435,534;2,271151469;3,086723837;2,105376871
436,118;2,440949684;3,289178284;2,16396621
436,702;2,425161093;3,351703482;2,283243935
437,286;2,644858513;3,534846933;2,349728096
437,870;2,660666316;3,686138038;2,418123515
438,454;2,733989275;3,690372056;2,44026123
439,038;2,744476905;3,706932072;2,601305443
439,621;2,887610925;3,736173979;2,61168545
440,205;2,91240287;3,811998527;2,720615782
440,789;3,07558261;3,915968646;2,742823491
441,372;3,131463944;3,93915221;2,85275373
441,956;3,219274869;3,994101386;2,866280788
442,540;3,059062993;3,951591067;2,99383603
443,123;3,272618121;4,061157285;3,096033964
443,707;3,198967182;4,215290423;3,32093918
444,290;3,298874239;4,354768702;3,382040173
444,874;3,461843774;4,471660754;3,562623767
445,457;3,534725694;4,669621104;3,727685764
446,040;3,591565977;4,767129402;3,929948404
446,624;3,664944167;4,926771537;3,996750666
447,207;3,769591954;5,068292358;4,162925968
447,790;3,996889894;5,295417915;4,325955107
448,374;4,007722012;5,377170652;4,462019305
448,957;4,224983372;5,418256295;4,503967238
449,540;4,325470419;5,534289407;4,615170859
450,123;4,499342305;5,716425755;4,769730252
450,706;4,644369121;5,792754549;4,893159215
451,289;4,741892853;5,966706474;4,995578604
451,872;4,838580836;6,115824103;5,213709141
452,455;4,984433404;6,260284531;5,377553502
453,038;5,051444651;6,366577651;5,605831181
453,621;5,218506252;6,563888495;5,763102875
454,204;5,345008682;6,73521902;5,855330703
454,787;5,482857069;6,900790503;6,036368831
455,369;5,544337792;7,048650641;6,189022902
455,952;5,653083766;7,190526311;6,370047702
456,535;5,759799329;7,339421641;6,57367079
457,117;5,971409696;7,461760052;6,753013949
457,700;6,035677173;7,55970785;6,88139909
458,283;6,23413431;7,768275638;6,915094828
458,865;6,305891328;7,89471265;7,043692121
459,448;6,492350673;8,037570349;7,300562066
460,030;6,562749512;8,213382834;7,368567226
460,613;6,724204794;8,423996222;7,47301945
461,195;6,805057336;8,624173704;7,593536784
461,777;7,007441337;8,714475047;7,76599923
462,360;7,115874022;8,842414949;7,909158588
462,942;7,291545746;9,068762634;8,082124077
463,524;7,306202595;9,141878255;8,264018805
464,107;7,453464424;9,270340801;8,416756998
464,689;7,539737904;9,461787424;8,504016231
465,271;7,778013464;9,58170078;8,717235488
465,853;7,876288551;9,661562158;8,915913438
466,435;8,121733867;9,811954029;9,19139357
467,017;8,210546359;10,0576462;9,338069089
467,599;8,356037698;10,26577185;9,540209351
468,181;8,455021648;10,44625372;9,643449834
468,763;8,721278178;10,63775415;9,848405308
469,345;8,865263413;10,84154966;9,988239658
469,927;8,965439626;11,0126178;10,17582768
470,508;9,069862385;11,22142627;10,32525494
471,090;9,180774015;11,43164257;10,51036663
471,672;9,331840513;11,60039305;10,58729525
472,254;9,496681975;11,77441336;10,76836697
472,835;9,621797761;11,93038484;10,89975475
473,417;9,799869842;12,04950706;11,16639494
473,998;9,905574982;12,23393617;11,29497196
474,580;10,05313851;12,41272338;11,50472225
475,161;10,22662451;12,59243616;11,66886932
475,743;10,3760492;12,79633451;11,82818119
476,324;10,52707746;12,93848196;11,98285524
476,906;10,6004607;13,14222815;12,17044515
477,487;10,7403459;13,28447764;12,28208299
478,068;10,88458175;13,53112734;12,43835395
478,650;11,04291394;13,73656279;12,56715953
479,231;11,17540446;13,94738686;12,75016667
479,812;11,32421247;14,13395586;12,89745464
480,393;11,50088085;14,30595096;13,08162956
480,974;11,65282868;14,42698875;13,21129661
481,555;11,82449038;14,58206755;13,33441378
482,136;11,95524625;14,80052875;13,51000101
482,717;12,09207359;14,9979086;13,6991065
483,298;12,20449685;15,13049096;13,81709721
483,879;12,28212175;15,33833612;14,02456466
484,460;12,4244457;15,51139994;14,19292331
485,041;12,58154226;15,72152408;14,44264576
485,622;12,64249475;15,97728913;14,65784027
486,203;12,76918189;16,20859151;14,85198684
486,783;12,890184;16,43328612;15,05742349
487,364;13,08194;16,54163889;15,21362296
487,945;13,21370105;16,71817201;15,31888665
488,525;13,39204711;16,92340901;15,53011179
489,106;13,61615911;16,98385851;15,614004
489,686;13,7629837;17,22334773;15,766467
490,267;13,86866584;17,42988394;15,83253068
490,847;14,122804;17,55070886;15,95881156
491,428;14,21775054;17,75511045;16,14726528
492,008;14,40875244;17,97009012;16,33651528
492,589;14,5827595;18,17669997;16,51703463
493,169;14,72321611;18,44728841;16,74354126
493,749;14,83588358;18,58710952;16,86611079
494,329;14,88456625;18,90454142;17,07179917
494,910;14,97676026;19,02290781;17,24568398
495,490;15,1952863;19,21318536;17,41781076
496,070;15,32010365;19,43472096;17,5492371
496,650;15,483691;19,62210692;17,72106611
497,230;15,6359643;19,90313294;17,90647932
497,810;15,74902162;20,17462622;18,14277132
498,390;15,87280224;20,24832484;18,31763675
498,970;16,00462235;20,43114728;18,51657733
499,550;16,16959195;20,52097574;18,65116071
500,130;16,31152699;20,72728622;18,82143469
500,709;16,31878846;20,86609898;19,0274101
501,289;16,42085316;21,05421656;19,27257587
501,869;16,58020395;21,22168083;19,49377027
502,449;16,66080515;21,28605191;19,60870584
503,028;16,71815421;21,48142402;19,69932309
503,608;16,89473057;21,72232475;19,78028766
504,188;16,99556823;21,91353706;19,89329098
504,767;17,15299374;22,21505327;20,13798682
505,347;17,25571316;22,41147564;20,31727189
505,926;17,47961623;22,4789505;20,60217989
506,505;17,60799487;22,59780089;20,75171106
507,085;17,7924701;22,78544925;20,91996113
507,664;17,86179197;23,00595938;21,06611253
508,243;18,11322221;23,16676724;21,20928935
508,823;18,18549549;23,32454628;21,39963664
509,402;18,37806696;23,53005055;21,6846533
509,981;18,4266106;23,65260252;21,8252072
510,560;18,52031608;23,8598909;21,98739943
511,139;18,58653584;24,21508707;22,01937013
511,719;18,64885287;24,49857612;22,08081242
512,298;18,65382996;24,69086336;22,1639685
512,877;18,80460741;24,91836626;22,37410824
513,456;18,85744694;25,0906083;22,65587066
514,034;18,98789037;25,30572007;22,91620173
514,613;19,07889281;25,50934834;23,0686777
515,192;19,28718342;25,68312507;23,30731136
515,771;19,47165303;25,86033059;23,51546934
516,350;19,60834871;25,94835946;23,74185892
516,928;19,70025102;26,11939541;24,04774467
517,507;19,87117373;26,35121696;24,3965197
518,086;19,97848905;26,55045244;24,58895279
518,664;20,16308521;26,77919931;24,62146265
519,243;20,19453131;26,97059246;24,79143076
519,821;20,31234746;27,10236849;24,94625238
520,400;20,43065871;27,33732969;25,05634725
520,978;20,52182225;27,52795758;25,24587979
521,557;20,63017501;27,7273617;25,38642236
522,135;20,83488766;27,94981214;25,53182063
522,714;20,93398911;28,04172788;25,55088431
523,292;21,0551134;28,18811591;25,71636666
523,870;21,00981952;28,31007685;26,02592398
524,448;21,18584379;28,41311576;26,12136734
525,026;21,15221699;28,64165104;26,29560789
525,605;21,2166614;28,80172158;26,48717732
526,183;21,29467075;28,92853608;26,61702381
526,761;21,41677623;29,15455414;26,81659072
527,339;21,4429444;29,25884516;27,02545968
527,917;21,55197192;29,40279475;27,30245559
528,495;21,72969623;29,63555493;27,42124436
529,073;22,00353922;29,80438529;27,45522085
529,650;22,13033527;29,95522302;27,64110387
530,228;22,36816386;30,14668742;27,76788804
530,806;22,45831219;30,28247906;27,87031126
