Filename-->;FLOR_1.RFL8;FLOR_2.RFL8;FLOR_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
288,413;74,15102905;55,60768805;54,60232609
289,006;80,29107148;63,1228415;56,19141828
289,599;83,26592356;67,7704733;59,30232149
290,191;72,03370147;55,32413118;65,34051052
290,784;63,79935191;54,62521504;60,82395564
291,377;78,44827238;55,43303862;68,06335117
291,969;74,58745944;48,34983597;64,62458794
292,562;74,22145043;31,70415307;61,0510393
293,154;77,03157845;42,90526173;58,86315577
293,747;78,53849748;45,73536189;70,35500239
294,339;72,2990471;47,12618626;62,74848777
294,932;69,64746391;49,69905384;54,96560795
295,524;78,72993239;58,80547353;57,24740344
296,116;85,98985202;60,38071009;62,23350279
296,709;76,10956053;62,13542787;57,13923295
297,301;71,83771023;77,80429744;59,53328111
297,893;66,24270955;82,96237242;68,0445126
298,486;69,74310557;92,76879294;76,5620041
299,078;61,92924356;84,60840577;60,41729975
299,670;59,38234573;85,22995228;61,06076077
300,262;63,67469555;72,04819253;61,80722663
300,854;59,38481322;60,57753119;61,33082619
301,446;50,39912983;53,30188886;56,38606955
302,038;43,98240584;49,74010393;72,93082071
302,630;56,25415912;39,02195501;62,34198202
303,222;69,96677668;53,45514846;64,51827328
303,814;72,27366646;42,20679087;57,09876918
304,406;75,09220863;40,22620871;60,16719953
304,998;74,81333708;38,82528581;55,50024885
305,590;89,63345157;39,0607099;58,30469832
306,182;87,7109551;44,23579591;60,23294279
306,773;89,2653012;50,13762487;65,44569103
307,365;85,6705606;47,69466272;52,91754311
307,957;85,85957485;45,10072213;60,49286186
308,549;83,18781686;37,54411977;52,90730134
309,140;79,42993745;35,59896296;57,20549993
309,732;76,35659061;29,70216121;58,40473284
310,323;81,16219225;27,22435097;63,64410165
310,915;65,76139681;26,69253209;55,53831394
311,506;60,12123798;18,42390042;43,23446745
312,098;61,49068597;14,67678973;39,84357006
312,689;69,14022971;10,59365408;50,33265213
313,281;61,19296714;13,52186361;43,08460074
313,872;62,18372086;19,19691935;43,34433318
314,463;57,6773577;24,34402471;36,49174079
315,055;59,33363045;34,1129749;44,57193329
315,646;53,2888089;40,4169188;43,57417493
316,237;55,40275033;45,31761663;47,10761643
316,828;60,308613;51,92884507;59,25846555
317,420;57,0917226;55,19015621;65,30201347
318,011;47,85572822;58,08225395;61,8209837
318,602;48,96921209;66,05087085;58,4738983
319,193;46,04873626;61,92211271;57,84559476
319,784;47,18381921;65,07936419;62,23758608
320,375;48,16810531;56,27694107;60,7489234
320,966;58,46849111;62,08454867;67,98723521
321,557;62,94075082;64,26001523;73,63876266
322,148;58,27781883;65,2603031;71,60128292
322,738;56,22151605;63,21786753;78,69189322
323,329;64,0186916;60,70093433;75,93458241
323,920;67,35882326;67,18416704;74,6361365
324,511;77,8002687;67,27395515;82,72604678
325,102;74,79237475;57,23009158;78,82266422
325,692;72,05274126;69,1313379;73,99172937
326,283;69,33124238;69,27899508;68,15569381
326,874;69,59459441;73,4430065;73,09048039
327,464;76,54060374;78,70933942;69,98149084
328,055;85,07983079;77,24238515;54,02031789
328,645;67,93893366;65,02180876;46,89204133
329,236;70,78469733;55,44747123;50,25940127
329,826;62,58751047;63,81966037;49,45393439
330,417;79,15193832;70,62089658;62,49368801
331,007;83,80013492;65,673316;63,99283069
331,597;85,52570006;55,16266218;70,17916443
332,188;77,77777634;54,69422951;57,49354091
332,778;68,73303075;42,23981666;51,85520313
333,368;60,04594765;46,07351842;52,13032544
333,958;72,97238531;55,14241982;55,6860179
334,548;69,39764298;54,31760684;54,12805262
335,139;73,45429916;52,41935524;58,75895894
335,729;66,4556988;59,74231499;52,50904245
336,319;67,50893525;60,36242852;56,20214626
336,909;54,52689003;64,05717746;45,81347626
337,499;57,77182872;55,4852792;50,42568659
338,089;63,55315231;51,74841348;57,16967783
338,679;80,57324765;45,02694951;60,31357176
339,269;83,66415772;53,68469389;59,274471
339,858;81,00497955;46,50205517;57,63482865
340,448;79,41046538;34,17553081;53,34663338
341,038;76,2683444;27,23270501;52,99790368
341,628;73,1457285;28,92462357;52,8844237
342,218;79,47701916;30,78446829;59,54833421
342,807;77,91674559;36,36363789;57,53220183
343,397;78,22231304;34,41946918;52,01072485
343,986;71,67976887;41,02192814;54,46834752
344,576;57,75862313;33,14860532;59,01067304
345,166;52,43731138;33,05917788;60,4012045
345,755;49,52811768;43,57058679;61,34487074
346,345;45,15927298;45,13845416;68,87361823
346,934;46,70814679;39,58249762;60,2769964
347,523;38,75856465;31,22275305;55,36641285
348,113;34,07179445;37,29230795;57,57948502
348,702;37,49518412;49,03661045;59,86512608
349,292;37,04206316;49,9709267;60,32176842
349,881;45,16533958;51,92548876;57,3670968
350,470;53,23984636;59,961315;60,39651976
351,059;56,44718587;63,1458609;59,96799049
351,648;65,61696904;64,41731049;53,62039459
352,238;62,13591958;70,2747324;61,06176122
352,827;72,30986426;89,42783388;66,98846269
353,416;73,20754923;86,088052;63,74842839
354,005;73,28502061;77,43961144;67,87439512
354,594;70,52214123;74,55386526;65,9396334
355,183;65,17762498;72,96320447;70,17656072
355,772;54,62653078;73,70866041;65,49609579
356,361;49,210159;63,86722605;64,72705356
356,949;41,0732513;59,23281147;64,1909812
357,538;50,31517386;59,23007609;66,11886399
358,127;48,45756007;52,05978158;57,09906112
358,716;55,51808153;51,69570976;64,9990647
359,304;51,10154896;55,02581657;58,58863801
359,893;45,99112928;50,18764957;64,6878203
360,482;49,11301144;50,32851668;64,09330055
361,070;55,3974739;43,39320557;69,7314616
361,659;56,13948164;49,09932527;70,74863965
362,247;57,57373794;56,09065059;73,20446306
362,836;51,33022722;57,94811853;67,39274803
363,424;59,38931239;51,58608997;74,45292582
364,013;53,0769257;53,84615575;64,51923232
364,601;55,82811038;52,13965915;66,96508544
365,190;59,53250552;55,44192725;57,24981679
365,778;62,4445967;55,26764411;50,97169966
366,366;59,06384415;50,39695486;39,86106331
366,955;62,5652603;44,79638081;39,08806043
367,543;60,50336966;37,67066756;32,6204967
368,131;58,03866364;33,28618783;37,19943603
368,719;47,89975881;34,30157978;28,90502577
369,307;51,04121003;24,8725791;32,27027956
369,895;45,37781876;22,74825302;31,1749978
370,483;43,49336234;18,78178982;24,56271095
371,071;34,94853583;15,69330442;24,79472648
371,659;35,58976456;16,20960309;27,3116507
372,247;29,17716332;17,82952342;24,10287469
372,835;25,50575992;16,8145047;24,3230648
373,423;20,80145096;15,27050696;20,94240964
374,011;20,96506835;14,57075211;20,37300226
374,599;16,60061075;11,81402419;16,00609715
375,186;13,6082306;9,554529537;13,34234176
375,774;10,14671775;8,127412677;11,71814637
376,362;8,149079773;6,175556672;8,718432657
376,950;6,080538741;6,052745416;6,299796368
377,537;5,741758555;4,585165023;4,332417694
378,125;4,164810745;3,947042927;3,293739472
378,712;4,512908781;3,004088174;2,705937964
379,300;3,291871945;1,833583337;1,829294564
379,887;3,050351295;2,753560291;1,918835792
380,475;4,030806182;3,272654537;2,448489665
381,062;4,756842118;3,666692491;2,955388736
381,650;5,28197132;3,913848082;3,598127215
382,237;4,996288159;3,74635306;4,407575827
382,824;4,01756844;3,40266822;4,594348085
383,411;4,554599445;3,170001418;4,096763442
383,999;3,937151273;3,232080524;3,542068481
384,586;3,706578337;3,137440891;3,344400187
385,173;3,527190667;3,018332386;3,306238794
385,760;2,724294993;2,415483087;2,560511878
386,347;2,93858827;2,312198967;2,348091673
386,934;2,602742573;1,997987756;1,882067427
387,521;2,657259619;2,279406327;1,29330205
388,108;2,96408431;2,16989352;1,140990418
388,695;2,804669345;2,111878902;1,333961218
389,282;2,719305864;1,892034011;1,442467738
389,869;2,656165102;2,249846896;1,390626204
390,456;2,72099952;2,170186408;1,146874703
391,043;2,920808605;2,188853187;1,271060231
391,630;2,481228052;1,834104175;0,873969133
392,216;2,431425026;1,53889847;1,173108913
392,803;2,674586445;0,855764652;1,490077513
393,390;2,736688775;1,156717776;1,658838414
393,976;2,791411451;1,035451178;1,609704851
394,563;3,14418692;1,420388463;1,969927507
395,149;2,895991121;0,85045095;1,974383645
395,736;3,028511098;0,812123524;2,083136154
396,322;2,738480087;0,678252287;1,822984939
396,909;2,801418722;0,776476426;1,915760768
397,495;2,597469991;0,654878817;1,529563607
398,082;2,306278134;0,684320864;1,077206011
398,668;2,559776121;0,571846468;1,006058171
399,254;2,679734474;0,78470629;1,202355242
399,841;2,545078308;0,456390519;0,796516129
400,427;2,458919963;0,704087477;0,779490354
401,013;2,256777416;0,68448381;0,642664908
401,599;2,453786808;0,826473841;0,688807205
402,185;2,669306891;0,885692569;0,923321583
402,771;2,943447038;1,185145708;1,093908621
403,357;2,960025777;1,227453458;1,289715493
403,943;2,707561777;1,143642516;1,307894014
404,529;2,797500936;0,966581562;1,15686844
405,115;2,722647421;1,091133689;1,263715886
405,701;3,170056121;1,064995816;1,446964371
406,287;3,564072417;1,16576132;1,715014201
406,873;3,665238322;1,082308605;1,956623865
407,459;3,701052508;1,088517578;1,840533464
408,044;3,843442773;0,996106896;2,03828717
408,630;4,146106811;1,225419046;2,152873617
409,216;4,474855828;1,348094186;2,36238291
409,802;4,569761069;1,562799969;2,497950163
410,387;4,870040166;1,634837464;2,680633611
410,973;4,919165896;1,821107308;2,646943363
411,558;5,059756835;1,635630289;2,611786432
412,144;5,210669442;1,796009302;2,5918357
412,729;5,32561081;1,753509857;2,830010967
413,315;5,455058681;1,953394465;2,977907762
413,900;5,605340591;1,854923926;3,207355365
414,485;5,802522147;2,091951322;3,340554865
415,071;5,913760364;1,956120795;3,458665933
415,656;6,282187064;2,251223411;3,667270797
416,241;6,505869747;2,069598279;3,950942487
416,827;6,656116814;2,345545558;4,273194918
417,412;6,974181436;2,283374523;4,525528871
417,997;7,337424273;2,461419748;4,586726306
418,582;7,746172207;2,434768973;4,615867181
419,167;8,125443302;2,688310457;4,688341756
419,752;8,424077751;2,53575941;4,829141664
420,337;8,729760205;2,621420856;4,930842062
420,922;9,028954769;2,45401163;5,046738406
421,507;9,316425509;2,624772017;5,089913419
422,092;9,827975026;2,665482991;5,19449277
422,677;10,12530744;2,880205707;5,200661206
423,261;10,42890257;2,992611207;5,48104117
423,846;10,66981049;3,052057711;5,592599584
424,431;10,90176224;3,067052148;5,851057285
425,016;11,35406692;3,214410712;6,019700995
425,600;11,88430182;3,425339548;6,334705751
426,185;12,21522932;3,656702696;6,597334303
426,770;12,61189815;3,705817499;6,87726224
427,354;12,81499367;3,851141889;7,022366407
427,939;13,29437341;3,976380364;7,374444854
428,523;13,68824939;4,151961675;7,510460865
429,108;14,01755271;4,240896097;7,785531718
429,692;14,45281775;4,259600603;8,118736666
430,276;14,5390174;4,250420727;8,269014004
430,861;14,76133261;4,347232665;8,306563014
431,445;15,26850572;4,544725627;8,728898237
432,029;15,79318462;4,9090889;9,038038528
432,613;16,21765485;5,100908456;9,231920282
433,198;16,35952144;5,24010352;9,539231158
433,782;16,82505429;5,358911577;9,921298804
434,366;17,2885442;5,538772309;10,24755879
434,950;17,67147656;5,775695728;10,462037
435,534;18,16536425;6,089803635;10,68402453
436,118;18,43494702;6,219491683;11,03987311
436,702;18,49610008;6,276531269;11,0703276
437,286;18,92291717;6,366650112;11,24676024
437,870;19,22328726;6,584772396;11,59083097
438,454;19,7611895;6,752502106;11,80016556
439,038;20,0682203;6,842624566;11,93640646
439,621;20,48362222;6,967187989;12,11917889
440,205;20,67641653;7,155260033;12,18001068
440,789;20,94334911;7,215095349;12,46206936
441,372;21,23505735;7,43121274;12,69876404
441,956;21,61962705;7,463152002;12,74360825
442,540;21,59963876;7,591766603;12,9443373
443,123;21,77507892;7,465473593;12,9696166
443,707;22,06971309;7,561496252;13,05082001
444,290;22,30166099;7,687372236;13,25128699
444,874;22,30696181;7,791280056;13,27667845
445,457;22,68607101;7,874806239;13,56465298
446,040;23,00496606;8,013228032;13,7122698
446,624;23,22785448;8,040067985;13,82732167
447,207;23,36892463;8,259850734;14,06333135
447,790;23,66928782;8,310126897;14,13391381
448,374;23,7401092;8,491536304;14,31365537
448,957;23,75469737;8,601283951;14,42615784
449,540;23,87090986;8,714036855;14,48798321
450,123;24,09059574;8,806920238;14,70880241
450,706;24,18268751;8,83060857;14,73374113
451,289;24,13699221;8,770170549;14,80650439
451,872;24,16994093;8,816181766;14,76431184
452,455;24,34766909;8,897465278;14,87566161
453,038;24,33612075;8,900563784;14,87996291
453,621;24,6156336;8,877322555;14,95653549
454,204;24,73745349;8,988225206;15,04277178
454,787;24,7389728;8,992350102;15,11112159
455,369;24,75481102;9,092787113;15,07856774
455,952;24,81866495;9,154790857;15,15632681
456,535;24,93827686;9,375931367;15,08665123
457,117;25,06381422;9,379904312;15,1739428
457,700;25,09624792;9,426858991;15,22997972
458,283;25,26012489;9,525645967;15,38523858
458,865;25,43746244;9,718717275;15,50253305
459,448;25,63853456;9,782553378;15,53529708
460,030;25,78679099;9,878353472;15,56843847
460,613;25,79391517;9,99713721;15,77589634
461,195;25,99896858;10,08450913;15,92410952
461,777;26,22820944;10,16305815;16,17157171
462,360;26,42922277;10,413028;16,31207615
462,942;26,75158905;10,63623896;16,47138353
463,524;26,99085171;10,7541393;16,67611687
464,107;27,06325955;10,90700394;16,85092899
464,689;27,11462294;11,09338223;17,12057444
465,271;27,42436746;11,36170061;17,38107589
465,853;27,75377389;11,5667747;17,55162997
466,435;27,9855642;11,79614876;17,83368376
467,017;28,03195832;11,99720771;18,03808702
467,599;28,15047179;12,06073829;18,2282481
468,181;28,13430219;12,14152872;18,31209503
468,763;28,12895793;12,42109604;18,45298966
469,345;28,27679711;12,59919818;18,64674725
469,927;28,42226129;12,69655694;18,83576567
470,508;28,42087872;12,8398693;18,98447764
471,090;28,55574466;13,02805619;19,1279142
471,672;28,64873272;13,16968922;19,18900734
472,254;28,7654137;13,30598367;19,36330686
472,835;28,86371673;13,47102258;19,51734287
473,417;29,02907844;13,55928004;19,68560209
473,998;29,16199014;13,52418607;19,81922239
474,580;29,18309277;13,58074796;19,93893165
475,161;29,25739258;13,66591726;19,97165756
475,743;29,36676096;13,66273333;20,07884939
476,324;29,29328564;13,67406323;20,15442288
476,906;29,27841511;13,73797378;20,20004474
477,487;29,3468216;13,86243557;20,20580375
478,068;29,39174214;13,9183912;20,25806934
478,650;29,29292966;14,01124562;20,35848129
479,231;29,40630192;14,10600296;20,43578889
479,812;29,53935931;14,1470945;20,52571791
480,393;29,58156639;14,24878862;20,61811634
480,974;29,54355401;14,38167275;20,67913239
481,555;29,82247782;14,49359927;20,82543827
482,136;29,76449936;14,59676278;20,90341921
482,717;29,85091522;14,65532813;21,0710665
483,298;29,97666912;14,85997341;21,19560027
483,879;30,14646544;14,95295217;21,32447785
484,460;30,11705482;15,1379116;21,45329678
485,041;30,19956482;15,36393871;21,52053791
485,622;30,31820813;15,57059658;21,72101089
486,203;30,53472125;15,7967873;22,0089663
486,783;30,6381536;16,01669387;22,15082751
487,364;30,98232423;16,24203525;22,46960546
487,945;31,07541265;16,43387224;22,54770374
488,525;31,22858746;16,64496098;22,79992947
489,106;31,41993001;16,89799002;23,0126705
489,686;31,71662562;17,04596234;23,2541264
490,267;32,06099883;17,3902417;23,56498641
490,847;32,36375769;17,66438594;23,84291648
491,428;32,56524145;17,92600275;24,11664691
492,008;32,75842051;18,15967448;24,42902977
492,589;33,02373563;18,4368427;24,63358133
493,169;33,39042855;18,83310127;25,05564809
493,749;33,58886614;19,1430299;25,2981315
494,329;33,90468494;19,51003993;25,69902445
494,910;34,20188614;20,09180394;26,06629279
495,490;34,36751267;20,42801576;26,38957763
496,070;34,60322494;20,88957909;26,69608745
496,650;34,84441004;21,29779139;27,13625319
497,230;35,18052775;21,78344031;27,59209313
497,810;35,36378517;22,23414231;28,00208362
498,390;35,52670758;22,66201092;28,47203362
498,970;36,03248424;23,19480024;29,06634447
499,550;36,31426256;23,63534932;29,52240324
500,130;36,65674652;24,08133011;29,96079007
500,709;37,00249022;24,6877951;30,53525421
501,289;37,37566907;25,09486192;31,11021205
501,869;37,89567678;25,70451962;31,56900507
502,449;38,14910939;26,27190717;31,99743722
503,028;38,55516829;26,86898386;32,54108465
503,608;39,04743976;27,46312935;33,10421128
504,188;39,29951018;28,02094743;33,59856102
504,767;39,69146329;28,55928133;34,16426674
505,347;40,09006486;29,05708774;34,73150999
505,926;40,3809271;29,52876443;35,129556
506,505;40,7006932;30,06953666;35,53915381
507,085;41,07143021;30,51325034;35,99885896
507,664;41,43198509;31,12339685;36,63157419
508,243;41,693639;31,69180621;37,11014819
508,823;41,91112263;32,15924788;37,5619908
509,402;42,257411;32,55513323;37,92887801
509,981;42,47796257;33,13114974;38,36198326
510,560;42,7272566;33,61043385;38,79759074
511,139;43,15213253;34,19545564;39,34542988
511,719;43,44495369;34,74053779;39,98012568
512,298;43,58366707;35,24438522;40,28352513
512,877;43,8722;35,62561377;40,69183629
513,456;44,27392562;36,10279454;41,20508063
514,034;44,68942033;36,54737912;41,55924692
514,613;44,96507921;37,06021309;41,99858913
515,192;45,40831776;37,61153392;42,38992162
515,771;45,64386584;37,98471163;42,73073336
516,350;45,69504491;38,27599059;43,08562588
516,928;45,73923305;38,61627068;43,35056645
517,507;45,92267494;39,07492447;43,85365333
518,086;46,14604123;39,46560832;44,0685538
518,664;46,37203503;39,82173992;44,52536537
519,243;46,43389374;40,21883543;44,89735613
519,821;46,54164899;40,62446831;45,25909384
520,400;46,65084718;40,87267429;45,49216194
520,978;46,83367917;41,18297172;45,82239951
521,557;47,13678681;41,59543063;46,11667423
522,135;47,55919147;41,99675563;46,45501557
522,714;47,76106913;42,29716429;46,6309088
523,292;47,91480619;42,51486606;46,92953894
523,870;48,02519941;42,76082203;46,91690999
524,448;48,40269826;43,10588929;47,1460895
525,026;48,60157201;43,2377405;47,38770577
525,605;48,73717028;43,41690249;47,63757715
526,183;48,85907612;43,80977703;47,81099928
526,761;48,87931632;44,03899456;47,8868221
527,339;48,82176752;44,06698525;47,98563279
527,917;48,98586074;44,23215502;48,25855868
528,495;49,05732475;44,44087042;48,32193142
529,073;49,16514615;44,5242571;48,40810144
529,650;49,30852526;44,76010785;48,5590328
530,228;49,38791631;45,0551595;48,5628331
530,806;49,54246951;45,24542124;48,60926746
531,384;49,66234886;45,39400479;48,68685069
531,962;49,90684896;45,62952641;48,91673964
532,539;50,04037445;45,76555264;49,08112333
533,117;50,16700272;45,95579094;49,23864807
