Filename-->;FLOR_ABIERTA.RFL8;FLOR_ABIERTA_2.RFL8;FLOR_ABIERTA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
287,227;82,03946945;69,71490933;64,21052336
287,820;78,95810143;56,5118922;61,49490529
288,413;79,13315547;60,2546951;60,12064505
289,006;78,76171846;59,94080096;64,55352945
289,599;77,90697316;63,7765389;77,78058335
290,191;62,43856944;55,6517702;62,06412426
290,784;61,93019423;53,25195674;66,8510414
291,377;70,46912614;59,12189288;75,30072273
291,969;72,4422446;59,61221029;77,88779103
292,562;71,10726652;43,85813134;65,33304403
293,154;72,71578751;53,72631392;67,43157709
293,747;85,33886803;55,07146142;73,32872114
294,339;75,95073482;53,19792473;70,74330098
294,932;81,47033505;49,41960594;77,70851544
295,524;97,21435255;47,73371026;87,53540693
296,116;101,8527927;43,62944355;77,53807343
296,709;89,17067933;41,92239471;79,27973643
297,301;89,81702512;46,53937959;68,49642231
297,893;81,55802412;62,21515353;82,93587271
298,486;87,56739867;51,7602285;79,54329352
299,078;58,3610539;47,65648493;73,75264813
299,670;60,69151303;41,49043487;83,55153149
300,262;50,36144608;43,73493964;66,23493702
300,854;44,97803154;52,98179495;46,42184606
301,446;29,0638628;57,18432611;51,0522528
302,038;37,26509255;54,13834143;56,85725575
302,630;38,5894894;57,01929717;72,38855844
303,222;33,95348713;52,09302404;54,55149432
303,814;32,97325393;58,95061934;56,37860375
304,406;39,61150734;58,88861562;49,22547301
304,998;42,30960587;57,98904829;45,64460019
305,590;48,82588799;58,33333804;49,28407936
306,182;45,37675445;54,78963687;63,82219977
306,773;57,29409437;57,97162799;66,48316836
307,365;52,05662862;51,69313146;60,35967312
307,957;57,18755956;51,3201651;63,19186345
308,549;65,31673844;52,55433838;70,6483406
309,140;69,12497196;50,62786508;72,1546772
309,732;69,84904164;55,93635292;82,72134057
310,323;77,84162991;59,38697268;78,07577339
310,915;65,47041828;55,96508311;71,83317471
311,506;68,13162889;51,87269897;69,56051008
312,098;59,2822645;50,81665744;71,45157935
312,689;77,43091217;57,08802383;71,18731364
313,281;64,75760462;57,98479218;66,13593373
313,872;68,56435444;56,51815418;66,69417077
314,463;54,49465726;51,06899925;63,31389836
315,055;59,04677943;49,05119315;60,67961554
315,646;54,21979308;57,19489915;70,20845766
316,237;61,31848749;59,92141274;74,83082305
316,828;67,63823348;68,45263535;84,09772616
317,420;71,1185652;65,36912653;82,9306458
318,011;59,29184187;65,75764314;88,10205041
318,602;49,61178178;54,56492733;88,56760932
319,193;44,45456852;53,06308371;81,5531767
319,784;52,3297492;67,7675392;85,68868836
320,375;45,20474068;58,91702552;91,1637954
320,966;52,45945303;53,49640913;85,64211678
321,557;50,37179058;58,83904864;87,71887829
322,148;40,88329485;51,3940282;76,88132513
322,738;44,94074995;47,49316458;82,5433049
323,329;45,0700947;38,17756938;82,14953459
323,920;56,06443048;53,65806305;85,212503
324,511;52,96895999;62,64057671;96,15385076
325,102;43,18514738;58,30483265;98,58328634
325,692;37,92657807;68,69183505;94,82937096
326,283;32,13166183;60,50156511;97,70114566
326,874;25,96944726;58,72503025;96,65099948
327,464;33,93282284;59,27003846;99,39169853
328,055;36,25544309;68,44702417;89,28882827
328,645;37,73173533;77,99890815;80,26172147
329,236;41,63424081;74,51361775;92,18547756
329,826;51,91822938;74,96499293;80,64968136
330,417;65,52246276;72,86723428;72,41292522
331,007;73,06744833;65,2699983;75,7786289
331,597;71,64073849;70,320605;77,34559413
332,188;74,87079954;69,7243773;77,00258696
332,778;77,14931594;69,36651558;67,87330244
333,368;71,11528475;58,54218971;71,59565695
333,958;67,34072772;61,20895662;69,68905829
334,548;59,26705842;62,04718094;64,99578685
335,139;58,44533853;52,80017892;61,58153874
335,729;61,59583878;49,41229685;75,29385388
336,319;60,10719723;54,8749383;76,97805371
336,909;52,05355227;52,32584609;68,86770801
337,499;42,88494201;40,42811745;63,196303
338,089;46,1628723;37,6672136;69,93663486
338,679;40,61734637;43,38559424;67,80990046
339,269;54,91672364;46,0643424;81,24572575
339,858;55,49057475;46,06887512;71,28005239
340,448;51,72872488;53,19149137;82,35815607
341,038;49,24528174;58,09224099;74,69601261
341,628;42,93467479;55,27638269;72,68341939
342,218;47,99920666;57,48811209;68,18542108
342,807;47,61993796;66,84711486;74,55665593
343,397;34,31635552;65,39492793;73,91215032
343,986;47,14522146;68,41125321;78,87877602
344,576;43,6986858;61,22742326;69,21182674
345,166;52,41725265;58,11434433;76,69007193
345,755;55,11207411;50,88478263;66,20133865
346,345;59,04642803;49,34415785;68,3531122
346,934;63,26776342;45,64431832;62,74588459
347,523;59,12393683;46,25285429;66,30683051
348,113;62,81025532;46,21538235;60,59486934
348,702;69,98073101;60,25048108;59,76878734
349,292;64,4117114;62,74471604;59,37197091
349,881;63,52029836;70,8036842;64,0853905
350,470;57,88201255;78,55416428;59,52611438
351,059;58,25331549;84,33927862;68,26703304
351,648;56,46957996;83,59040062;74,12167969
352,238;67,1762003;87,06878181;73,51786641
352,827;81,96373701;87,75606147;73,60489513
353,416;87,49685861;86,81761503;75,4213851
354,005;85,65216931;79,58937159;85,19323636
354,594;75,03855621;81,317471;79,77527941
355,183;69,75111729;73,36737007;73,49500055
355,772;66,77814981;74,87922385;69,39799198
356,361;61,5876824;63,62727427;60,76784742
356,949;58,39624508;61,31401916;52,49948936
357,538;53,84961661;65,71363958;58,41963113
358,127;53,74593117;66,98601336;60,37555359
358,716;55,34944682;66,10455498;58,66591768
359,304;53,40791552;65,800345;54,92254497
359,893;56,48242709;61,58307455;51,79119581
360,482;64,9967165;67,805523;59,87187993
361,070;64,20060707;64,69856244;60,64378512
361,659;68,88117603;71,87241886;73,07883155
362,247;70,03832474;70,35494143;75,587401
362,836;66,1622865;68,14100209;77,2530755
363,424;61,84902628;66,68362799;70,31382786
364,013;61,74679649;66,47436191;76,55448871
364,601;64,29722486;53,42882531;77,18889884
365,190;65,81446221;50,03652193;83,50986252
365,778;57,22809252;48,53392377;74,65052527
366,366;53,65530981;44,90572153;69,30201707
366,955;54,36825626;38,75739569;64,16637758
367,543;52,98568587;37,30876675;61,90162905
368,131;51,5008659;41,72560141;52,23950893
368,719;48,2130121;34,67179199;56,15833542
369,307;40,94947084;30,49366554;47,7209835
369,895;34,74878044;35,50046397;43,80852177
370,483;32,87433523;27,41595479;37,52636078
371,071;30,21857494;23,54573956;34,60159601
371,659;27,99469812;19,94087107;31,1040878
372,247;26,12737811;21,94804049;29,31618681
372,835;23,35823218;19,91129907;25,66137714
373,423;20,82830056;16,60625673;24,70130304
374,011;18,80994663;14,83718195;21,45648335
374,599;16,61077262;13,23678913;20,54878063
375,186;14,81126398;9,968617171;17,0081077
375,774;11,73359059;10,33204641;15,40540479
376,362;9,458940858;8,044291317;13,48283265
376,950;8,99265037;7,33123306;12,55327062
377,537;6,802197664;5,546703126;10,05494499
378,125;5,602574001;5,397179311;9,710467805
378,712;5,371219521;4,616809024;8,84286131
379,300;4,621488515;5,21767072;7,593823466
379,887;5,020713448;4,550794565;6,552071968
380,475;5,585117066;5,371074312;6,921384343
381,062;6,28769159;5,468145873;6,314752081
381,650;6,684569178;5,389025446;6,367034267
382,237;6,327366107;5,125770803;6,154722582
382,824;5,674981379;4,85124693;5,300405941
383,411;5,649287917;4,03339534;3,814774084
383,999;5,289549919;3,868771569;3,757844447
384,586;5,215654046;3,252418168;3,489558524
385,173;4,843526356;3,89410379;3,681186857
385,760;4,059561809;3,420684213;3,321914538
386,347;3,620553857;3,401722973;3,595081319
386,934;3,092670759;3,165941003;2,953784653
387,521;3,333094281;3,112935943;2,764778554
388,108;3,378902846;3,088625517;3,070423487
388,695;3,21490992;3,356184855;3,245700551
389,282;3,036543794;3,118920496;2,887564704
389,869;3,078011154;3,556793829;3,316971113
390,456;3,034258184;3,141288387;3,509367078
391,043;2,999701996;3,520398557;3,378390213
391,630;2,759069418;3,088786226;2,777533573
392,216;2,86176589;3,867902733;3,202595868
392,803;2,801620644;4,082263134;3,368124724
393,390;3,105611796;4,366609237;3,27824312
393,976;3,357589497;4,316772895;3,534352246
394,563;3,581849234;4,960172286;4,066947121
395,149;3,4455265;4,601179404;3,727581306
395,736;3,645094165;4,661431087;3,444822829
396,322;3,576106986;4,301662533;3,204960264
396,909;3,68232942;4,677168902;3,463966831
397,495;3,446218973;4,151672712;2,819869245
398,082;3,266663579;4,301445506;2,987524792
398,668;3,452962152;4,281650213;3,043513468
399,254;3,396088393;4,596829315;3,053250479
399,841;3,303859377;4,171256381;2,621568221
400,427;3,487142295;4,334201516;2,756125207
401,013;3,453181952;4,443857211;2,79225166
401,599;3,753073775;4,857729035;3,232314616
402,185;4,055465086;5,01030093;3,313233163
402,771;4,568870132;5,233262601;3,714984722
403,357;4,821335812;5,350329904;3,586860256
403,943;4,81035795;5,480541729;3,773078852
404,529;5,01940767;5,511218912;3,915081053
405,115;5,3632475;5,931919337;4,250423202
405,701;5,646735539;6,262495229;4,588796329
406,287;5,988538124;6,663894993;5,117953799
406,873;6,271898911;6,625998809;5,133753209
407,459;6,574794847;7,116729539;5,474192956
408,044;6,735469531;7,421041947;5,683613834
408,630;7,201491176;7,934384097;6,03729734
409,216;7,626031561;8,343358382;6,123464075
409,802;7,970148444;8,821117715;6,353263401
410,387;8,418938662;9,261781285;6,521683094
410,973;8,739351598;9,91899523;6,58492211
411,558;8,806461788;10,15783563;6,272161461
412,144;9,125836755;10,81011408;6,58010562
412,729;9,481395844;11,07322621;6,68372145
413,315;9,86421845;11,7046295;6,904872142
413,900;10,1623152;12,28836858;7,163830215
414,485;10,46175947;12,84683985;7,653402722
415,071;10,9091204;13,35617931;7,880728244
415,656;11,33596208;13,96165805;8,406457432
416,241;11,77458801;14,24968606;8,522248761
416,827;12,54204807;15,08759513;9,119356943
417,412;13,09739895;15,65623724;9,303929064
417,997;13,35755119;16,12910842;9,759880054
418,582;13,93150499;16,69483002;9,980984129
419,167;14,31605367;17,21713285;10,32262844
419,752;14,69651905;17,83998399;10,49857645
420,337;15,05700578;18,48354862;10,75795338
420,922;15,23957589;18,99384685;10,85212415
421,507;15,61502292;19,70753792;11,37414106
422,092;15,90837751;20,33714849;11,66298958
422,677;16,32927246;21,03696814;11,95781478
423,261;17,01264794;21,84142338;12,15448742
423,846;17,47401735;22,50476378;12,70851689
424,431;18,13475456;23,07820221;12,88192892
425,016;18,82918943;23,65658448;13,31260789
425,600;19,42435594;24,25266574;13,65176053
426,185;19,96591195;25,03740204;14,15097162
426,770;20,38707863;25,44348709;14,43861562
427,354;20,8021345;26,02385497;14,72624227
427,939;21,22765347;26,27422399;15,17866995
428,523;21,70230012;26,86103376;15,60639707
429,108;21,93629089;27,15701643;15,83461347
429,692;22,25406978;27,6453133;16,46877221
430,276;22,46187486;28,11037543;16,7374164
430,861;22,85854662;28,64783962;17,19322607
431,445;23,58567064;29,18379066;17,57428769
432,029;24,29826495;29,95557434;18,17294415
432,613;24,92366816;30,1752912;18,39114315
433,198;25,47702874;30,90437802;18,92825965
433,782;25,77963612;31,44384411;19,38908034
434,366;26,2085725;32,06764997;19,78584478
434,950;26,64074076;32,44231956;20,15511786
435,534;27,07593592;32,97353412;20,40141773
436,118;27,30977176;33,26465103;20,75085261
436,702;27,4774749;33,53449801;21,11507578
437,286;27,63102352;33,84317942;21,15850978
437,870;27,75380036;34,32507794;21,62113688
438,454;27,91408374;34,61275981;21,93282592
439,038;28,18464812;34,97284253;22,22998021
439,621;28,72989631;35,32068156;22,48350887
440,205;28,96225038;35,72558676;22,64513895
440,789;29,27614151;36,10274206;23,00947135
441,372;29,59170486;36,50723001;23,25605988
441,956;29,798306;36,74390848;23,24424153
442,540;30,04916186;36,91531394;23,55633939
443,123;30,31320348;37,15277492;23,75769582
443,707;30,46328925;37,34853241;23,83800853
444,290;30,67612885;37,51998784;24,00808848
444,874;30,74008682;37,80751116;24,13796616
445,457;31,0602962;37,99506204;24,4100855
446,040;31,35461015;38,24050381;24,62489877
446,624;31,61589796;38,31943539;24,79644646
447,207;31,97919271;38,70005363;25,26683114
447,790;32,1519204;38,68679647;25,39682009
448,374;32,29713069;38,81318178;25,50800598
448,957;32,60266602;39,0712158;25,60769783
449,540;32,87068208;39,19216883;25,65923288
450,123;33,02475872;39,23604197;25,74123267
450,706;33,01288797;39,35681114;25,81095512
451,289;32,95395751;39,33942251;25,89688534
451,872;32,91055698;39,38382331;25,86754096
452,455;32,87231945;39,31444585;25,74344373
453,038;32,94061767;39,53308928;25,78248269
453,621;33,1055023;39,68575736;25,82625758
454,204;33,11039169;39,70709639;25,89490395
454,787;33,16522554;39,69737001;25,89138011
455,369;33,20046153;39,74471546;26,01696178
455,952;33,28689401;39,78466342;26,01518912
456,535;33,3679363;39,79301878;26,11298696
457,117;33,47747198;39,85234368;26,22367135
457,700;33,66837498;39,96817033;26,33883117
458,283;33,76305913;40,0821423;26,33338174
458,865;33,87351202;40,20081081;26,48549462
459,448;34,06922109;40,39816586;26,65303849
460,030;34,13727596;40,46837367;26,84203068
460,613;34,28691884;40,6176844;27,05942889
461,195;34,54618116;40,94157605;27,39503024
461,777;34,82987208;41,15847346;27,58960866
462,360;35,13914174;41,30914188;27,98047951
462,942;35,41002974;41,55500079;28,24057149
463,524;35,57937716;41,7229898;28,71609313
464,107;35,82259205;41,79938646;28,99705763
464,689;35,92796324;41,83756406;29,3404156
465,271;36,21413243;42,2660285;29,58908967
465,853;36,49386155;42,63060222;29,84699277
466,435;36,83013468;42,85171225;30,11993498
467,017;37,06070137;43,12143899;30,42097576
467,599;37,17911737;43,43172081;30,4301435
468,181;37,23861216;43,56102403;30,65720483
468,763;37,46244962;43,64976638;30,65918646
469,345;37,55533288;43,90268372;30,9743924
469,927;37,75790398;44,13025219;31,11639894
470,508;37,83362815;44,22816089;31,45077449
471,090;38,01583185;44,2136282;31,70766078
471,672;38,08741183;44,31702137;31,8462081
472,254;38,23343754;44,44981343;31,90294775
472,835;38,41900574;44,55927986;32,19933814
473,417;38,57417163;44,61995861;32,29149634
473,998;38,71634212;44,80835383;32,59562343
474,580;38,82736926;44,85686159;32,6449999
475,161;38,90265503;44,97953404;32,74544516
475,743;39,05190306;44,95197086;32,7280465
476,324;39,0895411;45,03731417;32,79666324
476,906;39,01525408;44,95771235;32,6627514
477,487;39,08804189;44,92384207;32,85237195
478,068;39,11251447;44,94004221;32,7551171
478,650;39,19751667;45,03358148;32,88933035
479,231;39,27285699;45,10017566;32,79956555
479,812;39,39407794;45,24076533;32,92101684
480,393;39,46941611;45,2276446;32,9563745
480,974;39,53901277;45,42384749;33,09070469
481,555;39,62635157;45,5454195;33,15282651
482,136;39,70186871;45,62280003;33,37469986
482,717;39,72317004;45,73642368;33,36789693
483,298;39,93565554;45,89610187;33,713033
483,879;39,95955733;45,90603427;33,7291709
484,460;40,04201774;45,9302121;34,03439889
485,041;40,17278276;45,88465638;33,9845251
485,622;40,41212392;46,13596551;34,22004788
486,203;40,62051225;46,27968159;34,42796087
486,783;40,87867418;46,42695017;34,67031798
487,364;41,18251483;46,72377656;34,85940082
487,945;41,31394028;46,88355183;35,2137857
488,525;41,47428842;46,99426662;35,34600208
489,106;41,78394986;47,24098542;35,7508237
489,686;42,03070869;47,59719423;35,99470536
490,267;42,17870337;47,99648629;36,52102362
490,847;42,554205;48,28586033;36,97924936
491,428;42,79816882;48,4374429;37,42357942
492,008;43,02982704;48,64695524;37,80735374
492,589;43,44538688;48,8937168;38,43609707
493,169;43,91676393;49,20718568;38,84242135
493,749;44,2161317;49,38099553;39,31567797
494,329;44,4938474;49,67026724;39,71615942
494,910;44,92671551;49,93056951;40,24482994
495,490;45,36937087;50,13013243;40,57440111
496,070;45,69712397;50,28294393;41,02815086
496,650;46,14875243;50,60910276;41,49496183
497,230;46,52404954;51,10732928;42,02174451
497,810;46,73076417;51,30554827;42,29004174
498,390;47,17216018;51,61779791;42,82084898
498,970;47,58842725;52,19377769;43,42947234
499,550;48,07968978;52,55654725;44,10643396
500,130;48,41717475;52,88617342;44,65000974
500,709;48,90136848;53,24008079;45,29421475
501,289;49,17108647;53,51148807;45,79122898
501,869;49,58661703;53,78032879;46,33159764
502,449;50,13883284;53,8727108;46,84482852
503,028;50,66643767;54,35196561;47,60710958
503,608;50,9755896;54,79672059;48,18181908
504,188;51,36453158;55,04290557;48,79555949
504,767;51,7674348;55,28427831;49,19253284
505,347;52,13547163;55,63975871;49,67124671
505,926;52,50658876;55,97243152;50,08006867
506,505;53,0550887;56,28753343;50,57222499
507,085;53,48357253;56,61957523;51,15650789
507,664;53,86959461;57,15714174;51,77312708
508,243;54,30515985;57,42553832;52,15490886
508,823;54,74110323;57,61315594;52,51770729
509,402;55,15290685;57,86289062;52,78546466
509,981;55,47152083;58,24612429;53,36947304
510,560;55,86257737;58,54287838;53,82905619
511,139;56,35578146;59,12036506;54,61446924
511,719;56,75599594;59,48375222;55,00867415
512,298;57,0106637;59,83625943;55,28432488
512,877;57,28091173;59,93402927;55,65208142
513,456;57,66977574;60,19876814;56,17232525
514,034;57,90464232;60,43510033;56,608103
514,613;58,23778639;60,89732188;57,13182378
515,192;58,67610205;61,22744532;57,58688132
515,771;59,03765572;61,53957743;58,00603901
516,350;59,23651278;61,42144426;58,06934933
516,928;59,29181594;61,60336765;58,51223281
517,507;59,59109357;61,63251737;58,84501239
518,086;59,73201456;61,74759894;59,06238619
518,664;59,89525226;62,00174189;59,40272935
519,243;60,27944051;62,28857249;59,75245318
519,821;60,48283567;62,3696072;59,91744112
520,400;60,59529248;62,49017775;60,11422391
520,978;60,67848962;62,63260516;60,31874017
521,557;60,89250432;62,87093448;60,67299699
522,135;61,19958579;63,20353392;60,91287707
522,714;61,53933945;63,39595551;61,25079829
523,292;61,77996702;63,47295102;61,41298155
523,870;61,95052768;63,44559747;61,50273731
524,448;62,11859387;63,61719386;61,72425921
525,026;62,23998393;63,75239087;61,91402054
525,605;62,47992138;63,85341383;61,91071107
526,183;62,71832006;63,8798502;62,11766894
526,761;62,9227555;64,02995317;62,27277509
527,339;62,89484541;64,03359555;62,21459926
527,917;62,83730012;64,31186124;62,32740586
528,495;63,00120379;64,48380111;62,4325977
529,073;62,96967557;64,71573332;62,58009353
529,650;63,14046637;64,77634375;62,75749267
530,228;63,05066798;64,72352263;62,82625125
530,806;63,04772836;64,84354433;63,02369638
