Filename-->;FLOR_CERRADA_.2RFL8.RFL8;FLOR_CERRADA_.RFL8;FLOR_CERRADA_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
284,856;22,05044782;-8,580388119;13,01871316
285,449;26,02040968;-2,860256871;10,0698158
286,042;9,965545338;11,42258284;13,94115987
286,634;9,717865696;21,65030487;3,500522081
287,227;-4,022527093;26,99322455;-3,164388194
287,820;9,501186278;24,19315081;7,814725342
288,413;-2,494960475;31,73422904;2,797379534
289,006;8,920899569;31,74094961;5,585040047
289,599;6,015425032;41,00096119;8,586118133
290,191;4,412923644;37,63929998;17,75676333
290,784;-1,649985247;37,05367789;9,223694758
291,377;0,053448068;27,92792768;7,589524711
291,969;-7,397051775;22,36186846;19,01372468
292,562;-3,928835732;28,98049577;15,91302286
293,154;-13,20009903;31,42931659;11,25092499
293,747;-10,45513547;10,06412105;13,70611175
294,339;-8,345641648;-2,965735602;15,78040462
294,932;4,422253673;-4,86381368;15,69186767
295,524;-6,750392532;-9,272266911;0,497121809
296,116;-7,269055393;-12,63239456;10,827866
296,709;-4,949958063;-2,634881074;12,65891185
297,301;2,983328061;-12,5839799;15,38461461
297,893;-2,618970901;-4,961162258;19,77003955
298,486;2,837132732;-6,869454477;33,55517034
299,078;0,029394865;5,219255633;26,66078904
299,670;2,197132061;11,90704417;41,80653092
300,262;0,027203844;16,78915996;31,80087113
300,854;10,01722909;25,5703661;39,15825763
301,446;8,542714301;19,20392912;41,56496634
302,038;13,27818908;14,92917801;41,16238894
302,630;11,32492928;31,85884717;29,83853275
303,222;21,29172354;23,88727348;31,9770898
303,814;14,71316883;11,3459403;24,20430743
304,406;30,86546336;9,030182653;28,42493916
304,998;26,6517124;14,85030005;20,02447015
305,590;26,00507807;16,03526236;29,68683677
306,182;21,29373718;7,925070879;25,73664894
306,773;33,67130439;14,6652027;27,09266663
307,365;29,46475664;15,72670791;16,98463157
307,957;39,66284475;18,26633699;25,84874767
308,549;35,91433277;21,75881084;24,27237986
309,140;46,21896212;44,73143218;38,20541792
309,732;39,05698484;44,56967153;28,24004109
310,323;45,87360902;39,37784626;34,96902284
310,915;38,35182191;42,9256581;33,70311544
311,506;36,04900925;44,98576489;38,69303351
312,098;27,29007682;54,90067914;35,26293431
312,689;39,0399681;45,27794355;41,47095349
313,281;34,13990326;43,34061247;42,78486404
313,872;30,50307755;37,96600883;43,47272277
314,463;26,78918847;27,58620923;31,71891903
315,055;28,24267704;21,08245899;44,2259417
315,646;23,8327072;21,22617214;38,85815502
316,237;32,36062636;19,64042531;35,54007013
316,828;33,09203734;23,71608412;21,17373198
317,420;36,84872912;26,52372808;20,21142737
318,011;22,57341945;30,20370038;16,35141849
318,602;27,00541078;25,00629661;26,55845721
319,193;36,33309369;26,34746779;25,62995083
319,784;39,34278596;29,61868143;38,64505956
320,375;35,12326116;39,70900275;34,70832413
320,966;33,76969235;43,39386838;32,03905081
321,557;21,80487875;38,15519666;21,63414685
322,148;24,6113992;35,62764445;39,96702725
322,738;25,3120669;29,08388307;36,33841965
323,329;28,53628519;24,50690419;39,23739399
323,920;25,24466672;19,86872087;29,8619807
324,511;27,95778179;23,38015406;30,68237533
325,102;18,91456095;31,20347567;14,9382041
325,692;12,94926095;31,22645281;14,03277136
326,283;14,26697494;34,85477343;13,08625824
326,874;27,36077726;36,45504873;25,47753598
327,464;10,40724091;33,20762785;7,013573969
328,055;8,287746345;34,22022266;7,412472889
328,645;4,905357539;36,65762659;4,745400353
329,236;8,26401916;35,62606522;9,36410053
329,826;-5,197678011;35,36064675;2,681780587
330,417;2,076317646;30,11089421;11,58810188
331,007;9,801792172;24,44160784;11,91963116
331,597;15,61160164;16,67421947;11,24842386
332,188;12,03376079;13,13489188;8,684999157
332,778;40,68450192;18,42675014;19,13714277
333,368;45,44542214;22,32873574;21,70639955
333,958;49,5965737;24,54675531;26,87846878
334,548;48,38067027;39,04854016;21,92326808
335,139;49,20874012;29,41176606;25,29515241
335,729;44,74387693;32,36789906;21,42538958
336,319;36,12423956;26,54350037;19,04118798
336,909;34,41501123;29,57404674;21,30242817
337,499;36,27209132;33,95779147;27,16810487
338,089;27,95549345;37,46011477;22,87899823
338,679;20,67039158;32,60869623;26,48044645
339,269;22,04228418;25,1080272;33,31084181
339,858;18,41080723;10,6593634;33,82184528
340,448;24,72866409;14,66877013;29,77229181
341,038;26,82715311;10,55242354;36,5213617
341,628;37,39091667;18,11092005;44,14858074
342,218;34,8691565;13,98093602;44,26302881
342,807;27,12625247;11,86718582;40,41204453
343,397;21,92881754;13,84486997;39,01262832
343,986;24,50090829;22,33648589;41,58672724
344,576;14,17873262;28,55548154;26,18571957
345,166;7,6288653;36,81894159;19,32989811
345,755;12,32508185;35,56959262;29,57481286
346,345;17,52606406;31,23142451;30,00845308
346,934;18,96874114;21,81585695;21,93427754
347,523;5,244027999;31,28867324;8,463135729
348,113;13,09995713;40,04860416;14,04667606
348,702;21,26203392;28,05810515;19,80748736
349,292;21,32305825;24,0356084;11,00406725
349,881;31,18012568;15,05454712;16,23188492
350,470;43,12694757;9,422914855;30,60747535
351,059;34,53251378;14,92462179;26,45248227
351,648;35,23050527;15,99087654;24,43559056
352,238;36,55892996;22,50530848;26,72730805
352,827;40,34961133;4,326160272;36,04252871
353,416;34,25261962;-4,511993529;28,24048525
354,005;32,63094609;1,593976765;28,95846053
354,594;35,05937343;-5,745670563;37,80416773
355,183;28,76983923;0,383296258;26,50793499
355,772;22,21755565;2,51391263;23,5195308
356,361;27,88342315;3,404766567;18,02397672
356,949;17,36189477;7,812191723;14,67869194
357,538;10,96774186;17,8414524;22,7311813
358,127;14,88919594;27,93245926;15,02769996
358,716;23,73365261;27,13733121;28,79905136
359,304;25,24816558;29,37450511;20,84592166
359,893;25,57477135;26,42932035;18,90132112
360,482;29,69397817;23,68940638;33,66238939
361,070;30,20701894;24,54974303;29,10891149
361,659;20,6239482;19,15031317;25,83597934
362,247;25,51933746;17,13995922;23,30687423
362,836;24,95116084;6,988249176;13,21257312
363,424;28,72909313;9,38161853;18,38247906
364,013;33,97715866;7,848505719;18,0214985
364,601;25,35305056;-4,335118532;15,01910642
365,190;25,06273591;2,424766169;16,54642407
365,778;21,47682506;1,693099551;9,756480809
366,366;15,28018938;-0,666953175;12,56511464
366,955;21,88732344;-10,64070739;20,6760566
367,543;17,33609364;-16,22050933;23,27122233
368,131;18,95924775;-13,97686494;23,34796294
368,719;7,379705926;-20,22235068;19,01022197
369,307;4,882291166;-14,25897249;15,95732291
369,895;8,085771515;-10,87339335;18,88541442
370,483;6,373466954;-5,573268587;14,85755862
371,071;6,569957958;-2,04352125;13,18671131
371,659;8,172830448;-3,155201715;10,41418019
372,247;3,050983524;1,033221496;3,861902609
372,835;1,995909546;1,677597725;4,824036003
373,423;2,137633632;4,719356886;3,237702013
374,011;5,486033887;3,048434183;5,496594247
374,599;2,916122288;2,313976493;3,299229597
375,186;1,293470623;1,868065569;1,1346915
375,774;1,289915988;0,801230689;1,787312763
376,362;1,499211169;1,021556913;2,101233519
376,950;1,339693504;1,793196356;1,748198531
377,537;2,300279691;1,212054675;3,588081195
378,125;2,611091294;2,261664567;2,812712031
378,712;2,826835951;1,218264973;4,027922183
379,300;1,643835703;1,578114189;3,09123796
379,887;1,689290612;1,465608985;3,12343666
380,475;2,116307881;1,914554886;3,406463261
381,062;2,312075061;1,757173803;3,503525993
381,650;2,056516932;1,83679102;3,471674595
382,237;2,16375428;1,141248274;3,279617179
382,824;1,652271854;1,247788347;2,501207177
383,411;2,307652936;0,503872448;2,912098918
383,999;1,87870602;1,072661897;2,029684256
384,586;2,80906586;0,860994986;2,698031055
385,173;2,736212627;1,150592602;2,971414045
385,760;2,522105479;0,809908026;2,849484536
386,347;1,993272033;0,825187695;2,445824016
386,934;2,119678765;0,561057347;2,17376138
387,521;2,268308016;0,950414124;2,559575809
388,108;2,420696591;1,140925718;2,817884249
388,695;2,137444511;1,128676339;2,553018424
389,282;2,097745506;0,811241484;2,604170275
389,869;1,96713599;1,043226424;2,718626239
390,456;2,225596578;0,92258414;2,739355548
391,043;2,42790536;1,165190617;2,92352437
391,630;2,707401478;1,015228513;3,095645644
392,216;2,671595522;0,934212939;3,306657767
392,803;2,842074021;0,678128337;3,372180849
393,390;2,697593199;0,910297221;3,069508927
393,976;3,024336163;1,035122532;3,409736031
394,563;3,014532308;1,098497935;3,515189216
395,149;2,997801013;1,021187345;3,344950217
395,736;2,679606274;1,231496075;3,012912399
396,322;2,590446103;1,253691236;2,930214601
396,909;2,392861066;1,320296641;2,685798041
397,495;2,260454618;1,475072666;2,515509336
398,082;1,952569802;1,792425844;2,191048061
398,668;2,099761746;1,728817965;2,311765931
399,254;1,690363252;1,650000514;2,032321944
399,841;1,544883311;1,649166262;1,965548092
400,427;1,635692864;1,842542155;1,95181231
401,013;1,725582954;1,705928047;2,150377261
401,599;1,613878607;1,682206854;2,229193461
402,185;1,888916422;1,663651527;2,355329439
402,771;1,932383497;1,666987074;2,39867859
403,357;2,140824994;1,553427246;2,464251128
403,943;2,091130767;1,536018551;2,572452679
404,529;2,262555124;1,627592941;2,639584291
405,115;2,427107298;1,667667682;2,63504761
405,701;2,383811835;1,594754437;2,677052469
406,287;2,442729721;1,768626203;2,631035846
406,873;2,62800629;1,78253331;2,761519648
407,459;2,552893008;1,919106945;2,772221334
408,044;2,65697639;2,005588501;2,908535438
408,630;2,582447919;2,059927226;2,95939477
409,216;2,755252536;1,947917352;3,060095134
409,802;2,947049822;1,825232465;3,182577314
410,387;3,071534274;1,945553095;3,429016418
410,973;3,12147316;1,884198411;3,393627767
411,558;3,266310393;1,895181646;3,493296141
412,144;3,296659778;1,951158353;3,375481254
412,729;3,466808664;2,149658159;3,477903475
413,315;3,405217563;2,254499829;3,361081976
413,900;3,527911918;2,30551596;3,559539668
414,485;3,698736191;2,52649398;3,640754434
415,071;3,766860044;2,737661588;3,668610694
415,656;3,873721607;2,785212307;3,736503656
416,241;4,090428054;2,905469976;3,861396525
416,827;4,273369004;2,925974418;3,949465998
417,412;4,459374514;3,015760389;4,168730849
417,997;4,396545466;3,036189562;4,362352018
418,582;4,75760833;3,137104604;4,681431384
419,167;4,970765828;3,329618566;4,867512743
419,752;5,103929039;3,386275897;4,941973955
420,337;5,417821914;3,733860229;5,221108686
420,922;5,688126353;3,820958918;5,415993927
421,507;5,588653393;4,038866405;5,663857801
422,092;5,830785238;4,182159548;6,075917736
422,677;6,052938366;4,318926799;6,272978522
423,261;6,476484301;4,510599451;6,547688286
423,846;6,624588224;4,48595878;6,788169811
424,431;6,818672105;4,514764326;6,925916098
425,016;7,116354744;4,525279522;7,145011646
425,600;7,289759746;4,475572855;7,324689147
426,185;7,36480919;4,577517751;7,496496438
426,770;7,775093341;4,550535393;7,826646634
427,354;7,791511621;4,680429056;7,805844486
427,939;7,96126461;4,871971389;8,059180646
428,523;8,180575111;4,865087881;8,114445049
429,108;8,479833451;5,162094495;8,337508009
429,692;8,711875312;5,360215752;8,735411016
430,276;8,700198015;5,55290591;8,927245566
430,861;8,709136429;5,727009686;9,162905429
431,445;8,929188669;5,897698075;9,504391234
432,029;9,216263973;6,17006222;9,590092143
432,613;9,424031584;6,286207197;9,694407036
433,198;9,659603478;6,303257442;9,798470612
433,782;9,745378438;6,446064924;10,0352278
434,366;9,849170837;6,49607474;10,23116893
434,950;10,07916122;6,550952941;10,26376443
435,534;10,42840177;6,740416532;10,44803557
436,118;10,72724658;6,753524974;10,6195187
436,702;10,88653673;6,759716865;10,79960745
437,286;11,01552282;6,733551272;10,90648928
437,870;11,16156093;6,825562096;11,03123398
438,454;11,33331009;7,013015834;11,30563172
439,038;11,51504415;7,153347882;11,39295469
439,621;11,74737443;7,203236186;11,51600369
440,205;11,81525229;7,392481067;11,63660727
440,789;11,87132951;7,429227588;11,79061813
441,372;11,96479531;7,609504251;11,98278297
441,956;12,08112568;7,779433047;12,00269546
442,540;12,15222876;7,884768827;12,11867009
443,123;12,34219232;8,169915751;12,38459499
443,707;12,55316221;8,238806523;12,4847196
444,290;12,65371981;8,404790346;12,68333162
444,874;12,81615983;8,601190743;12,82954833
445,457;13,07015869;8,605326232;12,98659961
446,040;13,12461206;8,774108924;13,12348058
446,624;13,33869216;8,783068948;13,24270628
447,207;13,45760759;8,898101906;13,40213849
447,790;13,68999642;9,031500167;13,55264514
448,374;13,68362484;9,031185184;13,62692391
448,957;13,69363263;9,044151054;13,6629933
449,540;13,70897061;9,142848266;13,68497357
450,123;13,76748857;9,276012335;13,72609339
450,706;13,73250969;9,423179408;13,85636412
451,289;13,83559073;9,489108192;13,94486519
451,872;13,78120579;9,63690313;14,03124325
452,455;13,88135753;9,747809415;14,06997419
453,038;13,85060958;9,863513286;14,15930269
453,621;14,05125405;9,872002324;14,25632911
454,204;14,11073302;10,02010828;14,43503838
454,787;14,30099506;10,01611025;14,56524509
455,369;14,3794423;10,09299326;14,69070185
455,952;14,51369;10,17094559;14,75081266
456,535;14,64923119;10,21042235;14,84544197
457,117;14,8171726;10,26714841;14,92141937
457,700;14,92068824;10,32537235;15,06125908
458,283;14,99083944;10,41040838;15,10516394
458,865;14,99932933;10,52372151;15,21801979
459,448;15,15727433;10,60196855;15,32697086
460,030;15,18832034;10,64531879;15,38255159
460,613;15,32717383;10,60796762;15,47854537
461,195;15,36735779;10,71978703;15,58184762
461,777;15,5096503;10,80608781;15,61680093
462,360;15,59744653;10,85179901;15,70710906
462,942;15,6829341;10,88513061;15,7534502
463,524;15,75613972;10,97421913;15,86307394
464,107;15,9334823;11,0105121;15,96340491
464,689;15,94753419;11,03572554;15,94323788
465,271;16,02118183;11,11178754;16,03949509
465,853;16,04588372;11,18979415;16,09043149
466,435;16,15811028;11,18053428;16,23640969
467,017;16,14077885;11,22524972;16,32823995
467,599;16,20315706;11,27051432;16,30895936
468,181;16,30326573;11,26052725;16,35549032
468,763;16,45872646;11,21529854;16,43346424
469,345;16,44659191;11,2811342;16,44812776
469,927;16,58381337;11,33292054;16,5568442
470,508;16,70424458;11,39243471;16,57295639
471,090;16,80135892;11,4216596;16,65422332
471,672;16,87372364;11,53116761;16,68804946
472,254;16,98637177;11,56145554;16,77214787
472,835;17,01020819;11,64407859;16,81222441
473,417;17,02630203;11,73415836;16,86604357
473,998;17,04586349;11,80770657;16,93000724
474,580;17,09500443;11,80466538;17,03354238
475,161;17,08834257;11,86457315;17,06571607
475,743;17,15543481;11,93054886;17,14498161
476,324;17,17522936;11,92670118;17,17448879
476,906;17,22509072;11,93116338;17,14059924
477,487;17,25546988;11,92987389;17,17949207
478,068;17,30605431;11,95712168;17,2813753
478,650;17,33513106;12,07216184;17,42796106
479,231;17,35529854;12,1289757;17,40323636
479,812;17,43615812;12,21078833;17,36768882
480,393;17,56082559;12,18429675;17,47311092
480,974;17,59310342;12,18875198;17,53196549
481,555;17,60962343;12,2306428;17,52014747
482,136;17,55270741;12,21650004;17,59294937
482,717;17,52387678;12,29344335;17,62494418
483,298;17,59067338;12,37754225;17,63853746
483,879;17,65802307;12,36340214;17,53943159
484,460;17,68367839;12,40963426;17,5768229
485,041;17,68877738;12,39095223;17,66900381
485,622;17,67270965;12,40901564;17,67082505
486,203;17,69577297;12,41523407;17,77654899
486,783;17,70451513;12,57400991;17,79830754
487,364;17,8480047;12,63716539;17,80657151
487,945;17,89558492;12,66184993;17,90566723
488,525;17,95642926;12,5759757;17,88558234
489,106;17,95283759;12,57155004;17,97836629
489,686;18,02185107;12,54782027;18,04315266
490,267;18,05982214;12,71664275;18,07030683
490,847;18,05479323;12,85499264;18,09126335
491,428;18,02289833;12,94111245;18,0600469
492,008;18,03644367;12,96561006;18,21729824
492,589;18,02784992;12,99069285;18,28586269
493,169;18,10119305;13,1190207;18,2504414
493,749;18,09530964;13,21320421;18,39673751
494,329;18,17981233;13,35195717;18,40759216
494,910;18,17991614;13,46995732;18,4920945
495,490;18,19897309;13,50097078;18,50695259
496,070;18,22895847;13,59229773;18,60562915
496,650;18,33416256;13,71139979;18,66777326
497,230;18,519422;13,76131619;18,68216506
497,810;18,64722486;13,93134946;18,77486054
498,390;18,73415002;14,07395733;18,82361319
498,970;18,87163494;14,26729234;18,85549312
499,550;19,05728607;14,28944494;18,92572232
500,130;19,24139934;14,45807597;19,05956901
500,709;19,4122378;14,57249237;19,14797464
501,289;19,53116448;14,69046402;19,17617366
501,869;19,63269142;14,83222833;19,27053982
502,449;19,67869436;14,97120799;19,37682216
503,028;19,7781796;15,00517756;19,4499386
503,608;19,83848207;14,95648758;19,68511905
504,188;19,85356997;15,05206674;19,74144755
504,767;19,85186831;15,25621974;19,96116542
505,347;19,9395435;15,36551906;19,99591654
505,926;20,03759134;15,46492901;20,18639318
506,505;20,05494294;15,54952133;20,23938768
507,085;20,24275727;15,65022626;20,35831539
507,664;20,30348167;15,84045953;20,46146508
508,243;20,38491375;16,02887412;20,59417927
508,823;20,52290651;16,22442191;20,52006343
509,402;20,65538938;16,35582485;20,66740625
509,981;20,73800247;16,44230597;20,67242476
510,560;20,85056779;16,47694776;20,76616977
511,139;20,94615735;16,54038369;20,812248
511,719;21,14556218;16,67642836;20,93052088
512,298;21,20614839;16,72599061;21,02170568
512,877;21,31675117;16,75241904;21,19045816
513,456;21,43708494;16,8784031;21,29804954
514,034;21,45749614;17,06479341;21,42732747
514,613;21,49051246;17,13621904;21,50730197
515,192;21,54633959;17,24202073;21,51278644
515,771;21,49182106;17,46913007;21,57764958
516,350;21,5186675;17,5482438;21,63833359
516,928;21,51970266;17,69827342;21,74599499
517,507;21,56403424;17,82927665;21,84671904
518,086;21,58107764;18,02399771;21,78840333
518,664;21,55944025;18,1396336;21,80900038
519,243;21,67703529;18,16471308;21,91160003
519,821;21,71060202;18,26243363;21,9562697
520,400;21,74322525;18,35090576;22,0538168
520,978;21,94532905;18,3450835;22,18931256
521,557;21,89304142;18,5032218;22,18452668
522,135;21,95131079;18,57680768;22,19340579
522,714;21,9608325;18,60872893;22,15233415
523,292;22,02207247;18,6076694;22,25663568
