Filename-->;PETALO_1.RFL8;PETALO_2.RFL8;PETALO_3.RFL8;PETALO_4.RFL8
Mode/Unit-->;;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20;20
Smoothing-->;4;4;4;4
Wavelength [nm];;;;
276,551;27,9452041;48,79246284;37,24313668;39,65730586
277,144;31,75099073;42,3482108;35,21545233;36,79775238
277,737;29,07901692;43,1569962;36,95439845;39,34921977
278,331;26,59641305;43,24281217;30,91020941;36,14481252
278,924;30,49736321;44,93709814;37,34011331;28,5791757
279,517;20,98053354;47,97109367;37,074771;26,40257372
280,111;26,38848132;48,00608784;33,8426915;26,31578976
280,704;18,03763042;42,85714432;32,90407927;40,34911685
281,297;22,33833048;46,92712826;27,25629062;40,40998486
281,890;21,67634627;47,08134112;27,13399359;47,18010756
282,483;21,67243153;47,02787081;32,66499823;52,74871257
283,077;20,61822407;48,16332815;32,46798303;58,66879694
283,670;25,39004602;49,44200255;31,92976953;63,74124123
284,263;21,09154721;46,38456591;23,51154177;69,76433937
284,856;27,09210425;53,08689614;22,23619985;73,85039483
285,449;18,70895476;52,82386033;23,50730277;80,11484441
286,042;19,93909302;46,47454477;30,15054415;75,94577869
286,634;12,22010047;45,28368802;35,43839726;78,25663556
287,227;10,47046278;42,37168129;34,81613988;75,75289629
287,820;1,970260319;48,02270053;32,8842039;70,08945362
288,413;-2,620524838;42,9824549;36,81619419;64,16044558
289,006;-13,83901429;46,54464663;37,33518238;58,45303731
289,599;-9,228188771;44,1741798;44,06513217;62,94184741
290,191;-29,26129913;36,28800389;41,18673727;62,43673545
290,784;-19,3175563;34,5965026;43,95453961;60,8085967
291,377;-29,62078861;42,23002801;39,3831226;55,16983968
291,969;-18,35772492;35,71086713;37,32218831;53,91606864
292,562;-10,11846203;36,86684987;40,92041682;59,80066381
293,154;7,393274772;28,60454491;36,83146717;60,74362442
293,747;-1,988781348;33,07500972;30,59382463;58,38593353
294,339;5,595715075;24,10027581;34,97009735;64,05105505
294,932;-3,08927227;26,84973261;27,73431609;60,19770026
295,524;6,576221241;30,15655963;29,81724842;65,44843175
296,116;0,762314397;36,70715104;31,6512305;64,26147669
296,709;8,405631116;37,27488385;26,07336813;59,69827569
297,301;10,91014072;43,4365;28,20381711;60,01786896
297,893;16,68995739;44,03534814;25,67590865;55,49957764
298,486;4,556962138;47,29317033;27,92631333;52,03681891
299,078;15,44943838;47,87579254;32,54065574;62,06837144
299,670;12,76933936;51,36648498;26,58596259;59,59230472
300,262;14,36944146;49,41192654;29,90946015;62,03409059
300,854;9,829795194;43,82961518;27,75966326;53,46836567
301,446;12,21509224;41,2409733;23,93920149;59,67589867
302,038;12,42848675;32,54495389;27,83123631;61,30952601
302,630;0,566632047;31,43055562;26,50495581;56,5269907
303,222;-12,10843357;34,21088231;23,57131831;53,50907741
303,814;-6,755710692;35,2121024;25,43830632;57,3957941
304,406;-19,48051952;33,48050234;16,09215974;43,41482644
304,998;-17,66530941;33,6486464;23,2969784;45,09988743
305,590;-14,275066;30,92592644;23,80866046;39,41838628
306,182;-8,509021812;38,70172681;24,94303239;45,86327677
306,773;-15,68108903;36,60477316;23,03422736;37,83396046
307,365;-12,52583647;48,09554368;29,79123719;40,5582042
307,957;-6,868567482;45,60057913;21,01309641;35,36255829
308,549;3,830053907;39,21939038;23,15207443;36,95268163
309,140;2,151000251;37,20646046;18,09045271;35,35757343
309,732;15,87939673;39,8331005;27,96099295;39,54060808
310,323;17,08552912;43,26495304;25,61983412;38,03997554
310,915;13,36760939;44,27740712;21,87104933;43,24324037
311,506;15,21972023;43,0696425;20,86659095;38,34101298
312,098;24,63797284;44,69508194;24,8073383;42,46357207
312,689;22,0447279;46,32178813;9,655448425;35,05888829
313,281;24,80222388;51,7985589;21,78608254;48,57643292
313,872;20,84279954;51,07271054;18,58630012;46,73034345
314,463;26,70178184;51,62432521;22,60469571;43,07900281
315,055;21,19744826;48,56894826;19,55363039;45,93232373
315,646;15,99632264;45,1141007;19,53578285;55,98796023
316,237;15,18198207;53,03315556;22,14949988;53,51339738
316,828;15,26054575;50,76760979;21,92521936;55,51561479
317,420;14,11953567;52,17249619;27,5985653;62,80130078
318,011;21,85125825;43,6099931;30,54896318;60,90420602
318,602;23,41549186;46,6808129;32,17261967;59,4025654
319,193;21,48277764;50,48929991;41,3225696;65,32257889
319,784;13,67599019;56,21310387;43,26478536;68,6812124
320,375;14,13023072;59,05035317;37,58389271;63,39416077
320,966;12,63474176;60,8825726;34,36018969;52,6809639
321,557;13,50925514;58,14365826;30,29450662;49,94925764
322,148;8,635373757;59,17168115;35,632382;46,85529166
322,738;8,938793856;63,54027219;38,97887247;41,55289932
323,329;-3,498871454;66,05576694;42,1217126;38,7495156
323,920;-9,387671806;61,72690794;41,22320572;38,53292774
324,511;-7,843137434;61,89317035;30,92763492;32,70299973
325,102;-6,419588393;61,21262607;25,47186782;26,85078519
325,692;-14,07373017;57,06507331;29,34782586;29,56659487
326,283;-6,793550278;54,09048525;27,82046757;30,84302917
326,874;-10,23604747;45,78681362;36,46339607;32,80912047
327,464;0,465508894;45,11469827;33,35063985;29,93048639
328,055;-2,650983801;33,97045901;22,67117459;28,52595933
328,645;0,241789022;31,15616785;29,90999621;38,38914098
329,236;3,296703472;31,21248461;29,87663101;36,6604838
329,826;-0,143009971;25,64546531;36,58576768;40,46535252
330,417;8,210560301;26,592628;40,42433324;37,70375727
331,007;17,72528097;29,3624166;42,93993751;39,11789378
331,597;14,04591184;27,42438411;47,40398471;42,8066631
332,188;23,47947005;31,8131608;40,29656006;43,41584361
332,778;18,7653569;29,97078147;34,08598368;45,44807825
333,368;21,02208954;29,29515548;37,29328408;48,24347274
333,958;17,78970942;26,57984377;33,67329968;43,77256427
334,548;25,99814295;28,30981378;34,95498525;48,93306413
335,139;29,53267926;35,42829729;35,77703596;49,57362057
335,729;28,39362183;34,88671227;38,11010439;56,00640435
336,319;24,76466385;31,88303674;37,91079968;51,83909939
336,909;26,79558005;36,74262477;35,54780352;50,61870954
337,499;26,87622796;36,31401615;34,9155828;49,0311302
338,089;37,67836633;40,49546053;37,36291091;52,94631099
338,679;36,39307216;50,92396242;35,19616345;53,04770215
339,269;36,43232636;57,61730763;35,19125626;57,06085114
339,858;25,18294634;56,62143498;30,64966662;56,27825852
340,448;25,05784962;52,53813782;25,94142331;52,08016508
341,038;19,13252001;50,34845453;21,23893748;51,37386803
341,628;18,06152146;50,87974812;22,83811151;56,5009186
342,218;13,37904646;47,52861758;22,53057331;59,07154148
342,807;17,4632032;51,81818046;21,34451669;63,52101378
343,397;6,461038547;53,38609077;21,23242699;60,97397326
343,986;13,47676375;52,49229798;18,89981947;59,76681421
344,576;22,16542768;49,07112484;16,7597771;50,28922844
345,166;18,54534045;50,11527408;27,25859069;51,17154043
345,755;16,05077136;52,99344431;32,13320038;55,87387519
346,345;25,34278068;51,53756886;42,77073723;61,20176995
346,934;20,32494373;49,70760381;43,33576251;54,09982298
347,523;30,82237997;53,95203408;48,461652;50,90909241
348,113;23,79945703;48,59270516;45,56639824;49,1477287
348,702;26,53347842;38,90925656;44,15546791;53,69293396
349,292;19,31521579;41,12277642;43,84681728;49,4107522
349,881;22,96042864;39,25750488;42,77302669;53,07198674
350,470;32,13824257;33,97177406;39,21378133;51,35544097
351,059;34,42781337;34,26791229;39,65377265;48,8705521
351,648;29,21414873;39,47684425;32,86512736;43,87106755
352,238;35,37528544;43,15912116;30,56446041;48,21628422
352,827;27,49372784;47,58550252;32,92991863;50,84402397
353,416;29,88333349;47,5542193;37,07405796;47,22831282
354,005;26,89130066;48,999388;37,48477471;40,78545326
354,594;32,88396035;44,20228982;41,92546407;50,16964001
355,183;28,44735395;43,89434753;38,32176018;56,13302194
355,772;29,79680248;44,72835251;33,85584684;53,93208504
356,361;21,49901367;46,94603344;32,41653305;51,0931431
356,949;22,62616286;42,40137893;38,01699005;54,70523098
357,538;23,30275477;40,17947313;36,05776092;53,07385653
358,127;26,14038156;33,26952478;36,39965829;53,4035771
358,716;25,0306769;38,32551852;33,4548397;49,88354766
359,304;32,25031936;44,15128566;37,88378551;58,60589428
359,893;26,42521534;42,99041848;36,68991737;52,29096005
360,482;17,4447178;46,45936906;44,37869968;50,65843855
361,070;12,64980084;47,3436938;45,0177941;54,46079022
361,659;22,42160752;43,98050413;45,40952695;52,98845636
362,247;13,79501185;46,06998391;37,124236;48,89200584
362,836;15,84926063;46,59010191;37,75432171;49,62362349
363,424;13,68472963;45,67257709;32,86520539;46,47413478
364,013;24,07560808;42,87850343;34,76689126;55,18150025
364,601;13,37726526;37,68487813;34,59431891;48,06662856
365,190;18,28220807;41,64946091;31,50513218;49,80930627
365,778;15,95255802;42,23528049;25,81342213;48,35275613
366,366;21,41092482;40,55346984;23,91533061;45,06321264
366,955;20,29043351;39,12701832;18,96811528;50,12661634
367,543;22,40748348;36,69049384;20,62780274;47,37330131
368,131;19,1900303;34,65770251;19,71055965;46,73254053
368,719;23,21362852;29,82931783;16,70431538;40,26974788
369,307;13,36064619;26,62970802;15,29965139;34,39309815
369,895;15,38699032;26,62408874;16,18249606;33,03796261
370,483;7,321163123;25,27134391;15,62608372;27,16960193
371,071;11,72030919;21,32893155;16,52797197;26,04800782
371,659;7,993385643;22,26490374;16,38330693;21,26652048
372,247;9,090269078;20,95163943;16,35724031;21,73970564
372,835;7,918619187;18,03733937;13,69471328;21,15001866
373,423;4,812777951;15,83554777;12,30331991;18,14636757
374,011;3,2537656;16,25656348;10,96152965;17,98668387
374,599;3,871738564;15,19278823;9,726233621;17,26701176
375,186;3,476607709;13,6305607;6,870280363;14,11711867
375,774;5,213367582;11,56134007;4,664189944;12,67875975
376,362;3,74560139;10,53578869;3,657219296;10,76589273
376,950;3,772368256;8,320979054;3,463559612;9,603199963
377,537;3,333197261;7,541335223;2,641626882;7,927952332
378,125;3,725701651;7,04567101;3,09930904;7,0760905
378,712;4,23158795;6,466082169;2,80883422;6,588055466
379,300;4,142931913;5,158729877;3,343821459;6,270927973
379,887;3,412458411;4,84472634;3,725182286;6,20729566
380,475;3,481151091;4,187681961;4,606001311;6,944810066
381,062;3,558377212;3,838426335;5,84286664;7,433131218
381,650;3,708547947;4,073602296;6,054044825;6,921851795
382,237;2,93305439;4,269495137;5,530787939;7,104619913
382,824;2,750797146;3,86607004;6,05674763;7,325618432
383,411;2,378672498;4,251977975;5,844455614;7,319969141
383,999;2,188357373;3,907502306;5,638019098;7,183205804
384,586;1,918455305;3,983786874;4,767486707;6,63671985
385,173;2,150829186;3,850427867;4,554427623;5,815799632
385,760;2,536179683;4,05862135;4,011269911;5,655529466
386,347;2,664459019;3,958096008;4,070249792;5,8867485
386,934;2,757702988;3,908433;3,480467572;5,358638551
387,521;3,306481224;3,783477348;3,421933909;5,362895793
388,108;3,530261539;4,01527791;3,313886686;5,009847546
388,695;3,748877624;3,77580583;3,086841693;4,621380279
389,282;3,967576444;3,60659305;3,14956344;4,344125801
389,869;4,418121604;4,028773886;3,602935919;4,742505427
390,456;4,617816255;4,098404466;3,499587135;4,568412586
391,043;4,720949233;4,226773923;3,474046991;4,066992505
391,630;4,464693977;4,357251576;2,956670468;3,925696297
392,216;4,605137776;4,368082809;3,311166733;4,47296357
392,803;4,408255979;4,549224581;3,662219622;4,721107379
393,390;4,355103328;4,768360372;3,869545994;4,88709588
393,976;4,422294952;5,124071389;4,064786242;5,121381524
394,563;4,272488791;5,872524003;4,585354071;5,357609405
395,149;4,135234617;6,012894001;4,199907158;4,992015727
395,736;4,324895998;5,778151606;4,343408113;5,366142366
396,322;4,322620744;5,685748421;4,205122035;5,609945054
396,909;4,524630278;5,775477715;4,580232313;5,504185926
397,495;4,643346673;5,88773977;4,265629838;5,270526575
398,082;4,91721893;5,895889204;4,274335977;5,153984699
398,668;5,237520744;5,939740583;4,063355723;5,154025088
399,254;5,337119133;6,073221006;4,291838076;5,234175817
399,841;5,540324946;6,122140487;3,809803955;5,105617026
400,427;5,728634806;6,062847878;4,162637434;5,583595259
401,013;5,778405038;6,377205962;4,15158405;5,679969841
401,599;6,185245325;6,720418045;4,406236999;5,786252622
402,185;6,56757085;7,112589892;4,43404859;5,867478841
402,771;6,910479025;7,302026877;4,857308835;6,252591397
403,357;7,101538652;7,844886296;4,952720855;6,638402771
403,943;7,287904728;8,295301599;5,378702172;6,960766869
404,529;7,587029902;8,436496;5,577742247;7,311737879
405,115;7,974698325;8,874764228;6,034336624;7,803299949
405,701;8,283239633;9,326442173;6,301220687;7,964170603
406,287;8,708913107;9,835180062;6,580010401;8,257546329
406,873;8,938914173;10,19825698;6,855688943;8,58381963
407,459;9,410190899;10,42016698;7,016007577;8,886635585
408,044;9,611674641;10,93402807;7,244053549;9,146518372
408,630;10,19110634;11,20454403;7,885099612;9,566468957
409,216;10,62284387;11,55955431;8,106254031;10,0462379
409,802;11,15238708;12,19296369;8,454058416;10,49209377
410,387;11,52467566;12,64480902;8,744680066;10,76625233
410,973;11,95398248;13,26598462;9,00931372;11,23980052
411,558;12,43383146;13,62625557;9,555838486;11,73547776
412,144;12,81256039;14,10021513;9,845682516;12,12482301
412,729;13,12935168;14,68381796;10,22392117;12,5212067
413,315;13,61629243;15,16670119;10,64454061;13,09719311
413,900;13,92626049;15,61415309;10,78099451;13,38583967
414,485;14,29340526;15,95676917;11,17200695;13,83137197
415,071;14,64006679;16,44499151;11,51675051;14,33815671
415,656;15,25693394;16,93429888;11,94002614;14,75819989
416,241;15,70808852;17,20711238;12,17548052;14,87384233
416,827;16,2499814;17,77946736;12,34148337;15,41120246
417,412;16,82262551;18,40312424;12,6998512;15,94239799
417,997;17,34100108;19,06586442;13,41882055;16,59437368
418,582;17,87996824;19,66794136;13,73143142;17,03289401
419,167;18,54809555;20,19219031;14,06773474;17,43426803
419,752;19,06913978;20,90523675;14,47062876;17,67937838
420,337;19,71134524;21,37747357;14,87314792;18,00564741
420,922;20,03254473;21,89293027;15,19719321;18,58826876
421,507;20,65151714;22,58649711;15,71959426;19,12521729
422,092;21,02662725;23,11611562;16,2384976;19,42635402
422,677;21,46025171;23,4945093;16,66935477;19,9580386
423,261;21,78579679;23,88021519;16,71416604;20,41810585
423,846;22,32782418;24,06062444;17,19353478;20,73163264
424,431;22,66008609;24,46307573;17,52107833;21,24539759
425,016;23,22748361;24,80766292;17,91542857;21,72164997
425,600;23,51063381;25,10974966;18,27904848;21,98905949
426,185;24,11668712;25,34909818;18,75603424;22,41900262
426,770;24,41607869;25,71941909;19,03554454;22,89802302
427,354;24,8024649;26,08308548;19,35030633;23,48897115
427,939;25,18598533;26,37089687;19,64546386;23,75992296
428,523;25,69230682;26,61548727;20,36301517;24,2531792
429,108;25,90059978;27,22155415;20,62993609;24,6185662
429,692;26,32896635;27,64518058;21,28585638;25,05966337
430,276;26,70763831;28,17185848;21,44350043;25,38795397
430,861;27,17081012;28,6599626;21,73182962;25,77429014
431,445;27,28701697;29,00142617;21,75825402;26,14684101
432,029;27,64538599;29,28876246;22,20366674;26,60251979
432,613;28,09196575;29,62062015;22,20595511;26,75316047
433,198;28,44979996;30,02824262;22,57482902;27,13789624
433,782;28,78758255;30,38306417;22,72542093;27,15779099
434,366;29,0815672;30,61405509;23,00231456;27,43243233
434,950;29,33254733;30,84572749;23,06605286;27,7238087
435,534;29,56084146;30,95158125;23,43490957;28,17587125
436,118;29,77943661;31,13900138;23,44223704;28,44564763
436,702;30,17871102;31,33095775;23,91417962;28,7185144
437,286;30,47721851;31,59368322;24,08153308;28,81811012
437,870;30,70781667;31,76782142;24,5411536;29,06355181
438,454;30,77781503;31,79180012;24,781267;29,22466065
439,038;31,04641317;31,90408362;24,94262252;29,64475213
439,621;31,28494352;32,0538025;25,00860667;29,75212616
440,205;31,6454348;32,27636194;25,23932893;29,80468871
440,789;31,78086937;32,63500598;25,29100075;29,81321526
441,372;32,10493396;32,75844819;25,5868613;30,06134258
441,956;32,30240136;33,02878451;25,67392234;30,09558104
442,540;32,52820407;33,1779281;25,70000467;30,28991455
443,123;32,60643606;33,17426984;25,78353174;30,39220697
443,707;32,90744439;33,35250827;25,77673237;30,5415508
444,290;32,89199444;33,53461639;25,88114798;30,5766479
444,874;33,02897788;33,60519628;26,18589422;30,87014596
445,457;33,11489588;33,8433366;26,30391783;30,97597127
446,040;33,28295198;33,9494815;26,46704784;31,09660191
446,624;33,28436522;34,0699986;26,51368993;31,16315071
447,207;33,20527216;34,20484059;26,6695357;31,45097625
447,790;33,20789272;34,28417717;26,83748978;31,43437272
448,374;33,26898824;34,44199609;26,85125345;31,57862888
448,957;33,2724765;34,57019102;26,99480349;31,52280096
449,540;33,48491898;34,61711549;27,06200571;31,69162218
450,123;33,54440904;34,75892625;27,00823965;31,75674652
450,706;33,60489705;34,73955649;27,1350999;31,8400569
451,289;33,65714115;34,6577433;27,23866509;31,80108528
451,872;33,76652674;34,65642817;27,36922276;31,81356526
452,455;33,95108509;34,65482481;27,33511177;31,70625192
453,038;34,06902325;34,73682116;27,45323344;31,79516525
453,621;34,17429739;34,79642372;27,51734387;31,72234445
454,204;34,29299897;34,836223;27,5678624;31,84349103
454,787;34,37264756;34,95764645;27,50934315;31,8041916
455,369;34,47530525;34,9247794;27,75318609;31,85217357
455,952;34,39954977;34,92022512;27,70914225;31,9948136
456,535;34,46752592;35,07074141;27,74115647;32,13747926
