Filename-->;PETALO_1.RFL8;PETALO_2.RFL8;PETALO_3.RFL8;PETALO_4.RFL8;PETALO_5.RFL8
Mode/Unit-->;;;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20;20;20
Smoothing-->;4;4;4;4;4
Wavelength [nm];;;;;
245,052;8,495148781;30,91807442;18,05183214;9,301303749;37,18132132
245,647;24,13888214;32,13193525;18,99313516;10,66752585;31,58491977
246,242;24,19678882;32,06361743;25,71540528;13,0319752;25,73732914
246,837;22,86514289;24,86066959;18,54939556;18,05611008;37,87718956
247,432;19,01571644;23,44567764;17,45129748;14,51089322;26,86467272
248,027;21,21618687;24,95504553;10,6205493;21,19982012;29,60086193
248,622;3,640258534;25,7266536;13,68613094;25,01189874;28,5216335
249,217;8,257260615;22,93846841;22,71019334;12,81567291;35,03576932
249,812;-3,953280036;14,62934646;16,55352367;16,19780129;39,40860043
250,407;3,122879301;9,930314476;6,302741834;28,33815676;44,36261829
251,002;-3,174602904;10,72690384;0,029084572;24,61150844;44,32342499
251,597;-3,003149107;13,95604426;-7,352045034;24,16787354;59,38921565
252,192;-17,8679074;20,27218622;7,561493729;16,25128754;55,96482733
252,786;-13,55386444;19,12382;13,9775434;19,61776251;53,05494724
253,381;-36,62704341;17,09580094;41,11196288;14,41131573;47,14348871
253,976;-26,17554407;17,85381854;38,29647699;12,91575161;57,32087437
254,571;-17,17098168;18,84558461;39,13495716;15,16238685;49,86096255
255,165;-4,961833024;30,6050661;42,03307726;11,00917459;48,1138474
255,760;-13,95604538;29,460239;50,79696565;3,928148429;46,60841574
256,354;-6,000000792;38,25368603;53,69282715;9,226747155;45,72853453
256,949;-26,61722602;40,73994379;56,89685229;7,130762178;39,53221024
257,543;-2,087911625;43,07784738;54,81386413;5,999196353;34,23902657
258,138;-3,907775107;42,14285769;57,01878503;7,125103769;44,65716235
258,732;-1,180811754;52,08333176;48,28601471;10,05811317;49,44372754
259,327;4,104367703;55,82103557;49,27864875;11,75874103;40,63226572
259,921;15,31315457;56,00180585;43,2017093;17,18824037;44,46649964
260,515;16,42609504;56,12796916;45,65610645;13,87989226;37,03017494
261,110;10,58784302;57,06632481;42,81330022;15,46814863;36,55223494
261,704;2,577807703;48,91764355;44,73754131;14,82035817;42,7495732
262,298;19,38461561;40,80207035;30,82447513;16,46032606;41,21578649
262,893;5,052632155;39,3071485;38,40579823;24,52168415;34,95813418
263,487;11,26939703;44,07252384;27,52079991;29,04777024;26,83923976
264,081;20,93781262;50,86063017;28,35004524;31,48788621;28,4415583
264,675;31,99583158;45,46699701;25,58543029;25,08294451;31,89368857
265,269;8,012457308;45,04525648;35,42280964;33,79586979;44,31198636
265,863;9,493496775;39,6986038;39,74763362;35,97187838;48,51131117
266,457;12,89897178;45,94092046;45,47259591;39,69725234;42,28020166
267,051;25,69409313;46,8089461;42,59069352;41,02563949;53,92814145
267,645;21,90856832;45,01347855;52,98819894;43,06843581;51,61195795
268,239;31,91332016;37,30358737;40,97561218;35,86934428;56,79219423
268,833;28,33243452;42,27703957;45,01212214;26,88447267;51,56288751
269,427;29,21907883;30,71685967;39,35762965;29,0169603;50,47852559
270,021;6,456502623;35,60008505;40,55672753;31,45147654;48,11998118
270,614;15,08429469;37,0322015;29,92139783;29,13080024;38,48083952
271,208;4,719844643;30,46602871;20,85418187;34,12870597;36,5848678
271,802;1,675674829;30,85981113;12,94117699;28,02140788;39,25022862
272,396;-9,337615468;27,95006847;19,29155211;27,676378;31,24454047
272,989;3,954479992;29,46799848;5,94153314;21,5189868;31,53497174
273,583;-3,241588731;32,38647695;12,91251;14,27397908;28,1274276
274,177;0,337425184;31,02476367;15,78545441;22,26148284;33,25960643
274,770;-2,716761919;29,34842982;26,73942614;16,12118405;26,29629604
275,364;18,15704688;28,26677063;20,29436224;14,56512761;26,55288041
275,957;21,87860619;23,59709314;26,73290933;16,31691793;28,53192537
276,551;21,2578612;27,84633669;34,59244765;18,23924092;28,24184417
277,144;19,89949873;20,58642546;47,11606905;30,15116955;27,58705928
277,737;28,68979755;20,59719721;39,73333308;32,60073546;33,79393721
278,331;21,70852012;23,8539227;47,02804212;39,92490334;29,76277795
278,924;18,15907982;28,57689314;44,88156307;42,24519891;35,78820878
279,517;6,40512688;26,57430808;43,9519484;39,97047359;21,44164679
280,111;1,334915409;27,00505803;33,99590184;44,77496167;34,599522
280,704;-4,800258377;27,95877576;40,28529978;46,7702559;26,79571041
281,297;-11,50563142;28,32179371;40,17192728;44,28919562;25,21137538
281,890;-4,573592082;34,6221165;43,58279855;37,09212843;25,13726508
282,483;5,555556646;42,52680004;34,06648872;24,93284456;18,95394621
283,077;-7,497050077;42,63442624;39,62528554;20,66271651;20,11147305
283,670;-14,36865311;41,18845978;40;14,73579778;25,51528099
284,263;-11,51197024;42,40752715;40,706256;18,629552;21,18959259
284,856;1,985852647;38,60417861;35,2696344;21,65788372;36,72718474
285,449;2,804879864;47,46103564;40,98150511;8,839355783;21,93958635
286,042;-6,099177625;41,26432836;30,11540572;-0,618811652;21,85399852
286,634;-3,600432444;44,12173831;39,88385169;-6,130822257;31,70626159
287,227;-3,014294703;39,76991299;28,08127326;-7,348091455;29,38259346
287,820;-4,048865672;33,58331881;28,32737352;-2,702061597;40,15033496
288,413;1,018748025;31,36083717;22,77009533;-1,762013729;34,29882318
289,006;0,788176529;29,78417181;27,54624401;-2,284330384;29,9115078
289,599;5,7474858;30,35899602;25,82477498;-5,939867661;30,961831
290,191;-10,6261849;33,6984162;34,47357577;-1,413070266;28,39711665
290,784;-6,77444024;27,79375068;27,302365;1,928021989;43,0332444
291,377;2,677332432;35,38622182;41,35658861;18,10303348;54,39673172
291,969;12,42718308;30,69155832;21,93072285;20,13390901;39,24013754
292,562;20,05594576;33,94905686;29,09322239;27,47982709;42,88493542
293,154;23,80097565;45,23719185;32,17494401;30,1084615;35,18233147
293,747;25,60163663;53,31054439;33,83518261;30,32952096;30,91423318
294,339;34,242685;53,63148335;24,27242815;27,56183661;34,55311578
294,932;31,01924877;51,20859599;25,80252541;35,09888821;36,89385625
295,524;46,05146533;49,44677358;19,0620735;27,89975661;45,22068217
296,116;33,64069725;49,28626831;29,49904597;22,88740446;42,26327832
296,709;29,90003286;46,54088126;23,03288113;29,94120171;46,09158409
297,301;6,164172915;48,39756629;27,57371918;31,02505547;53,79855161
297,893;2,19575799;40,34633536;20,99447432;31,5600311;51,76971989
298,486;-14,25372909;27,76011874;24,8194945;31,61597542;57,12124352
299,078;-15,27260531;16,05229379;23,93740384;21,68299074;63,79114831
299,670;-6,746494886;15,57876413;33,529537;22,05562074;56,46921853
300,262;7,567304175;20,18348642;27,28877127;20,35380044;55,22834026
300,854;1,645769765;28,00817315;36,86752751;16,34285772;42,94378767
301,446;18,28036497;29,86687424;35,724301;28,11175513;39,98806989
302,038;16,94838844;34,58019693;46,35699185;15,56673015;30,10358175
302,630;30,75588212;35,42406303;39,39779463;11,53925773;15,06883578
303,222;23,91510523;44,91268293;50,25785296;8,061243116;18,16505154
303,814;27,6166918;48,70223356;39,39662646;-2,509961319;16,2306094
304,406;28,67719842;53,40671738;34,54190345;10,50717738;21,29804553
304,998;26,23633469;52,35815746;29,6963563;12,15358918;26,25941939
305,590;14,10664254;53,65900538;33,19230691;10,39783019;24,21843154
306,182;18,6775358;55,60265364;30,37280619;9,920433851;34,73092789
306,773;12,88038246;54,82186281;28,57142789;-2,774965144;37,55131446
307,365;23,0517601;52,60426207;23,44452769;4,352720656;48,92865839
307,957;19,48827377;49,67015397;33,75505243;9,149842484;47,8612939
308,549;20,91569121;44,39024343;28,74820687;7,409603;58,65184382
309,140;15,73905124;45,17679306;28,33773921;12,75805354;58,51351222
309,732;15,0139495;43,9410893;22,13673689;5,211141178;50,93879227
310,323;18,73126888;40,29034706;29,36847642;-0,9908733;44,59529979
310,915;30,66525322;36,89229829;23,52331528;-12,01541208;40,36248798
311,506;31,50202776;34,63195183;27,61474824;2,823834196;25,77219965
312,098;33,15230989;38,43252322;18,53640345;11,27264704;20,92967956
312,689;18,9067323;37,09677404;20,20833224;4,439486189;12,25412144
313,281;16,4812934;45,09671662;19,30815345;-2,665983366;28,62891994
313,872;10,22985628;47,25376367;27,52578988;-2,429036204;18,01705661
314,463;15,76441205;46,42768173;28,67698923;-4,05695966;8,347198901
315,055;12,75510272;45,02897738;41,02654364;-10,12590325;3,474451175
315,646;7,966144249;50,63583671;43,64156358;6,769782526;21,09786561
316,237;2,359958967;51,38628279;54,44620344;14,33796675;28,40022342
316,828;-3,734239667;45,9405923;45,30271426;2,942630079;31,2826812
317,420;-17,81386392;47,27899023;50,68091543;8,101267435;33,97485295
318,011;-13,54433373;43,87096657;48,7081652;14,12523833;29,98582029
318,602;-10,90234768;31,42076431;51,37327086;18,21142344;23,22677424
319,193;-3,779141059;33,35476831;48,72302656;18,38902394;20,35264436
319,784;-4,720440065;31,55428762;56,46559977;19,4941564;18,86946875
320,375;-5,542606111;32,55013048;51,20385197;25,277318;24,10736952
320,966;-13,28851949;31,36475458;43,19751412;17,76681376;14,3729462
321,557;-8,393782265;33,77391901;35,60314994;19,42336991;13,44108705
322,148;-7,184464193;37,68798586;36,18525627;21,09862634;16,28638893
322,738;11,96795313;34,49781667;30,63543951;-2,32399355;9,634232436
323,329;5,268391753;31,50733995;31,88405827;-4,297898494;13,36283149
323,920;11,13977547;37,95703187;31,91156296;-1,266847078;11,44155239
324,511;11,69297036;37,69230815;37,6228608;-0,726088094;18,45570794
325,102;9,946950034;39,37101704;22,23562476;1,683096705;15,93375165
325,692;12,09567256;35,64202444;20,76381894;6,433777231;19,62350438
326,283;10,10848197;38,53046726;20,74478514;8,216059366;19,26172935
326,874;5,1193748;27,63186156;24,22464141;9,805045726;20,79010539
327,464;5,34943935;27,20753969;28,20353221;10,30595852;15,38293417
328,055;1,587300047;25,21385023;36,79372249;20,98292144;17,10300003
328,645;1,847514987;23,89599735;30,71553365;21,0517654;17,90683607
329,236;-4,29196391;24,28278624;27,79152044;26,76307706;19,09783544
329,826;-5,363276172;24,24923393;24,93287209;27,41145494;18,96680399
330,417;4,694834884;25,10365722;33,59663031;29,91113813;24,59786605
331,007;3,638555186;32,04549878;34,18135499;26,75711006;27,59313355
331,597;3,585205365;26,86367988;36,58273457;29,26657434;26,82624167
332,188;8,055053916;34,34944209;33,39334013;26,46244203;31,64040643
332,778;2,805943102;31,24204517;30,25560799;27,17451223;36,52293615
333,368;11,25275899;25,88878832;25,94480613;20,78345942;38,0558965
333,958;23,2006948;31,42857067;29,3685757;24,47694539;37,70130709
334,548;20,61901536;28,32284223;21,37931035;15,98672679;39,91994055
335,139;22,63901146;28,17133502;14,82962097;10,6111885;34,52007274
335,729;10,41994222;25,17436688;13,77351126;9,282061784;34,57436852
336,319;12,99701839;19,87667061;17,21021638;1,64451517;25,70814762
336,909;23,6007471;20,13934247;13,93359178;3,632260454;35,95338899
337,499;23,42781319;12,32462845;12,59889341;0,514403087;33,48836972
338,089;30,97906757;8,579881286;15,70984453;0,952895002;32,513718
338,679;25,20542426;12,19951946;18,21099929;6,868283365;36,50485443
339,269;18,30442956;9,850926757;17,11149476;2,119428872;35,9808408
339,858;14,15635789;3,923521555;23,92894313;2,052786688;34,1644447
340,448;10,93711864;4,564933206;23,13932067;10,84165376;36,87970692
341,038;21,24434379;9,575587076;20,33831505;14,32721655;38,50323527
341,628;18,80342133;11,78990448;10,97247714;18,03187104;43,82288195
342,218;22,61306487;8,85581415;10,59238935;17,00410783;38,39719983
342,807;29,20449455;6,392863742;5,552165861;24,40768385;44,16838033
343,397;25,84728538;14,65665205;8,015824048;26,35319193;43,32124505
343,986;20,74560593;14,49160941;15,50129495;22,30047109;44,47796385
344,576;25,29928004;15,85266578;18,53004061;25,68955503;47,94066622
345,166;36,12280763;18,84905681;15,8199738;29,26153049;48,51897375
345,755;38,50842168;13,83634774;20,25200519;27,04620752;50,42166657
346,345;42,22293653;14,25611284;24,80158518;24,78267748;52,133452
346,934;39,14145275;17,81914824;35,15901311;29,5629393;50,79914467
347,523;35,07290912;30,456535;26,18855616;25,76825125;54,30959657
348,113;28,8598377;37,40491024;42,93492296;19,85922645;44,89897408
348,702;29,66875518;41,94555879;35,14716948;24,13364504;48,62046756
349,292;31,87730704;50,4698581;35,9689913;25,90439253;44,41679375
349,881;27,11663668;47,5169567;33,26843497;28,24914423;42,77247372
350,470;17,36688486;58,63101786;42,06128212;27,47783978;43,00626312
351,059;18,52202805;57,90720666;33,14773615;26,55576179;46,64243839
351,648;16,43705428;55,46703802;33,75543561;28,20777396;36,55895331
352,238;19,0535172;53,75840449;30,40528008;24,87001713;35,33441473
352,827;26,30159334;49,60394102;43,65620463;24,48155613;35,55200512
353,416;27,57718553;42,19216024;34,80083958;18,89106137;33,4401932
354,005;28,20282896;29,59658789;33,53178652;19,37465161;32,28565716
354,594;32,93114147;20,74969328;18,81168546;18,24702451;32,36475044
355,183;32,90941038;19,26533861;23,19608681;15,83259185;27,8163865
355,772;32,33038283;8,953083618;14,03634525;13,74184219;23,23496267
356,361;31,55930888;12,65450303;22,84263997;18,61739625;21,99237893
356,949;25,74022873;6,307164425;16,11474435;16,74471258;29,1466246
357,538;24,6885616;9,566020538;17,07019371;10,76898219;29,5108424
358,127;17,54727011;10,03430508;15,84381477;11,97045085;24,70793507
358,716;19,86869338;12,36791963;16,58832655;15,48476052;25,24030459
359,304;15,84480032;12,29108639;20,07313333;18,14814614;19,18564532
359,893;15,64422855;18,07585306;29,08792166;13,48912307;15,12455526
360,482;20,67316642;15,17157382;18,06331376;10,17105995;17,01659676
361,070;21,96942883;14,75735113;14,50019043;7,531704093;24,35252949
361,659;15,31449457;15,48605873;11,01758288;7,120465075;26,41092661
362,247;8,333332886;16,31121698;17,14610045;8,635011306;33,74607303
362,836;10,33173896;17,01011638;14,39245577;15,06809306;33,76777381
363,424;9,508253309;12,02953404;9,895027486;23,78087333;35,15018696
364,013;6,028881099;17,46369178;6,49245251;29,91673;34,52380894
364,601;6,617782351;17,83893993;4,052556371;23,00461982;35,35043309
365,190;4,566562691;14,10490996;3,061076525;22,74992604;32,3375903
365,778;-2,069340567;12,89864103;7,220975596;24,27599522;28,35657234
366,366;-7,861028475;15,2180412;7,281753597;28,10818444;28,11107826
366,955;-15,28352772;12,08267092;8,157931543;24,08660359;20,28660916
367,543;-7,486251254;17,10052088;4,088130455;15,85746755;9,505913896
368,131;-10,84549176;13,74509468;11,43623279;6,124260897;0,280742481
368,719;-10,64319685;16,945883;7,866784831;-3,209365523;-0,79051265
369,307;-8,101157282;13,83250072;14,94828862;-6,411219096;1,326006681
369,895;-6,64826927;15,27317957;13,86666586;-3,712296396;-1,813156011
370,483;-4,349732245;15,21823775;13,43575408;2,677402526;0,661240339
371,071;-2,944836321;18,25580383;11,34410418;4,969749837;2,116801075
371,659;-3,493328772;16,72235685;14,46319039;3,623898788;0,327786945
372,247;4,821739453;15,85611868;12,60358166;4,591115054;3,745317998
372,835;3,679220544;10,29915095;11,393563;6,81761233;5,809975528
373,423;4,409591511;10,25781647;10,59403811;8,835363258;8,523954438
374,011;3,719172681;9,300675935;11,38393877;9,370731084;9,062309559
374,599;4,682515726;7,02108753;8,601439256;7,328184072;6,866204702
375,186;4,494584489;5,435432106;7,888243935;6,728403913;7,683115346
375,774;3,646319741;5,228501446;6,681059458;4,621475487;6,093890717
376,362;3,109422699;4,672650884;6,864853165;3,490834996;4,806068556
376,950;4,333849356;4,97696522;5,391556756;3,587018906;4,916820582
377,537;2,586244093;3,611639791;4,734574221;3,957322871;3,725709488
378,125;3,311926458;3,876958274;4,183189428;3,599130902;3,143204587
378,712;2,925517675;3,131679959;3,860369574;3,695188753;3,196640542
379,300;3,088579265;2,63905284;3,509617815;2,632995543;2,045498258
379,887;2,481468937;4,02030055;4,136881261;2,7859302;2,803551724
380,475;2,64933674;4,271270955;4,406794985;2,536988458;2,203536644
381,062;1,834135617;4,534568244;5,698976688;2,707047217;2,682312203
381,650;1,40756634;4,74337958;5,418291849;2,372120646;2,44131189
382,237;1,342964122;4,271506119;5,314022043;2,229202161;1,903278228
382,824;2,066487987;5,032358758;5,174425166;1,85656632;2,271577511
383,411;1,551728297;5,619588504;5,425668752;1,809197323;2,850138289
383,999;1,838347124;5,444978952;4,655961588;1,38381334;2,576254903
384,586;1,784968297;5,725817424;4,635626454;1,577453012;2,811761224
385,173;1,951839695;5,315685146;4,632324114;1,716417894;2,587943056
385,760;1,751577265;5,431396258;4,646272211;1,829190942;3,059541053
386,347;2,128223384;5,556164001;4,077455157;1,899653595;3,073089108
386,934;2,331374025;5,411334158;4,423077075;2,159375995;3,15085398
387,521;2,234248242;5,494636618;4,373842237;2,014924372;3,127618776
388,108;2,095823859;5,2409173;4,856731705;2,026350906;3,000356955
388,695;2,061246466;5,146309795;4,887471377;2,055007021;2,620480129
389,282;1,99474576;5,169255124;5,191528786;2,039868849;2,770492167
389,869;2,27869545;5,043395697;5,36541396;2,319342156;2,868633331
390,456;2,354501932;5,210150261;5,544016826;2,398961388;2,935608641
391,043;2,527175378;5,506351795;5,505789988;2,112058382;2,675745104
391,630;2,866878054;4,895883296;5,357830753;1,932394461;2,667766968
392,216;2,916172297;4,72257095;5,247502021;1,716185542;2,559759673
392,803;2,858642621;4,767173079;5,42562438;1,80007648;2,513618529
393,390;3,005355523;4,785645249;5,166457912;1,66743119;2,265459374
393,976;3,073533679;4,775627277;5,490268986;1,802999399;2,755672913
394,563;3,21474978;5,137108736;5,597421199;2,006230737;2,423042316
395,149;3,086312023;5,21920687;5,769608304;2,008636828;2,432948831
395,736;3,166919909;4,859302787;5,347419827;1,814489677;2,436226764
396,322;3,061286375;4,721213423;5,500290128;2,121328652;2,626237348
396,909;2,915999735;5,043737198;5,692682444;2,249412383;2,624771244
397,495;3,13434295;5,114139229;5,813378578;2,43165078;2,601221482
398,082;3,402589545;5,220945034;5,887812561;2,486442998;2,722905604
398,668;3,575185133;5,339246586;6,253108448;2,841880647;3,138927624
399,254;3,876293447;5,458930659;6,242345953;2,806068634;2,84477723
399,841;3,855657324;5,459719455;6,499148363;2,751974244;3,113107908
400,427;4,074912295;5,63203307;6,58768208;2,759354737;3,204991061
401,013;4,188743571;5,850409522;6,97920879;2,989763825;3,320737619
401,599;4,607663063;6,002739662;7,291159005;3,030629227;3,213093943
402,185;4,871725922;6,323033169;7,624334091;3,188071104;3,42803891
402,771;5,027083737;6,62765325;7,837929245;3,406692036;3,886079331
403,357;5,258723349;6,977257688;8,143211416;3,504793088;4,002704396
403,943;5,382138465;7,269850968;8,183073971;3,543642613;4,04761762
404,529;5,59918392;7,472269666;8,590194252;3,684010927;4,251275328
