Filename-->;FLOR_CERRADO_1.RFL8;FLOR_CERRADO_2.RFL8;FLOR_CERRADO_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
285,449;8,995255451;13,8052766;5,219027976
286,042;15,79470972;13,41653677;6,055195725
286,634;18,9680708;12,3330103;0,402684165
287,227;19,43778413;3,572118682;4,660226558
287,820;19,2341549;5,410122812;5,402485626
288,413;20,24074761;15,93939357;7,310847378
289,006;11,99791204;4,780788252;11,38197186
289,599;18,40612604;8,301342972;12,40284327
290,191;10,45466323;6,690307374;15,0993383
290,784;20,85670585;10,20497186;20,88070634
291,377;4,232386896;9,540481266;23,60215856
291,969;-2,552512987;8,395604126;20,37889692
292,562;-11,66620146;11,80766988;18,98859716
293,154;-13,86086011;15,62132574;18,23650413
293,747;-8,606856395;5,579724761;15,83984682
294,339;-2,962811752;14,05200615;13,63334443
294,932;1,007086922;12,95882547;16,88415045
295,524;-0,043487361;6,97635361;19,87742263
296,116;-0,431831791;-0,56244799;14,77923661
296,709;8,650728905;-3,645460921;10,97775618
297,301;10,54629814;1,958296119;13,94777303
297,893;18,8089041;4,525674473;9,319781077
298,486;21,51639278;10,93750017;7,291480666
299,078;25,79747457;12,88947177;9,599589987
299,670;25,57497659;11,94184858;9,637741726
300,262;14,27860565;5,159247025;10,9645508
300,854;19,31642651;15,44850482;0,409180741
301,446;24,02366762;16,89993728;10,47867781
302,038;15,09613065;18,67341015;3,710834978
302,630;13,97471968;12,06311197;-2,871621124
303,222;8,133302003;8,690403712;-1,176017738
303,814;18,28521475;0,2558092;3,458116583
304,406;12,63643987;-1,985111096;0,880828882
304,998;16,43518555;-12,18229635;-8,551672812
305,590;24,86960166;2,07833763;-4,74185257
306,182;19,37364916;-6,397306555;7,261622635
306,773;20,36179927;0,91829108;-1,866140553
307,365;26,27590851;-0,56759544;5,088838833
307,957;29,21108888;3,412685377;18,23940301
308,549;29,29771672;6,867425808;21,29112225
309,140;14,9735309;0,634684056;15,23158147
309,732;7,18053861;-7,4081473;16,58971365
310,323;-17,89883145;-12,1817745;20,15097897
310,915;-26,43719124;-28,72069305;19,0866341
311,506;-24,48325243;-23,59935963;19,11541944
312,098;-22,00428085;-34,2068584;24,93491384
312,689;-46,39450593;-52,67340768;27,47594021
313,281;-40,27084614;-52,90232965;19,11858029
313,872;-50,27173775;-57,94022086;12,99048228
314,463;-28,31657436;-49,78077497;18,90106267
315,055;-21,18065652;-46,85890343;18,12929367
315,646;-8,910343273;-39,24308513;20,19862128
316,237;0,180587381;-15,69809469;19,87440669
316,828;4,847731215;-9,088729783;22,60629637
317,420;-5,599832306;-9,99776823;17,58170018
318,011;4,155946465;-6,663675238;7,775021241
318,602;-3,177223776;-8,226103155;4,92136026
319,193;3,987150373;-6,836713118;11,04797948
319,784;3,857403689;0,640098793;9,290624916
320,375;9,850289311;3,049015823;10,294861
320,966;18,04019964;12,47990413;10,57108052
321,557;22,0254953;8,258928599;10,63313121
322,148;24,5312504;19,18604727;5,943151698
322,738;28,94026216;27,16331188;8,427762545
323,329;30,22035703;30,201598;18,78736232
323,920;32,84322161;31,7942727;23,12007133
324,511;30,87895246;30,61104445;19,91641092
325,102;31,06201277;26,92737477;18,80607929
325,692;23,79704128;39,03645228;21,13277705
326,283;21,35318499;36,58245227;22,84254989
326,874;9,302325665;32,20724789;22,47347302
327,464;-8,300308266;15,05398325;15,36086456
328,055;-12,10586947;3,473491149;21,59090946
328,645;-10,90251132;-0,367497454;16,80981684
329,236;-12,9169463;0,673206275;20,55665893
329,826;-12,927756;-8,992279706;20,45990505
330,417;-14,5220184;-10,39755359;17,77126009
331,007;-10,21620422;-20,081791;9,688723897
331,597;-15,52096855;-23,19784183;2,228295906
332,188;-8,835845268;-19,05790892;6,368103048
332,778;-7,010441661;-10,63527657;10,77676783
333,368;-4,030709045;-1,734449014;8,489650725
333,958;-4,171933652;-4,918033408;6,746781202
334,548;-9,092938409;-11,6841415;5,932204228
335,139;-15,08695656;-3,654626401;7,013259523
335,729;-26,80000211;-9,629261401;10,75915819
336,319;-40,96449118;-13,82374617;21,32003863
336,909;-43,52298251;-9,262274308;22,6376722
337,499;-39,16155295;1,665243668;16,85188169
338,089;-14,30837419;7,988165455;26,1311804
338,679;-19,83527812;2,151543443;20,38227365
339,269;-11,37548933;5,422138494;24,15564284
339,858;-7,194959485;12,13222129;23,88820251
340,448;5,257836888;9,67241387;31,12687055
341,038;0,233720254;13,42236971;27,14113285
341,628;6,412540148;11,61473173;29,09599995
342,218;11,35091865;16,23302281;31,56893824
342,807;9,321341491;6,160895306;35,21283318
343,397;-2,708025903;3,162189727;28,60363899
343,986;-1,43045703;4,770045781;36,20399956
344,576;-5,961452018;1,860156786;33,74517395
345,166;-4,64521603;5,208870451;31,31908588
345,755;-2,085162997;8,728223042;26,68716042
346,345;1,449275451;3,58525594;32,72465781
346,934;3,321167512;10,35629441;24,33595525
347,523;0,174862906;0,681742431;24,76730737
348,113;-1,517297493;9,790210463;20,03186651
348,702;8,790382681;13,70353722;15,89932538
349,292;16,94575891;16,61942315;8,255851019
349,881;18,15199586;10,30689011;15,68503961
350,470;14,23840997;5,422209377;8,316008395
351,059;13,19672162;6,84061126;-2,78561457
351,648;16,07580451;11,56391926;-7,770159814
352,238;15,7266084;9,762533482;-4,411764504
352,827;9,438062617;8,690523034;-5,311948391
353,416;8,968755408;1,819191676;-0,498079381
354,005;3,725261745;-0,817843797;5,798331448
354,594;-5,90044193;-2,497998853;8,158443165
355,183;-7,666416884;5,155155;1,254758624
355,772;-0,983935942;3,415119606;8,852963352
356,361;-8,720050778;4,590343991;14,66400246
356,949;-5,918321878;1,291037916;15,71375049
357,538;-4,174416158;5,514018405;14,79883251
358,127;7,640172096;10,28630206;13,76271948
358,716;2,594728308;14,29608075;11,33536405
359,304;4,134548034;10,0927649;8,748802055
359,893;1,479112533;12,69434434;7,779597665
360,482;8,598537162;17,57799832;10,65983727
361,070;3,391136497;21,95003138;8,81921334
361,659;13,26885907;15,73502055;8,925029703
362,247;13,9250337;14,36572883;6,576576748
362,836;21,11289469;8,941495893;9,315147373
363,424;8,709017185;7,613789757;10,77055296
364,013;11,3808812;2,667298277;8,930150918
364,601;11,85757352;6,021409359;8,650937488
365,190;16,22821559;0,403726747;9,732059559
365,778;11,2809784;-5,349535274;7,421652657
366,366;9,010432798;-13,47957699;7,778493027
366,955;1,226803667;-17,34598692;6,133404799
367,543;1,415701893;-20,30615244;9,460552266
368,131;-3,559391792;-19,95192482;11,19648726
368,719;1,721322127;-19,70541864;7,903851774
369,307;-0,162338762;-16,13360909;8,680587991
369,895;1,61163004;-12,15351834;9,337195236
370,483;1,233814129;-6,732902384;9,05427827
371,071;4,435409689;-4,716174211;8,627278459
371,659;5,363449474;-1,139600779;6,693850357
372,247;6,384332481;0,643712174;8,340850078
372,835;3,542900934;0,296540377;8,526632467
373,423;5,531532464;1,209406301;6,848733276
374,011;5,849959189;1,136738636;5,825121095
374,599;5,964698774;1,542588828;5,397129755
375,186;3,470564029;0,313340906;4,549310516
375,774;4,897946715;-0,154726522;4,578720019
376,362;3,674256199;0,244231082;3,49541538
376,950;4,109461476;-0,442975287;3,700075297
377,537;4,05181386;0,199151873;3,502062279
378,125;4,563995433;0,864934479;3,283213209
378,712;4,130875868;1,124227077;2,755462632
379,300;4,026633759;1,649710729;3,119196408
379,887;3,817190251;1,152208163;3,159754884
380,475;4,450902367;1,511233169;3,364200392
381,062;3,410052031;1,305250345;2,935308222
381,650;3,306728969;1,296617916;2,675937955
382,237;2,873450511;1,962458263;2,797405215
382,824;3,07842483;1,684672871;2,436281673
383,411;2,664956615;1,690442598;2,282990553
383,999;2,462437384;1,409513575;2,306950748
384,586;2,321253037;1,625239041;2,222788177
385,173;2,691789994;1,970654884;2,369362644
385,760;2,609164942;2,065954029;1,994228565
386,347;2,785761291;2,282646556;2,183335955
386,934;3,128571319;2,577459911;2,248106362
387,521;3,307133634;2,356919099;2,193116046
388,108;2,963857836;2,708833735;2,467175411
388,695;3,424588442;2,832555084;2,591248277
389,282;3,29640455;2,862499083;2,894547888
389,869;3,146028712;2,597135739;2,809559977
390,456;3,098833651;2,625132081;2,630451786
391,043;3,161179166;2,561381157;2,596543028
391,630;3,345531108;2,606289855;2,399864582
392,216;3,278034654;2,176953914;2,737120958
392,803;3,128942576;2,386002266;2,543030471
393,390;3,575803906;2,097232601;2,307353726
393,976;3,193781287;1,964088693;2,131768567
394,563;3,53740946;2,181218746;2,231035046
395,149;3,724472918;2,327063589;2,219372694
395,736;3,591769104;2,291480691;2,214507522
396,322;3,282850267;2,113419862;2,353728945
396,909;3,179130732;2,199367469;2,356251832
397,495;3,061450298;2,406488711;2,198358671
398,082;3,26155762;2,316652269;2,199066469
398,668;3,188162682;2,519476141;2,167581507
399,254;3,248370457;2,667592367;2,210978334
399,841;3,15290585;2,544370774;2,132719792
400,427;3,180470419;2,465513938;2,101643165
401,013;3,199399125;2,637570796;2,206379049
401,599;3,322212441;2,73764174;2,110357697
402,185;3,285210807;2,767827512;2,136006337
402,771;3,374407142;2,776760984;2,137303111
403,357;3,16487609;2,714318115;2,183785798
403,943;2,899801538;2,550225386;2,095912846
404,529;2,802733378;2,527470725;2,015794914
405,115;2,863660623;2,655184064;1,839204412
405,701;2,752155291;2,725802686;1,813668127
406,287;2,773707979;2,66524102;1,657510575
406,873;2,815473096;2,72760246;1,865974131
407,459;2,841733396;2,674561393;1,8815581
408,044;2,742566329;2,713860328;1,959224542
408,630;2,94514044;2,878421275;1,988949761
409,216;3,216455451;3,043818124;2,042182254
409,802;3,488607498;2,987546141;2,100777135
410,387;3,369404443;2,977682456;2,116830547
410,973;3,428166579;3,034162621;2,171737776
411,558;3,492177495;2,987469966;2,332370678
412,144;3,470167889;2,915103095;2,143663564
412,729;3,544211543;2,96887641;2,216858915
413,315;3,675749237;2,936096103;2,050401666
413,900;3,514186534;2,867295859;2,118511538
414,485;3,525717382;2,782134183;2,220516483
415,071;3,288048605;2,819859475;2,256638558
415,656;3,307028764;2,708079675;2,373657248
416,241;3,264951147;2,673357047;2,406714726
416,827;3,314729259;2,788124923;2,47379652
417,412;3,247917441;2,726620234;2,576815975
417,997;3,281695615;2,686302206;2,474415898
418,582;3,219311341;2,651127053;2,602619172
419,167;3,492439084;2,787692787;2,601589406
419,752;3,354921577;2,739870336;2,509728577
420,337;3,551125465;2,678699958;2,456467469
420,922;3,650226282;2,724085089;2,369877015
421,507;3,695466068;2,622540521;2,364440643
422,092;3,656843935;2,515374196;2,256635751
422,677;3,874968392;2,592080193;2,268792463
423,261;3,856692854;2,534391806;2,384443565
423,846;4,138482401;2,772443485;2,300018962
424,431;3,986834234;2,73876674;2,251318371
425,016;4,20803299;2,875943604;2,227504811
425,600;4,149319486;2,934527625;2,221229122
426,185;4,222628454;3,063699727;2,23691854
426,770;4,290848316;3,200642993;2,162427498
427,354;4,356086956;3,317607929;2,180514859
427,939;4,237545737;3,418002768;2,09333207
428,523;4,36728781;3,488170459;1,999775513
429,108;4,184943226;3,373632302;2,042704249
429,692;4,38473261;3,258992698;2,173111554
430,276;4,395214889;3,309785564;2,307238782
430,861;4,588437758;3,272823288;2,384113285
431,445;4,537285554;3,148734198;2,479492296
432,029;4,678497804;3,205307012;2,562408374
432,613;4,605115134;3,208093009;2,638261157
433,198;4,743971188;3,104388807;2,649812896
433,782;4,732730613;3,143703749;2,807811631
434,366;4,842716707;3,119034465;2,905969367
434,950;4,779533697;3,205728562;2,91202072
435,534;4,700735672;3,096950354;2,878494993
436,118;4,641345292;3,128257153;2,837187151
436,702;4,757505774;3,159654728;2,781299174
437,286;4,721383941;3,123540813;2,789502432
437,870;4,836200317;3,094868864;2,749346154
438,454;4,824534697;3,150757056;2,806337719
439,038;4,884797536;3,125241396;2,70455508
439,621;4,832261025;3,060123975;2,702269789
440,205;4,926756021;3,093046069;2,694137232
440,789;4,98032263;3,201895994;2,728819207
441,372;5,054018954;3,166317609;2,794827586
441,956;4,975920162;3,237451563;2,843097914
442,540;5,058739749;3,324263145;2,899558075
443,123;5,153314463;3,36394365;2,86059093
443,707;5,144308673;3,323749056;2,870990614
444,290;5,064692512;3,346377522;2,885279384
444,874;5,074939891;3,401191833;2,981049418
445,457;5,089323242;3,412559672;2,925703808
446,040;5,101043058;3,352562025;2,972153579
446,624;5,084525387;3,418422383;3,013339946
447,207;5,186772791;3,390262169;2,94664472
447,790;5,146642758;3,26881003;3,084365332
448,374;5,113809755;3,279961269;3,131974502
448,957;5,089049409;3,380780043;3,203182251
449,540;5,119658965;3,356848076;3,282918409
450,123;5,12004745;3,333107519;3,207620534
450,706;5,089185766;3,315814093;3,261681539
451,289;5,136828367;3,359917026;3,216429744
451,872;5,200096224;3,365203645;3,211725346
452,455;5,116107353;3,367542597;3,332650709
453,038;5,136337598;3,435512427;3,21769273
453,621;5,102034825;3,427030183;3,192222689
454,204;5,231434621;3,405649241;3,183906158
454,787;5,202974582;3,45798341;3,176850119
455,369;5,261973913;3,457477639;3,180614176
455,952;5,264012966;3,455613455;3,265807681
456,535;5,236081228;3,39254351;3,337546796
457,117;5,098142047;3,363780127;3,280232679
457,700;5,124058319;3,352003345;3,238946166
458,283;5,110543418;3,370908776;3,288617824
458,865;5,109854917;3,303921593;3,308395802
459,448;5,098715331;3,355588127;3,254479762
460,030;5,204215042;3,309747819;3,265702454
460,613;5,172323431;3,390234281;3,27524548
461,195;5,217233162;3,425447837;3,245766346
461,777;5,228324372;3,504984065;3,231427551
462,360;5,284901834;3,521313433;3,314707551
462,942;5,314087239;3,521531857;3,355962784
463,524;5,392808706;3,501638715;3,30590377
464,107;5,344950497;3,564329968;3,328905654
464,689;5,302730176;3,541627956;3,373693838
465,271;5,249234044;3,565650975;3,296475698
465,853;5,299368275;3,54232257;3,243811894
466,435;5,272874364;3,558125761;3,187940659
467,017;5,23262278;3,498038118;3,226731254
467,599;5,231726606;3,481783188;3,205614333
468,181;5,262780763;3,49768291;3,166661164
468,763;5,202448209;3,547714404;3,246166355
469,345;5,296108241;3,511759912;3,281113742
469,927;5,283589443;3,492175996;3,29075544
470,508;5,275703576;3,454936894;3,288709385
471,090;5,22242642;3,447865054;3,365116973
471,672;5,207982787;3,379426198;3,357935557
472,254;5,223850094;3,426598352;3,352584622
472,835;5,240500792;3,457792785;3,365090342
473,417;5,181686353;3,445670177;3,416948892
473,998;5,172415767;3,435057337;3,393009206
474,580;5,084747597;3,451171629;3,336813289
475,161;5,108013682;3,424399546;3,381233794
475,743;5,085595274;3,439679924;3,42452759
476,324;5,119598614;3,455642772;3,444143669
476,906;5,157431043;3,497339003;3,489573992
477,487;5,195439968;3,492023837;3,467379948
478,068;5,191090612;3,487016578;3,463230489
478,650;5,253876919;3,474701704;3,485394159
479,231;5,21868716;3,437943737;3,487936149
479,812;5,283214936;3,472589656;3,502129691
480,393;5,239282039;3,480388042;3,495555445
480,974;5,237841585;3,494119773;3,491877396
481,555;5,190542767;3,481303037;3,499287049
482,136;5,118400077;3,442374321;3,457888593
482,717;5,058238591;3,448039104;3,459482807
483,298;5,024935975;3,371082286;3,449101795
483,879;4,950382547;3,371113213;3,393759334
484,460;4,992781538;3,418954061;3,411261535
485,041;5,006762331;3,43349659;3,441913379
485,622;5,011305874;3,416573276;3,43405968
486,203;5,022103276;3,432287031;3,498160915
486,783;5,022898521;3,408824789;3,475006789
487,364;5,04384219;3,483022994;3,547448942
487,945;5,073401693;3,466291302;3,61109827
488,525;5,069403534;3,555066807;3,637723934
489,106;5,147978654;3,642219525;3,593860179
489,686;5,050737384;3,587696378;3,570545173
490,267;4,997614302;3,55344699;3,593838175
490,847;4,984989081;3,602461944;3,579964701
491,428;4,994583146;3,634930611;3,576139627
492,008;4,99088186;3,695065667;3,632200895
492,589;5,012643895;3,691296836;3,642537218
493,169;5,007072487;3,723339928;3,615576341
493,749;5,04335862;3,731404645;3,660094544
494,329;4,921130779;3,623909624;3,734789348
494,910;5,062987814;3,679817227;3,760924974
495,490;5,072911626;3,728413589;3,729583719
496,070;5,084539397;3,709569608;3,816606093
496,650;5,063592671;3,730190857;3,831803213
497,230;5,072657849;3,723112436;3,826691451
497,810;5,099697398;3,760275761;3,854102588
498,390;5,079179162;3,715016705;3,871886517
498,970;5,054976015;3,787076969;3,917613844
499,550;5,120384127;3,870597883;3,990515112
500,130;5,050926795;3,839791475;4,076958655
500,709;5,048283452;3,812879323;4,213768828
501,289;5,042801191;3,886310217;4,189624415
501,869;5,054299442;3,912610486;4,217396168
502,449;5,006880589;3,877876205;4,239263481
503,028;4,970101842;3,942658373;4,303242196
503,608;4,977359131;3,990707426;4,350909443
504,188;5,005611029;3,991583174;4,348052043
504,767;4,960700171;4,055829404;4,379390491
505,347;4,936875551;4,131502402;4,42163946
505,926;4,934401071;4,215762047;4,416371864
506,505;4,947797408;4,260749897;4,554105377
507,085;4,940810359;4,267694839;4,672954934
507,664;4,992790195;4,383841941;4,788834749
508,243;4,981400701;4,319629034;4,819047938
508,823;4,97950255;4,414916421;4,872569042
509,402;4,936741547;4,412610379;4,965046855
509,981;4,969242995;4,414854675;5,04325418
510,560;5,032356444;4,501166007;5,076127436
511,139;5,04138415;4,49788351;5,149228767
511,719;5,041386257;4,543646461;5,189049793
512,298;5,049542569;4,582659129;5,250273452
512,877;5,014372604;4,599984992;5,297418943
513,456;5,021714385;4,658503001;5,425315795
514,034;4,99017124;4,717721383;5,572230053
514,613;5,050929323;4,754066594;5,665884021
515,192;5,051285122;4,823665684;5,726242446
515,771;5,043704608;4,882770109;5,825649933
516,350;5,03620376;4,947337685;5,904293377
516,928;4,990071545;4,961016947;5,934196228
517,507;4,965744801;4,986531883;5,997697628
518,086;5,055390425;5,033396356;6,111111982
518,664;4,936919858;5,108178485;6,12600384
519,243;5,090814403;5,220420178;6,24825988
519,821;5,03548344;5,305353439;6,361661706
520,400;5,045248911;5,35623505;6,448338449
520,978;4,95834196;5,39477634;6,578890403
521,557;5,010864802;5,443488898;6,697772588
522,135;5,05239072;5,54248401;6,830639308
522,714;5,063381965;5,603501937;6,948350415
523,292;5,023863492;5,694257804;7,042380058
523,870;5,085316257;5,717582941;7,215014474
524,448;5,005166923;5,758231799;7,276908219
525,026;4,963404777;5,838123253;7,393334268
525,605;4,939112371;5,903206983;7,502416113
526,183;4,983027035;5,962413359;7,580895795
526,761;4,954373281;6,060507461;7,703058667
527,339;4,927028204;6,048242157;7,771936986
527,917;4,922437582;6,11591431;7,846633525
528,495;4,874517696;6,155574065;7,908350594
529,073;4,883932849;6,232385873;7,938590257
