Filename-->;ENVEZ_1.RFL8;ENVEZ_2.RFL8;ENVEZ_3.RFL8
Mode/Unit-->;;;
Int.time[ms]-->;1,049999952;1,049999952;1,049999952
NrOfAverages-->;20;20;20
Smoothing-->;4;4;4
Wavelength [nm];;;
286,042;28,74583808;20,68519702;14,94082757
286,634;31,89157144;22,15394553;8,645929126
287,227;28,43206427;20,08914368;11,47776292
287,820;29,55714271;26,60324637;13,44607572
288,413;24,0657925;23,36956639;1,74711326
289,006;21,80768063;22,39453075;-7,987615243
289,599;18,18625854;29,9913722;-7,375201422
290,191;13,67787;28,95145644;-12,84375886
290,784;20,90985708;36,48237517;-4,991726724
291,377;25,63620879;38,5952958;-9,758337898
291,969;21,23639655;38,38383804;-0,031267278
292,562;23,62966517;43,08555848;-5,340490402
293,154;19,98510726;41,08108219;-2,379023044
293,747;26,45569629;50,4323648;-9,542971199
294,339;30,6851903;49,63401452;6,492841245
294,932;35,34528794;47,30746232;11,84822596
295,524;31,93173325;42,3054847;25,63671026
296,116;32,84972828;41,91715368;31,922983
296,709;31,97287892;42,44272551;21,40238419
297,301;36,36885202;39,59258778;24,69135783
297,893;42,07142805;35,8284762;20,56811035
298,486;48,51306584;28,41951995;9,42340816
299,078;44,04103961;24,52269105;14,79924285
299,670;43,38380369;23,38292327;7,327226836
300,262;34,12723654;22,98569915;3,966551942
300,854;40,25599316;19,10249682;-6,394829841
301,446;37,93227483;8,342361887;-3,529411268
302,038;36,40570673;7,332172364;1,887159569
302,630;25,19857034;-1,071155283;2,331003489
303,222;18,93235303;-0,40650408;10,80332353
303,814;13,39007752;4,914860826;20,49413456
304,406;13,04347801;-0,454076332;22,54406107
304,998;3,323442075;0,55007589;30,30574171
305,590;10,71354682;6,761695731;32,10886487
306,182;5,601577784;13,47190158;37,1263682
306,773;12,9299008;30,09193892;33,59398501
307,365;10,90940216;30,37884288;33,9536357
307,957;14,23287244;42,32053586;29,80174472
308,549;9,938080465;32,08304188;33,89747723
309,140;12,36044748;33,87037673;32,83833871
309,732;17,95719257;40,77840174;39,01477935
310,323;17,76405997;46,52951403;32,13004186
310,915;7,195986076;28,16552269;29,52825921
311,506;7,072975484;29,37790028;21,71095175
312,098;-2,207617039;12,23354862;25,87694155
312,689;3,949044685;18,22388281;28,89447137
313,281;2,729719409;15,49566804;31,02799779
313,872;5,685491451;24,17337626;24,73246087
314,463;5,161870489;24,02701758;21,10712015
315,055;2,744520385;20,42939727;9,758613145
315,646;9,11779228;18,83148209;8,142340206
316,237;15,95152281;30,96662467;10,26743984
316,828;15,75058594;24,24387939;8,240445793
317,420;20,07455767;28,56659358;-3,272377574
318,011;8,775840819;17,04702706;-3,398489749
318,602;9,414860972;15,06164602;7,491599332
319,193;8,524121283;14,94317128;4,019258631
319,784;14,18381818;11,63348042;5,740961429
320,375;13,28701663;1,004304426;12,38523096
320,966;17,06992134;5,069867675;13,87011976
321,557;17,28419708;3,019636808;11,12437924
322,148;24,13155744;9,661835695;10,17644554
322,738;21,68064444;6,467941167;9,835728342
323,329;26,66453641;5,791505691;7,683406194
323,920;26,81685122;6,895949687;-3,771164377
324,511;30,00572148;8,830825185;1,77777687
325,102;28,19134726;14,40155691;0,507356895
325,692;29,44465463;16,79527196;-2,889359077
326,283;27,00702933;17,84814127;-15,61577693
326,874;29,60625919;17,57752564;-12,99894977
327,464;28,11647045;14,70987196;-11,93196113
328,055;33,71642668;20,97759705;-2,664025291
328,645;32,49539473;22,22060067;-4,193273936
329,236;33,9463778;21,79849306;-5,558975481
329,826;34,73292708;28,28722395;0,217004845
330,417;31,90958532;27,62084043;-1,110898302
331,007;29,59976274;27,27707074;-1,417290799
331,597;32,28790916;18,21239767;-2,435253321
332,188;29,30004608;22,17209147;0,349175231
332,778;27,11278146;24,73063938;9,447808522
333,368;18,85408651;20,08324624;10,10889352
333,958;22,03592808;26,08323319;14,27609389
334,548;21,12884239;27,20562396;21,69764026
335,139;17,85659675;20,87675209;19,87544638
335,729;17,57169841;17,32768496;26,7184045
336,319;17,64705864;16,25264778;32,95597801
336,909;16,70808396;21,41975297;37,39283007
337,499;15,98570673;16,21681844;33,39594253
338,089;17,96326881;17,92999846;30,86348979
338,679;19,38972004;24,05729921;32,15917623
339,269;12,10091881;19,08237794;35,23117931
339,858;14,8135776;19,54403684;25,57564259
340,448;12,57214944;16,00076119;24,39572079
341,038;19,20103102;15,86972956;21,74796839
341,628;21,54009934;20,90252846;18,31177639
342,218;26,29980372;23,33050065;22,29998593
342,807;28,86529611;21,69094338;21,8845973
343,397;29,83234752;20,912042;19,75187786
343,986;30,96586341;18,18443701;18,4041419
344,576;33,53148996;18,15849184;12,12908172
345,166;35,90593981;20,31070228;19,46022707
345,755;42,41183388;27,28266751;13,67741825
346,345;37,23150313;25,34523596;10,92040647
346,934;36,03043046;25,4149237;8,166021698
347,523;35,05843108;28,59026953;11,28544387
348,113;34,29232154;32,55602795;14,04958599
348,702;29,08263878;31,89698806;18,64339437
349,292;31,92717733;36,08300603;19,42732275
349,881;32,33205812;32,75630107;30,03144688
350,470;28,91600846;30,72427895;22,85656726
351,059;23,72959611;23,29715703;27,51020566
351,648;25,30464842;23,49902013;27,47864062
352,238;25,4449834;26,29241946;35,64920378
352,827;23,54563284;23,11767508;27,93979165
353,416;21,51736512;14,34709229;23,79506839
354,005;21,95251968;11,17974936;13,41693762
354,594;27,32218081;15,50086349;13,59599403
355,183;28,60563581;21,60696563;9,538750895
355,772;28,95390631;21,48181256;16,21036431
356,361;26,9342955;22,28770015;13,61695341
356,949;28,08810712;25,80399225;14,10920055
357,538;28,18497679;28,08326107;-0,23264142
358,127;29,13431219;30,70061729;9,038113302
358,716;34,12935247;40,27823671;9,109874402
359,304;38,2407148;46,41763381;17,61886553
359,893;30,92769929;39,77430841;19,99630409
360,482;27,95469777;35,20663738;17,08796691
361,070;28,3757882;31,91235593;5,774007267
361,659;28,14968191;33,97626165;5,065037298
362,247;31,44056372;40,07804502;15,76402418
362,836;27,70688454;40,12695893;22,00881024
363,424;26,69138071;40,49914876;13,86666518
364,013;22,09526479;40,03065532;23,75784491
364,601;18,69849499;36,88702472;21,73117799
365,190;14,48151761;38,51568631;17,56643784
365,778;19,93422803;41,05786531;16,46168488
366,366;16,32992624;42,96315908;21,92255354
366,955;18,92486266;42,02725768;19,17613613
367,543;13,15058961;32,29100834;7,717591366
368,131;17,64333795;24,40878444;7,528498357
368,719;16,28884138;21,70988481;8,265549762
369,307;15,80131369;16,69341844;2,157745908
369,895;16,38349473;20,51258584;3,469529116
370,483;16,97667404;22,78835833;5,566320215
371,071;12,90781199;18,78693656;4,931987344
371,659;15,82491589;18,38332941;2,82772405
372,247;13,00344548;15,07669843;4,742492649
372,835;13,43061913;16,18695362;7,413752579
373,423;8,423022719;13,84460175;8,518842098
374,011;6,567753;11,17000809;6,911167411
374,599;6,191994439;9,768121781;6,648340795
375,186;4,502303009;8,362589858;4,097577622
375,774;3,447043656;4,97575117;3,524568271
376,362;3,153429054;4,876032771;3,108332335
376,950;1,421509269;3,098875036;3,167941598
377,537;1,446207514;3,263771199;3,187716361
378,125;0,715585787;1,582115436;2,701029002
378,712;2,059630411;2,631665067;1,486171165
379,300;2,176161154;2,90285546;2,419621058
379,887;1,805203625;2,533289617;2,379231063
380,475;1,496045044;2,313234606;2,97765676
381,062;2,191811407;2,876319946;2,543802108
381,650;3,289705342;2,96679231;3,199671023
382,237;3,522387277;3,54754609;3,020695543
382,824;3,576471649;3,322625522;2,525936092
383,411;3,864509558;4,376539791;1,959068645
383,999;3,556683939;3,985115189;2,350052802
384,586;3,627294111;3,89356105;1,935300539
385,173;3,467297111;3,850442438;1,955530476
385,760;3,466479501;3,61125016;1,985280952
386,347;3,803536142;3,904824995;2,231271159
386,934;3,184303836;3,777520257;1,60561952
387,521;2,962910475;3,369295384;1,472351274
388,108;2,881954617;3,641338133;1,707229676
388,695;2,581927259;3,505477667;1,939273023
389,282;2,541571913;3,517382051;1,693606503
389,869;2,542475532;3,676891242;1,726159137
390,456;2,578666143;3,978991036;1,561178937
391,043;2,838949091;4,108385708;1,591784897
391,630;2,2757084;3,964747187;1,513952742
392,216;2,070491443;3,768248467;1,545439668
392,803;2,318795489;4,16538157;1,718192101
393,390;2,385515137;4,085163792;1,79420077
393,976;2,725978206;4,076371627;1,770084713
394,563;2,729920694;4,093508138;2,058789945
395,149;2,59161877;3,936043244;2,067312243
395,736;2,740611053;3,803749256;2,097548282
396,322;2,490279873;3,748976733;1,844733122
396,909;2,730750516;3,71564538;2,00113417
397,495;2,956662734;3,880851415;2,072623016
398,082;2,817646263;3,755175399;2,116037716
398,668;2,796315293;3,699373408;2,0631032
399,254;2,66716697;3,601756433;2,241082589
399,841;2,704825382;3,64939909;2,25520307
400,427;2,720082373;3,65469081;2,228871231
401,013;2,763803188;3,785266268;2,291072336
401,599;2,886583002;3,80884533;2,361400029
402,185;2,635992146;3,738889244;2,447231115
402,771;2,610628751;3,944950977;2,536107397
403,357;2,584776762;4,125854279;2,57568008
403,943;2,497513498;4,213331062;2,649455296
404,529;2,651527976;4,211819925;2,605726242
405,115;2,576790461;4,375367206;2,518697138
405,701;2,611835417;4,464328412;2,672572298
406,287;2,613609885;4,690592611;2,718654702
406,873;2,639828561;4,852348448;2,968895783
407,459;2,955599967;5,049153408;2,929779395
408,044;2,990412016;5,067478693;3,089803555
408,630;3,111776095;5,143197929;3,099116323
409,216;3,390581172;5,388775289;3,088919748
409,802;3,365772684;5,65185478;3,357253966
410,387;3,567249479;5,651848758;3,519524491
410,973;3,637497933;5,807622125;3,584097877
411,558;3,77166988;5,789279288;3,697589611
412,144;3,877771929;5,793421457;3,915304403
412,729;3,868988124;5,92944197;4,047100901
413,315;4,004003357;6,195600993;4,183093006
413,900;4,146783137;6,455101368;4,397279347
414,485;4,241227738;6,621064984;4,689839533
415,071;4,518904491;6,79784311;4,781423668
415,656;4,711344659;7,10536373;5,055265318
416,241;4,904186514;7,352498186;5,183278127
416,827;5,078641985;7,492679944;5,488302543
417,412;5,27654131;7,764075069;5,50115878
417,997;5,405711155;8,004433516;5,631575769
418,582;5,640750021;8,062050295;5,790715073
419,167;5,838228551;8,063124462;5,891190329
419,752;5,958597449;8,127331917;6,016982399
420,337;6,019577902;8,224961414;6,15237099
420,922;6,158857162;8,318527977;6,210245778
421,507;6,265805165;8,373753321;6,382046896
422,092;6,352331162;8,490003054;6,42637411
422,677;6,535623641;8,767809009;6,52627869
423,261;6,741470192;8,904539687;6,757158463
423,846;6,678737997;8,828653294;6,951056965
424,431;6,817224117;9,161835108;7,115115457
425,016;6,859474151;9,257537917;7,226233497
425,600;6,704848164;9,386879099;7,370993118
426,185;6,740542143;9,508587957;7,546510311
426,770;6,772907509;9,639706543;7,61219272
427,354;6,72478931;9,7404095;7,865621889
427,939;6,777828643;9,729152974;7,94732222
428,523;6,830557859;9,799146993;7,889947398
429,108;6,878354843;10,02390946;7,82941019
429,692;6,91404948;9,852831631;8,0300017
430,276;6,916072381;9,788243121;7,98608513
430,861;7,077726165;9,799340766;8,032769059
431,445;7,019685156;9,778749057;8,140978958
432,029;7,169559044;9,713152145;8,166413388
432,613;7,217574237;9,734208962;7,981972001
433,198;7,121323067;9,655687023;8,075304127
433,782;7,07090235;9,669315579;8,133461053
434,366;7,133095024;9,752853887;8,239691296
434,950;7,173909462;9,870895397;8,047059482
435,534;7,299072543;9,973031082;8,103889004
436,118;7,415467483;10,01664653;8,02687936
436,702;7,606638798;10,09241365;7,932306998
437,286;7,682123848;10,12972262;7,988232504
437,870;7,832102576;10,14691291;8,122766993
438,454;7,934450694;10,30851896;8,038599686
439,038;7,932886758;10,20380994;8,023084555
439,621;7,941650512;10,10359958;8,008387206
440,205;7,979456408;9,970507138;8,113044516
440,789;7,868845899;9,972618047;8,064609807
441,372;7,722392437;9,917623757;8,00628013
441,956;7,584091446;9,75933047;7,857028303
442,540;7,468243855;9,705167742;7,848133783
443,123;7,414591798;9,732238105;7,747533743
443,707;7,213580915;9,617558329;7,702062805
444,290;7,314607761;9,668673496;7,651650012
444,874;7,297462675;9,717104338;7,47848595
445,457;7,173598969;9,756022948;7,434204209
446,040;7,210022761;9,653904559;7,436167275
446,624;7,311340771;9,680570638;7,422937068
447,207;7,321116253;9,687858317;7,404858944
447,790;7,283169215;9,758388601;7,346265615
448,374;7,188634508;9,596883926;7,305902861
448,957;7,287807764;9,471082934;7,374444162
449,540;7,171094209;9,466123993;7,499567656
450,123;7,109254007;9,335441515;7,483857041
450,706;7,029069572;9,227071539;7,481285727
451,289;6,956638345;9,210583661;7,491919045
451,872;6,93258641;9,102115471;7,583475788
452,455;6,891805923;9,089922633;7,592422672
453,038;6,837570376;8,961841237;7,564148698
453,621;6,80936475;9,024213164;7,562890231
454,204;6,709467303;9,080892768;7,474069193
454,787;6,661463355;9,0406321;7,38309841
455,369;6,623983007;9,068145924;7,396572507
455,952;6,613886156;9,062586173;7,253428372
456,535;6,569597257;9,106341994;7,203699474
457,117;6,427112499;9,119858471;7,084720946
457,700;6,407772282;9,124217759;7,159831707
458,283;6,479900546;9,139644217;7,110122958
458,865;6,443931588;9,062066149;7,068981959
459,448;6,392620168;8,96582772;7,024135198
460,030;6,383725615;8,887056282;7,026494881
460,613;6,41898049;8,842704477;7,034125204
461,195;6,415139303;8,890899632;7,081602234
461,777;6,448519833;8,880725639;7,006794241
462,360;6,448704647;8,811781636;6,953125706
462,942;6,433018091;8,795561309;6,850643521
463,524;6,274809547;8,730508703;6,816144495
464,107;6,291525879;8,763967585;6,798503801
464,689;6,324682866;8,782966519;6,782752695
465,271;6,301697715;8,745359531;6,653312691
465,853;6,176026146;8,653535381;6,582297435
466,435;6,161988171;8,519702156;6,512072702
467,017;6,093715815;8,421373705;6,574245108
467,599;6,069169284;8,392537054;6,484386436
468,181;6,049754075;8,330595751;6,4289583
468,763;6,048049296;8,283771177;6,361307433
469,345;6,00507346;8,16391008;6,305313458
469,927;5,924278878;8,112187478;6,280014516
470,508;5,895398195;8,060305375;6,286124221
471,090;5,852640518;8,001448831;6,226627736
471,672;5,747803621;8,025480601;6,265596955
472,254;5,644347546;7,908038991;6,143493496
472,835;5,572128348;7,866868237;6,125103279
473,417;5,498890918;7,784629381;6,156853225
473,998;5,468157458;7,74576289;6,141003951
474,580;5,423177502;7,71969493;6,090181471
475,161;5,459236318;7,714839653;5,986117431
475,743;5,370556778;7,676466873;5,892130319
476,324;5,347867502;7,618968955;5,842917954
476,906;5,332079579;7,527377657;5,670167351
477,487;5,322990406;7,56158134;5,581676732
478,068;5,332074056;7,507594639;5,563599446
478,650;5,284319779;7,448735237;5,413531262
479,231;5,190075585;7,380475657;5,365524189
479,812;5,166675671;7,294296661;5,309617769
480,393;5,070224428;7,200418412;5,309652882
480,974;5,007747343;7,131088095;5,226953967
481,555;4,977982615;7,132555682;5,169769477
482,136;4,959434166;7,09919138;5,15599092
482,717;4,909508156;6,996011539;5,089664363
483,298;4,832717417;6,877398669;5,010971212
483,879;4,800991843;6,799759868;4,960413506
484,460;4,759832913;6,754706747;4,906615615
485,041;4,622547813;6,646697784;4,837198964
485,622;4,537027734;6,561384379;4,778578688
486,203;4,543356885;6,475687309;4,784421361
486,783;4,479899371;6,341681406;4,757734442
487,364;4,386020665;6,214898638;4,702786882
487,945;4,317146123;6,167932214;4,697705021
488,525;4,301196091;6,159953099;4,659884044
489,106;4,187260172;6,126091406;4,61189342
489,686;4,179733468;6,078032357;4,539799613
490,267;4,196763434;6,102377657;4,502458904
490,847;4,189263975;6,078036502;4,40167905
491,428;4,103418662;6,087349539;4,296809334
492,008;4,043811903;6,115365798;4,243116164
492,589;4,039562326;6,131544067;4,209727611
493,169;4,032535446;6,117566984;4,126042832
493,749;3,979295109;6,029862535;4,101959771
494,329;3,980269304;6,001300014;4,022380094
494,910;3,950950746;5,954042254;3,960799052
495,490;3,867085953;5,866682526;3,870988917
496,070;3,766110548;5,764393513;3,792557544
496,650;3,769008379;5,685570821;3,754469375
497,230;3,739823892;5,658049892;3,632124241
497,810;3,615108593;5,561650968;3,522755282
498,390;3,501777696;5,43254988;3,495501308
498,970;3,405879089;5,441878082;3,400907171
499,550;3,333329492;5,395407492;3,361233516
500,130;3,260220547;5,335461468;3,348133185
500,709;3,227247837;5,354606268;3,345587583
501,289;3,214831401;5,353606399;3,327083005
501,869;3,127534463;5,298687743;3,287721344
502,449;3,147876826;5,193251169;3,321006331
503,028;3,110749541;5,154023994;3,37359692
503,608;3,150284878;5,164219707;3,326507229
504,188;3,197763654;5,131985507;3,303213553
504,767;3,238536031;5,108698839;3,286950305
505,347;3,220655011;5,046839967;3,261540055
505,926;3,161532863;4,988315431;3,183582724
506,505;3,131007627;4,923129891;3,215978052
507,085;3,102643778;4,843335082;3,218633371
507,664;3,068417569;4,835185686;3,221820842
508,243;3,081358807;4,809452151;3,170783315
508,823;3,096308583;4,82900226;3,134077233
509,402;3,07236963;4,793980198;3,101616122
509,981;2,964390481;4,734240423;3,118643365
510,560;2,948748503;4,752246652;3,037033906
511,139;2,933043174;4,707831523;3,007875189
511,719;2,907417229;4,707364316;2,9547742
512,298;2,922837966;4,759210314;2,962673192
512,877;2,841971568;4,683212288;2,917071881
513,456;2,827554937;4,593702368;2,94896485
514,034;2,742381984;4,50290268;2,923897563
514,613;2,71776109;4,49437655;2,947161443
515,192;2,763848353;4,460280426;2,973430799
515,771;2,685589731;4,331028347;2,977215754
516,350;2,6871462;4,319196614;2,995435543
516,928;2,731561573;4,292970864;2,972940452
517,507;2,731781973;4,240601428;2,918240393
518,086;2,690672166;4,174100566;2,881796967
518,664;2,639337017;4,221459873;2,762589174
519,243;2,684068937;4,228060447;2,721778805
519,821;2,581891265;4,08849856;2,655920033
520,400;2,575061643;4,087502398;2,644961724
520,978;2,632060155;4,170371645;2,684978658
521,557;2,576532655;4,062567155;2,730555711
522,135;2,49517407;4,007526784;2,681174287
522,714;2,449524238;3,960618836;2,654262893
523,292;2,496515819;3,981346467;2,666757505
523,870;2,485811655;3,914683451;2,630772969
524,448;2,485133611;3,889573327;2,715780182
525,026;2,527501758;3,955674998;2,768370167
525,605;2,445897114;3,853105671;2,706971559
526,183;2,392269246;3,79439108;2,694663311
526,761;2,43293006;3,880282981;2,549596779
527,339;2,457227831;3,842375835;2,60988257
527,917;2,506054876;3,885573744;2,601578745
528,495;2,480570831;3,921345011;2,631972534
529,073;2,569420831;4,011303315;2,62688326
529,650;2,433262653;3,904317823;2,561052664
