Filename-->;PETALO.RFL8;PETALO2.RFL8;PETALO3.RFL8;PETALO4.RFL8;PETALO5.RFL8
Mode/Unit-->;;;;;
Int.time[ms]-->;10;10;10;10;10
NrOfAverages-->;20;20;20;20;20
Smoothing-->;4;4;4;4;4
Wavelength [nm];;;;;
407,459;12,16200158;2,680958874;2,895341769;4,426983249;3,955997634
408,044;12,49895453;2,688302057;2,726460353;4,174616123;3,855854188
408,630;12,93310553;3,073174778;2,901299972;4,27675479;3,946718691
409,216;13,30881263;3,10347455;3,048351382;4,506648316;4,006507083
409,802;13,74205083;3,129898737;3,169199211;4,640092594;4,162306332
410,387;14,17107907;3,432876535;3,310924761;4,855936291;4,280028875
410,973;14,42257348;3,412579145;3,541872584;4,844654955;4,347602541
411,558;14,62611942;3,236014126;3,584227941;4,854233278;4,242105897
412,144;14,98381611;3,363153447;3,872747674;4,910329534;4,378997227
412,729;15,61460505;3,62278592;4,270814061;5,122919536;4,6592196
413,315;15,96918866;3,686043077;4,337786455;5,244789328;4,757402158
413,900;16,25254586;3,759173305;4,105290774;5,287992963;4,877989686
414,485;16,65786336;4,065928534;4,238679979;5,243227364;5,095963719
415,071;16,74463776;4,185497458;4,092522277;5,339197486;5,167799529
415,656;17,16251799;4,082767082;4,093642756;5,406766029;5,146155318
416,241;17,7456125;4,233978688;4,020453593;5,525163366;5,215712498
416,827;18,15125747;4,433108561;4,173214269;5,671332844;5,303451345
417,412;18,55413719;4,484856878;4,11125294;5,76854263;5,31410495
417,997;18,7514047;4,175107452;3,875854038;5,716303256;5,174357707
418,582;19,16133643;4,197642209;3,830927857;5,923756969;5,213896792
419,167;19,56375301;4,092294458;4,181901005;5,925626549;5,237976835
419,752;20,04586185;4,214523837;4,144415372;6,081013511;5,204055542
420,337;20,62749743;4,093062604;4,331327381;6,142776287;5,192899118
420,922;21,00759817;3,985572506;4,218700905;6,024144514;5,141616503
421,507;21,46393062;3,991934521;4,416761237;6,203908715;5,16260373
422,092;22,01555226;4,377111288;4,623301275;6,435039482;5,425302734
422,677;22,51165844;4,595133114;4,980457748;6,599766674;5,697130252
423,261;22,92791546;4,721540973;5,021959962;6,606845656;5,879059768
423,846;23,44833675;4,897192516;5,239554619;6,713918554;5,975158726
424,431;23,66222505;4,862746145;5,106001056;6,876491048;5,96566124
425,016;23,81857007;4,727174366;5,187376197;6,911663265;5,855512907
425,600;24,35151352;5,096691132;5,349626804;7,194177469;5,960430834
426,185;24,61458037;5,260170477;5,579976806;7,29135225;6,063013534
426,770;24,8956659;5,341242693;5,542813821;7,261724892;6,250694041
427,354;25,22237257;5,055989239;5,527073952;7,314936626;6,306968133
427,939;25,53311281;5,155995836;5,456468877;7,406876142;6,358296695
428,523;25,9915167;5,525370054;5,777029302;7,533695134;6,291487505
429,108;26,398123;5,655266931;6,037279441;7,657951042;6,426290011
429,692;26,81715151;5,91802299;6,248413263;7,723486968;6,55785262
430,276;27,35309112;6,095894862;6,485921205;7,808447404;6,828035953
430,861;27,59259965;6,186247752;6,664036577;7,727438372;6,958601181
431,445;27,95141924;6,360563712;6,786722028;7,786967331;6,979489387
432,029;28,20223913;6,543361489;6,947446703;7,831754833;6,997957291
432,613;28,44799235;6,621135637;6,947647714;7,697983589;6,972599776
433,198;28,7653842;6,612380935;7,093754847;7,658786676;7,111926652
433,782;28,89415001;6,574502112;6,960029621;7,714192548;7,220360154
434,366;28,96247922;6,603556208;7,058235684;7,741552035;7,239199812
434,950;29,3673132;6,873581341;7,27963038;7,811063099;7,347466222
435,534;29,60389751;6,839253932;7,169928761;7,817924866;7,272311225
436,118;29,67245281;6,781971539;7,130532465;7,92053973;7,18783854
436,702;29,88021428;6,647404181;7,005697892;7,832074618;7,296500349
437,286;30,12144723;6,597241871;6,863609447;7,836017449;7,265448631
437,870;30,21818298;6,732948192;6,926589008;7,953490231;7,21402492
438,454;30,5011122;6,842825704;6,858088741;8,047442453;7,160664796
439,038;30,78033413;6,881382978;7,060051392;8,039779256;7,171203523
439,621;31,16906123;6,879823455;6,916315684;7,993686003;7,236340988
440,205;31,32895379;6,794768073;6,704270026;7,927703881;7,252097427
440,789;31,4495004;6,897503953;6,726468767;7,997377463;7,465297457
441,372;31,83289525;6,928712108;6,811244205;7,970935265;7,511146959
441,956;31,9619432;7,118585253;7,042121398;8,210194356;7,599021029
442,540;32,19030364;7,287334287;7,263503894;8,352287679;7,590509271
443,123;32,5447277;7,377759451;7,327483373;8,36469025;7,65873012
443,707;32,60145832;7,33611637;7,365198094;8,228820746;7,576040236
444,290;32,7245154;7,406948163;7,333931468;8,340170351;7,63348154
444,874;32,74183732;7,503798577;7,47269164;8,477311673;7,684579199
445,457;33,01035316;7,521306069;7,673698797;8,679590401;7,835144415
446,040;33,2100164;7,570762262;7,811313364;8,687373528;7,699850786
446,624;33,40067478;7,773433641;7,913709481;8,759035766;7,764864713
447,207;33,58012389;7,667890626;7,7963494;8,694117876;7,637636985
447,790;33,77546759;7,63334655;7,847656899;8,704430104;7,729012338
448,374;33,88603375;7,554993806;7,85422162;8,799681858;7,796387936
448,957;34,12447461;7,696640087;7,992544552;9,039160489;7,869176648
449,540;34,37938068;7,721092914;8,125166419;8,954175036;7,918956984
450,123;34,6380863;7,648710554;8,047418318;8,91353213;7,851542849
450,706;34,78684412;7,659606308;8,020489044;8,861255983;7,843928377
451,289;34,93771336;7,567299707;7,97528184;8,867636752;7,972721322
451,872;35,00241599;7,380068985;7,863426482;8,884855991;8,005602295
452,455;35,20661962;7,460474127;7,973490557;8,974114519;8,147155699
453,038;35,23236797;7,523374731;8,070112773;8,989265786;8,202939187
453,621;35,32793504;7,521772315;8,085005741;9,054537219;8,231190149
454,204;35,51244087;7,468617384;8,017663362;8,897937754;8,250628387
454,787;35,64261266;7,461215164;7,999870679;9,049853661;8,29986542
455,369;35,61062359;7,440293968;8,050863401;8,997625014;8,26422424
455,952;35,64027162;7,507752404;8,102344239;9,061914365;8,238695217
456,535;35,65953596;7,58258334;8,242742306;9,155012619;8,214319578
457,117;35,81818103;7,774113368;8,3716333;9,234396333;8,314616747
457,700;35,86430386;7,809870976;8,573268285;9,259358202;8,361857493
458,283;35,9530305;7,70710209;8,467207354;9,262726248;8,383567318
458,865;35,96120527;7,89993299;8,581054554;9,265719957;8,398887967
459,448;35,91862035;7,930211879;8,685083697;9,372773969;8,470434075
460,030;35,94665993;7,913373759;8,679807798;9,304566943;8,360308678
460,613;36,0988763;8,061995778;8,736945093;9,462117803;8,44915198
461,195;36,3693076;8,053281933;8,787349839;9,526602339;8,519830514
461,777;36,41633245;8,118475613;8,689780343;9,462775499;8,519201749
462,360;36,36590115;8,085555383;8,706401944;9,446932587;8,455470326
462,942;36,4065412;8,061336665;8,514907221;9,563526322;8,472690074
463,524;36,48009042;8,090543038;8,593345991;9,526603241;8,409186122
464,107;36,54363133;7,978070381;8,562718836;9,538802049;8,463523965
464,689;36,48752297;7,949224316;8,53572028;9,550273211;8,411478868
465,271;36,47379284;8,043226523;8,509198132;9,601137897;8,49518104
465,853;36,62613154;8,063342156;8,640554977;9,636048328;8,530981843
466,435;36,4239435;8,086690809;8,634360939;9,556692051;8,432880303
467,017;36,49224461;8,078893881;8,726253855;9,504699528;8,447949118
467,599;36,49746518;8,130325902;8,745240919;9,537041157;8,518367833
468,181;36,53564402;8,122694613;8,824418245;9,418401361;8,536889216
468,763;36,41324897;8,135295911;8,765675802;9,50629332;8,598263985
469,345;36,33144884;8,140739604;8,839135285;9,465170805;8,633112931
469,927;36,41816519;8,090188805;8,789872659;9,429574904;8,648359982
470,508;36,43888639;7,987786673;8,801049789;9,368324259;8,557134474
471,090;36,27830775;7,895482776;8,750508708;9,292959618;8,567051657
471,672;36,334455;7,878006257;8,762444888;9,281428839;8,672651306
472,254;36,35897115;7,911495695;8,723940617;9,348385526;8,732930256
472,835;36,46210147;7,826272082;8,75773386;9,275792197;8,683923137
473,417;36,52297516;7,940628864;8,751782372;9,290674034;8,624554687
473,998;36,6263561;7,927505598;8,78127384;9,209218928;8,587979755
474,580;36,83960666;7,974656017;8,761940627;9,250704045;8,525379282
475,161;36,86811189;8,043612902;8,874458906;9,25940823;8,512662602
475,743;36,93784913;8,041566659;8,875680088;9,380296291;8,685745141
476,324;36,92223759;8,060482974;8,916069718;9,470949932;8,718445859
476,906;36,94521189;8,009176923;8,876932627;9,503081889;8,572726641
477,487;36,88999665;7,951133084;8,84705616;9,475860645;8,493517272
478,068;36,82078484;7,985616579;8,835301135;9,498176941;8,498726804
478,650;36,67357724;7,930625355;8,861673537;9,432041987;8,491378391
479,231;36,70346269;7,900014085;8,831904188;9,438225336;8,500055037
479,812;36,62996589;7,852808559;8,772044234;9,433433772;8,524858529
480,393;36,53773422;7,872367155;8,687019706;9,460456331;8,584548639
480,974;36,47880181;7,841919746;8,708827327;9,39893425;8,488146781
481,555;36,62326667;7,925456659;8,69151003;9,358022891;8,506852042
482,136;36,64901996;7,914596661;8,660228526;9,331440638;8,539062983
482,717;36,65711831;7,945152128;8,703628707;9,445215574;8,604323657
483,298;36,6663968;7,916328174;8,69757043;9,449652021;8,605650585
483,879;36,78423549;7,972819174;8,738762943;9,568649472;8,618872339
484,460;36,77943344;8,098639714;8,796869641;9,659253365;8,644341651
485,041;36,8137538;8,155724748;8,836620501;9,66578002;8,643119423
485,622;36,95991692;8,084819557;8,877816382;9,636626706;8,597769704
486,203;36,86442043;8,218276173;8,907835558;9,757440016;8,625679128
486,783;36,82429126;8,191097557;8,842508347;9,646601656;8,580970027
487,364;36,77215859;8,31623141;8,928607713;9,779811231;8,758712541
487,945;36,8229983;8,362266593;9,026015374;9,684474904;8,807461674
488,525;36,96297657;8,400355841;9,100604463;9,733405269;8,845940083
489,106;37,04940917;8,354573665;9,060814305;9,689656162;8,810380626
489,686;37,01063128;8,27762196;8,980714145;9,620042193;8,761590859
490,267;37,03986811;8,186423151;8,938681992;9,638312835;8,720057544
490,847;37,15573719;8,215047408;8,899225492;9,739073679;8,722238117
491,428;37,28753786;8,148595905;8,824713293;9,593162341;8,781083397
492,008;37,43388633;8,218080248;8,864815592;9,687442298;8,841188267
492,589;37,64889598;8,156356353;8,910066766;9,6837833;8,848963078
493,169;37,86661479;8,166012847;8,887129386;9,821559218;8,869210624
493,749;37,94719723;8,130298675;8,889472403;9,822073051;8,929001097
494,329;38,06119996;8,041948397;8,923536116;9,857857262;9,016483616
494,910;38,47118631;8,131198204;9,046556042;9,950144606;9,151854541
495,490;38,75291903;8,240385391;9,09590896;9,974912879;9,350722487
496,070;38,95265128;8,282780448;9,126192534;10,01978689;9,470004664
496,650;39,31296737;8,451749768;9,337965636;10,21632999;9,523863171
497,230;39,40922034;8,402544445;9,377014633;10,27184054;9,597692341
497,810;39,5506403;8,49308054;9,468822738;10,3791226;9,620321144
498,390;39,79737097;8,478129847;9,467699411;10,33249229;9,727220054
498,970;40,13335523;8,619499593;9,494580806;10,44642919;9,880943144
499,550;40,38899703;8,833752754;9,632820591;10,55110898;10,10953227
500,130;40,53774651;8,873072373;9,789056673;10,66023323;10,2423097
500,709;40,70701553;8,83925587;9,965217403;10,79311421;10,26275929
501,289;41,00391353;8,973710951;10,17777547;10,94608868;10,48295928
501,869;41,29098907;8,981183152;10,24092029;11,10062883;10,61103571
502,449;41,73393033;9,059831224;10,38668411;11,30049712;10,76537869
503,028;42,22232543;9,091637037;10,48310584;11,39615118;10,98449715
503,608;42,50422676;9,261015903;10,67601269;11,61364773;11,06936359
504,188;42,74836656;9,396864509;10,76058146;11,70674628;11,13328073
504,767;43,17555092;9,54472073;10,8819497;11,90647984;11,22411439
505,347;43,45633765;9,68860789;10,90356092;12,01311446;11,37588292
505,926;43,79530014;9,92223105;11,05454911;12,08164296;11,52697555
506,505;44,01475262;10,04530194;11,14172689;12,15192162;11,58506551
507,085;44,25938107;10,1197523;11,18865676;12,31452733;11,76225099
507,664;44,53407579;10,28590823;11,28536492;12,37443786;11,80596811
508,243;44,82256333;10,43229915;11,41913829;12,58016809;11,93972418
508,823;45,16536926;10,53979237;11,69252372;12,84000545;12,21333259
509,402;45,59219353;10,52344175;11,78283631;12,99433759;12,42015323
509,981;45,83753234;10,58129519;11,89959508;13,16301165;12,59163988
510,560;46,25759091;10,69159454;12,06004806;13,33877972;12,78129505
511,139;46,70312268;10,80839015;12,19032378;13,68068818;13,05831423
511,719;47,00638372;10,95375404;12,27916049;13,98238445;13,32512627
512,298;47,35502606;11,12457052;12,4870217;14,04503832;13,47545885
512,877;47,66953781;11,15193772;12,73308353;14,31292036;13,7808261
513,456;47,97348389;11,25280945;12,86463074;14,43002631;13,99248929
514,034;48,23526082;11,26464545;12,76114649;14,43621904;14,02269403
514,613;48,38059811;11,41754943;12,99253916;14,67886582;14,22077698
515,192;48,78686693;11,56269335;13,20868104;14,88570265;14,3971176
515,771;49,07494589;11,63694918;13,45312634;15,04235692;14,54568472
516,350;49,21169222;11,74470886;13,52766523;15,18711356;14,72487382
516,928;49,59862765;11,73154186;13,74155595;15,26219837;14,84624254
517,507;50,00717707;11,71259662;13,81247316;15,49196721;15,07605368
518,086;50,24558571;11,8117823;13,84306396;15,58993002;15,18724323
518,664;50,38746608;11,81042748;13,94270028;15,68160761;15,35434087
519,243;50,5459882;11,85028314;14,03021648;15,97707543;15,62188791
519,821;50,95714526;11,94425343;14,06561489;16,13626125;15,80936869
520,400;51,06964593;11,90409581;14,03480189;16,14530473;15,94795006
520,978;51,32965525;11,93981891;13,98280735;16,36295722;16,12066985
521,557;51,56570818;11,92719762;14,10866475;16,39958678;16,16959626
522,135;51,82630398;11,9570874;14,09416107;16,41171454;16,26448129
522,714;52,08661485;12,03257313;14,16759821;16,57475677;16,4736297
523,292;52,37009363;12,03571663;14,20177267;16,64193729;16,66039057
523,870;52,68073263;12,09482253;14,24621155;16,77165442;16,76496285
524,448;52,98137637;12,28471816;14,45108921;16,76228316;16,92735467
525,026;52,9355236;12,20322002;14,5247746;16,7279756;17,00109891
525,605;53,10515961;12,15569092;14,54746388;16,8151769;16,97620147
526,183;53,07527661;12,0479848;14,73188933;16,90608422;16,9888433
526,761;53,28232716;12,10718847;14,88533094;17,06156791;17,10884923
527,339;53,28107941;12,27382763;15,08927115;17,22518521;17,36074233
527,917;53,24547235;12,353039;15,17935981;17,25598976;17,3893187
528,495;53,33505217;12,41312152;15,42522596;17,49369815;17,48988025
529,073;53,26037399;12,45021312;15,41184419;17,62463336;17,4470868
529,650;53,3355281;12,39211502;15,4630141;17,68851302;17,51491821
530,228;53,48413565;12,52715213;15,499214;17,80744259;17,62077535
530,806;53,62927164;12,61513279;15,6502209;17,94538157;17,88500266
531,384;53,77448851;12,74651963;15,62436229;17,93067979;18,00930355
531,962;53,83890555;12,76802511;15,58089602;17,85149228;18,12244291
532,539;54,02600958;12,67627011;15,51300356;17,85511056;18,05613467
533,117;54,0121223;12,76072696;15,6080532;17,94100092;18,15963901
533,694;54,17131217;12,87033527;15,56623158;17,94235093;18,30895609
534,272;54,35630959;12,93397644;15,6545969;17,85327511;18,42583105
534,849;54,42118438;12,95571362;15,67360872;18,02171669;18,42788671
535,427;54,54902733;12,92179184;15,86183965;18,07918694;18,44819038
536,004;54,70241271;12,95229315;15,89521118;18,08622166;18,44323945
536,582;54,83571868;13,0659316;16,06900574;18,20021913;18,54793193
537,159;54,94715918;13,14964382;16,16199311;18,31947204;18,59661309
537,736;54,89428703;13,17854045;16,27606383;18,45530514;18,70734885
538,314;55,07399937;13,1816306;16,26064063;18,40372771;18,70295482
538,891;55,03172156;13,06413098;16,25337772;18,34680497;18,61604521
539,468;55,18812995;12,98254612;16,27023591;18,40658062;18,66152291
540,045;55,23434046;12,95398945;16,25774463;18,30480906;18,62215195
540,622;55,09431073;13,02218344;16,18453754;18,24784393;18,64248405
541,199;54,9995738;13,10073508;16,19206311;18,22495406;18,75071277
541,776;54,87122604;13,08337779;16,12102974;18,31698991;18,7856106
542,353;54,85603436;12,9471154;16,05759618;18,17216109;18,81305431
542,930;54,97962822;13,02364852;16,05382855;18,28771901;18,88862522
543,507;55,01452347;12,9909703;16,15049398;18,35026945;18,92093557
544,084;55,0151724;13,13000169;16,22258991;18,42182097;18,9640074
544,661;54,96002792;13,26761364;16,39903634;18,54942689;19,08395331
545,238;55,01812048;13,37414675;16,52213839;18,56652597;19,19909695
545,815;55,23302401;13,36103924;16,61834502;18,66360201;19,18134515
546,391;55,20011171;13,25409112;16,53636482;18,68544444;19,20464205
546,968;55,29285575;13,22727258;16,58044892;18,54772669;19,14374861
547,545;55,38945914;13,32634107;16,50891171;18,65358869;19,16248594
548,121;55,35888076;13,25976962;16,55701967;18,46281475;18,98736922
548,698;55,28682433;13,25395358;16,57199186;18,45015028;19,00855596
549,274;55,33862732;13,17975866;16,58355744;18,49629316;19,08279288
549,851;55,30847173;13,26347931;16,46583148;18,33379333;19,03649415
550,427;55,36449342;13,28801936;16,4481167;18,36018172;19,06837317
551,004;55,36927417;13,32338082;16,3638355;18,3975631;19,08671519
551,580;55,24266041;13,44376546;16,49476528;18,44425019;19,03185719
552,156;55,22928029;13,46399203;16,5535601;18,43328127;19,14144166
552,732;55,15390458;13,56378883;16,63830228;18,53226186;19,15262857
553,309;55,14951402;13,71029611;16,60854594;18,68657781;19,23267676
553,885;55,22552917;13,68227094;16,59661;18,6490232;19,21239171
554,461;55,11876587;13,75534778;16,64112589;18,57394055;19,04477644
555,037;54,92015149;13,6447182;16,65597421;18,6515005;18,98139334
555,613;54,78287713;13,56875168;16,62536898;18,67766118;18,85601946
556,189;54,57088474;13,61479978;16,77939241;18,63641613;18,83963038
556,765;54,65731218;13,67636448;16,73492123;18,63969883;18,86892202
557,341;54,59124738;13,65788554;16,67502805;18,62322411;18,74553603
557,917;54,56641988;13,53157533;16,72103953;18,63787821;18,69041576
558,493;54,51895536;13,35373585;16,73226389;18,46860837;18,55137034
559,069;54,45243819;13,42535456;16,67236386;18,46776406;18,53042091
559,645;54,48786038;13,31452912;16,53752431;18,40394418;18,58513722
560,220;54,52281387;13,32501624;16,48703026;18,29420912;18,5507023
560,796;54,50901725;13,21372533;16,42982261;18,17505105;18,53898393
561,372;54,63217222;13,14037261;16,20259013;18,12185001;18,4990253
561,948;54,53418756;13,09733388;16,22297737;18,12114303;18,48540826
562,523;54,40139688;13,02622501;16,1515919;18,08848043;18,40080132
563,099;54,30972505;13,00463628;16,14652706;18,01638454;18,35294394
563,674;54,12472817;13,06804308;16,09535896;18,06712314;18,51750264
564,250;54,01960062;13,04786803;16,19295986;18,07556031;18,5750076
564,825;53,95392997;13,17516976;16,23332613;18,20598039;18,59426121
565,400;53,85425642;13,05170584;16,17466225;18,25700019;18,57852945
565,976;53,64246552;13,21513999;16,10474801;18,31732144;18,65519289
566,551;53,39800168;13,18859003;16,04401588;18,22276634;18,55637541
567,126;53,32689235;13,09986634;16,03676336;18,21647242;18,47470659
567,702;53,40226591;13,1205465;16,07437673;18,30454256;18,502639
568,277;53,1893056;13,10532208;16,04571977;18,31387543;18,55854875
568,852;53,06374606;13,12850927;16,12516237;18,23436507;18,38654264
569,427;52,92584824;13,05799399;16,02232008;18,16497662;18,21501915
570,002;52,78217273;12,98919907;15,95697688;18,05331971;18,084624
570,577;52,745763;13,05965248;16,01265625;18,03595856;17,99346651
571,152;52,81513038;13,02236449;16,13092138;17,98609;17,87467776
571,727;52,84698928;12,9695836;16,14650523;17,96329776;17,84002782
572,302;52,77903948;12,90127028;15,99095148;17,82373349;17,6312689
572,877;52,54466293;12,85391042;15,84980007;17,79332524;17,58652351
573,452;52,49050788;12,84855438;15,7929232;17,71775317;17,46462011
574,026;52,46525752;12,7552826;15,62967938;17,73164557;17,42684208
574,601;52,3478665;12,69064186;15,53489717;17,67064861;17,51187486
575,176;52,34528807;12,74315393;15,50952424;17,68653949;17,53277815
575,751;52,1858185;12,79057287;15,41046769;17,62940513;17,63285136
576,325;52,04765252;12,72143301;15,35692478;17,7279061;17,62955619
576,900;51,81559306;12,7526027;15,43703649;17,79600409;17,76795368
577,474;51,6777215;12,89558004;15,58154941;17,73709753;17,88139144
578,049;51,77322717;12,97655976;15,66862117;17,65689266;17,86866358
578,623;51,6052027;12,95426508;15,71813412;17,56282197;17,75256696
579,198;51,490067;12,91205322;15,68302735;17,50677445;17,81548926
579,772;51,50087913;13,00565529;15,80769921;17,63601769;17,79230362
580,346;51,43150177;12,91391572;15,87080052;17,5325599;17,77520465
580,921;51,39424651;12,87489976;16,00869289;17,65372436;17,61741363
581,495;51,26523602;12,93175639;16,0099317;17,518552;17,59866162
582,069;51,35894619;13,00348676;15,99338653;17,62894149;17,51797917
582,643;51,09376549;12,90410667;15,85605024;17,7101341;17,40229746
583,218;50,96503132;12,97285738;15,84428807;17,74146552;17,41569291
583,792;51,02995242;13,04356156;15,85487124;17,85579376;17,38339181
584,366;51,00538879;13,06823344;15,94595761;17,87763614;17,28419881
584,940;50,86994329;12,97276945;15,88690544;17,80628734;17,16766989
585,514;50,69835704;13,00243966;15,83090775;17,82136277;17,10932128
586,088;50,7617082;13,06208094;15,70732107;17,64352589;17,16880673
586,662;50,73535895;13,00652045;15,66488045;17,58629288;17,14126122
587,235;50,60976994;12,94482253;15,62990115;17,41670896;17,03944622
587,809;50,83168852;12,93039892;15,67526303;17,3874273;17,14329243
588,383;50,78148815;12,71477606;15,67627028;17,31278259;17,07706569
588,957;50,64798951;12,59766319;15,49014438;17,10557407;17,12148844
589,530;50,69329337;12,51799215;15,49263607;17,04375775;17,07285974
590,104;50,7319653;12,55807718;15,35999477;17,00739733;16,97912199
590,678;50,67861198;12,36979949;15,26140133;16,95668393;16,90321509
591,251;50,62305544;12,29417412;15,18613283;17,02847417;16,7938619
591,825;50,59703926;12,29261813;15,13896338;17,05812674;16,67723918
592,398;50,42274681;12,18608913;14,94062742;17,08362459;16,65566012
592,972;50,41440371;12,00829859;14,80489207;16,92137548;16,54677878
593,545;50,1652597;12,04654123;14,72459457;16,91614632;16,47251704
594,118;50,18068692;12,21121216;14,81621476;17,00740398;16,54796812
594,692;49,99326573;12,28332728;14,75488675;16,98982157;16,60774397
595,265;49,80219575;12,1878576;14,81286625;16,82913622;16,4296237
595,838;49,77444528;12,2676587;14,8608552;16,91282776;16,58681827
596,411;49,46682006;12,20754233;14,99837634;16,92939104;16,51452654
596,985;49,34052901;12,26081735;15,15815809;16,91056505;16,61865903
597,558;49,34822318;12,25130709;15,29901781;16,88748359;16,53955757
598,131;49,22090846;12,52970055;15,47166625;17,09555829;16,61540911
598,704;49,29088016;12,41331456;15,4526639;17,09655871;16,59519247
599,277;49,24665126;12,30405943;15,40574013;17,20312718;16,49458993
599,850;49,2862023;12,21240524;15,45843313;17,31488113;16,43498423
600,423;49,22786072;12,21896845;15,50042307;17,35190836;16,61985908
600,996;49,20455753;12,26282726;15,49750552;17,27355212;16,53791968
601,568;49,35435369;12,30486426;15,38574141;17,27469952;16,67088383
602,141;49,48936501;12,37084675;15,35693204;17,38020877;16,58249774
602,714;49,46070686;12,353652;15,4124535;17,38308512;16,72164791
603,287;49,3965059;12,21277062;15,38423077;17,22399327;16,62370224
603,859;49,31400346;12,33053542;15,46740097;17,151732;16,69571105
604,432;49,21476798;12,28143853;15,48218177;16,89359569;16,52919567
605,004;49,10388093;12,51157954;15,45738992;16,6909535;16,67005566
605,577;49,06542758;12,4681261;15,35214828;16,58115437;16,62877136
606,149;48,92478834;12,42746809;15,44118047;16,57909141;16,6353092
606,722;48,74023129;12,44487751;15,47720928;16,55041883;16,65776818
607,294;48,45812015;12,32369282;15,28071327;16,37505116;16,53705956
607,867;48,36870011;12,31092783;15,1367041;16,38652871;16,49476996
608,439;48,30075732;12,18474789;15,06466739;16,46309539;16,56204768
609,011;48,30053677;12,27533259;15,01718089;16,48760184;16,52550495
609,584;48,08817045;12,17473899;14,97669279;16,43321773;16,7293794
610,156;48,04816729;12,0193448;14,88977015;16,44477042;16,4618434
610,728;47,96567683;12,05450557;14,85035959;16,52792749;16,49801582
611,300;47,82113305;11,99344526;14,6156303;16,39998625;16,33346835
611,872;47,56473506;11,93884707;14,64829327;16,31314511;16,3793052
612,444;47,54604087;11,89939495;14,72042657;16,33363523;16,55099216
613,016;47,38297594;11,92317015;14,85553108;16,24822786;16,40071239
613,588;47,1510083;12,07631296;14,78879258;16,22252645;16,19105903
614,160;47,12861588;12,07752316;14,74016936;16,3518092;16,29132831
614,732;47,0524171;12,18026536;14,70009329;16,43730502;16,12899439
615,304;46,95226281;12,16248186;14,72505603;16,43918463;16,28739603
615,876;46,90558678;12,18548613;14,90721465;16,46805706;16,16831783
616,447;46,75613264;12,29171596;15,06802714;16,48595909;16,17191946
617,019;46,87375844;12,27247471;14,97841863;16,40368778;15,9868671
617,591;46,87841519;12,16946674;14,83668286;16,33697276;15,96298497
618,162;46,82922809;12,2000247;14,66392508;16,2448166;16,02328587
618,734;46,79094287;12,15779658;14,60139097;16,17131612;16,05158414
619,305;46,55397856;11,93100032;14,4421647;16,00577839;15,96324816
619,877;46,58799741;11,98451927;14,38318339;16,06909455;15,99716009
620,448;46,37493947;11,9973699;14,33710296;16,06740424;15,7611087
621,020;46,45667492;11,90332489;14,13563456;16,03819663;15,70400265
621,591;46,54570859;11,73588306;14,06251067;16,16790489;15,71613052
622,162;46,59511956;11,84123018;14,05300373;16,35888169;15,83838679
622,734;46,24590337;11,8763532;13,90715139;16,20843683;15,76296415
623,305;46,32965965;11,90913949;13,93019104;16,30747027;15,80492766
623,876;46,51084098;11,75611689;14,15558878;16,18805469;15,83166746
624,447;46,51808728;11,86533221;14,13413255;16,16152133;15,74901168
625,019;46,57156141;11,71032936;14,20435451;16,10622239;15,73240607
625,590;46,59064722;11,62844803;14,23378644;16,14188325;15,78796206
626,161;46,33781258;11,7349332;14,17383094;16,07554356;15,88130119
626,732;46,19321691;11,7103539;13,96314408;15,93312381;15,7379975
627,303;46,25280718;11,64751987;14,09836844;15,86778735;15,56825149
627,874;46,51017979;11,53975243;14,12384303;16,00359503;15,4573293
628,444;46,40273588;11,37982189;13,99837137;15,90158599;15,2863264
629,015;46,32460667;11,52574365;13,89965117;16,0333643;15,33123262
629,586;46,31347355;11,55978273;13,98553996;16,03029457;15,33476944
630,157;46,24334542;11,65048196;14,02555123;16,03539204;15,33536746
630,727;46,38989222;11,74519893;14,04221008;16,00581776;15,56521158
631,298;46,44707682;11,81269181;14,15387131;16,20075266;15,61965485
631,869;46,5556014;11,8806107;14,36459797;16,26565415;15,78386753
632,439;46,48141315;11,80140564;14,20842773;16,21558742;15,93186254
633,010;46,50027305;11,78945948;14,52204758;16,29594547;15,80160893
633,580;46,50384447;11,80369837;14,61585331;16,26787909;15,90270481
634,151;46,36893639;11,81329905;14,50802799;16,16908294;15,8377967
634,721;46,44364343;11,88113609;14,71258775;16,19522592;15,89385102
635,292;46,24963569;11,92451854;14,63784627;16,08931414;15,8374297
635,862;46,10697392;11,90375263;14,48606912;16,03435727;15,7417263
636,432;45,86816779;11,72901844;14,3680911;15,78970742;15,59647166
637,002;45,48206977;11,68406156;14,40095562;15,71545097;15,53998038
637,573;45,0524179;11,58433405;14,36402599;15,51122077;15,38446222
638,143;44,58919804;11,59913699;14,05312634;15,3727901;15,50123097
638,713;44,21006179;11,67764073;14,0920633;15,33429502;15,28044339
639,283;43,99959062;11,59444162;14,09746469;15,25736934;15,31272943
639,853;43,54166085;11,55550689;13,8733607;15,24791983;15,14432291
640,423;43,23911308;11,55673514;13,86967981;15,12087421;15,0050114
640,993;43,17633055;11,48062614;13,75717142;14,96015187;14,74926125
641,563;43,02141298;11,40913903;13,56992535;14,83493306;14,5128311
642,133;42,97079273;11,3925616;13,35038912;14,59116056;14,21408679
