Filename-->;PETALO.RFL8;PETALO2.RFL8;PETALO3.RFL8;PETALO4.RFL8;PETALO5.RFL8
Mode/Unit-->;;;;;
Int.time[ms]-->;10;10;10;10;10
NrOfAverages-->;20;20;20;20;20
Smoothing-->;4;4;4;4;4
Wavelength [nm];;;;;
264,081;46,42523349;11,70315804;10,32745556;24,39449741;20,59678332
264,675;44,90894677;15,10183003;15,05005163;25,87159185;27,2523305
265,269;45,04236855;20,34639357;13,14948767;36,9093656;34,53842243
265,863;44,4999983;19,80589523;20,39899391;41,51689387;32,99784343
266,457;42,99418042;24,40232211;19,15983568;35,62158451;32,70150235
267,051;39,91671143;27,14962742;22,3764386;32,78605241;30,92417027
267,645;38,80596914;27,84073587;25,1761113;42,26646304;35,31393639
268,239;40,57429398;24,15260623;28,11977461;37,63489828;37,39170024
268,833;38,2093687;19,1725045;25,52533058;38,27985094;33,53966487
269,427;39,50112189;17,46109705;33,57903311;44,37346452;35,03685469
270,021;40,78814649;21,58958008;30,35565127;40,95842255;35,98263443
270,614;39,9250321;16,56795102;35,35702672;38,49950741;34,25469017
271,208;41,10217026;23,0471177;26,98388152;34,81091201;32,53254871
271,802;42,59423164;20,32958649;32,35954936;40,8539315;32,52434332
272,396;45,78078495;18,74060735;25,78899997;41,82446752;34,58070431
272,989;45,22078685;13,11374557;15,79190482;33,40003167;23,78020697
273,583;45,30580114;14,9054849;16,9042455;41,35419898;23,87666573
274,177;47,65607665;15,57803545;18,59826666;36,96531823;28,09248605
274,770;46,95259497;24,90777602;11,15537781;40,00295018;27,25394684
275,364;46,845167;21,50107737;13,51891701;45,00153854;26,63795798
275,957;48,42233078;25,21792319;13,42712894;44,94571048;24,85089461
276,551;44,18840068;17,58667188;16,99764398;46,5836425;21,13766454
277,144;42,17610186;13,72512871;5,195283474;39,70154766;17,57553401
277,737;45,48040224;9,829619328;12,64744346;37,48361778;18,38138924
278,331;45,92222105;12,86208943;18,41939477;41,21536417;21,30037709
278,924;43,6992346;13,50107382;20,60447915;29,6870201;22,56827227
279,517;46,51888057;24,85583414;20,70087364;37,17285315;24,42703033
280,111;47,58211686;21,35199586;22,58785038;36,27159001;26,8761168
280,704;45,85248146;24,35452095;21,87830232;41,35588054;30,1977947
281,297;46,63019197;15,43062134;20,79844537;35,85526302;30,876196
281,890;49,8483778;18,11764747;21,30882356;38,20588166;29,38235266
282,483;53,63804991;15,68013726;23,63403597;37,46442875;31,17529933
283,077;50,34036962;14,48337954;19,10061559;33,8396748;28,50052572
283,670;49,24855579;15,39924078;16,77756711;31,21039322;29,13498134
284,263;54,09894662;14,22063084;14,17181935;40,83956991;30,39375162
284,856;57,31220594;9,636151173;16,79680994;41,33577051;28,67585952
285,449;55,99818866;7,573610119;18,09163852;41,56825599;29,64887336
286,042;54,59508835;2,290188033;15,5732856;31,82624107;25,1773048
286,634;54,63016037;4,728914237;9,65361293;36,00903528;19,54819164
287,227;58,19888064;9,990080517;11,22289966;32,40753881;23,84866102
287,820;55,6315995;14,67548418;6,64186183;35,16604542;19,31927689
288,413;57,3883144;17,33277146;9,185246144;34,14668252;20,15145078
289,006;60,24188506;12,43692438;7,465123671;31,99762601;19,72395382
289,599;54,89234635;10,25528232;11,60504667;26,59917815;15,36091615
290,191;45,86977554;5,797100235;6,392065992;20,44240963;14,21815327
290,784;46,41234515;8,525561211;7,30985031;27,04177108;17,75249399
291,377;44,6769481;10,30204051;7,902039955;32,14693903;18,30204061
291,969;41,81406085;10,78969242;6,483790792;25,07065692;16,37572774
292,562;40,03966501;10,26877975;6,719503313;31,06478293;21,26119879
293,154;40,85289711;6,386582647;15,48365172;28,96832078;24,08944551
293,747;37,47661309;5,975820057;13,16062242;33,41968953;23,95509523
294,339;34,06816008;9,931506495;17,84083455;33,69210687;22,87997368
294,932;37,38229876;13,36797482;11,33679856;35,66367569;26,34230914
295,524;41,28419533;18,09509391;17,45911501;39,91520268;32,20775251
296,116;40,32063723;17,05150919;13,80994672;32,25281156;22,61693243
296,709;44,93251092;20,23346219;16,12624174;30,29254837;25,34947278
297,301;49,73628181;23,9225659;18,99109728;35,58004813;28,92468565
297,893;45,29137638;13,84973031;14,50370503;27,32160991;21,0870511
298,486;43,7611008;19,97575068;9,790846556;28,4783271;22,49166442
299,078;43,98877484;18,56416618;9,212757389;28,06963484;23,57109822
299,670;48,10816627;21,26690183;9,935331042;31,71663704;26,71957633
300,262;48,85253123;22,48945642;15,39903066;26,47196479;24,30110724
300,854;49,17597602;26,17162697;14,81950578;21,7701066;18,84103781
301,446;49,89341241;23,43848459;23,45425767;18,6750777;26,67192292
302,038;47,32832527;12,76223826;26,10139827;15,90909132;25,31468501
302,630;43,41344714;4,333441802;27,15845086;12,75223128;23,53622122
303,222;47,42916077;17,58225447;33,58642226;24,2667859;31,01086787
303,814;49,24463033;16,00173001;37,34696907;25,39248346;31,0240544
304,406;52,83018927;23,09111506;39,15696834;32,543287;33,77803074
304,998;49,90491704;19,87713695;38,67193067;25,6837782;29,55974745
305,590;53,08652976;19,56491583;38,86656562;30,82998502;32,57586353
306,182;54,17902073;15,32776822;36,77295757;32,44833714;28,89010594
306,773;52,50621669;17,43740604;34,81590492;37,20176616;29,36671411
307,365;50,71770388;20,62902174;24,23159512;30,97927229;26,7476784
307,957;52,0185563;28,17097739;25,39879102;38,50085145;26,1576582
308,549;53,70841499;24,58802529;23,98433823;27,72067324;24,0496012
309,140;56,57251988;25,11240747;17,80183245;25,67860202;22,96419753
309,732;55,09709029;18,33863636;17,41751823;17,50125598;14,10149095
310,323;54,35754245;20,660444;11,98132904;25,29391557;18,29184049
310,915;49,21875073;28,39153935;12,22296905;27,14909471;16,87374161
311,506;51,73021134;29,60223542;18,09664722;28,33662074;25,98619376
312,098;53,35647014;31,89165485;22,32415802;26,7074401;29,37235982
312,689;56,97037517;33,7784639;24,85240234;36,02755036;30,29238005
313,281;56,27983919;33,40476732;25,1138481;37,69086407;37,23546593
313,872;48,76210025;31,74493083;18,61628484;37,95498879;30,28619252
314,463;45,74551819;30,02844468;20,8858201;39,14397993;32,41229925
315,055;45,10537699;29,60179359;19,73892396;41,32384008;38,05379786
315,646;46,29294729;24,66220875;25,29002384;39,79800767;37,35498866
316,237;48,13977293;23,06163058;22,93382549;38,61119019;37,688157
316,828;43,51144948;19,54104828;18,11573525;31,99828953;32,75370572
317,420;43,31646747;20,21754762;12,57432913;41,20377006;30,26830947
318,011;42,11662938;18,42460576;17,20930119;35,79894912;29,70742618
318,602;34,61877556;13,52625652;9,591935984;24,7927177;21,70378899
319,193;38,24199675;11,7656601;16,56929531;32,39208093;28,8704974
319,784;36,48110208;15,01521833;14,87994719;35,93168799;23,52046049
320,375;34,758226;16,47698929;23,56918912;34,53735659;24,17944772
320,966;37,1840429;24,63287492;22,72224829;38,18095667;25,51713159
321,557;38,30481784;15,82103384;26,79889448;36,48524087;31,51906613
322,148;42,13218941;16,98083068;25,10069584;41,82374959;36,15273338
322,738;43,77649774;15,16305302;28,58798133;33,02433386;35,043867
323,329;44,65998851;16,55618675;30,03472296;37,10542945;43,02399004
323,920;52,26663939;18,11552816;34,42951136;36,04518268;36,54561095
324,511;49,52606534;24,20084954;31,44271599;33,77652035;38,59971751
325,102;49,56180953;17,93828906;35,58204884;29,63534476;43,35203511
325,692;47,24233539;14,84387159;24,08860114;34,62544232;44,79310923
326,283;45,11622898;12,49073972;19,48436778;26,16683828;43,45828979
326,874;43,21841599;19,93920996;13,54103299;26,00303987;36,55015233
327,464;38,49441071;20,62686558;14,52238847;28,88059693;34,32835847
328,055;32,48540878;12,20749235;9,687446505;28,06414585;30,37146122
328,645;37,08066659;14,0579248;6,605921552;29,5802153;20,09436963
329,236;36,22089199;15,01219074;7,401603757;40,05572959;33,55973506
329,826;41,09003684;10,27895249;11,74978719;44,04057388;32,08791193
330,417;40,71260446;18,05580236;8,388127744;46,06362229;28,22107685
331,007;46,579241;22,2185659;15,09216515;45,77024359;25,8393679
331,597;47,14973977;23,92297682;14,99673639;47,07898261;22,50326466
332,188;50,12668443;23,73234807;22,28818888;50,24069297;22,978177
332,778;51,8035881;18,34026173;22,65749877;48,41701391;16,90118272
333,368;55,13642797;14,96609865;24,54109324;43,31073161;15,52835992
333,958;50,60364194;10,7313737;20,81339686;39,2515376;17,24196745
334,548;51,70160061;17,42719349;20,02803446;33,88880377;16,80423727
335,139;55,02790134;15,24872278;16,6899122;32,49651317;13,79203516
335,729;54,76836324;12,01264501;20,21677062;30,18214763;15,48999077
336,319;53,82978842;15,60743758;26,0268054;28,86583067;20,7522704
336,909;53,91245449;10,07810309;26,68969657;35,91168497;25,92370088
337,499;54,63262465;11,81637855;24,02946928;34,08897702;31,11362962
338,089;58,03887038;11,32984247;26,92253319;31,18538509;38,11074987
338,679;61,32056224;18,89656819;27,77092126;31,4860532;40,87879617
339,269;58,57608352;18,57668704;28,72392616;28,26993868;39,11656468
339,858;56,27243965;9,598948471;26,69296522;27,4161736;38,86916507
340,448;50,08830404;11,96544963;28,54715456;24,10082204;35,59898117
341,038;51,99525656;13,11205544;22,91866646;30,25648;36,85365466
341,628;51,9205423;10,89451168;20,18526161;26,50352507;35,08917408
342,218;54,62555048;20,21815395;25,24347506;26,87962634;37,07310767
342,807;51,55097628;18,05730256;24,20684886;23,56394162;34,10202662
343,397;51,74456743;29,81603202;24,54664931;31,4717477;30,23653076
343,986;49,14180812;30,57929766;24,73205826;38,43440552;29,83312958
344,576;50,99626202;31,69865889;24,40178739;38,61425187;33,3552454
345,166;48,68455899;29,73074822;26,89984738;39,39355694;31,40412591
345,755;49,65695257;29,88155183;22,49325564;38,77096209;38,87650907
346,345;52,28481221;30,61296337;26,49131028;34,00657546;38,56270511
346,934;49,53340237;26,53971173;21,99590106;33,08424537;38,74894411
347,523;44,95156394;18,12465859;16,89447816;26,92728318;33,2422092
348,113;43,96353029;7,931500998;9,388613954;23,86961162;33,66381297
348,702;42,7754686;-8,166557305;4,51904394;14,78373215;31,76242798
349,292;39,78741904;-9,798128978;-1,706877023;7,910717319;23,91268739
349,881;37,52128135;-13,98537458;-4,588665454;9,579525348;20,25594158
350,470;42,68713474;-12,80894544;-9,317377333;5,845430078;13,98587642
351,059;43,29025784;-21,86349045;-9,880823298;-2,058504466;1,451786577
351,648;35,6136816;-22,83936378;-18,96750372;-2,880848946;-5,946070675
352,238;37,50630339;-12,03892421;-9,957004633;-0,950440363;-12,6272927
352,827;40,14850896;-10,76223731;-9,481510845;2,230945397;-8,696549232
353,416;39,26627055;-4,299868704;4,318565641;12,3574511;-14,43260412
354,005;35,3883096;-4,165138119;5,284403373;17,92660474;-13,37614747
354,594;36,20334424;-12,03786349;2,661189732;15,78853345;-11,89498199
355,183;40,11505222;-8,297162409;3,138564634;12,23706256;-10,33388883
355,772;40,58117265;-1,752463647;7,88609044;16,52323635;-1,267406769
356,361;41,3374835;2,768583416;6,530245722;26,37676893;0,466445754
356,949;43,16325388;5,416355453;8,972244172;32,06301548;2,280569632
357,538;46,6652974;-1,075597792;4,333128261;31,40749925;6,315305442
358,127;45,17741578;3,999455616;4,747652634;28,45871351;9,100801683
358,716;46,48041356;11,1260233;-1,274996388;30,27781511;17,25942831
359,304;46,67710659;15,86984422;-0,271157356;29,527615;20,47952051
359,893;50,60159016;18,53512804;0,40358898;33,67713036;21,12107708
360,482;45,19295293;18,61345782;4,325661791;37,19778637;19,3853765
361,070;40,60479584;10,41601545;-6,740694223;29,80919606;12,58992926
361,659;40,33503913;8,455538739;-2,464896721;24,8517951;16,0530424
362,247;41,84096255;1,229509525;-3,395784623;17,75468454;13,24648797
362,836;35,51907003;-2,463280329;-2,70807901;13,60159013;7,542839178
363,424;33,51809802;-10,72478543;-7,870610026;13,40598624;2,300640973
364,013;36,5670076;-6,633392385;7,518917437;12,83207189;3,76750975
364,601;33,71562348;-13,66409662;-0,867051187;9,312781193;-6,775850431
365,190;31,53513982;-6,324714846;11,00917467;14,01167751;3,461218595
365,778;35,33765215;-2,13402136;13,22549944;13,64686723;7,638983825
366,366;38,02941061;2,757840268;17,49150075;12,69361652;9,797256042
366,955;39,07903549;6,04914894;20,62854465;11,79111549;8,565690716
367,543;33,60127098;11,62466631;18,15120177;12,890489;9,302055692
368,131;36,90410947;14,5966138;16,89382191;16,14640508;10,34293161
368,719;40,223553;20,48033977;24,10822781;20,60194484;14,71422669
369,307;38,70532196;16,26420439;19,32832826;20,29220796;17,98904248
369,895;39,46414543;17,69326769;20,48741135;20,76414751;20,14818628
370,483;38,08447466;14,4828218;12,5548249;14,53764631;15,36915226
371,071;36,16209906;11,55509427;10,34423125;14,24494063;14,91091536
371,659;36,95035949;12,4326063;9,197714946;18,20230152;16,23883497
372,247;33,38175093;11,87331182;7,970580044;17,14950497;14,35004506
372,835;31,99920445;8,642059407;11,90411298;15,85399043;14,12421627
373,423;29,48892367;9,007353121;8,782021606;13,85199291;15,16247672
374,011;25,92250914;6,151818878;5,250395762;11,48128644;11,33368498
374,599;21,39122913;5,253179454;4,726011932;7,815029128;6,612716916
375,186;19,07116314;5,422395071;3,589244311;6,375471294;6,618809841
375,774;16,78116018;6,875762265;5,384213173;7,426380805;7,213800227
376,362;15,06166188;5,937768603;4,108874405;6,293727857;6,793912008
376,950;11,9493246;4,996442727;3,097466134;3,305423181;5,157883111
377,537;11,15850448;3,715422685;2,509084467;3,292709916;5,243121486
378,125;11,31376226;4,125758885;2,695466134;3,148429338;5,408782892
378,712;10,36889331;3,500072925;3,337569537;2,708389747;4,175087042
379,300;9,939840668;3,705889353;3,827845351;2,592548858;5,082812094
379,887;10,4123201;3,746566801;3,738990306;3,172648804;5,682356141
380,475;10,3899209;3,525896716;4,318295604;3,648375199;6,207433975
381,062;10,2673074;2,614802816;3,299117646;2,98937519;5,78606179
381,650;9,459097153;2,072262461;3,184921217;2,77046871;5,195273819
382,237;9,765316381;2,355695166;4,230101836;3,861768645;5,821301192
382,824;9,684412157;2,426412693;3,922083106;3,814036735;5,451711023
383,411;9,448530006;2,543826749;2,81536725;3,877657407;5,523312002
383,999;9,198063615;1,938132586;3,007007687;3,846534836;5,619027139
384,586;9,023596902;1,413209742;2,282052073;3,484755151;4,881875062
385,173;8,838482958;1,407490694;2,180032666;3,504209983;4,271702595
385,760;8,495686834;1,726879604;1,938911218;3,701129492;3,743535875
386,347;8,155853879;1,340851437;1,943568688;3,640722651;3,106824
386,934;8,423848332;1,712268072;2,072635916;3,699498911;3,091247971
387,521;8,597083688;1,721508452;1,772342328;3,806674695;2,612078728
388,108;8,306750855;1,787775108;1,624911687;3,51691936;2,603022834
388,695;8,000846058;1,420093298;1,63911265;3,219054641;2,248481043
389,282;8,020141594;1,889855178;1,499410413;3,32860574;2,057310702
389,869;7,784669284;2,242520589;1,933528554;3,348966252;2,086754743
390,456;7,813445803;2,200401898;1,85698658;3,181467311;2,45987122
391,043;7,987465158;1,943322562;1,96381452;2,537589937;2,30022451
391,630;8,165448175;2,167880872;2,148304436;2,607074673;2,693892039
392,216;8,309230523;2,285058844;2,54714149;2,848578342;2,839367721
392,803;8,091607286;2,540570579;2,331228851;2,625144519;3,118353525
393,390;8,252221477;2,616034513;2,607535408;2,818314055;3,38520642
393,976;8,522674682;2,997185519;2,68975965;3,146135566;3,44403551
394,563;8,924387413;3,126646861;3,197491009;3,654522222;4,092546655
395,149;9,279267811;2,864850605;2,776306722;3,728774375;4,1036378
395,736;8,904717215;2,722476154;2,415718264;3,737077877;3,738611556
396,322;8,910353766;2,683967926;2,189646265;3,757839168;3,451018848
396,909;8,910180411;2,618126842;2,242689875;3,828530609;3,369663103
397,495;8,91045052;2,526011512;1,924913694;3,639061087;3,257007563
398,082;9,030843166;2,244035887;1,927366684;3,744719735;2,996505045
398,668;9,029783901;2,207944317;1,767040796;3,635740628;2,713384263
399,254;8,992419906;1,987304886;1,788038742;3,526261017;2,724375377
399,841;9,042570911;1,92236313;1,447875016;3,379392203;2,611972683
400,427;9,015456464;1,950557672;1,823720031;3,453510626;2,705217271
401,013;9,179595304;2,029885198;1,828244158;3,474578275;2,822011945
401,599;9,232822236;1,935968573;1,953559674;3,653712772;3,027565845
402,185;9,526641351;2,194853361;2,09753536;3,713676932;3,168979116
402,771;9,708087264;2,305415795;2,363286524;3,948847977;3,354615296
403,357;9,942051602;2,1656278;2,60119405;3,953889983;3,476550725
403,943;10,21073887;2,12978302;2,722017207;4,078788785;3,634378017
404,529;10,54717338;2,177484558;2,821876088;4,023540639;3,662757457
405,115;10,72250824;2,271067053;3,058920478;4,054528078;3,717757633
405,701;11,0765444;2,419852024;2,86814848;4,181253807;3,774229111
406,287;11,61071318;2,567054559;3,042591732;4,245531399;3,863504074
406,873;11,98891188;2,639757469;2,956641036;4,341539626;3,914333488
